gap_deg,gapM_deg,e_sat,e_tgt,alt_sat_km,alt_tgt_km,da_km,hohmann_dv,evec_dv,shape_lb_dv,condition,episode,seed,success,cause,steps,decisions,best_vrel_inbox,best_vrel,best_d_km,n_inbox,n_inbox_tau1,n_fine_rad,dv_used,plan_dv,n_plans,n_burns,n_warps,n_coast,min_d_km
-75.6,105.04,0.0171,0.0407,771.7,583.5,188.2,100.41,218.73,218.73,H16_headline_s42,96,42,1,success,1777,325,,50.8691,49.638,0,0,0,266.0,257.95,1,49,138,138,49.64
-25.25,67.95,0.0392,0.0035,566.8,715.6,-148.8,79.99,148.29,148.29,H16_headline_s42,97,42,1,success,1443,246,,67.3287,63.965,0,0,0,169.0,161.64,1,36,162,48,63.97
-56.47,-98.26,0.0283,0.0114,418.6,513.5,-94.9,52.99,80.76,80.76,H16_headline_s42,98,42,1,success,1751,196,,94.6248,87.215,0,0,0,106.0,109.76,1,37,121,38,87.21
-23.52,85.72,0.0423,0.0255,676.3,378.9,297.4,163.87,215.79,215.79,H16_headline_s42,99,42,0,safety_cap,2000,429,,2797.4235,2113.465,0,0,0,470.0,385.19,1,52,131,246,2113.47
-179.93,111.71,0.0128,0.0203,582.9,684.6,-101.7,54.78,73.62,73.62,H16_headline_s42,100,42,1,success,1923,345,,26.6918,31.181,0,0,0,164.0,168.31,1,70,138,137,31.18
147.7,-106.59,0.0122,0.0409,483.7,575.1,-91.4,50.32,173.23,173.23,H16_headline_s42,101,42,1,success,1898,434,,72.9731,68.169,0,0,0,238.0,249.75,1,60,168,206,68.17
-38.16,35.76,0.0094,0.0275,682.0,425.2,256.8,140.71,101.48,140.71,H16_headline_s42,102,42,1,success,1968,452,,50.1853,47.492,0,0,0,256.0,183.38,1,99,145,208,47.49
-27.35,-12.57,0.0202,0.0088,585.5,534.0,51.6,28.23,45.08,45.08,H16_headline_s42,103,42,1,success,1609,340,,77.9613,70.374,0,0,0,54.0,59.17,1,21,135,184,70.37
1.29,-2.09,0.0172,0.0247,450.3,380.1,70.2,39.66,29.16,39.66,H16_headline_s42,104,42,1,success,1509,276,,34.773,31.178,0,0,0,44.0,39.97,1,24,151,101,31.18
-40.62,-150.09,0.0053,0.0401,756.7,537.5,219.2,117.73,160.39,160.39,H16_headline_s42,105,42,1,success,1701,337,,95.6023,87.494,0,0,0,187.0,181.32,1,34,148,155,87.49
-68.41,-59.71,0.0421,0.0376,585.6,464.5,121.1,66.74,28.76,66.74,H16_headline_s42,106,42,1,success,1963,458,,39.2083,33.574,0,0,0,219.0,229.7,1,86,170,202,33.57
-84.78,-57.97,0.0245,0.0402,637.8,478.5,159.3,87.19,81.51,87.19,H16_headline_s42,107,42,1,success,1959,411,,31.6718,38.312,0,0,0,212.0,222.11,1,78,155,178,38.31
-49.55,-61.74,0.0265,0.0169,688.5,609.3,79.2,42.49,40.05,42.49,H16_headline_s42,108,42,1,success,1748,287,,148.7967,139.313,0,0,0,89.0,94.46,1,36,141,110,139.31
