gap_deg,gapM_deg,e_sat,e_tgt,alt_sat_km,alt_tgt_km,da_km,hohmann_dv,evec_dv,shape_lb_dv,condition,episode,seed,success,cause,steps,decisions,best_vrel_inbox,best_vrel,best_d_km,n_inbox,n_inbox_tau1,n_fine_rad,dv_used,plan_dv,n_plans,n_burns,n_warps,n_coast,min_d_km
177.94,-87.23,0.0019,0.0206,376.1,787.9,-411.8,224.28,77.84,224.28,C_tight5_s7,100,7,1,success,1996,432,,5.297,5.564,0,0,0,230.0,214.6,1,89,185,158,5.56
78.38,15.53,0.0249,0.0275,732.0,487.2,244.8,132.53,104.37,132.53,C_tight5_s7,101,7,1,success,1952,442,,9.0094,8.734,0,0,0,147.0,144.46,1,52,218,172,8.73
9.08,-107.55,0.0247,0.0158,549.8,474.2,75.6,41.81,132.75,132.75,C_tight5_s7,102,7,1,success,695,78,,5.723,6.944,0,0,0,148.0,137.38,1,31,28,19,6.94
38.78,28.36,0.0401,0.0064,569.0,743.6,-174.6,93.56,126.58,126.58,C_tight5_s7,103,7,1,success,1933,353,,15.8307,14.102,0,0,0,167.0,147.16,1,53,195,105,14.1
-84.99,140.44,0.02,0.016,638.4,552.7,85.8,46.57,126.06,126.06,C_tight5_s7,104,7,1,success,1969,451,,7.2825,6.893,0,0,0,178.0,169.95,1,55,197,199,6.89
-147.59,1.21,0.0441,0.0467,740.7,607.8,132.9,70.95,330.34,330.34,C_tight5_s7,105,7,0,safety_cap,2000,435,,13960.9747,13576.301,0,0,0,471.0,440.91,1,57,145,233,13576.3
116.72,-175.77,0.0159,0.0332,334.0,720.6,-386.6,213.09,115.6,213.09,C_tight5_s7,106,7,0,safety_cap,2000,448,,9.4526,9.2,0,0,0,260.0,244.27,1,99,157,192,9.2
-27.7,-142.22,0.0188,0.0097,604.1,697.3,-93.2,49.98,91.95,91.95,C_tight5_s7,107,7,1,success,1819,418,,12.4296,12.444,0,0,0,113.0,106.56,1,34,281,103,12.44
35.7,1.34,0.0091,0.0255,461.3,588.6,-127.2,70.14,70.92,70.92,C_tight5_s7,108,7,1,success,1925,442,,24.3361,21.655,0,0,0,111.0,106.25,1,41,232,169,21.66
25.79,41.32,0.0482,0.0422,761.1,619.3,141.9,75.48,51.25,75.48,C_tight5_s7,109,7,1,success,1875,440,,14.7331,14.656,0,0,0,73.0,76.63,1,21,268,151,14.66
