gap_deg,gapM_deg,e_sat,e_tgt,alt_sat_km,alt_tgt_km,da_km,hohmann_dv,evec_dv,shape_lb_dv,condition,episode,seed,success,cause,steps,decisions,best_vrel_inbox,best_vrel,best_d_km,n_inbox,n_inbox_tau1,n_fine_rad,dv_used,plan_dv,n_plans,n_burns,n_warps,n_coast,min_d_km
65.12,-139.22,0.0481,0.0168,618.2,739.6,-121.5,64.79,239.06,239.06,C_tight5_s42,19,42,1,success,1934,428,,17.6994,15.63,0,0,0,283.0,273.6,1,55,227,146,15.63
-103.57,45.41,0.0165,0.0484,521.0,790.9,-269.9,144.65,235.71,235.71,C_tight5_s42,20,42,1,success,1964,344,,5.5663,5.388,0,0,0,309.0,291.04,1,67,187,90,5.39
-32.2,-79.93,0.0125,0.0028,373.3,537.6,-164.3,91.97,41.07,91.97,C_tight5_s42,21,42,1,success,1847,522,,4.1907,5.284,0,0,0,92.0,90.33,1,36,257,229,5.28
146.74,83.24,0.0247,0.0395,421.2,514.5,-93.3,52.06,137.25,137.25,C_tight5_s42,22,42,0,safety_cap,2000,443,,8.0745,7.403,0,0,0,224.0,212.61,1,76,183,184,7.4
50.08,-37.46,0.0121,0.0116,407.6,629.1,-221.4,122.26,61.94,122.26,C_tight5_s42,23,42,1,success,1924,440,,7.3208,6.121,0,0,0,179.0,171.65,1,53,221,166,6.12
67.02,108.35,0.0019,0.0079,491.8,364.7,127.1,71.56,25.22,71.56,C_tight5_s42,24,42,1,success,1937,475,,5.518,5.289,0,0,0,70.0,72.57,1,35,210,230,5.29
30.21,102.62,0.0144,0.0144,684.2,793.8,-109.6,57.73,63.44,63.44,C_tight5_s42,25,42,0,safety_cap,2000,324,,2.907,5.086,0,0,0,96.0,89.36,1,43,238,43,5.09
25.75,-1.99,0.034,0.0301,501.0,592.7,-91.7,50.3,59.82,59.82,C_tight5_s42,26,42,1,success,1857,484,,9.5094,8.809,0,0,0,80.0,76.55,1,35,256,193,8.81
-31.68,128.11,0.0218,0.0388,469.1,660.1,-190.9,104.36,225.22,225.22,C_tight5_s42,27,42,1,success,1896,437,,14.9552,12.808,0,0,0,246.0,241.83,1,39,247,151,12.81
90.38,-157.59,0.0314,0.0479,520.2,675.9,-155.7,84.51,249.67,249.67,C_tight5_s42,28,42,1,success,1963,404,,4.581,5.047,0,0,0,310.0,297.18,1,69,197,138,5.05
-152.97,-25.86,0.0364,0.0376,459.1,763.8,-304.6,164.85,247.65,247.65,C_tight5_s42,29,42,1,success,1977,410,5.3811,5.3811,4.901,1,0,0,351.0,329.05,1,82,180,148,4.9
137.93,-21.98,0.018,0.0469,478.3,724.7,-246.4,133.64,240.45,240.45,C_tight5_s42,30,42,0,safety_cap,2000,471,,5.9695,5.48,0,0,0,333.0,313.45,1,74,208,189,5.48
127.49,-44.56,0.0164,0.0032,688.0,484.4,203.7,110.81,74.79,110.81,C_tight5_s42,31,42,1,success,1965,348,,17.1251,14.285,0,0,0,143.0,139.98,1,65,149,134,14.28
70.56,-136.92,0.0014,0.031,686.1,434.6,251.5,137.59,123.28,137.59,C_tight5_s42,32,42,1,success,1928,337,5.0918,5.0918,4.763,1,0,0,161.0,159.1,1,52,205,80,4.76
-69.8,134.89,0.0366,0.0161,593.5,434.4,159.1,87.92,197.56,197.56,C_tight5_s42,33,42,0,safety_cap,2000,450,,17.9782,15.886,0,0,0,345.0,233.0,1,95,169,186,15.89
-33.67,-165.63,0.0225,0.0455,408.4,604.5,-196.1,108.53,237.15,237.15,C_tight5_s42,34,42,1,success,1800,407,,17.0153,15.71,0,0,0,259.0,254.67,1,30,252,125,15.71
121.68,1.91,0.0018,0.0283,416.5,728.6,-312.1,170.31,109.44,170.31,C_tight5_s42,35,42,0,safety_cap,2000,512,,6.9266,7.012,0,0,0,251.0,235.64,1,106,172,234,7.22
-22.51,-102.37,0.0234,0.0151,553.3,352.8,200.4,112.26,98.39,112.26,C_tight5_s42,36,42,1,success,1870,360,5.4531,5.4531,4.871,1,0,0,151.0,137.34,1,44,247,69,4.87
117.61,21.01,0.0205,0.0155,563.7,642.0,-78.3,42.44,102.12,102.12,C_tight5_s42,37,42,1,success,1982,405,,11.6186,9.869,0,0,0,163.0,165.12,1,53,195,157,9.87
-53.59,65.3,0.0195,0.0168,423.8,732.3,-308.5,168.12,116.97,168.12,C_tight5_s42,38,42,1,success,1870,360,,6.7887,6.284,0,0,0,173.0,162.65,1,51,215,94,6.28
143.3,165.04,0.0211,0.0274,728.2,427.6,300.6,163.87,42.38,163.87,C_tight5_s42,39,42,1,success,1994,421,5.0842,5.0842,4.433,1,0,0,165.0,169.3,1,69,188,164,4.43
4.31,11.35,0.0312,0.0365,622.6,710.2,-87.6,46.85,25.05,46.85,C_tight5_s42,40,42,1,success,1733,454,,5.5546,6.058,0,0,0,52.0,50.96,1,12,251,191,6.06
-142.53,29.61,0.0053,0.0477,561.9,654.1,-92.2,49.94,199.49,199.49,C_tight5_s42,41,42,1,success,1999,427,,5.3668,5.484,0,0,0,286.0,266.48,1,70,187,170,5.48
-23.19,-57.31,0.014,0.0196,723.2,368.6,354.6,194.64,43.02,194.64,C_tight5_s42,42,42,0,safety_cap,2000,469,,27.4904,23.08,0,0,0,208.0,212.33,1,90,171,208,23.08
87.04,-49.11,0.0155,0.0039,742.9,336.9,405.9,223.12,71.43,223.12,C_tight5_s42,43,42,1,success,1946,423,,13.4107,11.366,0,0,0,231.0,233.24,1,55,200,168,11.37
-162.31,-84.19,0.0233,0.0429,367.8,758.5,-390.7,213.64,166.01,213.64,C_tight5_s42,44,42,1,success,1991,423,,12.4914,11.677,0,0,0,265.0,252.32,1,74,192,157,11.68
96.76,164.8,0.0142,0.034,394.3,526.0,-131.8,73.68,119.95,119.95,C_tight5_s42,45,42,1,success,1975,375,,14.1607,12.255,0,0,0,176.0,172.17,1,57,188,130,12.26
175.99,101.98,0.0452,0.0344,555.3,718.1,-162.8,87.62,182.53,182.53,C_tight5_s42,46,42,0,safety_cap,2000,468,,7.657,7.169,0,0,0,293.0,275.59,1,83,202,183,7.17
109.68,-61.69,0.0296,0.0012,596.4,705.4,-109.0,58.48,115.52,115.52,C_tight5_s42,47,42,1,success,1960,341,,5.754,6.09,0,0,0,181.0,173.59,1,64,186,91,6.09
-122.69,-78.82,0.0214,0.0443,687.2,797.3,-110.1,57.93,121.08,121.08,C_tight5_s42,48,42,1,success,1974,357,,4.2474,5.023,0,0,0,199.0,186.67,1,78,174,105,5.02
133.58,11.65,0.0267,0.0421,723.4,580.7,142.6,76.51,229.58,229.58,C_tight5_s42,49,42,0,safety_cap,2000,387,,5.928,5.848,0,0,0,311.0,298.84,1,77,166,144,5.85
-125.07,-57.29,0.0116,0.0218,605.1,661.1,-56.0,30.18,76.96,76.96,C_tight5_s42,50,42,1,success,1995,381,,6.06,6.058,0,0,0,148.0,142.56,1,66,172,143,6.06
-19.22,1.43,0.0029,0.0124,370.2,306.2,64.0,36.75,37.47,37.47,C_tight5_s42,51,42,1,success,1867,508,,5.8641,5.743,0,0,0,56.0,56.16,1,26,265,217,5.74
30.72,-29.63,0.0027,0.0216,563.7,662.6,-98.9,53.48,76.7,76.7,C_tight5_s42,52,42,1,success,1898,444,,7.1039,6.046,0,0,0,103.0,92.82,1,40,251,153,6.05
113.26,114.62,0.0168,0.0165,794.4,655.1,139.3,73.59,1.79,73.59,C_tight5_s42,53,42,1,success,1979,297,,14.2229,12.488,0,0,0,71.0,74.68,1,48,177,72,12.49
-89.73,170.23,0.0155,0.0455,563.3,692.1,-128.8,69.44,189.84,189.84,C_tight5_s42,54,42,1,success,1957,341,,5.2895,5.681,0,0,0,253.0,237.12,1,61,179,101,5.68
94.95,-100.66,0.0201,0.0304,425.4,756.4,-331.0,179.92,186.98,186.98,C_tight5_s42,55,42,0,safety_cap,2000,460,,11.8826,10.625,0,0,0,347.0,274.61,1,103,185,172,10.63
53.71,163.11,0.017,0.0238,798.4,361.6,436.9,238.05,129.0,238.05,C_tight5_s42,56,42,0,safety_cap,2000,411,,3.5854,5.601,0,0,0,248.0,249.64,1,51,241,119,5.6
-156.77,26.9,0.0041,0.0042,448.0,550.8,-102.8,56.99,31.43,56.99,C_tight5_s42,57,42,0,safety_cap,2000,302,,5.7303,6.471,0,0,0,115.0,112.36,1,67,156,79,6.47
-59.42,-122.0,0.0058,0.0153,576.1,520.3,55.8,30.61,51.74,51.74,C_tight5_s42,58,42,1,success,1920,412,,6.1255,6.16,0,0,0,93.0,91.88,1,44,202,166,6.16
46.54,-139.29,0.0271,0.0216,518.2,609.6,-91.4,49.97,183.79,183.79,C_tight5_s42,59,42,1,success,1884,414,5.6999,5.6999,4.973,1,0,0,225.0,208.02,1,51,237,126,4.97
135.76,8.39,0.0097,0.0263,551.9,466.3,85.6,47.34,126.23,126.23,C_tight5_s42,60,42,1,success,1997,439,,5.465,5.66,0,0,0,197.0,195.46,1,71,202,166,5.66
-19.2,-72.85,0.0215,0.0157,704.0,761.3,-57.3,30.23,65.72,65.72,C_tight5_s42,61,42,1,success,1758,446,,11.314,11.628,0,0,0,77.0,75.93,1,27,304,115,11.63
-9.47,52.43,0.0058,0.033,512.2,434.3,77.9,43.43,117.54,117.54,C_tight5_s42,62,42,1,success,1732,506,5.2791,5.2791,4.081,1,0,0,131.0,122.35,1,27,301,178,4.08
171.4,117.56,0.0309,0.0103,774.9,563.0,211.9,113.25,99.39,113.25,C_tight5_s42,63,42,0,safety_cap,2000,421,,5.3535,5.099,0,0,0,192.0,188.04,1,76,201,144,6.19
-158.0,-53.35,0.0094,0.0369,321.3,459.5,-138.2,78.47,153.86,153.86,C_tight5_s42,64,42,0,safety_cap,2000,371,,12.5621,10.597,0,0,0,290.0,283.1,1,88,158,125,10.6
139.21,-177.46,0.0321,0.0039,472.6,349.8,122.8,69.41,113.06,113.06,C_tight5_s42,65,42,1,success,1994,408,,6.0355,5.694,0,0,0,186.0,182.84,1,72,184,152,5.69
-171.23,173.27,0.0439,0.0427,515.9,674.5,-158.6,86.11,44.14,86.11,C_tight5_s42,66,42,1,success,1988,467,5.4968,5.4968,4.484,1,0,0,137.0,134.13,1,66,187,214,4.48
-118.2,-123.84,0.007,0.009,792.8,355.9,436.9,238.35,8.12,238.35,C_tight5_s42,67,42,0,safety_cap,2000,377,,15.3844,13.479,0,0,0,242.0,249.96,1,89,144,144,13.48
121.9,166.37,0.0232,0.0299,421.5,545.6,-124.1,69.05,79.87,79.87,C_tight5_s42,68,42,1,success,1987,359,,4.8724,5.813,0,0,0,192.0,193.89,1,61,182,116,5.81
9.95,92.14,0.002,0.0011,579.7,724.6,-144.9,77.73,8.21,77.73,C_tight5_s42,69,42,1,success,1782,398,,7.8619,8.341,0,0,0,91.0,87.07,1,24,302,72,8.34
-130.1,164.84,0.0147,0.0109,304.0,741.7,-437.7,241.48,52.93,241.48,C_tight5_s42,70,42,1,success,1985,365,,12.396,11.482,0,0,0,244.0,230.33,1,76,174,115,11.48
164.57,163.69,0.0007,0.0047,647.2,533.6,113.6,61.74,15.27,61.74,C_tight5_s42,71,42,0,safety_cap,2000,416,,8.361,8.256,0,0,0,104.0,107.0,1,63,184,169,8.26
179.73,-86.26,0.0306,0.0227,579.2,361.7,217.5,121.32,151.48,151.48,C_tight5_s42,72,42,0,safety_cap,2000,483,,8.7345,8.232,0,0,0,245.0,241.73,1,86,173,224,8.23
155.07,-88.99,0.0251,0.0051,565.1,640.5,-75.4,40.87,104.62,104.62,C_tight5_s42,73,42,0,safety_cap,2000,495,,8.0044,7.977,0,0,0,222.0,202.73,1,89,177,229,7.98
40.86,73.73,0.0342,0.0022,484.4,633.5,-149.1,81.57,122.2,122.2,C_tight5_s42,74,42,1,success,1889,380,,13.1622,11.259,0,0,0,152.0,143.55,1,37,235,108,11.26
-138.06,-152.64,0.0277,0.0253,747.1,592.0,155.1,82.87,27.04,82.87,C_tight5_s42,75,42,0,safety_cap,2000,354,,12.6171,10.727,0,0,0,143.0,146.27,1,74,168,112,10.73
-10.15,160.06,0.005,0.0213,536.2,363.9,172.3,96.54,100.96,100.96,C_tight5_s42,76,42,1,success,1844,525,6.3113,6.3113,4.726,1,0,0,119.0,108.59,1,31,286,208,4.73
-154.42,93.79,0.0147,0.027,720.8,407.8,313.0,171.08,134.92,171.08,C_tight5_s42,77,42,0,safety_cap,2000,480,,8.6228,8.113,0,0,0,240.0,238.86,1,91,180,209,8.37
-21.92,-33.81,0.0112,0.0151,722.1,355.9,366.2,201.29,18.01,201.29,C_tight5_s42,78,42,0,safety_cap,2000,472,,26.2801,22.638,0,0,0,201.0,209.51,1,78,170,224,22.64
-47.8,83.64,0.039,0.0457,477.7,679.2,-201.6,109.85,290.33,290.33,C_tight5_s42,79,42,1,success,1910,475,,5.821,5.395,0,0,0,319.0,315.47,1,49,234,192,5.39
-21.66,40.99,0.0342,0.0205,669.4,595.1,74.3,40.0,116.34,116.34,C_tight5_s42,80,42,1,success,1862,383,,5.5933,5.483,0,0,0,138.0,127.59,1,39,251,93,5.48
-155.41,96.39,0.0125,0.0456,309.6,531.4,-221.9,125.16,193.39,193.39,C_tight5_s42,81,42,0,safety_cap,2000,441,,12.0294,10.26,0,0,0,341.0,332.8,1,88,171,182,10.26
-71.95,179.8,0.0016,0.013,521.3,689.5,-168.2,91.14,51.15,91.14,C_tight5_s42,82,42,1,success,1934,425,,5.2391,5.183,0,0,0,93.0,89.51,1,51,222,152,5.18
-121.7,-170.17,0.0274,0.0317,679.0,509.9,169.1,91.81,93.51,93.51,C_tight5_s42,83,42,0,safety_cap,2000,465,,9.7405,8.432,0,0,0,184.0,198.21,1,49,172,244,8.43
-82.2,60.04,0.0098,0.0051,600.2,433.9,166.3,91.85,54.51,91.85,C_tight5_s42,84,42,1,success,1951,383,,6.2043,5.531,0,0,0,182.0,176.98,1,57,186,140,5.53
114.67,91.42,0.0016,0.0112,537.3,784.9,-247.7,132.6,36.65,132.6,C_tight5_s42,85,42,0,safety_cap,2000,494,,9.2079,8.835,0,0,0,173.0,167.6,1,96,183,215,8.83
-137.56,97.96,0.0065,0.0093,345.3,747.8,-402.5,220.9,52.44,220.9,C_tight5_s42,86,42,1,success,1964,371,,5.7145,5.78,0,0,0,224.0,211.53,1,76,186,109,5.78
44.22,157.92,0.0294,0.0207,461.4,683.3,-221.9,121.06,158.84,158.84,C_tight5_s42,87,42,1,success,1934,287,5.1337,5.1337,4.799,1,0,0,206.0,182.11,1,55,194,38,4.8
-107.93,173.0,0.0106,0.0212,762.6,521.8,240.8,129.43,82.98,129.43,C_tight5_s42,88,42,0,safety_cap,2000,451,,18.3532,15.678,0,0,0,212.0,212.57,1,75,181,195,15.68
-74.21,-59.25,0.0497,0.0359,604.3,528.2,76.0,41.54,67.14,67.14,C_tight5_s42,89,42,1,success,1937,366,,6.7225,5.657,0,0,0,120.0,118.26,1,52,199,115,5.66
47.07,-74.31,0.0308,0.0149,712.4,601.5,110.9,59.44,153.68,153.68,C_tight5_s42,90,42,1,success,1889,366,,6.6213,6.148,0,0,0,186.0,178.16,1,46,231,89,6.15
-174.14,74.41,0.0347,0.0277,746.7,406.8,339.9,185.33,198.36,198.36,C_tight5_s42,91,42,0,safety_cap,2000,472,,6.4858,6.034,0,0,0,291.0,292.32,1,78,182,212,7.7
-27.43,30.34,0.0428,0.0137,559.2,790.0,-230.8,123.2,139.34,139.34,C_tight5_s42,92,42,1,success,1737,449,,4.3398,5.579,0,0,0,162.0,153.99,1,35,316,98,5.58
-151.08,-125.4,0.0328,0.0024,739.0,503.8,235.2,126.97,116.82,126.97,C_tight5_s42,93,42,0,safety_cap,2000,472,,11.4076,10.317,0,0,0,227.0,223.95,1,88,182,202,10.55
-63.22,26.18,0.0083,0.0277,764.8,624.5,140.2,74.54,108.93,108.93,C_tight5_s42,94,42,1,success,1922,410,,6.4727,6.08,0,0,0,147.0,141.91,1,48,203,159,6.08
-159.86,112.96,0.0033,0.0173,321.7,683.9,-362.1,200.64,65.72,200.64,C_tight5_s42,95,42,1,success,1996,394,,4.4584,5.026,0,0,0,207.0,192.91,1,86,164,144,5.03
-75.6,105.04,0.0171,0.0407,771.7,583.5,188.2,100.41,218.73,218.73,C_tight5_s42,96,42,1,success,1943,418,,5.501,5.105,0,0,0,277.0,257.95,1,60,213,145,5.1
-25.25,67.95,0.0392,0.0035,566.8,715.6,-148.8,79.99,148.29,148.29,C_tight5_s42,97,42,1,success,1740,417,,23.0421,22.245,0,0,0,173.0,161.64,1,41,285,91,22.24
-56.47,-98.26,0.0283,0.0114,418.6,513.5,-94.9,52.99,80.76,80.76,C_tight5_s42,98,42,1,success,1929,320,,6.9349,6.111,0,0,0,116.0,109.76,1,47,196,77,6.11
-23.52,85.72,0.0423,0.0255,676.3,378.9,297.4,163.87,215.79,215.79,C_tight5_s42,99,42,0,safety_cap,2000,426,,2797.4235,2113.465,0,0,0,472.0,385.19,1,43,131,252,2113.47
-179.93,111.71,0.0128,0.0203,582.9,684.6,-101.7,54.78,73.62,73.62,C_tight5_s42,100,42,0,safety_cap,2000,381,,7.2204,6.52,0,0,0,173.0,168.31,1,79,161,141,7.65
147.7,-106.59,0.0122,0.0409,483.7,575.1,-91.4,50.32,173.23,173.23,C_tight5_s42,101,42,0,safety_cap,2000,483,,6.0569,5.59,0,0,0,251.0,249.75,1,71,198,214,5.76
-38.16,35.76,0.0094,0.0275,682.0,425.2,256.8,140.71,101.48,140.71,C_tight5_s42,102,42,0,safety_cap,2000,471,,22.2304,19.935,0,0,0,263.0,183.38,1,105,158,208,19.94
-27.35,-12.57,0.0202,0.0088,585.5,534.0,51.6,28.23,45.08,45.08,C_tight5_s42,103,42,1,success,1878,457,,27.6025,25.375,0,0,0,60.0,59.17,1,28,236,193,25.37
1.29,-2.09,0.0172,0.0247,450.3,380.1,70.2,39.66,29.16,39.66,C_tight5_s42,104,42,1,success,712,38,,12.6643,10.01,0,0,0,41.0,39.97,1,16,18,4,10.01
-40.62,-150.09,0.0053,0.0401,756.7,537.5,219.2,117.73,160.39,160.39,C_tight5_s42,105,42,1,success,1886,465,5.2928,5.2928,4.745,1,0,0,196.0,181.32,1,42,225,198,4.75
-68.41,-59.71,0.0421,0.0376,585.6,464.5,121.1,66.74,28.76,66.74,C_tight5_s42,106,42,0,safety_cap,2000,471,,21.3544,18.771,0,0,0,224.0,229.7,1,93,176,202,18.77
-84.78,-57.97,0.0245,0.0402,637.8,478.5,159.3,87.19,81.51,87.19,C_tight5_s42,107,42,0,safety_cap,2000,431,,21.1674,17.881,0,0,0,221.0,222.11,1,85,168,178,17.88
-49.55,-61.74,0.0265,0.0169,688.5,609.3,79.2,42.49,40.05,42.49,C_tight5_s42,108,42,1,success,1921,410,,5.5694,5.629,0,0,0,99.0,94.46,1,45,222,143,5.63
94.11,-131.21,0.0346,0.0437,751.3,581.7,169.5,90.65,273.99,273.99,C_tight5_s42,109,42,1,success,1963,463,5.2894,5.2894,4.766,1,0,0,332.0,322.79,1,67,201,195,4.77
-76.06,88.19,0.008,0.0189,465.3,347.3,117.9,66.74,102.78,102.78,C_tight5_s42,110,42,0,safety_cap,2000,378,,21.0744,17.506,0,0,0,247.0,245.07,1,92,143,143,19.27
-26.72,-29.88,0.0034,0.0241,380.2,502.4,-122.2,68.63,79.01,79.01,C_tight5_s42,111,42,1,success,1831,441,,5.6389,6.224,0,0,0,95.0,92.71,1,29,245,167,6.22
-149.42,-22.76,0.0348,0.0467,606.3,537.3,69.0,37.65,277.03,277.03,C_tight5_s42,112,42,0,safety_cap,2000,458,,11.7266,10.531,0,0,0,388.0,385.53,1,91,180,187,10.53
80.7,98.36,0.0001,0.0241,385.0,583.8,-198.8,110.54,90.69,110.54,C_tight5_s42,113,42,0,safety_cap,2000,490,,14.6501,13.318,0,0,0,222.0,191.89,1,88,165,237,13.68
117.89,160.53,0.0103,0.0124,477.7,795.4,-317.7,171.01,31.64,171.01,C_tight5_s42,114,42,0,safety_cap,2000,497,,9.7995,9.257,0,0,0,171.0,165.33,1,97,182,218,9.26
-137.14,-41.61,0.0272,0.0479,706.8,620.1,86.7,46.41,216.3,216.3,C_tight5_s42,115,42,0,safety_cap,2000,480,,12.9091,12.621,0,0,0,347.0,332.51,1,92,180,208,12.88
127.64,85.91,0.0214,0.0046,400.3,629.2,-228.8,126.44,68.86,126.44,C_tight5_s42,116,42,0,safety_cap,2000,472,,9.5973,8.331,0,0,0,198.0,190.18,1,91,170,211,8.33
93.68,136.39,0.0422,0.0052,682.2,323.4,358.8,198.81,148.7,198.81,C_tight5_s42,117,42,1,success,1972,427,6.0232,6.0232,4.974,1,0,0,214.0,206.81,1,66,199,162,4.97
156.96,-87.45,0.0052,0.0389,765.0,684.3,80.7,42.63,155.75,155.75,C_tight5_s42,118,42,0,safety_cap,2000,453,,9.4523,8.497,0,0,0,250.0,238.34,1,78,200,175,8.5
70.19,-83.73,0.009,0.0411,359.2,496.8,-137.6,77.49,188.02,188.02,C_tight5_s42,119,42,1,success,1957,401,,3.9109,5.28,0,0,0,231.0,223.98,1,52,196,153,5.28
66.34,147.39,0.0142,0.0291,771.2,448.5,322.7,174.69,116.11,174.69,C_tight5_s42,120,42,1,success,1950,384,,4.7175,5.014,0,0,0,180.0,180.89,1,54,205,125,5.01
110.56,46.15,0.0035,0.0331,607.1,525.7,81.4,44.45,120.64,120.64,C_tight5_s42,121,42,1,success,1971,388,,14.184,12.068,0,0,0,186.0,177.51,1,63,171,154,12.07
-19.0,155.67,0.0188,0.0131,790.9,428.2,362.7,196.37,121.77,196.37,C_tight5_s42,122,42,1,success,1832,496,,17.4707,15.052,0,0,0,220.0,223.5,1,37,247,212,15.05
152.39,-161.97,0.0329,0.029,753.6,675.8,77.8,41.18,91.15,91.15,C_tight5_s42,123,42,0,safety_cap,2000,464,,6.2441,6.499,0,0,0,171.0,171.24,1,70,203,191,6.5
39.9,97.57,0.0071,0.0319,539.8,451.8,88.0,48.81,110.07,110.07,C_tight5_s42,124,42,0,safety_cap,2000,475,,3.4201,5.284,0,0,0,135.0,130.37,1,37,263,175,5.28
157.4,130.04,0.0151,0.0425,512.0,783.4,-271.4,145.74,111.62,145.74,C_tight5_s42,125,42,0,safety_cap,2000,391,,5.4462,5.55,0,0,0,231.0,219.73,1,89,178,124,5.55
-82.06,154.15,0.0363,0.0387,567.4,479.1,88.3,48.7,252.42,252.42,C_tight5_s42,126,42,0,safety_cap,2000,444,,17.8662,16.244,0,0,0,401.0,394.42,1,103,158,183,16.24
-24.7,87.91,0.0122,0.0147,637.6,783.9,-146.3,77.48,83.75,83.75,C_tight5_s42,127,42,1,success,1832,458,,6.3913,5.574,0,0,0,104.0,96.93,1,35,281,142,5.57
-153.29,161.13,0.0411,0.0037,566.8,685.5,-118.6,63.98,145.15,145.15,C_tight5_s42,128,42,1,success,1986,307,,7.4947,7.913,0,0,0,237.0,225.83,1,83,149,75,7.91
52.16,-149.1,0.0011,0.0048,740.7,637.2,103.6,55.12,21.75,55.12,C_tight5_s42,129,42,1,success,1919,353,,6.5017,7.005,0,0,0,53.0,55.73,1,32,228,93,7.01
19.81,167.19,0.0172,0.0378,503.3,723.6,-220.3,119.16,198.9,198.9,C_tight5_s42,130,42,0,safety_cap,2000,445,,22.4895,21.451,0,0,0,356.0,209.38,1,88,170,187,21.45
143.44,-150.51,0.0342,0.0456,506.1,630.7,-124.6,68.04,168.09,168.09,C_tight5_s42,131,42,1,success,1998,442,,5.7657,5.856,0,0,0,256.0,242.99,1,75,189,178,5.86
