geom,rho0_km,rho_over_r,arc_min,n_obs,dv_ms,burn_dir,crlb_los_m,crlb_rel,fim_cond,crlb_los_rb_m,crlb_rel_rb,beta_floor_mrad
A2_leo_10km_drift,10.189288204268129,0.0015059039835889074,1440.0,1441,0.0,none,24.591695086109034,0.0024134850828743826,3030.7087810608828,2.949690895275263,0.0002894893967215183,7.851497230149107e-10
A2_leo_10km_drift,10.189288204268129,0.0015059039835889074,1440.0,1441,0.1,radial,24.483177326392653,0.0024028349022591237,2941.968704114912,2.9491413378329128,0.0002894354618998376,7.851497230149107e-10
A2_leo_10km_drift,10.189288204268129,0.0015059039835889074,1440.0,1441,1.0,radial,23.31553442721754,0.002288239763151565,2330.2700061171627,2.945181178516777,0.00028904680282603926,7.851497230149107e-10
A2_leo_10km_drift,10.189288204268129,0.0015059039835889074,1440.0,1441,1.0,prograde,16.0142943038047,0.0015716793933747571,697.8706095586313,2.946578302245184,0.0002891839197374857,7.851497230149107e-10
A2_leo_10km_drift,10.189288204268129,0.0015059039835889074,1440.0,1441,10.0,prograde,6.934477246728213,0.0006805654239737249,93.01441499612312,2.778033671867271,0.00027264256503252085,7.851497230149107e-10
A2_leo_10km_drift,10.189288204268129,0.0015059039835889074,3000.0,3001,0.0,none,14.640375377507644,0.0014368398541691092,2778.403567103662,2.124331482429416,0.00020848674017676406,7.851497230149107e-10
A2_leo_10km_drift,10.189288204268129,0.0015059039835889074,3000.0,3001,0.1,radial,14.617955421453091,0.0014346395085114841,2753.1018722422477,2.1241809193957155,0.0002084719635769975,7.851497230149107e-10
A2_leo_10km_drift,10.189288204268129,0.0015059039835889074,3000.0,3001,1.0,radial,14.365517996335226,0.001409864723457105,2579.449328276479,2.1231927359037766,0.00020837498099370724,7.851497230149107e-10
A2_leo_10km_drift,10.189288204268129,0.0015059039835889074,3000.0,3001,1.0,prograde,11.275573434960615,0.0011066105118351112,1384.476367792935,2.1251835137446844,0.00020857036047468744,7.851497230149107e-10
A2_leo_10km_drift,10.189288204268129,0.0015059039835889074,3000.0,3001,10.0,prograde,6.108822522790031,0.0005995337849243623,499.055207692477,2.084818854411505,0.0002046088806810085,7.851497230149107e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,15.0,16,0.0,none,1106095.9678019842,10.885235062864071,5038818977.416328,25.81877774254721,0.00025408596807558603,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,30.0,31,0.0,none,101473.97817468169,0.9986186889283472,141631739.53541782,20.390283188675607,0.00020066344328888657,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,30.0,31,0.1,radial,85423.7127857782,0.8406659283493998,100199713.05773208,20.390441018052517,0.000200664996508424,1.1368683772161603e-10
