gamma,N_at_50pct,N_at_10pct,N_at_1pct,effective_horizon_1_over_1mg
0.995,138.28257298606084,459.3647642357077,918.7295284714154,199.99999999999983
0.997,230.70231304914802,766.3764952734641,1532.7529905469282,333.33333333333303
0.999,692.8005491785002,2301.4336084694537,4602.867216938907,999.9999999999991
