v_tol_ms,di_deg,dv_ms,dv_axis,sep_m,orbits,component,sigma_k,proj_m,floor,crlb,model,ratio
0.1,0.0,1.0,nor,50000.0,1.0,pos_inplane,0.024231496519237943,2.468617728994599e-13,7.296120807358974,8.852063785953519,7.296120807358974,0.8242282233592216
0.1,0.0,1.0,nor,50000.0,1.0,pos_plane,0.024231496519237943,3.5120888826110576e-12,7.296120807358974,17.63865595676512,7.296120807358974,0.4136438073990906
0.1,0.0,1.0,nor,50000.0,1.0,vel_range,0.024231496519237943,0.09999860928231707,0.008087810766859188,0.009864175344609566,0.008442995553771777,0.8559251289450754
0.1,0.0,1.0,nor,50000.0,1.0,vel_inplane,0.024231496519237943,55.425093255960824,0.008087810766859188,1.3429152961419837,1.343057306687368,1.000105747954314
0.1,0.0,1.0,nor,50000.0,1.0,vel_plane,0.024231496519237943,2.703380870481798e-13,0.008087810766859188,0.012366810090031103,0.008087810766859188,0.6539932858982592
0.1,0.0,1.0,nor,50000.0,3.0,pos_range,0.013122909011680022,50000.14466852172,4.266923225690544,656.1473490558484,656.1612228003354,1.0000211442513742
0.1,0.0,1.0,nor,50000.0,3.0,pos_inplane,0.013122909011680022,2.468617728994599e-13,4.266923225690544,5.149906115253859,4.266923225690544,0.8285438860821271
0.1,0.0,1.0,nor,50000.0,3.0,pos_plane,0.013122909011680022,3.5120888826110576e-12,4.266923225690544,6.790676087644155,4.266923225690544,0.6283502806818223
0.1,0.0,1.0,nor,50000.0,3.0,vel_range,0.013122909011680022,0.09999860928231707,0.004729919983135992,0.005700189842741654,0.004908584577776577,0.8611265086244332
0.1,0.0,1.0,nor,50000.0,3.0,vel_inplane,0.013122909011680022,55.425093255960824,0.004729919983135992,0.7272966960314533,0.7273538350576596,1.0000785635718106
0.1,0.0,1.0,nor,50000.0,3.0,vel_plane,0.013122909011680022,2.703380870481798e-13,0.004729919983135992,0.009446311670497965,0.004729919983135992,0.5007160623238945
0.1,0.0,1.0,pro,5000.0,1.0,pos_range,0.003911900683611451,5000.383449656096,0.98569523300057,19.561003435029065,19.58582269085419,1.0012688130191052
0.1,0.0,1.0,pro,5000.0,1.0,pos_inplane,0.003911900683611451,3.018384286439622e-13,0.98569523300057,2.5232192347727405,0.98569523300057,0.3906498569036745
0.1,0.0,1.0,pro,5000.0,1.0,pos_plane,0.003911900683611451,4.759970027990409e-13,0.98569523300057,1.0000187739598185,0.98569523300057,0.9856767279452855
0.1,0.0,1.0,pro,5000.0,1.0,vel_range,0.003911900683611451,0.09999210396821492,0.0010926513867839185,0.001266840896246693,0.0011605570029242919,0.9161032031431164
0.1,0.0,1.0,pro,5000.0,1.0,vel_inplane,0.003911900683611451,5.541727654028854,0.0010926513867839185,0.016268050802290487,0.021706206694102982,1.334284417838603
0.1,0.0,1.0,pro,5000.0,1.0,vel_plane,0.003911900683611451,2.605469861691593e-13,0.0010926513867839185,0.001080895063850938,0.0010926513867839185,1.01087647018305
0.1,0.0,1.0,pro,5000.0,3.0,pos_range,0.0011531469169245184,5000.383449656096,0.7535242754779513,5.766176758411314,5.815203628676935,1.0085024917410144
0.1,0.0,1.0,pro,5000.0,3.0,pos_inplane,0.0011531469169245184,3.018384286439622e-13,0.7535242754779513,1.2650903128702191,0.7535242754779513,0.5956288399429492
0.1,0.0,1.0,pro,5000.0,3.0,pos_plane,0.0011531469169245184,4.759970027990409e-13,0.7535242754779513,0.7720007447583903,0.7535242754779513,0.9760667727254311
0.1,0.0,1.0,pro,5000.0,3.0,vel_range,0.0011531469169245184,0.09999210396821492,0.0008352879439925777,0.0011777380385104516,0.0008432089466058701,0.7159562814769248
0.1,0.0,1.0,pro,5000.0,3.0,vel_inplane,0.0011531469169245184,5.541727654028854,0.0008352879439925777,0.006116061437858072,0.006444784902454431,1.0537475739798132
0.1,0.0,1.0,pro,5000.0,3.0,vel_plane,0.0011531469169245184,2.605469861691593e-13,0.0008352879439925777,0.0008221441039749577,0.0008352879439925777,1.015987270302215
0.1,0.0,1.0,pro,50000.0,1.0,pos_range,0.027512453746551993,50000.14466852172,7.889719460594679,1375.626667513612,1375.649292533447,1.0000164470639958
0.1,0.0,1.0,pro,50000.0,1.0,pos_inplane,0.027512453746551993,2.468617728994599e-13,7.889719460594679,24.82531843727236,7.889719460594679,0.31780939610221365
0.1,0.0,1.0,pro,50000.0,1.0,pos_plane,0.027512453746551993,3.5120888826110576e-12,7.889719460594679,7.856945386244267,7.889719460594679,1.0041713506635532
0.1,0.0,1.0,pro,50000.0,1.0,vel_range,0.027512453746551993,0.09999860928231707,0.008745819824767135,0.01048209526925074,0.009168342542886728,0.8746669732894042
0.1,0.0,1.0,pro,50000.0,1.0,vel_inplane,0.027512453746551993,55.425093255960824,0.008745819824767135,1.4752900174363268,1.5249053948452043,1.0336309314253316
0.1,0.0,1.0,pro,50000.0,1.0,vel_plane,0.027512453746551993,2.703380870481798e-13,0.008745819824767135,0.00879609560645908,0.008745819824767135,0.9942843070447044
0.1,0.0,1.0,pro,50000.0,3.0,pos_range,0.0038700394162850646,50000.14466852172,5.249057020798488,193.50253068713457,193.5737120115566,1.0003678573306989
0.1,0.0,1.0,pro,50000.0,3.0,pos_inplane,0.0038700394162850646,2.468617728994599e-13,5.249057020798488,10.249239940059216,5.249057020798488,0.5121411003641858
0.1,0.0,1.0,pro,50000.0,3.0,pos_plane,0.0038700394162850646,3.5120888826110576e-12,5.249057020798488,5.2501195495252615,5.249057020798488,0.9997976181843574
0.1,0.0,1.0,pro,50000.0,3.0,vel_range,0.0038700394162850646,0.09999860928231707,0.005818623486312442,0.00858386275977985,0.005831478985687845,0.6793537069361771
0.1,0.0,1.0,pro,50000.0,3.0,vel_inplane,0.0038700394162850646,55.425093255960824,0.005818623486312442,0.21540023030963212,0.21457620133260477,0.9961744285238561
0.1,0.0,1.0,pro,50000.0,3.0,vel_plane,0.0038700394162850646,2.703380870481798e-13,0.005818623486312442,0.0058212888582198745,0.005818623486312442,0.9995421337143116
0.1,0.0075225,0.0,none,5000.0,1.0,pos_range,0.9822687226290903,5000.383449655858,0.7708407983187987,4911.720263749105,4911.720324236621,1.0000000123149353
0.1,0.0075225,0.0,none,5000.0,1.0,pos_inplane,0.9822687226290903,2.72452566619582e-13,0.7708407983187987,1.0180722450819333,0.7708407983187987,0.7571572666306823
0.1,0.0075225,0.0,none,5000.0,1.0,pos_plane,0.9822687226290903,1.1882670884433782e-13,0.7708407983187987,0.7962543027649759,0.7708407983187987,0.9680836833685804
0.1,0.0075225,0.0,none,5000.0,1.0,vel_range,0.9822687226290903,0.09992646246660603,0.0008544834539868077,0.09481989659030819,0.09815835791867665,1.0352084472607377
0.1,0.0075225,0.0,none,5000.0,1.0,vel_inplane,0.9822687226290903,5.541726888364719,0.0008544834539868077,5.443793858834801,5.443465058859215,0.999939600950346
0.1,0.0075225,0.0,none,5000.0,1.0,vel_plane,0.9822687226290903,1.0000049778252438,0.0008544834539868077,0.9806731768136799,0.9822739838502247,1.0016323552783875
0.1,0.0075225,0.0,none,5000.0,3.0,pos_range,0.20474514561592205,5000.383449655858,0.48862269009170506,1023.8042375352355,1023.8043541357099,1.0000001138894234
0.1,0.0075225,0.0,none,5000.0,3.0,pos_inplane,0.20474514561592205,2.72452566619582e-13,0.48862269009170506,0.5690846035931711,0.48862269009170506,0.8586116844605641
0.1,0.0075225,0.0,none,5000.0,3.0,pos_plane,0.20474514561592205,1.1882670884433782e-13,0.48862269009170506,0.48914708756058645,0.48862269009170506,0.9989279350072457
0.1,0.0075225,0.0,none,5000.0,3.0,vel_range,0.20474514561592205,0.09992646246660603,0.0005416423272308568,0.019832045718793948,0.02046662655418776,1.0319977497224326
0.1,0.0075225,0.0,none,5000.0,3.0,vel_inplane,0.20474514561592205,5.541726888364719,0.0005416423272308568,1.1346931777806062,1.1346418080034217,0.9999547280461447
0.1,0.0075225,0.0,none,5000.0,3.0,vel_plane,0.20474514561592205,1.0000049778252438,0.0005416423272308568,0.2040681840269537,0.20474688123955392,1.0033258355085406
0.1,0.0075225,0.0,none,50000.0,1.0,pos_range,0.9435589074893358,50000.1446685218,7.29616627203889,47178.081877739176,47178.08244192109,1.00000001195856
0.1,0.0075225,0.0,none,50000.0,1.0,pos_inplane,0.9435589074893358,2.3630485398093894e-12,7.29616627203889,8.85193291266901,7.29616627203889,0.8242455454668567
0.1,0.0075225,0.0,none,50000.0,1.0,pos_plane,0.9435589074893358,3.5251024497759065e-12,7.29616627203889,7.64220381092578,7.29616627203889,0.9547201896929033
0.1,0.0075225,0.0,none,50000.0,1.0,vel_range,0.9435589074893358,0.09993296351064154,0.008087861164836063,0.19151833185298814,0.09463886651441468,0.4941504324873749
0.1,0.0075225,0.0,none,50000.0,1.0,vel_inplane,0.9435589074893358,55.42509341585078,0.008087861164836063,52.296779273350964,52.29684121636037,1.0000011844517056
0.1,0.0075225,0.0,none,50000.0,1.0,vel_plane,0.9435589074893358,0.9999787675456286,0.008087861164836063,0.9275367043784782,0.9435735366938366,1.0172897010324828
0.1,0.0075225,0.0,none,50000.0,3.0,pos_range,0.1680098678916799,50000.1446685218,4.266900560721048,8400.517700323233,8400.518783973064,1.000000128997982
0.1,0.0075225,0.0,none,50000.0,3.0,pos_inplane,0.1680098678916799,2.3630485398093894e-12,4.266900560721048,5.156312185409373,4.266900560721048,0.8275101288077436
0.1,0.0075225,0.0,none,50000.0,3.0,pos_plane,0.1680098678916799,3.5251024497759065e-12,4.266900560721048,4.284289354150457,4.266900560721048,0.9959412654020291
0.1,0.0075225,0.0,none,50000.0,3.0,vel_range,0.1680098678916799,0.09993296351064154,0.0047298948588282725,0.03426828767758662,0.017443243313272228,0.5090199859819984
0.1,0.0075225,0.0,none,50000.0,3.0,vel_inplane,0.1680098678916799,55.42509341585078,0.0047298948588282725,9.311939001942314,9.311963823926476,1.0000026656085437
0.1,0.0075225,0.0,none,50000.0,3.0,vel_plane,0.1680098678916799,0.9999787675456286,0.0047298948588282725,0.1597976314001835,0.16807286799687518,1.051785727511617
0.1,0.0075225,1.0,nor,5000.0,1.0,pos_range,0.002500146207403176,5000.383449655858,0.7792049037236893,12.501689717218708,12.525949308040447,1.0019405049533685
0.1,0.0075225,1.0,nor,5000.0,1.0,pos_inplane,0.002500146207403176,2.72452566619582e-13,0.7792049037236893,0.9528291831268225,0.7792049037236893,0.817780266937916
0.1,0.0075225,1.0,nor,5000.0,1.0,pos_plane,0.002500146207403176,1.1882670884433782e-13,0.7792049037236893,1.7960137428583287,0.7792049037236893,0.43385241723350987
0.1,0.0075225,1.0,nor,5000.0,1.0,vel_range,0.002500146207403176,0.09992646246660603,0.0008637551345873522,0.000898954990631032,0.0008991597990589101,1.0002278294575508
0.1,0.0075225,1.0,nor,5000.0,1.0,vel_inplane,0.002500146207403176,5.541726888364719,0.0008637551345873522,0.013801253771620978,0.013882025426144891,1.0058524867276915
0.1,0.0075225,1.0,nor,5000.0,1.0,vel_plane,0.002500146207403176,1.0000049778252438,0.0008637551345873522,0.003524401463075057,0.0026451590162345807,0.7505271587098556
0.1,0.0075225,1.0,nor,5000.0,3.0,pos_range,0.0014016206228592465,5000.383449655858,0.48732705595555903,7.008640565241713,7.025562627449703,1.0024144571333722
0.1,0.0075225,1.0,nor,5000.0,3.0,pos_inplane,0.0014016206228592465,2.72452566619582e-13,0.48732705595555903,0.5980253255161863,0.48732705595555903,0.8148936761748712
0.1,0.0075225,1.0,nor,5000.0,3.0,pos_plane,0.0014016206228592465,1.1882670884433782e-13,0.48732705595555903,0.7540358744329809,0.48732705595555903,0.6462916055844408
0.1,0.0075225,1.0,nor,5000.0,3.0,vel_range,0.0014016206228592465,0.09992646246660603,0.00054020610598495,0.0005636093354936938,0.0005580673416182207,0.9901669586955678
0.1,0.0075225,1.0,nor,5000.0,3.0,vel_inplane,0.0014016206228592465,5.541726888364719,0.00054020610598495,0.00771456301575849,0.007786161126815814,1.0092809030026808
0.1,0.0075225,1.0,nor,5000.0,3.0,vel_plane,0.0014016206228592465,1.0000049778252438,0.00054020610598495,0.0007238047720782732,0.0015021260152509644,2.075319303211948
0.1,0.0075225,1.0,nor,50000.0,1.0,pos_range,0.024068762878248696,50000.1446685218,7.2971610453234845,1203.4416259047823,1203.4637491506203,1.0000183833144556
0.1,0.0075225,1.0,nor,50000.0,1.0,pos_inplane,0.024068762878248696,2.3630485398093894e-12,7.2971610453234845,8.852439292637154,7.2971610453234845,0.8243107695065198
0.1,0.0075225,1.0,nor,50000.0,1.0,pos_plane,0.024068762878248696,3.5251024497759065e-12,7.2971610453234845,17.49156165248309,7.2971610453234845,0.4171817925866891
0.1,0.0075225,1.0,nor,50000.0,1.0,vel_range,0.024068762878248696,0.09993296351064154,0.008088963879318754,0.009864040351839245,0.008438994358915826,0.8555312080959092
0.1,0.0075225,1.0,nor,50000.0,1.0,vel_inplane,0.024068762878248696,55.42509341585078,0.008088963879318754,1.3339472997335629,1.334037954947557,1.0000679601165745
0.1,0.0075225,1.0,nor,50000.0,1.0,vel_plane,0.024068762878248696,0.9999787675456286,0.008088963879318754,0.0339139220809605,0.02539118121007319,0.7486949209076578
0.1,0.0075225,1.0,nor,50000.0,3.0,pos_range,0.012598408815699078,50000.1446685218,4.266816556152464,629.9222633781344,629.9367139824091,1.0000229402977396
0.1,0.0075225,1.0,nor,50000.0,3.0,pos_inplane,0.012598408815699078,2.3630485398093894e-12,4.266816556152464,5.152856358258112,4.266816556152464,0.8280488062343023
0.1,0.0075225,1.0,nor,50000.0,3.0,pos_plane,0.012598408815699078,3.5251024497759065e-12,4.266816556152464,6.666927399485367,4.266816556152464,0.6399974531718806
0.1,0.0075225,1.0,nor,50000.0,3.0,vel_range,0.012598408815699078,0.09993296351064154,0.0047298017390633735,0.005640947860636208,0.004894496526298837,0.8676727116117711
0.1,0.0075225,1.0,nor,50000.0,3.0,vel_inplane,0.012598408815699078,55.42509341585078,0.0047298017390633735,0.6982086966620585,0.6982840042564301,1.0001078582875458
0.1,0.0075225,1.0,nor,50000.0,3.0,vel_plane,0.012598408815699078,0.9999787675456286,0.0047298017390633735,0.006262361859805927,0.013456752551177294,2.1488302420764813
0.1,0.0075225,1.0,pro,5000.0,1.0,pos_range,0.0038985089207983,5000.383449655858,0.9931959982940332,19.494039485895545,19.519324111471732,1.0012970439294782
0.1,0.0075225,1.0,pro,5000.0,1.0,pos_inplane,0.0038985089207983,2.72452566619582e-13,0.9931959982940332,2.518644918712351,0.9931959982940332,0.39433744348600014
0.1,0.0075225,1.0,pro,5000.0,1.0,pos_plane,0.0038985089207983,1.1882670884433782e-13,0.9931959982940332,1.0174720755622109,0.9931959982940332,0.9761407926062602
0.1,0.0075225,1.0,pro,5000.0,1.0,vel_range,0.0038985089207983,0.09992646246660603,0.0011009660476704224,0.0012672870243576667,0.0011678555168396965,0.9215398677593438
0.1,0.0075225,1.0,pro,5000.0,1.0,vel_inplane,0.0038985089207983,5.541726888364719,0.0011009660476704224,0.016210362322743744,0.021632506191977957,1.3344862848393426
0.1,0.0075225,1.0,pro,5000.0,1.0,vel_plane,0.0038985089207983,1.0000049778252438,0.0011009660476704224,0.003514374553487994,0.004051005968117207,1.1526961359587042
0.1,0.0075225,1.0,pro,5000.0,3.0,pos_range,0.001103743138696787,5000.383449655858,0.7588612839220724,5.519138923410625,5.571064970375237,1.0094083601962538
0.1,0.0075225,1.0,pro,5000.0,3.0,pos_inplane,0.001103743138696787,2.72452566619582e-13,0.7588612839220724,1.2660119363047257,0.7588612839220724,0.5994108445273114
0.1,0.0075225,1.0,pro,5000.0,3.0,pos_plane,0.001103743138696787,1.1882670884433782e-13,0.7588612839220724,0.7790569902576256,0.7588612839220724,0.9740767279055224
0.1,0.0075225,1.0,pro,5000.0,3.0,vel_range,0.001103743138696787,0.09992646246660603,0.0008412040623651853,0.0011655613919637484,0.0008484037086704829,0.7278927686864135
0.1,0.0075225,1.0,pro,5000.0,3.0,vel_inplane,0.001103743138696787,5.541726888364719,0.0008412040623651853,0.005841069438330444,0.006174216243836478,1.0570352414097062
0.1,0.0075225,1.0,pro,5000.0,3.0,vel_plane,0.001103743138696787,1.0000049778252438,0.0008412040623651853,0.0012655713505906555,0.001387762702788387,1.0965503463243724
0.1,0.0075225,1.0,pro,50000.0,1.0,pos_range,0.027504243171750195,50000.1446685218,7.890275767562043,1375.2161375857129,1375.2387725510991,1.0000164592057696
0.1,0.0075225,1.0,pro,50000.0,1.0,pos_inplane,0.027504243171750195,2.3630485398093894e-12,7.890275767562043,24.817553939057976,7.890275767562043,0.31793124281858787
0.1,0.0075225,1.0,pro,50000.0,1.0,pos_plane,0.027504243171750195,3.5251024497759065e-12,7.890275767562043,7.858595068590009,7.890275767562043,1.0040313438592425
0.1,0.0075225,1.0,pro,50000.0,1.0,vel_range,0.027504243171750195,0.09993296351064154,0.008746436495680231,0.010483936800993101,0.009168143012565359,0.8744943036757812
0.1,0.0075225,1.0,pro,50000.0,1.0,vel_inplane,0.027504243171750195,55.42509341585078,0.008746436495680231,1.4748491658821214,1.5244503383935328,1.0336313527232763
0.1,0.0075225,1.0,pro,50000.0,1.0,vel_plane,0.027504243171750195,0.9999787675456286,0.008746436495680231,0.02814723584593905,0.028860897771319314,1.025354600689262
0.1,0.0075225,1.0,pro,50000.0,3.0,pos_range,0.0038596805538815794,50000.1446685218,5.249376681469259,192.98458606835936,193.05596705494483,1.000369879211805
0.1,0.0075225,1.0,pro,50000.0,3.0,pos_inplane,0.0038596805538815794,2.3630485398093894e-12,5.249376681469259,10.247233753605512,5.249376681469259,0.5122725613263437
0.1,0.0075225,1.0,pro,50000.0,3.0,pos_plane,0.0038596805538815794,3.5251024497759065e-12,5.249376681469259,5.250621029296784,5.249376681469259,0.9997630094001104
0.1,0.0075225,1.0,pro,50000.0,3.0,vel_range,0.0038596805538815794,0.09993296351064154,0.005818977832832061,0.00858095943943938,0.005831747139186029,0.679614812346326
0.1,0.0075225,1.0,pro,50000.0,3.0,vel_inplane,0.0038596805538815794,55.42509341585078,0.005818977832832061,0.21482283213750855,0.2140022823638665,0.9961803418869517
0.1,0.0075225,1.0,pro,50000.0,3.0,vel_plane,0.0038596805538815794,0.9999787675456286,0.005818977832832061,0.006953216287882589,0.006982621599247914,1.0042290229654685
0.1,0.0416939,0.0,none,5000.0,1.0,pos_range,0.3351033607322604,5000.383449656167,0.8974055320935415,1675.645298929755,1675.6455392361706,1.000000143411267
0.1,0.0416939,0.0,none,5000.0,1.0,pos_inplane,0.3351033607322604,1.2098142327768937e-13,0.8974055320935415,1.0845296029529217,0.8974055320935415,0.8274606148602262
0.1,0.0416939,0.0,none,5000.0,1.0,pos_plane,0.3351033607322604,2.230394027918544e-13,0.8974055320935415,0.9499168550307845,0.8974055320935415,0.944720085069402
0.1,0.0416939,0.0,none,5000.0,1.0,vel_range,0.3351033607322604,0.09797559975845038,0.0009947815169650935,0.030742728279777577,0.032847019827785796,1.068448432060352
0.1,0.0416939,0.0,none,5000.0,1.0,vel_inplane,0.3351033607322604,5.541704132867029,0.0009947815169650935,1.857162220522646,1.8570439455499568,0.9999363141402609
0.1,0.0416939,0.0,none,5000.0,1.0,vel_plane,0.3351033607322604,5.542586106351955,0.0009947815169650935,1.8547145426090474,1.8573394977864341,1.001415287968624
0.1,0.0416939,0.0,none,5000.0,3.0,pos_range,0.12269535387194118,5000.383449656167,0.559103623810318,613.5238168509613,613.5240716061874,1.0000004152328223
0.1,0.0416939,0.0,none,5000.0,3.0,pos_inplane,0.12269535387194118,1.2098142327768937e-13,0.559103623810318,0.45075385029842835,0.559103623810318,1.2403745934508492
0.1,0.0416939,0.0,none,5000.0,3.0,pos_plane,0.12269535387194118,2.230394027918544e-13,0.559103623810318,0.5686286564464363,0.559103623810318,0.983249116047644
0.1,0.0416939,0.0,none,5000.0,3.0,vel_range,0.12269535387194118,0.09797559975845038,0.0006197710300907025,0.011492941834642108,0.01203711695905165,1.047348636427384
0.1,0.0416939,0.0,none,5000.0,3.0,vel_inplane,0.12269535387194118,5.541704132867029,0.0006197710300907025,0.6799609344195012,0.6799416320983537,0.9999716126027681
0.1,0.0416939,0.0,none,5000.0,3.0,vel_plane,0.12269535387194118,5.542586106351955,0.0006197710300907025,0.6796679556436271,0.680049846102245,1.0005618779809269
0.1,0.0416939,0.0,none,50000.0,1.0,pos_range,0.17503762766151004,50000.14466852153,7.31344852489514,8751.906705510306,8751.909761217012,1.000000349147541
0.1,0.0416939,0.0,none,50000.0,1.0,pos_inplane,0.17503762766151004,6.740785392181529e-13,7.31344852489514,8.866689164234403,7.31344852489514,0.824822928765274
0.1,0.0416939,0.0,none,50000.0,1.0,pos_plane,0.17503762766151004,3.2771307329327374e-13,7.31344852489514,7.6689801460157945,7.31344852489514,0.9536402997072093
0.1,0.0416939,0.0,none,50000.0,1.0,vel_range,0.17503762766151004,0.09798197388163508,0.008107018686266546,0.038017503352085424,0.018970095119520743,0.4989831905539939
0.1,0.0416939,0.0,none,50000.0,1.0,vel_inplane,0.17503762766151004,55.425098167751024,0.008107018686266546,9.701448532986996,9.7014810834951,1.0000033552214387
0.1,0.0416939,0.0,none,50000.0,1.0,vel_plane,0.17503762766151004,5.542440834307351,0.008107018686266546,0.9540134664679913,0.9701695679841382,1.0169348778439795
0.1,0.0416939,0.0,none,50000.0,3.0,pos_range,0.0342541983961695,50000.14466852153,4.276824940620498,1712.7148753127128,1712.7202151399438,1.0000031177560889
