scenario,design,gamma_form,decisions,total,worst_step,best_step,open_leg,drift_leg,close_leg,xfer_leg,terminal
expert_g150,S_R,gamma^1/decision,41,0.9146031467372351,-0.00011474212086065236,0.05649245070582354,0.01729821917335117,0.8941322155086164,0,0,0.003172712055267403
expert_g150,S_R,gamma_shape=1,41,0.833333333065287,-0.0013904476733223037,0.05277525127304161,-0.0036057468303652973,0.833766367840385,0,0,0.003172712055267403
expert_g150,S_R3,gamma^tau,41,4.634645230198249,-0.036470909487618,0.26195243985525807,-0.07133624086497148,4.607827525914975,0,0,0.09815394514824592
expert_g150,S_R3,gamma^1/decision,41,0.9317684799814668,-0.036470909487618,0.09815394514824592,-0.07133624086497148,0.9049507756981925,0,0,0.09815394514824592
expert_g150,S_R3,gamma_shape=1,41,0.8333333330652875,-0.040841785078336135,0.09815394514824592,-0.09415039292030802,0.8293297808373495,0,0,0.09815394514824592
expert_g180,legacy,gamma^tau,50,1.0309277411724729,-0.046133757574688426,0.046929795034310266,-0.11589726855294882,1.0074266482227068,0.12441692660199623,0,0.014981434900718606
expert_g180,legacy,gamma^1/decision,50,0.04813072072918593,-0.046133757574688426,0.046929795034310266,-0.11589726855294882,0.024629627779419905,0.12441692660199623,0,0.014981434900718606
expert_g180,legacy,gamma_shape=1,50,0.019999092042625954,-0.04660368790572488,0.04673059591699302,-0.11855761981536714,3.3203790460900606e-05,0.12354207316681358,0,0.014981434900718606
expert_g180,S_A,gamma^tau,50,0.37825662545540323,-0.0461626215152871,0.08978731101538838,-0.11225053970497387,0.468066328580125,0.011275166432324528,0,0.011165670147927617
expert_g180,S_A,gamma^1/decision,50,0.03063421603248056,-0.0461626215152871,0.08070332424052343,-0.11225053970497387,0.12044391915720223,0.011275166432324528,0,0.011165670147927617
expert_g180,S_A,gamma_shape=1,50,0.020000000000000007,-0.04663286545300172,0.08052502438721611,-0.11489381631296423,0.1128257094089489,0.010902436756087716,0,0.011165670147927617
expert_g180,S_B,gamma^tau,50,4.296765973171402,-0.7610299182894424,0.8844089184134329,1.032012693685184,4.1666007040676245,-0.9884133613585763,0,0.08656593677717041
expert_g180,S_B,gamma^1/decision,50,1.0941605299929058,-0.7610299182894424,0.8844089184134329,1.032012693685184,0.9639952608891276,-0.9884133613585763,0,0.08656593677717041
