block,a_km,e,i_t_deg,sep_km,da_m,di_deg,dv_ms,dv_axis,orbits,n_obs,rho0_km,rho_mean_km,oop_amp_m,sigma_range_m,sigma_inplane_m,sigma_plane_m,sigma_pos_m,sigma_vrange_ms,sigma_vinplane_ms,sigma_vplane_ms,rel_sigma_range,rel_sigma_plane,plane_over_range,plane_over_inplane,fim_cond
leo,6771.0,0.0,51.6,5.0,0.0,0.01,0.0,none,0.5,47,4.999999886396868,5.067946993235678,1181.7266691213867,27698.58630972534,1.9014684430504645,2.055092649675478,27698.586451230538,0.01876247287040959,31.38649702242249,7.411713172044809,5.539717387810917,0.0004110185392736943,7.41948569755673e-05,1.080792403989918,33152939198.23305
leo,6771.0,0.0,51.6,5.0,0.0,0.01,0.0,none,1.0,93,4.999999886396868,5.0686777785455375,1181.7266691213867,4063.866956427802,0.8998365527757,0.7805839824597312,4063.8671310173204,0.0030555476388391145,4.604992678318761,1.0866871871816435,0.8127734097522815,0.00015611680003901774,0.00019207911844286256,0.8674730761402014,2222402804.227888
leo,6771.0,0.0,51.6,5.0,0.0,0.01,0.0,none,2.0,186,4.999999886396868,5.068677970611044,1181.7266691213867,1518.8788410534767,0.609094834925767,0.5291610440386684,1518.8790553588794,0.001130707094642045,1.7211265153089568,0.40594719938577734,0.30377577511267123,0.00010583221121230782,0.00034838923930999554,0.8687662638005451,1267206263.7986634
leo,6771.0,0.0,51.6,5.0,0.0,0.01,0.0,none,3.0,278,4.999999886396868,5.068924826301677,1181.7535336228384,1011.8071560974607,0.49683352492543026,0.4311782988245166,1011.8073699515675,0.0007476211533894295,1.1465353508359093,0.2704479834098298,0.20236143581727073,8.623566172423158e-05,0.00042614671800461553,0.8678526653152726,1556842557.3012185
leo,6771.0,0.0,51.6,5.0,0.0,0.01,1.0,pro,0.25,24,4.999999886396868,4.891602035150122,1181.873866623115,178.31818633741744,3.645266102419278,1.888651866054766,178.36544101785674,0.024228359663718214,0.18026581856282367,0.04545059745091613,0.03566363807778369,0.0003777303817932241,0.010591470813195794,0.5181108355303092,203713.981802834
leo,6771.0,0.0,51.6,5.0,0.0,0.01,1.0,pro,0.5,47,4.999999886396868,5.305173630736726,1181.7613869150807,35.50709690357982,2.77396169450452,1.1503280982738397,35.63386098553544,0.0029647823169244,0.03228604411935987,0.008486052267500193,0.007101419542064665,0.00023006562488200308,0.03239713180149808,0.4146878093352004,20130.48513862482
leo,6771.0,0.0,51.6,5.0,0.0,0.01,1.0,pro,1.0,93,4.999999886396868,7.90328120564103,1182.0198259767615,9.052179623858093,1.9426682474947188,0.8614332002726569,9.29827849770848,0.001435601149372119,0.008162228693038065,0.0023540526189301265,0.001810435965905858,0.00017228664396899186,0.09516306967685965,0.4434278479527157,3894.4861322502343
leo,6771.0,0.0,51.6,5.0,0.0,0.01,1.0,pro,2.0,186,4.999999886396868,11.80420457876167,1181.8119154941214,5.113571314065236,1.040885198098791,0.7177802909663024,5.267567002492868,0.000980142343543175,0.005718047294901157,0.0014338388170904391,0.0010227142860497565,0.0001435560614549441,0.14036770915700292,0.6895864138306033,5096.072726280149
leo,6771.0,0.0,51.6,5.0,0.0,0.01,1.0,pro,3.0,278,4.999999886396868,15.674788210486886,1182.038477128254,5.289242189819397,0.6678390629458173,0.6257702803398626,5.367837590717372,0.0006859093718317029,0.006072477257688434,0.00132221611881395,0.0010578484619988592,0.00012515405891155114,0.11831000696930266,0.9370076041668024,6974.947839329854
leo,6771.0,0.0,51.6,5.0,0.0,0.01,1.0,nor,0.25,24,4.999999886396868,5.139934597491175,1933.6306423788415,58.33661233569659,2.77524933595616,2.8927587206491716,58.47418576344578,0.00392731542467582,0.0637388681268838,0.023069412722549077,0.0116673227322282,0.0005785517572748927,0.04958736211837025,1.0423419197585453,24276.98563030606
