a_km,e,sep_km,orbits,dv_ms,n_obs,rho0_km,sigma_los_bo_m,sigma_los_rb_m,rel_sigma_bo,bo_over_rb,gain_vs_no_burn,fim_cond_bo
6771.0,0.0,5000.0,2.0,0.0,186,4887.167967185576,2860.229873728652,9.320232095829267,0.0005852530326220406,306.8839750255343,1.0,5173054052.233647
6771.0,0.0,5000.0,2.0,1.0,186,4887.167967185576,2861.9246736350588,9.32051667859193,0.00058559981831015,307.0564403589926,0.9994078111412156,5169412543.479289
6771.0,0.0,5000.0,2.0,5.0,186,4887.167967185576,2868.6414907155354,9.321678173231904,0.0005869741965033237,307.7387394635781,0.9970677350187858,5155320973.62451
6771.0,0.0,5000.0,2.0,25.0,186,4887.167967185576,2900.801231153139,9.32803888977858,0.0005935546415900358,310.97653702234885,0.9860137409661954,5094808233.758543
6771.0,0.0,5000.0,3.0,0.0,278,4887.167967185576,2061.294056825174,7.445708528041521,0.00042177679806905275,276.8432378278129,1.0,7859043563.556144
6771.0,0.0,5000.0,3.0,1.0,278,4887.167967185576,2062.5605870463132,7.446232257144183,0.0004220359522928575,276.9938561971954,0.9993859427795267,7847481632.842831
6771.0,0.0,5000.0,3.0,5.0,278,4887.167967185576,2067.5185426657285,7.448370050563685,0.0004230504366839619,277.57999785594177,0.9969893929790205,7802936081.300437
6771.0,0.0,5000.0,3.0,25.0,278,4887.167967185576,2089.9428462980063,7.460080221383445,0.00042763884121248307,280.1501839494206,0.98629207036758,7613696514.983924
6771.0,0.0,13000.0,0.25,0.0,24,11093.308688439369,113041.65318015704,34.290942140117096,0.010190075509028316,3296.545563497633,1.0,3314231279.613358
6771.0,0.0,13000.0,0.25,1.0,24,11093.308688439369,113047.57193644582,34.292447074246205,0.010190609051946395,3296.573490124159,0.9999476436672863,3314510537.8001456
6771.0,0.0,13000.0,0.25,5.0,24,11093.308688439369,113071.2588702264,34.298459764114526,0.010192744297114977,3296.686196635849,0.9997381678565784,3315632296.45258
6771.0,0.0,13000.0,0.25,25.0,24,11093.308688439369,113189.97958209134,34.32835485026892,0.01020344630813795,3297.273640866149,0.9986895800981506,3321257621.0430274
6771.0,0.0,13000.0,0.5,0.0,47,11093.308688439369,21673.63382573678,26.033742926903663,0.0019537573896526873,832.5208513655145,1.0,3480841882.562505
6771.0,0.0,13000.0,0.5,1.0,47,11093.308688439369,21675.4318195416,26.035108384303985,0.0019539194687812254,832.5462486881468,0.9999170492279097,3480183173.161677
6771.0,0.0,13000.0,0.5,5.0,47,11093.308688439369,21682.620362367117,26.040574701306287,0.0019545674758841922,832.6475360499413,0.9995855419464921,3477553125.8360944
6771.0,0.0,13000.0,0.5,25.0,47,11093.308688439369,21718.480901999068,26.068012706101907,0.001957800103825874,833.1467821064581,0.9979350730622158,3464537530.1225257
6771.0,0.0,13000.0,1.0,0.0,93,11093.308688439369,4722.413951622099,16.485344620223664,0.00042569931877433937,286.46134250835144,1.0,2454836618.0884767
6771.0,0.0,13000.0,1.0,1.0,93,11093.308688439369,4723.901722858386,16.48942389964877,0.00042583343306594267,286.48070130327636,0.9996850545748893,2454554888.7371564
6771.0,0.0,13000.0,1.0,5.0,93,11093.308688439369,4729.841628280959,16.505817597809106,0.0004263688824606542,286.556033971245,0.9984296140880388,2453433060.4430127
6771.0,0.0,13000.0,1.0,25.0,93,11093.308688439369,4759.276958950328,16.58966217262981,0.00042902231359613174,286.88209014902935,0.9922544941918323,2447891926.7201705
6771.0,0.0,13000.0,2.0,0.0,186,11093.308688439369,1958.2532358389133,9.320191213810311,0.00017652562376450055,210.10869744144807,1.0,3397733361.1865935
6771.0,0.0,13000.0,2.0,1.0,186,11093.308688439369,1958.5348443986954,9.322030550492082,0.00017655100920789632,210.09744966940815,0.9998562146797707,3397072093.1474633
6771.0,0.0,13000.0,2.0,5.0,186,11093.308688439369,1959.6570687171286,9.329475607789167,0.0001766521714805736,210.05007688545896,0.9992836333965645,3394443305.2849607
6771.0,0.0,13000.0,2.0,25.0,186,11093.308688439369,1965.17097731999,9.368935094158672,0.0001771492196343501,209.7539322847088,0.9964798271697912,3381770793.460541
6771.0,0.0,13000.0,3.0,0.0,278,11093.308688439369,1436.570099991706,7.445670499708858,0.00012949879430370433,192.94032687155294,1.0,6250975318.103773
6771.0,0.0,13000.0,3.0,1.0,278,11093.308688439369,1436.7652327386766,7.448100959059069,0.00012951638443415604,192.90356570571856,0.9998641860600993,6248796413.668334
