rho_km,rho_over_r,arc_min,burn_dir,dv_ms,sigma_drift_m,sigma_drift_rel,sigma_burn_m,sigma_burn_rel,info_gain
99.90285040273379,0.014768414561361031,90.0,radial,1.0,207869.4786107998,2.080716193510246,6078.56830759113,0.060844793547800445,1169.4424398462434
99.90285040273379,0.014768414561361031,90.0,prograde,1.0,207869.4786107998,2.080716193510246,6971.28720933941,0.06978066372717473,889.1100153142208
99.90285040273379,0.014768414561361031,180.0,radial,1.0,53717.43666478664,0.5376967368622416,3348.0819267179404,0.03351337737833276,257.41770132291464
99.90285040273379,0.014768414561361031,180.0,prograde,1.0,53717.43666478664,0.5376967368622416,1499.3472577531268,0.015008052840423239,1283.589339511968
99.90285040273379,0.014768414561361031,360.0,radial,1.0,21946.70062753613,0.21968042492344714,2498.62173957219,0.02501051501032864,77.1502700321285
99.90285040273379,0.014768414561361031,360.0,prograde,1.0,21946.70062753613,0.21968042492344714,771.1303734718242,0.007718802520280468,809.9959733644171
199.79908709249233,0.029535841779364847,90.0,radial,1.0,104254.22297829854,0.5217952919376277,32753.559110485006,0.16393247630467156,10.131419871825598
199.79908709249233,0.029535841779364847,90.0,prograde,1.0,104254.22297829854,0.5217952919376277,28528.612313018137,0.14278649981924832,13.354450327309102
199.79908709249233,0.029535841779364847,180.0,radial,1.0,25413.877260392263,0.1271971640622537,19332.3448123883,0.09675892464633155,1.72811560117869
199.79908709249233,0.029535841779364847,180.0,prograde,1.0,25413.877260392263,0.1271971640622537,5975.286029486299,0.02990647312978052,18.089412310509243
199.79908709249233,0.029535841779364847,360.0,radial,1.0,9048.488449317118,0.045287936901975585,7745.247023006531,0.03876517723737671,1.3648393200064415
199.79908709249233,0.029535841779364847,360.0,prograde,1.0,9048.488449317118,0.045287936901975585,3077.021136100323,0.015400576553564973,8.647510814490516
299.6847605423317,0.04430168815660256,90.0,radial,1.0,52799.124912305866,0.17618221499403797,101338.04760774058,0.33814881819266274,0.27146158690532995
299.6847605423317,0.04430168815660256,90.0,prograde,1.0,52799.124912305866,0.17618221499403797,42276.83065410602,0.141071006005106,1.559727051956792
299.6847605423317,0.04430168815660256,180.0,radial,1.0,13431.888017835348,0.04482005689421115,17652.002442628644,0.0589019021543981,0.5790101368641971
299.6847605423317,0.04430168815660256,180.0,prograde,1.0,13431.888017835348,0.04482005689421115,10598.994672258708,0.035367145973916006,1.6059971754626865
299.6847605423317,0.04430168815660256,360.0,radial,1.0,5151.443161551519,0.01718953994266871,5243.99191939187,0.017498360310020288,0.9650144071900824
299.6847605423317,0.04430168815660256,360.0,prograde,1.0,5151.443161551519,0.01718953994266871,4601.95260400959,0.015355978047337331,1.2530648330124916
499.4021227599959,0.07382530404135924,90.0,radial,1.0,29813.5420701031,0.05969846885178535,34115.21462706754,0.06831211377021464,0.7637143259029737
499.4021227599959,0.07382530404135924,90.0,prograde,1.0,29813.5420701031,0.05969846885178535,31383.56702635118,0.0628422779881406,0.9024487462171341
499.4021227599959,0.07382530404135924,180.0,radial,1.0,8028.662616013191,0.01607654883732168,8563.690820819727,0.01714788630350955,0.8789505812174081
499.4021227599959,0.07382530404135924,180.0,prograde,1.0,8028.662616013191,0.01607654883732168,8749.668692669373,0.01752028734742546,0.8419827594828577
