file,success,cause,gap0_deg,da0_km,e_t,e_s,steps,dv,hohmann,shape_lb,burn_records,warp_share,final_dist_km,final_rvel
ep_0000213.npz,1,1,-162.45,-353.2,0.0311,0.0299,716,200.0,191.6,191.6,8,0.989,29.15,40.7
ep_0000214.npz,1,1,-119.9,204.5,0.0094,0.0288,969,325.0,113.6,134.3,13,0.987,29.66,24.25
ep_0000215.npz,1,1,71.5,208.4,0.018,0.0476,530,270.0,112.7,224.9,12,0.976,29.39,36.48
ep_0000216.npz,1,1,-111.72,-52.0,0.0151,0.0144,801,235.0,28.0,86.2,10,0.988,29.7,37.01
ep_0000217.npz,1,1,148.04,222.0,0.0339,0.0196,936,160.0,121.8,121.8,7,0.993,28.89,29.4
ep_0000218.npz,1,1,80.8,-271.6,0.034,0.0037,1339,300.0,148.1,148.1,12,0.991,29.94,26.2
ep_0000219.npz,1,1,32.38,53.0,0.0025,0.0284,508,200.0,28.2,108.5,10,0.98,29.33,33.98
ep_0000220.npz,1,1,-167.1,-392.5,0.0492,0.004,840,225.0,216.9,216.9,11,0.987,29.74,29.88
ep_0000221.npz,1,1,-59.92,-200.0,0.0155,0.0358,581,295.0,106.2,189.6,13,0.976,29.75,29.18
ep_0000222.npz,1,1,-147.2,136.5,0.002,0.0066,1267,160.0,76.8,76.8,7,0.994,28.91,49.81
ep_0000223.npz,1,1,117.78,-432.8,0.0097,0.0094,968,245.0,235.7,235.7,11,0.989,29.69,21.13
ep_0000224.npz,1,1,76.1,-283.5,0.0042,0.0149,890,360.0,152.6,152.6,15,0.982,29.59,24.74
ep_0000225.npz,1,1,-112.12,59.0,0.0298,0.0384,703,260.0,32.1,78.2,11,0.983,29.58,34.6
ep_0000226.npz,1,1,-74.47,150.1,0.0059,0.0397,804,275.0,82.0,171.4,13,0.984,28.99,32.29
ep_0000227.npz,1,1,131.03,86.8,0.0015,0.0216,847,195.0,49.5,85.8,9,0.989,27.63,43.05
ep_0000228.npz,1,1,-137.18,-54.3,0.017,0.0128,800,230.0,30.4,55.7,11,0.985,28.8,31.99
ep_0000229.npz,1,1,7.1,201.0,0.0163,0.0315,369,185.0,113.4,113.4,8,0.978,29.17,48.27
ep_0000230.npz,1,1,165.47,-460.0,0.018,0.0034,722,245.0,251.9,251.9,11,0.985,28.26,31.86
ep_0000231.npz,1,1,-18.25,-66.5,0.024,0.048,288,300.0,35.1,266.2,12,0.955,29.88,34.36
ep_0000232.npz,1,1,18.16,236.7,0.0253,0.048,306,275.0,129.4,180.0,11,0.961,29.25,31.84
ep_0000233.npz,1,1,-91.75,133.2,0.0158,0.0272,895,270.0,73.1,73.1,12,0.987,29.73,33.51
ep_0000234.npz,1,1,-119.33,267.4,0.0291,0.0424,1068,355.0,143.0,143.0,15,0.985,28.17,38.58
ep_0000235.npz,1,1,-130.54,111.2,0.0114,0.0304,1103,300.0,60.9,157.8,14,0.987,29.67,21.28
ep_0000236.npz,1,1,-126.76,342.2,0.0224,0.049,1154,275.0,185.7,269.8,11,0.99,29.84,36.13
ep_0000237.npz,1,1,-153.39,72.8,0.0387,0.0218,1052,315.0,39.0,160.9,14,0.986,29.19,33.75
ep_0000238.npz,1,1,-49.56,-230.6,0.0122,0.0315,464,235.0,126.0,163.2,10,0.978,28.73,31.01
ep_0000239.npz,1,1,-103.28,-81.0,0.0151,0.0292,697,175.0,42.7,64.2,7,0.989,29.27,29.39
ep_0000240.npz,1,1,-160.27,-255.9,0.0188,0.0166,851,170.0,143.6,143.6,8,0.991,29.56,28.5
ep_0000241.npz,1,1,105.06,-330.8,0.0233,0.0003,1100,195.0,184.6,184.6,9,0.992,28.39,38.07
ep_0000242.npz,1,1,175.03,343.5,0.0058,0.0486,873,245.0,188.4,188.4,11,0.987,29.99,37.47
ep_0000243.npz,1,1,-154.14,-91.7,0.0364,0.0158,844,275.0,48.4,156.8,11,0.986,29.32,41.81
ep_0000244.npz,1,1,-163.87,65.9,0.0143,0.0154,1148,225.0,37.8,109.9,9,0.992,29.56,41.2
ep_0000245.npz,1,1,-114.24,230.9,0.0202,0.0157,1055,345.0,125.9,129.0,15,0.985,28.58,40.6
ep_0000246.npz,1,1,-79.25,-72.6,0.0147,0.0148,618,195.0,41.1,107.2,9,0.985,28.54,40.26
ep_0000247.npz,1,1,70.13,-198.9,0.0382,0.0003,774,300.0,108.4,142.5,14,0.981,28.75,23.24
ep_0000248.npz,1,1,-105.91,-105.0,0.0174,0.0316,715,210.0,57.7,57.7,9,0.987,29.42,45.96
ep_0000249.npz,1,1,-69.0,79.8,0.0422,0.0181,655,250.0,43.8,157.6,10,0.983,29.44,25.61
ep_0000250.npz,1,1,-11.41,-89.5,0.0074,0.0332,434,170.0,47.4,129.4,8,0.982,29.73,31.61
ep_0000251.npz,1,1,-83.62,-350.2,0.0402,0.0021,661,235.0,191.0,191.0,10,0.985,29.78,29.34
ep_0000252.npz,1,1,161.94,-78.9,0.03,0.0356,1143,300.0,42.8,181.4,14,0.988,29.85,37.64
ep_0000253.npz,1,1,-59.82,-141.1,0.0007,0.0447,495,235.0,75.9,165.7,10,0.978,29.53,25.79
ep_0000254.npz,1,1,-28.32,-162.5,0.0192,0.024,315,185.0,87.2,157.9,10,0.968,29.03,30.09
ep_0000255.npz,1,1,-162.17,-58.0,0.0095,0.0489,1119,290.0,31.6,216.7,13,0.988,29.79,19.01
ep_0000256.npz,1,1,-126.49,292.0,0.004,0.034,1009,175.0,156.7,156.7,7,0.993,16.52,49.47
ep_0000257.npz,1,1,-161.17,348.4,0.0019,0.006,969,185.0,191.6,191.6,8,0.992,29.86,33.51
ep_0000258.npz,1,1,85.0,-330.8,0.0173,0.0184,1167,200.0,179.2,179.2,8,0.993,28.68,45.75
ep_0000259.npz,1,1,-33.92,-406.2,0.0308,0.0043,332,200.0,221.6,221.6,8,0.973,29.98,47.07
ep_0000260.npz,1,1,-27.11,153.8,0.0279,0.0347,631,160.0,81.7,81.7,7,0.987,29.87,31.24
ep_0000261.npz,1,1,-135.19,77.6,0.0307,0.0134,942,300.0,43.5,168.3,12,0.986,29.45,41.86
ep_0000262.npz,1,1,-169.38,96.0,0.0085,0.0119,1006,245.0,50.4,50.4,11,0.988,29.48,35.71
ep_0000263.npz,1,1,15.29,-256.3,0.0465,0.0129,620,350.0,142.4,207.4,14,0.977,29.87,22.38
ep_0000264.npz,1,1,111.27,306.2,0.0018,0.0032,603,170.0,170.2,170.2,8,0.987,28.2,35.42
ep_0000265.npz,1,1,76.61,-54.5,0.0262,0.0413,510,275.0,28.9,246.6,11,0.978,29.0,44.52
ep_0000266.npz,1,1,176.23,80.1,0.0278,0.021,923,300.0,43.2,175.9,12,0.987,29.53,31.33
ep_0000267.npz,1,1,169.35,199.6,0.0473,0.0413,781,310.0,106.7,189.3,13,0.982,28.21,30.53
ep_0000268.npz,1,1,-18.05,326.4,0.0157,0.0024,761,285.0,180.1,180.1,12,0.983,28.44,28.81
ep_0000269.npz,1,1,-92.45,349.4,0.0025,0.0451,1090,370.0,189.3,189.3,16,0.984,30.0,36.89
ep_0000270.npz,1,1,159.16,-156.5,0.0034,0.0323,1040,235.0,84.9,112.9,10,0.99,28.82,39.56
ep_0000271.npz,1,1,4.49,-255.6,0.011,0.0278,463,235.0,139.2,139.2,12,0.972,28.58,36.16
ep_0000272.npz,1,1,109.44,145.3,0.0305,0.0317,556,260.0,78.9,201.7,11,0.98,29.58,38.17
ep_0000273.npz,1,1,153.91,-110.8,0.0404,0.0012,1042,285.0,62.4,157.7,12,0.988,27.52,43.38
ep_0000274.npz,1,1,-152.82,418.9,0.0002,0.0417,908,230.0,229.9,229.9,11,0.988,27.03,49.92
ep_0000275.npz,1,1,42.84,133.8,0.0138,0.0038,483,60.0,70.8,70.8,3,0.994,26.33,48.72
ep_0000276.npz,1,1,-140.34,-132.1,0.0462,0.0038,892,270.0,71.2,177.0,12,0.987,29.62,48.97
ep_0000277.npz,1,1,-167.1,-192.8,0.0002,0.0071,886,200.0,107.0,107.0,8,0.991,28.71,32.54
ep_0000278.npz,1,1,83.36,60.8,0.0126,0.0333,674,280.0,33.1,173.5,13,0.981,29.64,34.57
ep_0000279.npz,1,1,-130.52,179.7,0.0295,0.0356,1190,310.0,98.8,148.3,13,0.989,29.05,30.9
ep_0000280.npz,1,1,-13.35,-168.0,0.0396,0.016,211,150.0,89.4,153.7,6,0.967,28.69,36.83
ep_0000281.npz,1,1,34.55,64.5,0.0351,0.0058,286,185.0,35.3,134.5,8,0.972,28.84,42.75
ep_0000282.npz,1,1,-159.04,257.4,0.0088,0.0306,999,185.0,144.3,144.3,8,0.992,29.23,21.81
ep_0000283.npz,1,1,-27.05,52.8,0.0053,0.0089,683,120.0,29.4,29.4,6,0.99,29.78,36.83
ep_0000284.npz,1,1,80.24,293.0,0.0185,0.0032,486,150.0,163.2,163.2,6,0.988,29.36,21.39
ep_0000285.npz,1,1,-106.25,-69.2,0.0026,0.0026,899,185.0,36.9,36.9,8,0.99,29.97,46.46
ep_0000286.npz,1,1,70.0,-283.9,0.0104,0.0222,843,260.0,156.9,156.9,11,0.986,29.91,5.84
ep_0000287.npz,1,1,-41.21,-217.4,0.0209,0.0094,445,110.0,117.1,117.1,5,0.989,27.82,41.71
ep_0000288.npz,1,1,122.92,-269.7,0.0017,0.0046,999,200.0,150.7,150.7,8,0.992,29.98,39.78
ep_0000289.npz,1,1,17.11,260.9,0.0389,0.0242,548,215.0,140.0,194.5,10,0.98,29.99,37.22
ep_0000290.npz,1,1,174.64,314.1,0.0102,0.0307,965,170.0,172.3,172.3,8,0.992,28.94,40.23
ep_0000291.npz,1,1,121.45,113.0,0.01,0.0078,798,220.0,62.6,67.1,10,0.986,29.99,27.3
ep_0000292.npz,1,1,-70.49,-119.4,0.0236,0.0258,575,225.0,65.1,171.6,9,0.984,24.12,48.47
ep_0000293.npz,1,1,20.12,152.7,0.0169,0.0272,591,110.0,86.3,86.3,7,0.988,29.59,28.06
ep_0000294.npz,1,1,-131.67,-90.3,0.0297,0.0364,838,300.0,48.0,246.2,14,0.983,28.38,31.58
ep_0000295.npz,1,1,90.9,259.4,0.0133,0.0074,608,190.0,144.4,144.4,9,0.984,29.68,32.26
ep_0000296.npz,1,1,114.88,225.0,0.0466,0.0409,699,370.0,119.8,317.7,16,0.976,25.91,48.86
ep_0000297.npz,1,1,91.39,-203.6,0.0499,0.0048,1066,300.0,110.9,171.1,12,0.989,28.97,26.27
ep_0000298.npz,1,1,-22.48,-160.6,0.0286,0.0202,359,220.0,88.7,144.9,10,0.969,28.75,38.28
ep_0000299.npz,1,1,96.77,214.7,0.0435,0.02,656,330.0,114.2,236.9,15,0.976,29.84,20.45
ep_0000300.npz,1,1,173.58,210.6,0.0041,0.0099,1046,150.0,115.7,115.7,6,0.994,25.84,47.84
ep_0000301.npz,1,1,-51.5,-128.9,0.0435,0.0042,525,235.0,69.6,147.7,10,0.979,29.4,37.45
ep_0000302.npz,1,1,147.01,-270.3,0.0012,0.026,868,245.0,147.7,147.7,11,0.987,28.78,32.91
ep_0000303.npz,1,1,99.23,117.4,0.0197,0.0316,566,150.0,65.8,166.2,6,0.989,28.43,49.2
ep_0000304.npz,1,1,-40.27,268.7,0.0149,0.009,771,305.0,149.3,149.3,13,0.982,29.78,24.78
ep_0000305.npz,1,1,17.3,-243.8,0.0173,0.0135,568,210.0,130.6,130.6,9,0.982,29.82,18.74
ep_0000306.npz,1,1,77.56,159.4,0.0155,0.0465,573,175.0,87.1,126.9,7,0.986,22.85,48.9
ep_0000307.npz,1,1,20.11,-77.6,0.0426,0.0067,561,235.0,42.6,183.3,12,0.979,29.01,29.13
ep_0000308.npz,1,1,-163.56,299.0,0.009,0.025,946,200.0,162.5,162.5,8,0.992,23.75,47.04
ep_0000309.npz,1,1,-35.13,-168.9,0.0196,0.0265,526,95.0,90.9,90.9,5,0.991,29.27,28.22
ep_0000310.npz,1,1,35.12,-72.9,0.0133,0.0239,419,185.0,38.5,94.0,8,0.981,28.03,48.09
ep_0000311.npz,1,1,-156.02,-136.8,0.0017,0.0033,1213,135.0,76.4,76.4,6,0.995,29.79,26.33
ep_0000312.npz,1,1,-171.1,53.6,0.02,0.005,1190,235.0,28.0,86.7,10,0.992,29.88,25.91
ep_0000313.npz,1,1,158.65,-163.4,0.0165,0.0031,1113,210.0,92.8,92.8,9,0.992,29.3,20.67
ep_0000314.npz,1,1,-118.13,115.0,0.0328,0.0018,1053,290.0,62.5,127.0,13,0.988,28.55,42.01
ep_0000315.npz,1,1,11.3,61.8,0.0037,0.0132,389,45.0,33.4,42.1,3,0.992,23.68,47.12
ep_0000316.npz,1,1,19.9,60.2,0.0042,0.0013,306,75.0,34.3,34.3,3,0.987,28.22,43.35
ep_0000317.npz,1,1,73.56,277.0,0.0015,0.0183,615,165.0,150.8,150.8,8,0.987,28.99,43.44
ep_0000318.npz,1,1,10.26,-112.1,0.0158,0.0254,374,125.0,60.6,91.6,5,0.984,29.98,16.9
ep_0000319.npz,1,1,-78.65,137.0,0.0177,0.0042,880,280.0,72.9,79.7,12,0.985,28.79,34.99
ep_0000320.npz,1,1,-87.85,114.1,0.0191,0.0248,859,235.0,60.5,113.3,10,0.988,29.41,48.31
ep_0000321.npz,1,1,170.3,-81.1,0.0098,0.0144,1088,245.0,42.8,57.0,11,0.99,29.2,39.46
ep_0000322.npz,1,1,-7.06,198.5,0.0083,0.0284,436,185.0,108.9,108.9,8,0.982,29.48,35.92
ep_0000323.npz,1,1,5.58,-177.3,0.0026,0.0002,285,135.0,100.4,100.4,6,0.976,29.6,12.73
ep_0000324.npz,1,1,58.46,77.1,0.0376,0.0136,594,210.0,41.1,176.2,9,0.985,28.37,44.09
ep_0000325.npz,1,1,144.52,229.6,0.0327,0.0238,802,175.0,125.4,125.4,7,0.99,29.97,34.91
ep_0000326.npz,1,1,-102.43,250.5,0.0122,0.0279,1071,320.0,138.9,138.9,14,0.986,29.5,32.11
ep_0000327.npz,1,1,51.34,-72.0,0.0193,0.0048,879,165.0,40.7,70.6,8,0.99,28.47,32.06
ep_0000328.npz,1,1,-23.57,189.4,0.0122,0.0096,581,195.0,106.5,106.5,9,0.983,27.89,39.11
ep_0000329.npz,1,1,-91.77,-120.7,0.0063,0.0028,641,160.0,64.4,64.4,7,0.988,29.36,33.9
ep_0000330.npz,1,1,61.7,170.2,0.0226,0.0388,562,85.0,90.3,90.3,4,0.993,24.46,49.87
ep_0000331.npz,1,1,-163.31,84.7,0.0094,0.0237,1194,210.0,47.7,125.8,9,0.992,29.12,21.4
ep_0000332.npz,1,1,58.3,-60.2,0.0178,0.0118,570,210.0,33.6,47.4,9,0.982,27.99,46.09
ep_0000333.npz,1,1,85.77,-112.1,0.0133,0.0273,1075,235.0,60.0,95.6,10,0.991,29.68,35.56
ep_0000334.npz,1,1,131.85,158.8,0.0309,0.0015,723,225.0,86.7,121.4,9,0.986,28.73,48.96
ep_0000335.npz,1,1,55.36,-235.5,0.0,0.0126,768,260.0,127.0,127.0,11,0.984,28.58,35.65
ep_0000336.npz,1,1,38.84,-245.8,0.0337,0.0152,670,270.0,133.3,149.4,12,0.981,29.55,27.13
ep_0000337.npz,1,1,-143.69,-317.0,0.014,0.0003,785,185.0,172.7,172.7,8,0.99,29.34,37.1
ep_0000338.npz,1,1,-97.07,-194.5,0.0002,0.002,608,150.0,104.3,104.3,6,0.99,29.08,31.93
ep_0000339.npz,1,1,-157.66,98.5,0.0124,0.0325,1084,260.0,56.1,112.7,11,0.99,27.42,41.4
ep_0000340.npz,1,1,56.6,-151.8,0.0193,0.0326,741,270.0,84.2,114.2,12,0.982,28.96,26.09
ep_0000341.npz,1,1,-73.63,158.4,0.0373,0.0377,902,390.0,85.0,279.0,17,0.98,29.77,32.15
ep_0000342.npz,1,1,7.01,389.0,0.0129,0.0237,434,285.0,211.0,211.0,12,0.97,28.01,34.59
ep_0000343.npz,1,1,-108.21,74.2,0.014,0.0443,939,260.0,40.7,221.5,11,0.988,29.68,35.21
ep_0000344.npz,1,1,-66.71,-96.4,0.0262,0.0144,582,145.0,52.8,59.8,7,0.988,29.68,28.09
ep_0000345.npz,1,1,-88.66,-209.5,0.0217,0.0102,529,150.0,112.5,112.5,6,0.987,16.5,48.82
ep_0000346.npz,1,1,2.73,161.0,0.028,0.0309,293,250.0,89.2,208.0,10,0.963,29.34,29.33
ep_0000347.npz,1,1,-25.54,-66.0,0.0497,0.0115,520,285.0,36.0,207.1,12,0.975,28.08,35.65
ep_0000348.npz,1,1,113.68,-312.1,0.0214,0.0236,1168,245.0,171.1,171.1,11,0.991,28.58,32.89
ep_0000349.npz,1,1,-124.93,-73.3,0.0114,0.0225,753,295.0,38.5,126.5,13,0.981,28.83,33.21
ep_0000350.npz,1,1,149.11,155.3,0.0278,0.0123,902,175.0,86.2,86.2,7,0.991,26.66,49.55
ep_0000351.npz,1,1,166.3,-115.7,0.029,0.0195,994,255.0,61.4,157.6,12,0.988,29.77,31.18
ep_0000352.npz,1,1,-8.66,-270.7,0.0165,0.0241,170,145.0,146.9,146.9,7,0.953,28.85,22.66
ep_0000353.npz,1,1,-79.78,184.2,0.0044,0.0366,965,275.0,102.0,146.6,13,0.987,29.19,38.87
ep_0000354.npz,1,1,-78.4,-338.7,0.0276,0.011,588,195.0,182.9,182.9,9,0.985,29.35,25.86
ep_0000355.npz,1,1,170.41,143.5,0.0115,0.0073,1035,255.0,79.5,79.5,12,0.988,28.23,31.82
ep_0000356.npz,1,1,-24.31,85.9,0.0347,0.0036,555,160.0,47.2,136.1,7,0.987,28.98,35.08
ep_0000357.npz,1,1,37.6,-345.0,0.0212,0.0244,891,255.0,186.7,186.7,12,0.985,29.96,42.36
ep_0000358.npz,1,1,86.42,-135.0,0.0202,0.0146,812,280.0,71.9,73.6,12,0.984,29.61,45.58
ep_0000359.npz,1,1,-36.49,-152.6,0.0276,0.0204,355,75.0,85.3,85.3,3,0.992,29.22,36.18
ep_0000360.npz,1,1,-147.12,59.3,0.0134,0.006,939,300.0,32.0,72.7,12,0.987,29.96,18.36
ep_0000361.npz,1,1,137.96,-62.5,0.009,0.0211,946,250.0,33.7,55.7,10,0.988,29.45,24.93
ep_0000362.npz,1,1,108.69,-138.9,0.009,0.0211,848,320.0,76.4,113.3,14,0.982,28.63,38.2
ep_0000363.npz,1,1,-51.39,144.2,0.0141,0.0266,510,270.0,77.2,143.8,12,0.975,27.67,42.75
ep_0000364.npz,1,1,11.36,95.7,0.0204,0.028,195,210.0,53.5,178.0,9,0.949,29.35,19.39
ep_0000365.npz,1,1,65.76,210.3,0.0114,0.0203,583,110.0,115.4,115.4,5,0.991,29.61,31.9
ep_0000366.npz,1,1,-157.93,58.0,0.0373,0.0331,1026,335.0,30.5,260.6,14,0.986,29.89,34.15
ep_0000367.npz,1,1,132.63,145.4,0.0044,0.0175,934,185.0,82.6,82.6,8,0.991,28.71,37.9
ep_0000368.npz,1,1,141.47,-179.8,0.0259,0.0244,1082,360.0,100.0,161.4,17,0.983,29.42,24.92
ep_0000369.npz,1,1,-106.57,103.8,0.0238,0.0309,816,300.0,57.7,193.1,12,0.985,28.98,29.55
ep_0000370.npz,1,1,17.34,-225.5,0.0002,0.0193,426,210.0,120.6,120.6,9,0.977,29.37,22.07
ep_0000371.npz,1,1,157.57,-220.1,0.0364,0.028,1067,225.0,121.2,121.2,9,0.991,29.79,26.16
ep_0000372.npz,1,1,-57.48,-111.4,0.0458,0.0043,549,260.0,59.5,159.0,11,0.98,29.91,33.82
ep_0000373.npz,1,1,-4.71,-282.6,0.0346,0.0101,352,200.0,153.9,153.9,8,0.975,29.17,45.13
ep_0000374.npz,1,1,-102.12,-51.6,0.0221,0.0085,736,225.0,29.0,98.9,9,0.986,20.68,49.47
ep_0000375.npz,1,1,-99.75,336.9,0.006,0.0106,1422,175.0,182.3,182.3,7,0.994,29.88,21.78
ep_0000376.npz,1,1,-70.91,-75.4,0.0405,0.0236,829,135.0,41.7,77.4,6,0.992,29.27,31.47
ep_0000377.npz,1,1,-40.4,318.0,0.0217,0.0473,577,325.0,173.1,187.7,13,0.976,28.85,34.34
ep_0000378.npz,1,1,151.68,-152.3,0.0122,0.0089,1039,245.0,85.5,85.5,11,0.989,28.67,40.67
ep_0000379.npz,1,1,-30.67,-111.8,0.0473,0.0474,377,100.0,59.6,61.8,4,0.989,29.57,26.97
ep_0000380.npz,1,1,-63.23,57.3,0.0089,0.0491,584,260.0,30.6,159.3,11,0.979,25.89,47.33
ep_0000381.npz,1,1,8.85,-93.0,0.029,0.009,412,180.0,52.4,111.6,9,0.978,29.03,28.76
ep_0000382.npz,1,1,94.62,287.4,0.0093,0.0422,678,245.0,154.4,189.9,13,0.981,28.44,35.68
ep_0000383.npz,1,1,78.28,124.4,0.0096,0.0365,619,170.0,68.5,150.8,8,0.985,29.56,19.29
ep_0000384.npz,1,1,104.5,-69.6,0.0377,0.0455,873,260.0,37.0,37.0,11,0.987,29.97,47.09
ep_0000385.npz,1,1,-82.57,-255.6,0.0046,0.02,523,195.0,136.9,136.9,9,0.981,29.71,30.94
ep_0000386.npz,1,1,-16.65,178.6,0.0006,0.0434,319,260.0,95.9,165.7,11,0.963,29.97,18.07
ep_0000387.npz,1,1,115.25,182.2,0.0372,0.0076,746,250.0,100.0,129.2,10,0.985,28.57,33.41
ep_0000388.npz,1,1,-175.5,182.7,0.0004,0.0443,904,235.0,98.9,168.3,10,0.989,22.17,49.32
ep_0000389.npz,1,1,-28.09,126.7,0.0188,0.0083,631,175.0,68.0,69.6,7,0.987,28.16,40.89
ep_0000390.npz,1,1,-105.09,217.3,0.0112,0.0087,1002,275.0,118.1,118.1,11,0.988,22.96,49.71
ep_0000391.npz,1,1,176.42,109.0,0.0323,0.0356,886,250.0,59.7,102.1,10,0.988,29.31,33.48
ep_0000392.npz,1,1,-116.14,-279.8,0.0058,0.0133,725,160.0,150.0,150.0,7,0.99,29.27,44.95
ep_0000393.npz,1,1,-172.51,-175.8,0.0449,0.031,889,370.0,93.6,282.3,16,0.981,29.84,24.53
ep_0000394.npz,1,1,94.27,327.4,0.0106,0.0157,529,175.0,179.3,179.3,7,0.987,29.72,49.32
ep_0000395.npz,1,1,-75.54,-167.9,0.0378,0.0295,636,230.0,93.1,121.9,11,0.981,29.31,28.59
ep_0000396.npz,1,1,70.74,108.8,0.0034,0.0007,864,115.0,59.2,59.2,6,0.992,29.73,38.68
ep_0000397.npz,1,1,140.74,-160.4,0.05,0.0123,970,365.0,85.2,187.3,16,0.982,29.72,35.17
ep_0000398.npz,1,1,152.43,-186.5,0.0195,0.0086,1012,260.0,104.2,104.2,11,0.989,28.94,30.52
ep_0000399.npz,1,1,-169.55,-85.8,0.0153,0.0067,964,235.0,46.3,57.0,10,0.989,29.44,26.29
ep_0000400.npz,1,1,158.3,-76.7,0.045,0.0378,1177,335.0,41.8,146.3,16,0.986,28.78,31.78
ep_0000401.npz,1,1,-45.61,91.6,0.0087,0.0191,487,185.0,51.4,104.7,8,0.982,20.6,49.18
ep_0000402.npz,1,1,148.14,-102.1,0.0345,0.0099,1216,350.0,56.7,115.5,16,0.986,29.49,28.65
ep_0000403.npz,1,1,-55.45,70.2,0.0297,0.0416,504,375.0,37.3,262.6,15,0.97,28.12,31.91
ep_0000404.npz,1,1,-31.05,79.8,0.0022,0.0036,557,160.0,41.8,41.8,7,0.986,29.33,27.05
ep_0000405.npz,1,1,-95.6,135.9,0.0002,0.0173,995,300.0,74.7,74.7,14,0.985,28.61,38.09
ep_0000406.npz,1,1,166.22,-201.8,0.0374,0.0149,1364,295.0,109.8,195.1,13,0.99,29.65,36.87
ep_0000407.npz,1,1,-142.59,160.1,0.0182,0.0483,1141,320.0,87.3,237.0,14,0.988,28.84,30.36
ep_0000408.npz,1,1,163.35,-145.4,0.0446,0.0082,1218,320.0,78.7,159.5,14,0.988,28.77,26.96
ep_0000409.npz,1,1,1.76,-56.2,0.0135,0.0444,320,220.0,30.0,172.6,10,0.969,29.09,26.85
ep_0000410.npz,1,1,135.25,221.0,0.0032,0.0376,1024,220.0,120.5,136.5,10,0.989,29.75,28.6
ep_0000411.npz,1,1,-145.13,63.7,0.0029,0.0416,1021,285.0,34.6,156.7,12,0.987,28.73,46.83
ep_0000412.npz,1,1,-0.46,70.8,0.0033,0.0205,12,50.0,38.5,69.3,2,0.769,23.9,48.81
ep_0000413.npz,1,1,-133.89,-216.7,0.0115,0.004,773,160.0,120.8,120.8,7,0.991,29.8,36.85
ep_0000414.npz,1,1,166.68,-103.0,0.0228,0.0152,898,225.0,55.8,72.3,9,0.989,29.57,39.91
ep_0000415.npz,1,1,173.88,-172.7,0.0185,0.0138,857,245.0,95.3,117.7,11,0.986,29.43,32.0
ep_0000416.npz,1,1,-146.12,-90.6,0.0091,0.0019,961,245.0,47.7,47.7,11,0.989,28.08,44.52
ep_0000417.npz,1,1,-98.53,-164.5,0.0174,0.0295,735,240.0,90.4,146.2,11,0.985,29.77,23.15
ep_0000418.npz,1,1,108.26,265.6,0.0083,0.0326,599,200.0,142.0,142.0,8,0.985,29.53,32.47
ep_0000419.npz,1,1,-103.26,-363.7,0.0012,0.0138,489,195.0,196.7,196.7,9,0.982,15.3,48.61
ep_0000420.npz,1,1,-73.99,271.9,0.0182,0.0404,1007,305.0,149.3,149.3,14,0.986,28.09,44.35
ep_0000421.npz,1,1,147.91,-231.1,0.0342,0.0061,1004,235.0,126.8,126.8,10,0.99,29.36,42.26
ep_0000422.npz,1,1,-133.36,-362.2,0.0389,0.0102,671,260.0,197.4,197.4,11,0.982,29.23,21.34
ep_0000423.npz,1,1,40.77,188.1,0.0403,0.0143,401,245.0,102.2,207.5,11,0.973,15.9,48.3
ep_0000424.npz,1,1,-36.74,288.4,0.0013,0.0055,728,290.0,157.1,157.1,13,0.981,29.55,47.4
ep_0000425.npz,1,1,113.69,113.4,0.0146,0.0406,678,260.0,59.9,170.0,11,0.984,29.29,26.41
ep_0000426.npz,1,1,2.82,183.1,0.0304,0.0344,388,120.0,98.0,98.0,6,0.982,28.81,31.85
ep_0000427.npz,1,1,-39.36,260.5,0.0072,0.0337,667,250.0,141.2,141.2,10,0.984,29.59,40.71
ep_0000428.npz,1,1,-41.61,-164.4,0.042,0.0308,491,85.0,89.4,89.4,4,0.992,29.68,38.97
ep_0000429.npz,1,1,177.74,-127.3,0.0002,0.006,990,235.0,70.4,70.4,10,0.989,29.71,34.56
ep_0000430.npz,1,1,133.47,-332.5,0.0446,0.0312,1071,295.0,181.1,181.1,13,0.988,29.99,23.08
ep_0000431.npz,1,1,7.87,246.6,0.0317,0.0316,249,245.0,133.7,193.4,11,0.952,28.93,35.7
ep_0000432.npz,1,1,158.14,-289.0,0.0193,0.0346,811,250.0,154.9,154.9,10,0.988,28.51,30.09
ep_0000433.npz,1,1,137.81,334.9,0.0109,0.0051,664,185.0,183.2,183.2,8,0.988,29.68,47.63
ep_0000434.npz,1,1,122.13,292.0,0.0225,0.0238,701,220.0,160.6,168.0,10,0.986,25.98,48.37
ep_0000435.npz,1,1,80.94,277.5,0.0401,0.0259,607,270.0,149.3,243.6,12,0.979,29.58,46.16
ep_0000436.npz,1,1,77.95,-109.5,0.0454,0.0363,863,305.0,59.8,193.5,15,0.981,29.46,35.99
ep_0000437.npz,1,1,-144.87,84.5,0.0159,0.0465,1060,350.0,45.1,214.2,14,0.986,28.35,48.46
ep_0000438.npz,1,1,156.87,57.3,0.0111,0.0074,1328,235.0,30.1,67.8,12,0.991,29.34,27.28
ep_0000439.npz,1,1,-44.51,-112.8,0.0076,0.0338,542,160.0,61.2,116.6,7,0.987,28.28,43.35
ep_0000440.npz,1,1,-99.54,-110.3,0.0363,0.0343,841,255.0,59.4,181.8,11,0.987,28.23,46.38
