cls,nav_seed,component,block,z,rho
E1-ecc,20260815,range,pos,-4.480074430858933,76430.71506297796
E1-ecc,20260815,range,vel,-0.7076852133517082,76430.71506297796
E1-ecc,20260815,range,pos,0.775791409992581,306883.4806746789
E1-ecc,20260815,range,vel,-0.6834379573265359,306883.4806746789
E1-ecc,20260815,range,pos,-1.628864809450041,285145.55399704684
E1-ecc,20260815,range,vel,1.3369750600687085,285145.55399704684
E1-ecc,20260815,range,pos,-1.7341179887529035,98092.56664259224
E1-ecc,20260815,range,vel,-1.3799160889782573,98092.56664259224
E1-ecc,20260815,range,pos,1.0520157364519995,244307.13079292365
E1-ecc,20260815,range,vel,1.5515121748010197,244307.13079292365
E1-ecc,20260815,range,pos,0.4831904787778822,420720.0870280664
E1-ecc,20260815,range,vel,-0.3654754688990214,420720.0870280664
E1-ecc,20260815,range,pos,0.6024269565789102,60007.7495298292
E1-ecc,20260815,range,vel,-0.17104884924821687,60007.7495298292
E1-ecc,20260815,inplane,pos,-3.789695829240789,76430.71506297796
E1-ecc,20260815,inplane,vel,-1.0703224474317798,76430.71506297796
E1-ecc,20260815,inplane,pos,-0.6309272465796044,306883.4806746789
E1-ecc,20260815,inplane,vel,0.7739261052327921,306883.4806746789
E1-ecc,20260815,inplane,pos,-1.1485407333790842,285145.55399704684
E1-ecc,20260815,inplane,vel,-1.7495230525153378,285145.55399704684
E1-ecc,20260815,inplane,pos,1.2132591284697938,98092.56664259224
E1-ecc,20260815,inplane,vel,-1.7978606873620226,98092.56664259224
E1-ecc,20260815,inplane,pos,1.5162193320928965,244307.13079292365
E1-ecc,20260815,inplane,vel,1.1422466453916984,244307.13079292365
E1-ecc,20260815,inplane,pos,0.15730942152507066,420720.0870280664
E1-ecc,20260815,inplane,vel,0.17715037013143894,420720.0870280664
E1-ecc,20260815,inplane,pos,1.5481020266881904,60007.7495298292
E1-ecc,20260815,inplane,vel,1.2822248987905376,60007.7495298292
E1-ecc,20260815,plane,pos,-0.26512662663815045,76430.71506297796
E1-ecc,20260815,plane,vel,-1.9158005595534824,76430.71506297796
E1-ecc,20260815,plane,pos,0.09412603268061812,306883.4806746789
E1-ecc,20260815,plane,vel,-0.6463727525733237,306883.4806746789
E1-ecc,20260815,plane,pos,-0.8429814521940655,285145.55399704684
E1-ecc,20260815,plane,vel,-0.26475867675703363,285145.55399704684
E1-ecc,20260815,plane,pos,-2.0252012866953284,98092.56664259224
E1-ecc,20260815,plane,vel,1.215347064010021,98092.56664259224
E1-ecc,20260815,plane,pos,2.9650188600394105,244307.13079292365
E1-ecc,20260815,plane,vel,0.7289576216940391,244307.13079292365
E1-ecc,20260815,plane,pos,-1.109253685160404,420720.0870280664
E1-ecc,20260815,plane,vel,0.4605869595480315,420720.0870280664
E1-ecc,20260815,plane,pos,2.0249442555585557,60007.7495298292
E1-ecc,20260815,plane,vel,-2.138885849395399,60007.7495298292
E1-ecc,20260815,range,pos,0.03553064757972768,7255136.9504330605
E1-ecc,20260815,range,vel,0.1425497776726965,7255136.9504330605
E1-ecc,20260815,range,pos,-0.44217744128742,5585931.087603374
E1-ecc,20260815,range,vel,-0.9400549579870536,5585931.087603374
E1-ecc,20260815,range,pos,-1.3396507172892842,1618319.7996930506
