rung,evec_mode,di_max_deg,n,frac_dv_ok_seq,frac_dv_ok_comb,frac_time_ok,frac_feasible_seq,frac_feasible_comb,de_p50,de_p90,dv_e_p50,dv_seq_p50,dv_seq_p90,dv_comb_p50,dv_comb_p90,dv_plane_p90,theta_p50,steps_p90,e_max,band
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,1.0,5000,0.952,0.9874,1.0,0.952,0.9874,0.05643593129705187,0.07593201662520689,0.0,319.0629733701928,437.18672488767515,270.5115626026186,376.4258291475504,94.6819397162949,0.7147482526165732,5457.702731871884,0.3,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",realized,0.4,5000,0.9992,1.0,1.0,0.9992,1.0,0.01755017526854568,0.0334702786395521,0.0,180.23795751840433,292.2035875457398,159.1147553156851,266.5761220977359,41.412025364540376,0.2795012753942643,5328.05475903576,0.02,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,0.4,5000,1.0,1.0,1.0,1.0,1.0,0.014159036340466762,0.018993908639231522,0.0,161.31634642925027,267.31882949561935,140.33584138087343,241.7326819795425,41.44868379879003,0.2795012753942643,5328.05475903576,0.02,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",realized,0.4,5000,0.9944,0.997,1.0,0.9944,0.997,0.026078462930588537,0.05008531300196377,0.0,209.23481376110072,331.7498197833351,186.3137364187652,305.2664927197473,41.38832232128533,0.2831340679622604,5317.040792776524,0.03,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,0.4,5000,1.0,1.0,1.0,1.0,1.0,0.021381706669863606,0.02850713326864552,0.0,184.03508728046,292.94452857332374,161.91019089206867,266.8643213592272,41.33341048169806,0.2831340679622604,5317.040792776524,0.03,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",realized,0.4,5000,0.9824,0.9914,1.0,0.9824,0.9914,0.034376619116831535,0.06654291678533107,0.0,234.72019473422887,374.7333190395739,210.63589091258135,347.4023231617882,40.779323439192844,0.28092855293291485,5360.150834530112,0.04,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,0.4,5000,0.9994,1.0,1.0,0.9994,1.0,0.028586693107981304,0.03792467321273508,0.0,203.5595164641497,314.73591668380385,180.32269403740213,288.56371982065,40.82267015767097,0.28092855293291485,5360.150834530112,0.04,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",realized,0.4,5000,0.9544,0.9722,1.0,0.9544,0.9722,0.04317357094552874,0.08270361081814849,0.0,261.6528836430888,419.2793986493867,237.225202508422,393.23498601623476,40.526059835542746,0.28087523099021594,5360.150834530112,0.05,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,0.4,5000,0.998,0.9998,1.0,0.998,0.9998,0.03537107006611691,0.04739051910815724,0.0,225.3685284757151,340.29708714104805,201.79170784507897,313.5052423582001,40.59486731440822,0.28087523099021594,5360.150834530112,0.05,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",realized,0.4,5000,0.9124,0.938,1.0,0.9124,0.938,0.051581040740591694,0.09865093491240626,0.0,288.41549677061096,464.9738268226242,264.21040856418983,439.4305034450045,40.58013282490025,0.28162545621375223,5370.416422140006,0.06,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,0.4,5000,0.993,0.998,1.0,0.993,0.998,0.04203234141731024,0.05691458831643427,0.0,246.75079702046366,363.89789933028004,223.0695673866988,335.75232752364633,40.57860390764638,0.28162545621375223,5370.416422140006,0.06,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",realized,0.4,5000,0.7972,0.8394,1.0,0.7972,0.8394,0.06911115247585956,0.13370782369787776,0.0,343.76963089692384,560.4700123059285,318.13848782981404,534.1701574967764,39.99246970926253,0.2801082934072947,5389.239997323765,0.08,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,0.4,5000,0.9672,0.9816,1.0,0.9672,0.9816,0.05684182277645535,0.0759657720070659,0.0,290.82453329531836,412.2401866265929,266.14473448798856,384.57984818774344,40.05477351596322,0.2801082934072947,5389.239997323765,0.08,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",realized,0.4,5000,0.7268,0.7682,1.0,0.7268,0.7682,0.0749875715870823,0.15732293954692783,0.0,366.7125365167863,625.3299392915123,340.34333279851546,599.2938507263857,39.64641246768745,0.2794865626537434,5399.513652170036,0.1,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,0.4,5000,0.9692,0.9828,1.0,0.9692,0.9828,0.057022015209029414,0.07613518957450248,0.0,290.02407903813264,410.6369392838475,265.21790749157765,381.9533623871666,39.7841355139984,0.2794865626537434,5399.513652170036,0.1,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",realized,0.4,5000,0.6756,0.714,1.0,0.6756,0.714,0.08122592095877135,0.17978506913280254,0.0,386.3455381762392,687.800318692581,360.3671880935557,660.2363800389625,39.272494178043694,0.28168425879846426,5416.564817980807,0.12,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,0.4,5000,0.9712,0.9836,1.0,0.9712,0.9836,0.056974080016366696,0.07596577200706592,0.0,289.90036992539336,409.2730285471181,265.2362164525259,381.09759457373764,39.587846818913185,0.28168425879846426,5416.564817980807,0.12,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",realized,0.4,5000,0.606,0.6442,1.0,0.606,0.6442,0.08975958157391481,0.21670203722443476,0.0,412.0883380189034,797.8249378436466,387.3255421217183,772.2215879349553,38.89109130065339,0.2809881512118794,5409.939003579617,0.15,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,0.4,5000,0.9742,0.985,1.0,0.9742,0.985,0.05679050401459547,0.07584107259442047,0.0,288.72934810162064,404.74764238243347,264.2332493674986,376.5709151712293,39.18947120606994,0.2809881512118794,5409.939003579617,0.15,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",realized,0.4,5000,0.5154,0.5494,1.0,0.5154,0.5494,0.10886512884613886,0.2807697055954107,0.0,465.1567531860733,981.3719083616189,440.09869865779547,956.9612564679492,38.32007908818242,0.2825735272050054,5389.239997323765,0.2,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,0.4,5000,0.9778,0.9878,1.0,0.9778,0.9878,0.05701825650638058,0.07584221418698137,0.0,286.83663504558604,399.99723847741626,262.6951542770124,372.9580793100842,38.60155954759392,0.2825735272050054,5389.239997323765,0.2,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",realized,0.4,5000,0.4458,0.4744,1.0,0.4458,0.4744,0.1300313659136475,0.3457389946666528,0.0,526.9363043445824,1160.6057448583847,501.066131509297,1136.4438957262328,37.67129686110788,0.2811527503783192,5420.514463236437,0.25,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,0.4,5000,0.984,0.9906,1.0,0.984,0.9906,0.05700727442112999,0.07582082838728149,0.0,284.33390933918093,393.5946009823121,261.18956468456275,366.03497747185435,38.027105602394045,0.2811527503783192,5420.514463236437,0.25,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",realized,0.4,5000,0.405,0.4314,1.0,0.405,0.4314,0.14926532431671882,0.41024949992066184,0.0,581.5743288868583,1335.3611836405212,555.6839803663663,1310.914061581215,37.33107682458495,0.28589930104662925,5457.702731871884,0.3,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"WIDE-a band 300-8000 (W4 band, da600, cap6000)",intended,0.4,5000,0.9818,0.9902,1.0,0.9818,0.9902,0.05643593129705187,0.07593201662520689,0.0,282.55323258302224,392.16114251053926,259.57910721707657,365.58874164513264,37.87312235621571,0.28589930104662925,5457.702731871884,0.3,"WIDE-a band 300-8000 (W4 band, da600, cap6000)"
"MID band 300-4000 (da500, cap4500)",realized,1.0,5000,0.9978,0.9998,1.0,0.9978,0.9998,0.017496802907078248,0.033363692540318776,0.0,252.89658717726735,356.7151340183651,210.073599186565,300.94355771535805,112.26952958342646,0.7084398712774721,3706.012532230851,0.02,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,1.0,5000,1.0,1.0,1.0,1.0,1.0,0.014174112775565123,0.018984687107680812,0.0,233.05979374794862,329.2015137608905,195.10150898263223,276.29360339769426,112.17253276454204,0.7084398712774721,3706.012532230851,0.02,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,1.0,5000,0.9854,0.998,1.0,0.9854,0.998,0.025969373373400183,0.0497223921150602,0.0,280.55775543966956,397.2950418975095,231.86437294294072,336.78633536020084,111.53069201858432,0.7038279636870282,3735.12563769783,0.03,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,1.0,5000,1.0,1.0,1.0,1.0,1.0,0.02112007382804912,0.02839922018540611,0.0,253.50057543313181,351.5559183211948,210.21218579473734,297.84206289416693,111.48581211198889,0.7038279636870282,3735.12563769783,0.03,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,1.0,5000,0.9466,0.9912,1.0,0.9466,0.9912,0.03432562409617447,0.06604067179149578,0.0,310.5922448624005,443.0261602516903,258.0798976216929,378.3251334236159,110.68626420804499,0.6971151169874186,3758.35885507368,0.04,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,1.0,5000,0.9964,1.0,1.0,0.9964,1.0,0.02825661423467793,0.03778294586449687,0.0,276.6016682060168,375.5511277251709,227.4959967653321,320.14374510009617,110.55610007697865,0.6971151169874186,3758.35885507368,0.04,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,1.0,5000,0.8796,0.9534,1.0,0.8796,0.9534,0.04252469346482819,0.0844988840491113,0.0,337.2917514815522,494.4468213202801,281.14008234987705,426.667625389892,109.93667093700908,0.7036418193209146,3715.648839612683,0.05,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,1.0,5000,0.987,1.0,1.0,0.987,1.0,0.034965100160210774,0.04729883877673002,0.0,297.4135746462647,399.0649275057456,244.48820434842995,339.63133289160527,109.75389287372535,0.7036418193209146,3715.648839612683,0.05,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,1.0,5000,0.8028,0.9096,1.0,0.8028,0.9096,0.05122586549444613,0.09969039711944222,0.0,366.04411282972535,539.7434465892442,307.8773404317203,470.2077109212629,108.78926396038129,0.699896789093888,3717.3604552294096,0.06,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,1.0,5000,0.9732,0.9994,1.0,0.9732,0.9994,0.042323391249443114,0.05675860653207603,0.0,321.06245655314564,425.98548137233985,265.80394389758123,364.07004643366713,108.77226977186572,0.699896789093888,3717.3604552294096,0.06,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,1.0,5000,0.6808,0.8054,1.0,0.6808,0.8054,0.06268677680525638,0.12753171549750922,0.0,406.0313237699535,624.1600866639908,344.7830151889082,557.6375655434996,107.31455439005386,0.6988441641093053,3718.0771530367056,0.08,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,1.0,5000,0.941,0.9946,1.0,0.941,0.9946,0.049562027931166035,0.0662669968356705,0.0,345.02692136032454,454.3681136139807,286.5539016972451,389.8393710643206,107.72006727320026,0.6988441641093053,3718.0771530367056,0.08,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,1.0,5000,0.6144,0.7264,1.0,0.6144,0.7264,0.06764639396973074,0.15234435192544968,0.0,424.97915468163944,702.0724724015303,365.38989491012717,632.618548344488,106.55190266198325,0.6998119513543788,3727.2694822169105,0.1,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,1.0,5000,0.946,0.9942,1.0,0.946,0.9942,0.04930975026890588,0.06604139071691503,0.0,341.4619165620899,450.00087187238137,284.74018081139053,385.1583511437758,106.95249853505233,0.6998119513543788,3727.2694822169105,0.1,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,1.0,5000,0.5588,0.6688,1.0,0.5588,0.6688,0.0737605597150429,0.17639183852338172,0.0,446.4636390338337,776.2028854792649,382.8331186977014,704.971796639457,105.99046164785267,0.7109834051172318,3784.3736013478892,0.12,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,1.0,5000,0.9538,0.994,1.0,0.9538,0.994,0.04923761092802163,0.06615580259815416,0.0,340.06057320079606,446.9735712290382,284.1570057793663,382.50007628940733,106.58978693060548,0.7109834051172318,3784.3736013478892,0.12,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,1.0,5000,0.4964,0.592,1.0,0.4964,0.592,0.08433945415218685,0.21279137394229822,0.0,480.14323667833355,896.4451461267561,415.60828327567026,828.5466421743159,105.01151812068562,0.7112153878722658,3823.31084704487,0.15,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,1.0,5000,0.954,0.9946,1.0,0.954,0.9946,0.04951064564720496,0.06653410653860643,0.0,339.5080662096418,446.87230299143,283.87146241631524,382.47206906905205,105.53257516279679,0.7112153878722658,3823.31084704487,0.15,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,1.0,5000,0.4418,0.518,1.0,0.4418,0.518,0.09971092348776289,0.2748544983574873,0.0,526.2831298488815,1088.848192017874,460.1411824671184,1021.8388440194185,104.78059731513977,0.7140069821002939,3840.1624163067904,0.2,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,1.0,5000,0.9594,0.996,1.0,0.9594,0.996,0.048999575245967625,0.06632222149362173,0.0,335.4136861116948,440.8319912009521,281.00110275485076,376.97039091523527,105.33163766691321,0.7140069821002939,3840.1624163067904,0.2,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,1.0,5000,0.4026,0.4786,1.0,0.4026,0.4786,0.11333314657066298,0.3234073145955858,0.0,565.7554850890288,1238.987356880796,502.2784372144516,1169.0392611564992,102.9162967274221,0.7047298393250808,3933.4939314700882,0.25,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,1.0,5000,0.9638,0.9966,1.0,0.9638,0.9966,0.04927394269051181,0.06613684942183193,0.0,332.6137370827961,436.11592817479124,278.8342318858548,372.5320737762333,103.98388456477738,0.7047298393250808,3933.4939314700882,0.25,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,1.0,5000,0.3794,0.4546,1.0,0.3794,0.4546,0.12085252035130198,0.35354409010217175,0.0,586.0443043151486,1319.3036023194709,519.1421096291963,1254.4283417314948,102.38098670346545,0.7100709028663572,3965.607950535247,0.3,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,1.0,5000,0.9648,0.997,1.0,0.9648,0.997,0.0494366162692227,0.06634756183107897,0.0,333.34268249518846,436.29132578752836,279.4976175630866,372.4439790357401,103.72847810217029,0.7100709028663572,3965.607950535247,0.3,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,0.4,5000,0.9996,1.0,1.0,0.9996,1.0,0.01749693137998813,0.03336372511524449,0.0,204.9891832153673,302.75105381369553,180.38594589058107,276.09894708582215,44.90818770769666,0.2833759485109888,3706.012532230851,0.02,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,0.4,5000,1.0,1.0,1.0,1.0,1.0,0.014174112775565123,0.018984687107680812,0.0,184.35300599854043,274.7218994950284,161.60227005877357,248.32737819592882,44.86946939643725,0.2833759485109888,3706.012532230851,0.02,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,0.4,5000,0.9962,0.9992,1.0,0.9962,0.9992,0.025969409345632855,0.049723582729930486,0.0,233.97125393528148,344.5261010589746,208.8696113931372,316.35122589455585,44.61267127936359,0.28153118547481126,3735.12563769783,0.03,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,0.4,5000,1.0,1.0,1.0,1.0,1.0,0.02112007382804912,0.02839922018540611,0.0,206.09597949053767,297.6243932127743,181.16623860485336,270.93024245567904,44.59474998022354,0.28153118547481126,3735.12563769783,0.03,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,0.4,5000,0.9828,0.9928,1.0,0.9828,0.9928,0.034325905152976746,0.06604179412078123,0.0,264.0963741071351,392.03579117527187,238.21611517840807,362.4059812848434,44.27492365220043,0.2788460467949675,3758.35885507368,0.04,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,0.4,5000,1.0,1.0,1.0,1.0,1.0,0.02825661423467793,0.03778294586449687,0.0,228.7992604970559,323.43444168422985,202.4363585282391,296.2939593491184,44.22284112580277,0.2788460467949675,3758.35885507368,0.04,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,0.4,5000,0.9368,0.9606,1.0,0.9368,0.9606,0.042523841761024465,0.08449919227763349,0.0,290.41694384296625,444.6952621729872,263.4068902547674,415.95679588914595,43.975056937939456,0.2814567277283659,3715.648839612683,0.05,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,0.4,5000,0.9996,1.0,1.0,0.9996,1.0,0.034965100160210774,0.04729883877673002,0.0,250.5669720526923,347.6822349112086,223.704202663999,318.76132124217344,43.90195886555857,0.2814567277283659,3715.648839612683,0.05,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,0.4,5000,0.8828,0.9192,1.0,0.8828,0.9192,0.05122638402745107,0.09969023837351539,0.0,319.09902042428484,490.52643353402374,291.2277461035012,462.21124342086625,43.51613166228538,0.27995871563755514,3717.3604552294096,0.06,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,0.4,5000,0.9974,1.0,1.0,0.9974,1.0,0.042323391249443114,0.05675860653207603,0.0,275.05656954014046,376.73006031423444,249.24104641462708,347.081698684371,43.509289860611545,0.27995871563755514,3717.3604552294096,0.06,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,0.4,5000,0.7722,0.8182,1.0,0.7722,0.8182,0.06268750488727082,0.1275344823803645,0.0,360.2133408763394,578.4610670183997,332.58609414720814,551.3942754341473,42.92618172019523,0.27953766564372207,3718.0771530367056,0.08,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,0.4,5000,0.9878,0.9966,1.0,0.9878,0.9966,0.049562027931166035,0.0662669968356705,0.0,299.2436351569237,405.4026993865841,272.5134561658638,376.04923812926194,43.08848105356804,0.27953766564372207,3718.0771530367056,0.08,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,0.4,5000,0.6956,0.738,1.0,0.6956,0.738,0.06764548240216083,0.15234639776904677,0.0,380.93618078333145,656.8473245581429,353.8726833101248,627.2644821163318,42.62118252841044,0.2799247805417515,3727.2694822169105,0.1,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,0.4,5000,0.9884,0.9962,1.0,0.9884,0.9962,0.04930975026890588,0.06604139071691503,0.0,296.42065879525364,399.26706544030304,271.3252019162454,370.2887332815009,42.78139847459826,0.2799247805417515,3727.2694822169105,0.1,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,0.4,5000,0.6408,0.6838,1.0,0.6408,0.6838,0.0737523718357746,0.1763931917693109,0.0,399.4723253273497,728.6956723208734,371.7809201513752,701.5095407037721,42.39659305297672,0.2843933620468927,3784.3736013478892,0.12,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,0.4,5000,0.9898,0.9966,1.0,0.9898,0.9966,0.04923761092802163,0.06615580259815416,0.0,295.6398649377288,397.3846430065672,270.33386912837494,368.67841097777654,42.63625789499383,0.2843933620468927,3784.3736013478892,0.12,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,0.4,5000,0.5612,0.6014,1.0,0.5612,0.6014,0.08433847008739068,0.21279134385368223,0.0,433.0395751807914,851.1643095247741,405.6788034032642,825.6001919663402,42.00504608001793,0.2844861551489063,3823.31084704487,0.15,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,0.4,5000,0.991,0.9966,1.0,0.991,0.9966,0.04951064564720496,0.06653410653860643,0.0,295.4196057871793,397.3666696336976,270.24960840592934,369.30534884527106,42.21347499696634,0.2844861551489063,3823.31084704487,0.15,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,0.4,5000,0.4972,0.5276,1.0,0.4972,0.5276,0.09971083940401645,0.2748542223089539,0.0,480.3530366801288,1046.1213574660628,452.34964782615987,1018.9600027066426,41.912661965190395,0.2856027928401176,3840.1624163067904,0.2,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,0.4,5000,0.9928,0.9982,1.0,0.9928,0.9982,0.048999575245967625,0.06632222149362173,0.0,292.24837539985094,391.73435069944026,266.448595345018,364.54561659508374,42.13309899288914,0.2856027928401176,3840.1624163067904,0.2,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,0.4,5000,0.4584,0.485,1.0,0.4584,0.485,0.11333405449553074,0.3234021837680049,0.0,523.7670500783981,1196.6544787802527,494.1890702645364,1166.4296490008917,41.166900240431026,0.28189193573003235,3933.4939314700882,0.25,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,0.4,5000,0.9946,0.9984,1.0,0.9946,0.9984,0.04927394269051181,0.06613684942183193,0.0,290.63116397476904,387.6546070760231,264.8870426768921,359.88674717491386,41.59398055167069,0.28189193573003235,3933.4939314700882,0.25,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",realized,0.4,5000,0.435,0.4608,1.0,0.435,0.4608,0.12084963488887913,0.3535496897840991,0.0,540.219738029517,1279.9726631218382,512.885997394793,1251.5423972623619,40.952742330955296,0.28402836114654284,3965.607950535247,0.3,"MID band 300-4000 (da500, cap4500)"
"MID band 300-4000 (da500, cap4500)",intended,0.4,5000,0.9944,0.9988,1.0,0.9944,0.9988,0.0494366162692227,0.06634756183107897,0.0,290.7294613951182,387.0199420210006,265.5321344534751,359.12767866260634,41.49178908377821,0.28402836114654284,3965.607950535247,0.3,"MID band 300-4000 (da500, cap4500)"
