alt_km,i_deg,da_km,horizon_steps,horizon_days,RAAN_rate_deg_per_day,argp_rate_deg_per_day,dRAAN_rate_deg_per_day,dlambda_rate_deg_per_day,dRAAN_available_deg,theta_equiv_deg,dv_equiv_saved_ms,frac_of_budget
800.0,28.5,600.0,12000,8.333333333333334,-5.810770759775796,4.730246870575051,1.424518652632364,-584.4172215806874,11.870988771936368,5.664346285472888,736.7655597053088,1.5409318547628983
800.0,51.6,50.0,3000,2.0833333333333335,-4.107051748466773,1.5358484900769889,0.09867535078708754,-53.363742986264896,0.20557364747309906,0.1611067225232764,20.963795463815963,0.043845399396585286
800.0,51.6,50.0,6000,4.166666666666667,-4.107051748466773,1.5358484900769889,0.09867535078708754,-53.363742986264896,0.4111472949461981,0.3222134450465528,41.92754949028786,0.08769071212771423
800.0,51.6,50.0,12000,8.333333333333334,-4.107051748466773,1.5358484900769889,0.09867535078708754,-53.363742986264896,0.8222945898923962,0.6444268900931056,83.85476748231463,0.17538073093280557
800.0,51.6,100.0,3000,2.0833333333333335,-4.107051748466773,1.5358484900769889,0.194323394971099,-105.81165956584437,0.4048404061897896,0.31727077759207356,41.28439383108825,0.08634556368832721
800.0,51.6,100.0,6000,4.166666666666667,-4.107051748466773,1.5358484900769889,0.194323394971099,-105.81165956584437,0.8096808123795792,0.6345415551841471,82.56847118636311,0.17269046547320943
800.0,51.6,100.0,12000,8.333333333333334,-4.107051748466773,1.5358484900769889,0.194323394971099,-105.81165956584437,1.6193616247591585,1.2690831103682942,165.13441058077515,0.3453756357493027
800.0,51.6,200.0,3000,2.0833333333333335,-4.107051748466773,1.5358484900769889,0.37698361666874874,-208.04676457495646,0.7853825347265599,0.6154991539631892,80.09064039763584,0.16750812715301253
800.0,51.6,200.0,6000,4.166666666666667,-4.107051748466773,1.5358484900769889,0.37698361666874874,-208.04676457495646,1.5707650694531199,1.2309983079263784,160.17897016538393,0.33501142166536796
800.0,51.6,200.0,12000,8.333333333333334,-4.107051748466773,1.5358484900769889,0.37698361666874874,-208.04676457495646,3.1415301389062398,2.461996615852757,320.33945569163643,0.6699841830420101
800.0,51.6,400.0,3000,2.0833333333333335,-4.107051748466773,1.5358484900769889,0.7106203892101226,-402.44537554868856,1.4804591441877555,1.1602261451381561,150.97033609151225,0.3157517298999717
800.0,51.6,400.0,6000,4.166666666666667,-4.107051748466773,1.5358484900769889,0.7106203892101226,-402.44537554868856,2.960918288375511,2.3204522902763123,301.92519585410025,0.6314710913376557
800.0,51.6,400.0,12000,8.333333333333334,-4.107051748466773,1.5358484900769889,0.7106203892101226,-402.44537554868856,5.921836576751022,4.640904580552625,603.7265905957364,1.2626832548856801
800.0,51.6,600.0,3000,2.0833333333333335,-4.107051748466773,1.5358484900769889,1.0068495325124518,-584.4172215806874,2.0976031927342746,1.6438778982116435,213.90013301812715,0.4473682630299506
800.0,51.6,600.0,6000,4.166666666666667,-4.107051748466773,1.5358484900769889,1.0068495325124518,-584.4172215806874,4.195206385468549,3.287755796423287,427.7562473108131,0.8946444616910597
800.0,51.6,600.0,12000,8.333333333333334,-4.107051748466773,1.5358484900769889,1.0068495325124518,-584.4172215806874,8.390412770937099,6.575511592846574,855.1603991681816,1.7885525221036083
800.0,63.4,50.0,3000,2.0833333333333335,-2.960599398384941,0.0040350013626920655,0.07113087491160439,-53.363742986264896,0.14818932273250915,0.13250411077562954,17.241920939094506,0.036061166082438846
800.0,63.4,50.0,6000,4.166666666666667,-2.960599398384941,0.0040350013626920655,0.07113087491160439,-53.363742986264896,0.2963786454650183,0.2650082215512591,34.48381882457334,0.07212228394865709
800.0,63.4,50.0,12000,8.333333333333334,-2.960599398384941,0.0040350013626920655,0.07113087491160439,-53.363742986264896,0.5927572909300366,0.5300164431025182,68.96745322040628,0.14424418216793627
800.0,63.4,100.0,3000,2.0833333333333335,-2.960599398384941,0.0040350013626920655,0.1400794929010404,-105.81165956584437,0.29183227687716756,0.26094306681619894,33.9548472539278,0.07101594946717332
800.0,63.4,100.0,6000,4.166666666666667,-2.960599398384941,0.0040350013626920655,0.1400794929010404,-105.81165956584437,0.5836645537543351,0.5218861336323979,67.90951843684302,0.1420315306850054
800.0,63.4,100.0,12000,8.333333333333334,-2.960599398384941,0.0040350013626920655,0.1400794929010404,-105.81165956584437,1.1673291075086702,1.0437722672647958,135.8176283110635,0.28406011538673853
800.0,63.4,200.0,3000,2.0833333333333335,-2.960599398384941,0.0040350013626920655,0.27175149890116035,-208.04676457495646,0.5661489560440841,0.5062244877290031,65.87158767590236,0.13776923532392651
800.0,63.4,200.0,6000,4.166666666666667,-2.960599398384941,0.0040350013626920655,0.27175149890116035,-208.04676457495646,1.1322979120881682,1.0124489754580062,131.7418898328995,0.27553578200829204
800.0,63.4,200.0,12000,8.333333333333334,-2.960599398384941,0.0040350013626920655,0.27175149890116035,-208.04676457495646,2.2645958241763364,2.0248979509160123,263.4734956650821,0.5510500552149168
800.0,63.4,400.0,3000,2.0833333333333335,-2.960599398384941,0.0040350013626920655,0.5122560964957324,-402.44537554868856,1.067200201032776,0.9542415813092819,124.16800746080968,0.25969514388719356
