kind,alt,e_target,e_sat,phase_deg,relation,rollout_seed,success_n,total,wall_s
diag,MEO,0.3,0.3,180,fully_random,31415,36,200,6.1
diag,MEO,0.5,0.5,30,same_orbit,42,0,200,6.1
diag,MEO,0.5,0.5,30,same_orbit,1337,0,200,6.1
diag,MEO,0.5,0.5,30,same_orbit,31415,0,200,6.3
diag,MEO,0.5,0.5,30,fully_random,42,9,200,6.3
diag,MEO,0.5,0.5,30,fully_random,1337,16,200,6.1
diag,MEO,0.5,0.5,30,fully_random,31415,10,200,6.3
diag,MEO,0.5,0.5,90,same_orbit,42,3,200,6.4
diag,MEO,0.5,0.5,90,same_orbit,1337,3,200,6.1
diag,MEO,0.5,0.5,90,same_orbit,31415,1,200,6.3
diag,MEO,0.5,0.5,90,fully_random,42,9,200,6.3
diag,MEO,0.5,0.5,90,fully_random,1337,16,200,6.1
diag,MEO,0.5,0.5,90,fully_random,31415,10,200,6.3
diag,MEO,0.5,0.5,150,same_orbit,42,1,200,6.1
diag,MEO,0.5,0.5,150,same_orbit,1337,1,200,6.0
diag,MEO,0.5,0.5,150,same_orbit,31415,0,200,6.2
diag,MEO,0.5,0.5,150,fully_random,1337,16,200,6.1
diag,MEO,0.5,0.5,150,fully_random,42,9,200,6.3
diag,MEO,0.5,0.5,150,fully_random,31415,10,200,6.2
diag,MEO,0.5,0.5,180,same_orbit,42,1,200,6.0
diag,MEO,0.5,0.5,180,same_orbit,31415,0,200,6.0
diag,MEO,0.5,0.5,180,same_orbit,1337,0,200,6.1
diag,MEO,0.5,0.5,180,fully_random,42,9,200,6.2
diag,MEO,0.5,0.5,180,fully_random,1337,16,200,6.2
diag,GEO,0.0,0.0,30,same_orbit,42,15,200,5.7
diag,MEO,0.5,0.5,180,fully_random,31415,10,200,6.1
diag,GEO,0.0,0.0,30,same_orbit,1337,16,200,5.8
diag,GEO,0.0,0.0,30,same_orbit,31415,14,200,5.7
diag,GEO,0.0,0.0,30,fully_random,42,110,200,6.4
diag,GEO,0.0,0.0,30,fully_random,1337,107,200,6.1
diag,GEO,0.0,0.0,30,fully_random,31415,96,200,6.5
diag,GEO,0.0,0.0,90,same_orbit,42,6,200,7.7
diag,GEO,0.0,0.0,90,same_orbit,1337,5,200,7.9
diag,GEO,0.0,0.0,90,same_orbit,31415,6,200,8.0
diag,GEO,0.0,0.0,90,fully_random,42,110,200,6.6
diag,GEO,0.0,0.0,90,fully_random,1337,107,200,6.1
diag,GEO,0.0,0.0,150,same_orbit,42,9,200,5.9
diag,GEO,0.0,0.0,90,fully_random,31415,96,200,6.9
diag,GEO,0.0,0.0,150,same_orbit,1337,8,200,6.0
diag,GEO,0.0,0.0,150,same_orbit,31415,9,200,6.0
diag,GEO,0.0,0.0,150,fully_random,42,110,200,6.4
diag,GEO,0.0,0.0,150,fully_random,1337,107,200,6.3
diag,GEO,0.0,0.0,150,fully_random,31415,96,200,6.1
diag,GEO,0.0,0.0,180,same_orbit,42,9,200,6.0
diag,GEO,0.0,0.0,180,same_orbit,1337,8,200,6.1
diag,GEO,0.0,0.0,180,same_orbit,31415,9,200,5.9
diag,GEO,0.0,0.0,180,fully_random,42,110,200,6.2
diag,GEO,0.0,0.0,180,fully_random,1337,107,200,6.0
diag,GEO,0.0,0.0,180,fully_random,31415,96,200,6.2
diag,GEO,0.05,0.05,30,same_orbit,42,16,200,5.7
diag,GEO,0.05,0.05,30,same_orbit,1337,17,200,5.9
diag,GEO,0.05,0.05,30,same_orbit,31415,14,200,5.7
diag,GEO,0.05,0.05,30,fully_random,42,110,200,6.5
diag,GEO,0.05,0.05,30,fully_random,1337,111,200,6.4
diag,GEO,0.05,0.05,30,fully_random,31415,103,200,6.3
diag,GEO,0.05,0.05,90,same_orbit,42,5,200,5.8
diag,GEO,0.05,0.05,90,same_orbit,1337,9,200,6.0
diag,GEO,0.05,0.05,90,same_orbit,31415,4,200,6.1
diag,GEO,0.05,0.05,90,fully_random,42,110,200,6.3
diag,GEO,0.05,0.05,90,fully_random,1337,111,200,6.3
diag,GEO,0.05,0.05,150,same_orbit,42,5,200,6.0
diag,GEO,0.05,0.05,90,fully_random,31415,103,200,6.4
diag,GEO,0.05,0.05,150,same_orbit,1337,6,200,6.1
diag,GEO,0.05,0.05,150,same_orbit,31415,5,200,6.1
diag,GEO,0.05,0.05,150,fully_random,42,110,200,6.5
diag,GEO,0.05,0.05,150,fully_random,1337,111,200,6.4
diag,GEO,0.05,0.05,180,same_orbit,42,5,200,5.9
diag,GEO,0.05,0.05,150,fully_random,31415,103,200,6.5
diag,GEO,0.05,0.05,180,same_orbit,1337,7,200,6.2
diag,GEO,0.05,0.05,180,same_orbit,31415,5,200,6.2
diag,GEO,0.05,0.05,180,fully_random,42,110,200,6.3
diag,GEO,0.05,0.05,180,fully_random,1337,111,200,6.3
diag,GEO,0.1,0.1,30,same_orbit,42,15,200,5.8
diag,GEO,0.05,0.05,180,fully_random,31415,103,200,6.4
diag,GEO,0.1,0.1,30,same_orbit,1337,19,200,5.6
diag,GEO,0.1,0.1,30,same_orbit,31415,15,200,5.8
diag,GEO,0.1,0.1,30,fully_random,42,109,200,6.6
diag,GEO,0.1,0.1,30,fully_random,31415,102,200,6.3
diag,GEO,0.1,0.1,30,fully_random,1337,111,200,6.3
diag,GEO,0.1,0.1,90,same_orbit,42,8,200,6.0
diag,GEO,0.1,0.1,90,same_orbit,31415,8,200,5.7
diag,GEO,0.1,0.1,90,same_orbit,1337,7,200,6.0
diag,GEO,0.1,0.1,90,fully_random,1337,111,200,6.2
diag,GEO,0.1,0.1,90,fully_random,42,109,200,6.6
diag,GEO,0.1,0.1,150,same_orbit,42,4,200,6.7
diag,GEO,0.1,0.1,90,fully_random,31415,102,200,7.1
diag,GEO,0.1,0.1,150,same_orbit,1337,1,200,6.7
diag,GEO,0.1,0.1,150,same_orbit,31415,4,200,7.0
diag,GEO,0.1,0.1,150,fully_random,42,109,200,6.8
diag,GEO,0.1,0.1,150,fully_random,1337,111,200,6.7
diag,GEO,0.1,0.1,150,fully_random,31415,102,200,6.5
diag,GEO,0.1,0.1,180,same_orbit,42,4,200,6.4
diag,GEO,0.1,0.1,180,same_orbit,31415,4,200,6.0
diag,GEO,0.1,0.1,180,same_orbit,1337,1,200,6.2
diag,GEO,0.1,0.1,180,fully_random,42,109,200,6.4
diag,GEO,0.1,0.1,180,fully_random,1337,111,200,6.3
diag,GEO,0.2,0.2,30,same_orbit,42,19,200,6.1
diag,GEO,0.1,0.1,180,fully_random,31415,102,200,6.2
diag,GEO,0.2,0.2,30,same_orbit,1337,17,200,5.9
diag,GEO,0.2,0.2,30,same_orbit,31415,10,200,6.0
diag,GEO,0.2,0.2,30,fully_random,31415,98,200,6.1
diag,GEO,0.2,0.2,30,fully_random,42,108,200,6.8
diag,GEO,0.2,0.2,30,fully_random,1337,110,200,6.8
diag,GEO,0.2,0.2,90,same_orbit,42,5,200,6.4
diag,GEO,0.2,0.2,90,same_orbit,1337,5,200,6.1
diag,GEO,0.2,0.2,90,same_orbit,31415,3,200,6.3
diag,GEO,0.2,0.2,90,fully_random,42,108,200,6.5
diag,GEO,0.2,0.2,90,fully_random,1337,110,200,6.5
diag,GEO,0.2,0.2,150,same_orbit,42,0,200,6.1
diag,GEO,0.2,0.2,90,fully_random,31415,98,200,6.8
diag,GEO,0.2,0.2,150,same_orbit,1337,1,200,6.4
diag,GEO,0.2,0.2,150,same_orbit,31415,1,200,6.5
diag,GEO,0.2,0.2,150,fully_random,1337,110,200,6.7
diag,GEO,0.2,0.2,180,same_orbit,42,0,200,6.1
diag,GEO,0.2,0.2,150,fully_random,42,108,200,7.1
diag,GEO,0.2,0.2,150,fully_random,31415,98,200,6.8
diag,GEO,0.2,0.2,180,same_orbit,1337,0,200,6.5
diag,GEO,0.2,0.2,180,same_orbit,31415,0,200,6.5
diag,GEO,0.2,0.2,180,fully_random,1337,110,200,6.5
diag,GEO,0.2,0.2,180,fully_random,42,108,200,6.8
diag,GEO,0.3,0.3,30,same_orbit,42,8,200,6.2
diag,GEO,0.3,0.3,30,same_orbit,31415,4,200,6.1
diag,GEO,0.2,0.2,180,fully_random,31415,98,200,6.6
diag,GEO,0.3,0.3,30,same_orbit,1337,8,200,6.2
diag,GEO,0.3,0.3,90,same_orbit,42,5,200,6.1
diag,GEO,0.3,0.3,30,fully_random,31415,97,200,6.3
diag,GEO,0.3,0.3,30,fully_random,42,105,200,6.6
diag,GEO,0.3,0.3,30,fully_random,1337,104,200,6.5
diag,GEO,0.3,0.3,90,same_orbit,1337,2,200,6.4
diag,GEO,0.3,0.3,90,same_orbit,31415,2,200,6.5
diag,GEO,0.3,0.3,90,fully_random,1337,104,200,6.6
diag,GEO,0.3,0.3,90,fully_random,42,105,200,6.8
diag,GEO,0.3,0.3,150,same_orbit,42,0,200,6.8
diag,GEO,0.3,0.3,90,fully_random,31415,97,200,7.0
diag,GEO,0.3,0.3,150,same_orbit,1337,0,200,6.8
diag,GEO,0.3,0.3,150,same_orbit,31415,0,200,7.0
diag,GEO,0.3,0.3,150,fully_random,1337,104,200,6.6
diag,GEO,0.3,0.3,150,fully_random,42,105,200,6.8
diag,GEO,0.3,0.3,180,same_orbit,42,0,200,6.4
diag,GEO,0.3,0.3,150,fully_random,31415,97,200,6.6
diag,GEO,0.3,0.3,180,same_orbit,1337,0,200,6.2
diag,GEO,0.3,0.3,180,same_orbit,31415,0,200,6.4
diag,GEO,0.3,0.3,180,fully_random,1337,104,200,6.5
diag,GEO,0.3,0.3,180,fully_random,42,105,200,6.7
diag,GEO,0.3,0.3,180,fully_random,31415,97,200,6.4
diag,GEO,0.5,0.5,30,same_orbit,1337,1,200,5.9
diag,GEO,0.5,0.5,30,same_orbit,42,0,200,6.2
diag,GEO,0.5,0.5,30,same_orbit,31415,0,200,6.2
diag,GEO,0.5,0.5,30,fully_random,42,94,200,6.2
diag,GEO,0.5,0.5,30,fully_random,1337,94,200,6.3
diag,GEO,0.5,0.5,90,same_orbit,42,2,200,5.9
diag,GEO,0.5,0.5,30,fully_random,31415,85,200,6.5
diag,GEO,0.5,0.5,90,same_orbit,1337,2,200,6.1
diag,GEO,0.5,0.5,90,same_orbit,31415,1,200,6.1
diag,GEO,0.5,0.5,90,fully_random,42,94,200,6.4
diag,GEO,0.5,0.5,90,fully_random,1337,94,200,6.2
diag,GEO,0.5,0.5,90,fully_random,31415,85,200,6.1
diag,GEO,0.5,0.5,150,same_orbit,42,0,200,6.2
diag,GEO,0.5,0.5,150,same_orbit,1337,0,200,6.1
diag,GEO,0.5,0.5,150,same_orbit,31415,1,200,6.1
diag,GEO,0.5,0.5,150,fully_random,42,94,200,6.3
diag,GEO,0.5,0.5,150,fully_random,1337,94,200,6.5
diag,GEO,0.5,0.5,150,fully_random,31415,85,200,6.5
diag,GEO,0.5,0.5,180,same_orbit,42,0,200,6.6
diag,GEO,0.5,0.5,180,same_orbit,1337,0,200,6.6
diag,GEO,0.5,0.5,180,same_orbit,31415,1,200,6.5
diag,GEO,0.5,0.5,180,fully_random,42,94,200,6.6
diag,GEO,0.5,0.5,180,fully_random,1337,94,200,6.5
off_diag,LEO,0.3,0.0,90,fully_random,42,0,200,1.8
off_diag,LEO,0.3,0.0,90,fully_random,1337,0,200,1.7
off_diag,LEO,0.3,0.0,90,fully_random,31415,0,200,2.0
off_diag,LEO,0.0,0.3,90,fully_random,42,0,200,2.0
off_diag,LEO,0.0,0.3,90,fully_random,1337,0,200,1.8
off_diag,LEO,0.0,0.3,90,fully_random,31415,0,200,1.8
off_diag,LEO,0.5,0.05,90,fully_random,42,0,200,1.9
off_diag,LEO,0.5,0.05,90,fully_random,1337,0,200,1.8
off_diag,LEO,0.5,0.05,90,fully_random,31415,0,200,1.8
diag,GEO,0.5,0.5,180,fully_random,31415,85,200,7.9
off_diag,LEO,0.05,0.5,90,fully_random,42,0,200,2.0
off_diag,LEO,0.05,0.5,90,fully_random,1337,0,200,1.9
off_diag,LEO,0.05,0.5,90,fully_random,31415,0,200,1.8
off_diag,GEO,0.3,0.0,90,fully_random,42,110,200,6.1
off_diag,GEO,0.3,0.0,90,fully_random,1337,103,200,6.2
off_diag,GEO,0.3,0.0,90,fully_random,31415,109,200,6.4
off_diag,GEO,0.0,0.3,90,fully_random,42,110,200,6.4
off_diag,GEO,0.0,0.3,90,fully_random,1337,104,200,6.7
off_diag,GEO,0.0,0.3,90,fully_random,31415,113,200,6.8
off_diag,GEO,0.5,0.05,90,fully_random,42,110,200,6.8
off_diag,GEO,0.5,0.05,90,fully_random,1337,107,200,6.8
off_diag,GEO,0.5,0.05,90,fully_random,31415,94,200,6.9
off_diag,GEO,0.05,0.5,90,fully_random,1337,101,200,6.4
off_diag,GEO,0.05,0.5,90,fully_random,42,104,200,6.7
off_diag,GEO,0.05,0.5,90,fully_random,31415,98,200,6.3
