family,rho_epoch_m,rho_mean_m,rho_over_r,f_oop,di_deg,dv_ms,arc_min,n_obs,zsep_max_m,zsep_epoch_m,el_max_deg,bo_sig_range_m,bo_sig_range_frac,bo_sig_vel_ms,bo_sig_plane_rad,bo_sig_plane_deg,bo_sig_i_deg,bo_sig_raan_deg,bo_sig_a_m,bo_sig_e,bo_sig_u_deg,bo_sig_scale_rho_m,bo_corr_range_plane,rb_corr_range_plane,bo_cond,rb_sig_range_m,rb_sig_vel_ms,rb_sig_plane_deg,secs
G1_10km,10189.836066243162,38058.02858256336,0.0015064297891516033,0.23635248250526653,0.020020020020834372,0.0,277.0,278,2368.2496788427834,2363.524825052665,13.411859405686629,220.59617892486378,0.021648648466058615,0.24061677450559396,7.529482417514311e-06,0.00043140756444153005,0.00043097926537237935,0.055002513622459975,42.34031584294526,3.285402282565825e-07,0.0548591715360531,207.44681038107834,0.9989931431432344,0.3212568877448929,56420158028.031456,5.21164775618593,0.006539500605330657,2.686820818212243e-05,0.01
G1_10km,10189.836066243162,53802.83464784941,0.0015064297891516033,0.23635248250526653,0.020020020020834372,1.0,277.0,278,2368.2496788427834,2363.524825052665,13.411859405686629,26.279716406894977,0.0025790126785213245,0.028596509774789638,9.89474940755318e-07,5.66927380392369e-05,5.284239781790955e-05,0.058773883737434515,5.48740250555194,3.784433907482496e-07,0.058763588703596124,23.729150844933557,0.9255561200829062,0.3354725778103287,769711537.8274014,5.271718050044452,0.00664471107935351,2.8846367786991703e-05,0.03
G1_10km,10191.47974269188,37308.74140583449,0.0015066727845393585,0.4727049362116999,0.04004004004655482,0.0,277.0,278,4736.499069121536,4727.049362116999,27.634117416379404,217.74217187798683,0.021365118449470078,0.21568309056771082,1.48795750143036e-05,0.0008525368492679078,0.000852327980361917,0.027002856103293085,42.09661371103625,3.089912718488846e-07,0.026773000849191115,202.4394947237863,0.9997356707069533,0.5840244574685974,92919105831.14096,4.712135627384545,0.006096736972610826,2.7532436443459904e-05,0.01
G1_10km,10191.47974269188,53033.809435113544,0.0015066727845393585,0.4727049362116999,0.04004004004655482,1.0,277.0,278,4736.499069121536,4727.049362116999,27.634117416379404,23.163700132036205,0.0022728495485306206,0.022963064221484676,1.6147387217012782e-06,9.251771376983284e-05,9.034145244269614e-05,0.028545788672997945,5.155905716209983,3.495490992929644e-07,0.028532408975609765,21.164314660214288,0.975856521450996,0.6071815914138433,858902873.2573665,4.846545045951685,0.006235718376831793,2.971801486620505e-05,0.03
G1_10km,10198.055805154709,32607.334048432935,0.0015076449666554326,0.9454096420327566,0.08008008013219839,0.0,277.0,278,9472.995829730948,9454.096420327565,67.9793680608422,229.9536653049983,0.02254877495264989,0.08769332628469023,3.151212125985931e-05,0.001805511551694413,0.001805449117297677,0.010742975516087914,44.93959192973985,2.2253515258983615e-07,0.010579987366785474,196.53151934258904,0.999993804308804,0.9661378179100865,477884655583.79346,2.9986264645979652,0.004095747164372364,2.7202838631086723e-05,0.02
G1_10km,10198.055805154709,48231.247512343376,0.0015076449666554326,0.9454096420327566,0.08008008013219839,1.0,277.0,278,9472.995829730948,9454.096420327565,67.9793680608422,16.238454169869513,0.0015923088165159505,0.006945272110274876,2.241535834317618e-06,0.00012843054293373529,0.00012751991614082768,0.01092311371038064,3.9961304068264796,2.4506678348503625e-07,0.010917868801945663,13.914423199464254,0.9987274184885762,0.9727881666547334,1675110612.3102927,3.370869371071456,0.0042447074704871825,3.0400331233600302e-05,0.02
G2_300km,306911.85418503033,864662.3129344302,0.04537277702825116,0.0,0.0,0.0,185.0,186,0.0,0.0,0.0,711.1420761950544,0.002317088983361075,0.8612935194578422,1.4436827525700806e-05,0.0008271692867809512,0.0,77209.5262547161,65.88238851071999,1.0752802196717981e-05,8683.896313845336,520.1567454718554,0.0,0.0,830019867.0806534,9.158365043229548,0.08118172997428633,0.0008271692867809512,0.01
G2_300km,306911.85418503033,874903.3602544899,0.04537277702825116,0.0,0.0,1.0,185.0,186,0.0,0.0,0.0,710.82148018505,0.002316044396761917,0.8590546064215738,1.4493111596790457e-05,0.0008303941265082025,0.0,76998.67469477173,66.82727961218696,1.0805953766219873e-05,8709.815783006728,528.9936539278431,0.0,0.0,820384583.1832657,9.158636147317695,0.08151108723665185,0.0008303941265082025,0.01
G2_300km,306911.85724777204,864660.4878160931,0.04537277748103621,0.003939208101752012,0.010010010010111803,0.0,185.0,186,1184.011260975939,1181.7624305256036,0.22061763132722462,711.1215634277273,0.002317022124217358,0.8612656640689589,1.4440602344695978e-05,0.0008273855679778004,0.0005687014033839787,3.4397683942552,65.88247786819963,1.0752686350286972e-05,3.439751221505214,520.1462639092244,0.03295559102420228,0.017278501037027775,830002037.0577235,9.159763099520088,0.0811761958819919,0.0008271063495468536,0.01
G2_300km,306911.85724777204,874901.5321941958,0.04537277748103621,0.003939208101752012,0.010010010010111803,1.0,185.0,186,1184.011260975939,1181.7624305256036,0.22061763132722462,710.8009688392773,0.0023159775422604244,0.8590267951797018,1.4496874671285177e-05,0.0008306097347947432,0.0005707766238924464,3.4539355701223085,66.82736071297711,1.0805836552321004e-05,3.453918425796538,528.982488060328,0.032856349665622495,0.017357309586337574,820366100.225768,9.1600473810587,0.08150552907473765,0.000830330885904072,0.02
