a_sat_km,a_tgt_km,di_rel_deg,dv_coarse,dv_fine,dv_inplane,dv_plane,dv_radial,dv_tangential,dv_total,episode,episode_orbits,hohmann_dv,inplane_oop_frac,lambert_dv1,lambert_dv2,lambert_dv_boxcredited,lambert_dv_timematched,lambert_revs,lambert_tof_s,lambert_wait_s,lineage,n_burns,plane_opt_dv,plane_ratio,ratio_boxcredited,ratio_inplane,ratio_total,steps,success,teleport_abs_deg,terminal_cause
6985.7255,6759.5705,0.0,285.0,0.0,285.0,0.0,0.0,285.0,285.0,ep_0000025.npz,7.778229850881357,125.31499136158982,0.0,181.1499041706351,57.65917013480677,188.80907430544187,238.80907430544497,7,38791.97159118278,2109.7907522823034,T3-canonical,12,0.0,nan,1.509461348975989,1.1934219871204528,1.1934219871204528,717,1,0.0005258705585422689,1
6946.9455,6844.363,0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,ep_0000026.npz,10.562151430980018,56.553301737306356,0.0,22.572646772937144,34.29070139532385,22.572646772937144,56.86334816828351,1,8921.02968484634,48375.02106741573,T3-canonical,4,0.0,nan,4.430140647923142,1.7586020384177217,1.7586020384177217,992,1,0.0007446779535151282,1
7118.6345,7067.719,0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,ep_0000027.npz,2.384455493177226,26.90480385468254,0.0,70.7018237279875,46.3894580567295,70.7018237279875,117.09128178472473,0,4101.111346059802,5256.944017731742,T3-canonical,6,0.0,nan,1.414390672364152,0.8540345487365363,0.8540345487365363,235,1,0.00016173039295886538,1
7029.1475,7148.422,0.0,160.0,0.0,160.0,0.0,0.0,160.0,160.0,ep_0000028.npz,4.1197896997103784,63.087067463105996,0.0,27.66220797471625,92.64183332764453,70.30404130236079,120.30404130236096,0,2884.774182481332,11886.030876931178,T3-canonical,7,0.0,nan,2.275829341187919,1.329963634370943,1.329963634370943,413,1,0.0002952013337891,1
6782.2605,7128.397,0.0,360.0,0.0,360.0,0.0,0.0,360.0,360.0,ep_0000029.npz,10.638415993227055,188.41291295944666,0.0,41.43399901967446,226.6533193995933,218.08731841926777,268.0873184192675,4,25169.312691114217,26727.18256232444,T3-canonical,15,0.0,nan,1.6507149641223449,1.342846062703303,1.342846062703303,1062,1,0.0007547473875060306,1
6798.6695,6908.769,0.0,245.0,0.0,245.0,0.0,0.0,245.0,245.0,ep_0000030.npz,7.6536181397444825,61.25552699297623,0.0,45.604532744812715,98.98341651341231,94.58794925822502,144.58794925822576,6,36053.98096938447,4731.028901860955,T3-canonical,12,0.0,nan,2.590181962092763,1.6944703985146377,1.6944703985146377,729,1,0.000547801231900754,1
6864.304,7028.1785,0.0,255.0,0.0,255.0,0.0,0.0,255.0,255.0,ep_0000031.npz,7.909619451968111,89.36102472203947,0.0,34.53503100090128,124.5298201890549,109.06485118995619,159.0648511899543,7,44645.63446058591,1734.364466292135,T3-canonical,12,0.0,nan,2.3380584782156015,1.603119721876711,1.603119721876711,773,1,0.0005886356868888083,1
7116.9615,6949.93,0.0,270.0,0.0,270.0,0.0,0.0,270.0,270.0,ep_0000032.npz,7.8458675116373575,89.39392874246914,0.0,47.24408932017777,140.89695909460718,138.14104841478496,188.1410484147903,3,21479.43256598075,14741.123595505618,T3-canonical,12,0.0,nan,1.9545240397285304,1.4350935230505206,1.4350935230505206,754,1,0.0005834188930866184,1
6939.7195,7039.105,0.0,265.0,0.0,265.0,0.0,0.0,265.0,265.0,ep_0000033.npz,7.962669814745143,53.691948682293514,0.0,52.65151218926467,105.77142500006323,108.42293718932791,158.42293718932018,8,45260.246709588435,399.77396418539325,T3-canonical,12,0.0,nan,2.444132273757328,1.6727375763985302,1.6727375763985302,780,1,0.0005938391582634374,1
7100.373,6767.6565,0.0,250.0,0.0,250.0,0.0,0.0,250.0,250.0,ep_0000034.npz,7.233679640081623,181.94069879619565,0.0,224.35652686798227,418.54673503916933,592.9032619071515,642.9032619071534,6,36944.2302261572,2859.134699789326,T3-canonical,10,0.0,nan,0.4216539460347073,0.38886099171185173,0.38886099171185173,668,1,0.0005008812630709213,1
