a_sat_km,a_tgt_km,di_rel_deg,dv_coarse,dv_fine,dv_inplane,dv_plane,dv_radial,dv_tangential,dv_total,episode,episode_orbits,hohmann_dv,inplane_oop_frac,lambert_dv1,lambert_dv2,lambert_dv_boxcredited,lambert_dv_timematched,lambert_revs,lambert_tof_s,lambert_wait_s,lineage,n_burns,plane_opt_dv,plane_ratio,ratio_boxcredited,ratio_inplane,ratio_total,steps,success,teleport_abs_deg,terminal_cause
6867.5775,7052.755,0.6194176361931443,331.0660171508789,5.0,281.9999999808351,97.99999998083513,0.0,281.9999999808351,336.0660171508789,ep_0000091.npz,8.367079417472794,100.67612964961427,0.008032378448831418,79.93376072454507,20.70099212833476,99.63475285287983,100.63475285288362,0,2742.7129794577872,43967.43032391151,TB5-3D,20,81.27337751477195,1.2058069072252227,2.830337727612321,2.802212873648992,3.3394628358870078,822,1,0.0006188958254653807,1
7123.2875,6769.059,0.9424985506219999,347.1320343017578,9.0,278.99999996167026,164.99999996167026,0.0,278.99999996167026,356.1320343017578,ep_0000092.npz,12.947293716401148,193.20123320317634,0.016267971711050024,73.3215039078752,118.4719719423137,190.79347585018888,191.7934758501911,3,20820.890867020007,26166.305740870786,TB5-3D,24,126.22863914983348,1.3071518561315958,1.4623141526114927,1.4546897318842884,1.8568516615233082,1196,1,0.0009114428502196145,1
6909.5285,7116.1645,0.4385794399741976,335.71067810058594,22.0,308.9999999872234,77.99999998722342,0.0,308.9999999872234,357.71067810058594,ep_0000093.npz,14.38183558685908,111.08073174192305,0.006662416259584233,138.26394548117293,26.734729929627882,163.99867541080081,164.9986754108005,5,33377.12804081068,37459.426790730344,TB5-3D,37,57.28889880416329,1.3615203227043877,1.8841615593126488,1.8727423066754927,2.1679609076253885,1432,1,0.0011114769563272645,1
6775.6955,6691.294,0.35628048963273057,370.71067810058594,9.0,354.9999999872234,53.99999998722341,0.0,354.9999999872234,379.71067810058594,ep_0000094.npz,22.10662651797022,48.2208282464353,0.005223126387984904,27.36423946027752,75.03850961792764,101.40274907820516,102.40274907846668,20,113574.8686000181,1183.9044943820224,TB5-3D,25,47.99351298098447,1.1251520597923053,3.5008912797170386,3.466703806117575,3.7080125437807387,2007,1,0.0016164450568008034,1
7061.1005,7113.123,0.566282286266736,341.0660171508789,9.0,307.9999999808351,85.99999998083513,0.0,307.9999999808351,350.0660171508789,ep_0000095.npz,9.125058146662202,27.525066931806577,0.009573608553052731,74.8732575296024,102.86946058502727,176.74271811462967,177.74271811462808,5,32045.406998950326,14457.949218749998,TB5-3D,23,73.98561791484978,1.1623880749338706,1.7426460522185485,1.7328417346594351,1.969509754684396,908,1,0.0006680481876630319,1
6927.4565,7110.2915,0.3448803702994504,341.0660171508789,18.0,321.9999999808351,80.99999998083511,0.0,321.9999999808351,359.0660171508789,ep_0000096.npz,10.508130353941358,98.1577712205144,0.006016469592432099,10.683342134629529,112.87416139540872,122.55750353003825,123.55750353003825,1,9266.129499888662,39869.806936885536,TB5-3D,30,45.06821661672508,1.797275465095185,2.62733811236547,2.6060740204463038,2.906064034092319,1045,1,0.0007614347572012936,1
7170.3445,6812.032,0.08529369480782673,345.71067810058594,31.0,342.9999999872234,62.99999998722341,4.0,338.9999999872234,376.71067810058594,ep_0000097.npz,28.652446122012954,193.54472577784873,0.0014885756738499682,139.575206217345,55.01214059877287,193.58734681611787,194.58734681611753,13,78097.7127070393,71874.94118679775,TB5-3D,46,11.387405960638754,5.5324276841439275,1.7718100156258023,1.7627045416850968,1.9359464233641694,2672,1,0.0019961259042715913,1
6880.403,7105.0875,0.7683266990742651,377.1320343017578,19.0,319.99999996167026,163.99999996167026,0.0,319.99999996167026,396.1320343017578,ep_0000098.npz,13.569880278097788,121.30605665781968,0.01217831175775447,153.07779231114463,30.47198382762684,182.54977613877148,183.54977613877148,9,57814.7811806191,4721.5350684691,TB5-3D,31,100.43942345916346,1.6328249835917186,1.7529465482248046,1.7433962965976955,2.158172255150369,1348,1,0.0010036975452039423,1
6820.841,7045.0975,0.7511111005495421,376.4213562011719,17.0,334.99999997444684,116.99999997444682,0.0,334.99999997444684,393.4213562011719,ep_0000099.npz,12.153070394752596,122.644372735469,0.013098338832592635,141.7588162465225,27.034005329815297,167.79282157633781,168.7928215763348,11,70807.42138750412,712.5632022471912,TB5-3D,31,98.60610904982173,1.1865390603266923,1.9965097244761312,1.9846815572245562,2.330794358000889,1192,1,0.000900871151099302,1
7028.2535,6814.4105,0.7406831092342252,376.0660171508789,29.0,320.9999999808351,127.99999998083513,0.0,320.9999999808351,405.0660171508789,ep_0000100.npz,24.232509650406943,117.24336598844911,0.010590903028509683,70.65054923388568,185.60151945850552,255.25206869239122,256.25206869320135,5,33419.309178024625,28024.82904669944,TB5-3D,43,98.86931526613978,1.2946382771669893,1.2575804052255415,1.2526728139906393,1.580732671609553,2261,1,0.0016919102490961745,1
7058.7375,6871.057,0.6569256733811223,371.4213562011719,18.0,307.99999997444684,139.99999997444684,1.0,306.99999997444684,389.4213562011719,ep_0000101.npz,26.18813904968146,101.93317223008034,0.010092922813856318,166.30595411753424,67.11636961952652,232.42232373706076,233.42232373706162,6,35979.42710501801,75000.59021681882,TB5-3D,35,87.32695879261404,1.603170451714938,1.325173911964184,1.3194967603929484,1.6683123960321604,2474,1,0.0018947422464358976,1
7127.3385,6851.2285,0.6610397951389972,341.0660171508789,20.0,279.9999999808351,124.99999998083513,0.0,279.9999999808351,361.0660171508789,ep_0000102.npz,15.468584885220528,149.1885855840328,0.011061508210711918,13.012668891568836,133.86971200365292,145.88238089522176,146.88238089522176,3,22459.37456641392,22376.516140712778,TB5-3D,34,88.00092269969423,1.420439651609124,1.9193544707906962,1.9062871821268512,2.4581982872979475,1455,1,0.0010994672300163784,1
7045.9385,6759.154,0.28518347641690756,336.4213562011719,76.0,363.99999997444684,106.99999997444682,0.0,363.99999997444684,412.4213562011719,ep_0000103.npz,32.54790295124656,157.8886375706661,0.004938209016979051,15.767294459830493,140.89082914749162,155.6581236073221,156.6581236073221,10,62275.08127884379,49392.556179775274,TB5-3D,85,38.22293177164062,2.799366637120053,2.3384580999621174,2.32353095768494,2.6326202989316,3000,0,0.0022850921293230252,4
7108.205,6777.2085,0.7665874554351446,361.77669525146484,16.0,297.99999996805855,152.99999996805852,0.0,297.99999996805855,377.77669525146484,ep_0000104.npz,11.357080800996199,180.6598439519057,0.010840129029204268,184.02901653153802,43.8976325402806,226.92664907181862,227.92664907181705,10,59789.664507470596,625.6803568293539,TB5-3D,28,102.60754596225412,1.491118401996887,1.3131996668833124,1.3074381656625074,1.6574485554448342,1051,1,0.0008473171705518758,1
7048.2475,6806.517,0.8572549616550377,371.77669525146484,10.0,289.99999996805855,164.99999996805855,0.0,289.99999996805855,381.77669525146484,ep_0000105.npz,11.874299439616303,132.36287702462323,0.01367074393092409,178.31862770457863,187.59973265484308,364.91836035942174,365.91836035942174,10,59415.82643980537,4187.729876228933,TB5-3D,26,114.49584990525709,1.4411002678664124,0.7946982982232703,0.7925265069596598,1.043338450895075,1106,1,0.0008160689344211895,1
6772.0165,6955.5205,0.6144298905517426,351.4213562011719,17.0,320.99999997444684,105.99999997444682,0.0,320.99999997444684,368.4213562011719,ep_0000106.npz,7.0465333438966375,101.87546198253858,0.009890906238698496,37.38833379413056,136.2155418286899,172.60387562282045,173.60387562282048,0,3559.9894644415613,19753.475245786518,TB5-3D,28,81.18049440108028,1.3057323776662817,1.8597496656211032,1.8490370610841993,2.122195457212145,678,1,0.0005050274008469085,1
7165.7515,6961.5925,0.758999382071525,366.0660171508789,20.0,288.9999999808351,140.99999998083513,0.0,288.9999999808351,386.0660171508789,ep_0000107.npz,9.808648720037247,108.56645334624318,0.012685140272664512,70.60307537284567,182.49924768820517,252.10232306105084,253.10232306105152,2,16235.805954192216,7433.880409497894,TB5-3D,32,100.23749463704416,1.4066592595055405,1.146359924302835,1.1418306892075607,1.5253357317378506,945,1,0.0007083496505136762,1
6981.166,7128.768,0.09758212559939204,376.77669525146484,10.0,286.99999996805855,172.99999996805855,0.0,286.99999996805855,386.77669525146484,ep_0000108.npz,7.16183959676464,78.63329548404454,0.0017011970845320292,8.963164495685506,86.8648324093373,94.8279969050228,95.82799690502036,3,21893.862823182215,2185.2234572507023,TB5-3D,24,12.735301655052453,13.584287569617526,3.0265323463018006,2.9949493805293432,4.036155484235128,715,1,0.0005604281047980336,1
6874.4915,6751.161,0.5677710007015344,260.35533905029297,0.0,249.9999999936117,24.999999993611706,0.0,249.9999999936117,260.35533905029297,ep_0000109.npz,1.565074676307476,69.23596630953489,0.008540695591461717,299.1770470052114,228.09482721265422,526.2718742178656,527.2718742178683,1,5494.915254962241,0.0,TB5-3D,10,76.14273158002896,0.3283307477265343,0.47503963681349404,0.47413869811366405,0.4937781660296076,144,0,0.00011010924141991836,2
6904.789,6964.039,0.8808113769679126,402.1320343017578,9.0,312.99999996167026,185.99999996167026,0.0,312.99999996167026,411.1320343017578,ep_0000110.npz,19.430601965958544,32.39034468931368,0.013149731521685587,119.3507281609498,78.82459176268588,197.1753199236357,198.17531992363558,13,80456.25839521186,25230.81191845155,TB5-3D,28,116.30390510171624,1.5992584238594543,1.5874197647195016,1.5794095858267363,2.0745874635660106,1873,1,0.0014134387436912088,1
7090.4295,7020.616,0.2179782969860299,340.35533905029297,1.0,319.9999999936117,35.99999999361171,0.0,319.9999999936117,341.35533905029297,ep_0000111.npz,9.172769406915688,37.18677320117786,0.0035866917754532844,102.71391143626373,141.7559567341587,243.46986817042244,244.46986817042176,4,27975.508538782808,19307.865168539327,TB5-3D,19,28.66629983213207,1.2558300235616489,1.3143310192685536,1.3089547697163944,1.3963084350842436,895,1,0.0006880042427305224,1
7127.4915,6925.967,0.9581178058716442,332.4873733520508,13.0,266.99999995528196,180.99999995528194,0.0,266.99999995528196,345.4873733520508,ep_0000112.npz,11.223268811296156,108.01160197100853,0.016188010067352505,125.64635612812924,18.335699695390222,142.98205582351946,143.98205582351946,1,9291.926900712653,25947.571486569526,TB5-3D,25,126.85859512349029,1.4267854675442984,1.8673671910609253,1.8543977471925188,2.399516879905638,1073,1,0.0007773671225911452,1
6883.271,6806.0205,0.3646901867287352,346.0660171508789,27.0,322.9999999808351,93.99999998083511,0.0,322.9999999808351,373.0660171508789,ep_0000113.npz,20.057521318503895,43.06445088728742,0.006321975577790038,84.08386165511729,48.44857155818338,131.53243321330066,132.53243321330248,19,106889.09634697487,981.6961464185393,TB5-3D,38,48.71054325323641,1.9297670217338336,2.455668097137985,2.4371392884712777,2.8149035530831386,1868,1,0.0014315392760833078,1
6842.6605,6770.913,0.9132242531176196,326.77669525146484,24.0,225.99999996805855,197.99999996805855,0.0,225.99999996805855,350.77669525146484,ep_0000114.npz,22.507784819460547,40.330812524562134,0.015935407272347508,64.58847169842565,24.051942782487604,87.64041448091325,88.64041448091325,1,8110.54535671452,82559.35744382022,TB5-3D,33,122.29127653896083,1.6190852329927037,2.5787189769313326,2.549627066745301,3.9572998085088695,2080,1,0.0016722227827369806,1
7064.8915,6806.4505,0.08193606319127705,355.0,11.0,351.0,15.0,0.0,351.0,366.0,ep_0000115.npz,19.143025479205352,141.2616003499861,0.0012404151533408026,65.10003391620721,76.09134874546893,140.19138266167613,141.19138266167613,2,14564.11404798306,58652.29914633076,TB5-3D,29,10.94361904765778,1.3706617467838842,2.503720223995995,2.4859874121430545,2.5922261904397663,1783,1,0.0013500033157864391,1
6854.8885,6783.156,0.8394058097239432,331.77669525146484,12.0,277.99999996805855,138.99999996805855,0.0,277.99999996805855,343.77669525146484,ep_0000116.npz,14.288299575538554,40.21390091293142,0.014432984917346788,74.04258357702969,35.02531451106484,108.06789808809452,109.06789808809452,13,71918.31943169692,64.9389922752809,TB5-3D,24,112.30483126810728,1.2377027630825732,2.572456806196408,2.5488709770817897,3.1519512274252794,1324,1,0.0010158973934455784,1
7052.1035,6875.904,0.5656500135208337,356.4213562011719,5.0,305.99999997444684,113.99999997444684,0.0,305.99999997444684,361.4213562011719,ep_0000117.npz,14.454866254844157,95.71524952473828,0.007774873395885907,28.973586923160465,65.2604159504119,93.23400287357236,94.23400287357236,3,21141.122713832443,55385.50435612711,TB5-3D,21,75.16703010362062,1.5166223784190154,3.282064381483121,3.2472355056909463,3.835360328331456,1367,1,0.0010328345083489676,1
7002.851,7086.7675,0.6512734250386722,356.77669525146484,13.0,272.99999996805855,169.99999996805855,0.0,272.99999996805855,369.77669525146484,ep_0000118.npz,6.659680698918561,44.80104806003328,0.011361486635385656,95.88784506671934,52.26745936492083,147.15530443164016,148.15530443164016,1,9915.254535389413,17986.63042047051,TB5-3D,24,85.24780046745889,1.9941863489246456,1.8551828697067358,1.8426609902045226,2.4958721300598605,659,1,0.0004890898875384716,1
6689.444,7162.862,0.5164411685935364,326.0660171508789,11.0,292.9999999808351,87.99999998083513,0.0,292.9999999808351,337.0660171508789,ep_0000119.npz,8.105279629744304,259.3796323872448,0.007789555725955803,148.89476434601985,110.01606446943467,257.9108288154545,258.9108288154556,3,19484.283050879145,18897.13285639045,TB5-3D,24,67.23917069997151,1.3087609359951908,1.1360515621873648,1.1316637520390362,1.3018614118729277,815,1,0.0006616725295269921,1
6933.61,6856.303,0.4242412454003277,397.1320343017578,14.0,334.99999996167026,163.99999996167023,0.0,334.99999996167026,411.1320343017578,ep_0000120.npz,23.76650653339448,42.62511218277996,0.0073989193357488475,64.62899805140754,71.23733839053395,134.86633644194148,135.8663364419395,20,121281.17964827262,8343.141020014044,TB5-3D,28,56.45639608476949,2.9048967226923876,2.483940832083655,2.4656585931043162,3.0260036817688767,2238,1,0.001737638879798082,1
6960.773,6882.0635,0.38566857915590047,361.0660171508789,9.0,314.9999999808351,98.99999998083513,0.0,314.9999999808351,370.0660171508789,ep_0000121.npz,7.698210547828796,43.14978841510219,0.006684198034012651,82.18058351656448,41.529731940032626,122.7103154565971,123.7103154565971,7,41449.173463812054,1994.5192349894662,TB5-3D,25,51.22716898017065,1.932568243604418,2.5670213527586547,2.5462710916079643,2.9913917508416183,729,1,0.0005433207608576495,1
7089.822,6810.9295,0.14263420010714162,377.4873733520508,13.0,301.99999995528196,190.99999995528196,0.0,301.99999995528196,390.4873733520508,ep_0000122.npz,14.812363836264485,151.9598551151803,0.0019085582584083634,93.46204574272242,58.84520897865504,151.30725472137746,152.30725472137698,7,41971.91384618217,5632.20884173104,TB5-3D,26,19.04437049523707,10.0292104694692,1.9959386647480681,1.982833979298919,2.5638133525969478,1381,1,0.001054266288653005,1
6812.1075,6761.8315,0.8294436586543621,367.4873733520508,16.0,276.99999995528196,208.99999995528196,0.0,276.99999995528196,383.4873733520508,ep_0000123.npz,6.755100274101939,28.384941121849806,0.013616204781715609,26.233512511019047,8.373165538857359,33.60667804987641,34.606678049874574,5,32136.963688774827,4919.3115234375,TB5-3D,30,111.14685596136829,1.8803950696358416,8.242409426608015,8.00423547027756,11.081311323767485,623,1,0.0004600824104231937,1
6848.5205,6758.018,0.8920256938114272,356.77669525146484,11.0,300.99999996805855,139.99999996805855,0.0,300.99999996805855,367.77669525146484,ep_0000124.npz,17.00514150103853,50.91317545522634,0.014719941196895655,8.181438401949372,57.76312309389689,64.94456149584626,65.94456149584626,15,88906.99012924408,858.3286516853932,TB5-3D,25,119.56651226710711,1.1708964099856303,4.6347221851256934,4.564440086344619,5.577058773446094,1567,1,0.0011967109363058294,1
6846.9935,7092.8525,0.7327064621398551,347.4873733520508,14.0,262.99999995528196,200.99999995528196,0.0,262.99999995528196,361.4873733520508,ep_0000125.npz,16.885145917056168,133.39320314459292,0.012326227129400184,2.928245527525607,138.98304570889454,140.91129123642014,141.91129123641937,10,59340.58967293379,19455.67415730337,TB5-3D,27,95.86561301666926,2.0966850743481062,1.866422467976836,1.853270431576392,2.5472770362565806,1673,1,0.0013071974465472876,1
7153.905,6854.8335,0.7480932241534543,306.4213562011719,19.0,235.99999997444684,147.99999997444684,1.0,234.99999997444684,325.4213562011719,ep_0000126.npz,20.07736471954522,161.07740221758831,0.012230596622671563,19.77650077030161,168.4964675056465,187.27296827594813,188.27296827594813,5,33962.01839140689,29366.277321804773,TB5-3D,30,99.56356449142724,1.486487559283699,1.260192552865927,1.2534991195791108,1.7284550149770197,1890,1,0.0013653177456596699,1
7164.326,7004.153,0.8735017405346767,396.77669525146484,15.0,347.99999996805855,136.99999996805855,0.0,347.99999996805855,411.77669525146484,ep_0000127.npz,15.026472792192209,84.80259934079095,0.014773613292290247,101.4310280048617,182.76489022614177,283.1959182310035,284.19591823100427,1,9528.456563554328,7615.520211551965,TB5-3D,34,115.00798967726331,1.1912215868872194,1.2288312703864406,1.2245073825627295,1.4489184004281106,1461,1,0.0011031847146418363,1
6937.3115,7069.345,0.5443936110501078,356.0660171508789,15.0,334.9999999808351,79.99999998083511,0.0,334.9999999808351,371.0660171508789,ep_0000128.npz,17.314303498958314,71.11820335426182,0.009261576179804559,60.37741138388061,127.2642016264529,186.64161301033351,187.64161301033351,9,52902.84666497578,28769.662921348317,TB5-3D,27,71.34574104329883,1.1213002880197729,1.7948837591876559,1.7853182703262442,1.977525193894193,1707,1,0.0012851399193861092,1
6872.556,6724.4065,0.44989388845816175,341.0660171508789,6.0,294.9999999808351,95.99999998083513,0.0,294.9999999808351,347.0660171508789,ep_0000129.npz,17.340535858388815,83.43351907501528,0.007010297624913442,111.9960771924799,31.654785032533365,142.65086222501327,143.650862225018,16,90738.2816166232,2513.0171392205057,TB5-3D,23,60.4544471138819,1.5879725076303122,2.067986098222882,2.0535901797703127,2.4160385240655695,1586,1,0.0012187330842743974,1
7086.26,6943.9555,0.5347597893083637,346.4213562011719,14.0,290.99999997444684,127.99999997444682,10.0,280.99999997444684,360.4213562011719,ep_0000130.npz,13.190570578675528,76.4579697926265,0.007096162620700216,39.6578336391804,115.32594211940251,153.9837757585829,154.98377575857972,12,72654.65525435423,1280.2247191011236,TB5-3D,29,70.71311325015063,1.8101310222566698,1.889809485063408,1.87761588947053,2.325542492671007,1266,1,0.000941072135978338,1
7016.748,7154.795,0.8865552992556287,326.77669525146484,13.0,212.99999996805855,199.99999996805855,0.0,212.99999996805855,339.77669525146484,ep_0000131.npz,7.471464564871227,73.06352227461593,0.015163838657186398,83.78091306301053,7.451761413274262,90.23267447628479,91.23267447628889,6,39548.8904892227,3360.9523130266853,TB5-3D,26,115.49126960514428,1.7317326292441244,2.36056396648245,2.3346898596447114,3.7242873477283824,750,1,0.0005697135332303993,1
6804.7415,6967.4025,0.4361165964894526,311.0660171508789,8.0,276.9999999808351,85.99999998083513,0.0,276.9999999808351,319.0660171508789,ep_0000132.npz,14.305828232787002,89.86440666197359,0.006151989262732487,13.79847634233703,104.62195509724076,117.42043143957778,118.42043143957778,11,63332.623769487465,6313.163843047752,TB5-3D,20,57.57213978176771,1.4937780722902734,2.3590443041709808,2.3391233811048067,2.6943493894774186,1380,1,0.0009982436704894634,1
6922.183,6804.351,0.5944960901807662,341.0660171508789,15.0,306.9999999808351,92.99999998083513,0.0,306.9999999808351,356.0660171508789,ep_0000133.npz,7.615640633775286,65.42109382900435,0.009138088933246032,13.638606160472762,79.43820440859193,92.07681056906469,93.07681057033145,3,20635.66431876845,7059.970812851123,TB5-3D,28,79.414527413529,1.1710703697393245,3.3341728290052086,3.2983510941090675,3.8255072876806993,709,1,0.000524318012859612,1
7136.3455,6729.61,0.649688020738436,356.77669525146484,18.0,307.99999996805855,139.99999996805855,0.0,307.99999996805855,374.77669525146484,ep_0000134.npz,12.362373260018796,222.4904913962073,0.011229062578903482,42.801911287460385,174.88614128416893,216.68805257162933,217.68805257162367,1,10186.075811026602,26162.905328300563,TB5-3D,29,87.26776223321569,1.604257934263519,1.4213981634554806,1.414868644969482,1.7216227111414666,1132,1,0.0008691940026919355,1
6802.3975,7066.411,0.7300882585319189,346.4213562011719,16.0,313.99999997444684,106.99999997444682,0.0,313.99999997444684,362.4213562011719,ep_0000135.npz,6.201305686127256,144.3478509219376,0.012650585779634167,128.05646075983458,35.47046802909469,162.52692878892927,163.526928788929,4,24102.28976758755,8317.346109111657,TB5-3D,28,95.70160792051303,1.1180585394481346,1.9319875316307298,1.9201730399996666,2.216279354631335,611,1,0.0004659121604691509,1
6821.134,6972.208,0.4128954740957167,365.71067810058594,14.0,342.9999999872234,65.99999998722342,0.0,342.9999999872234,379.71067810058594,ep_0000136.npz,13.856095918879726,83.27006339028412,0.005740236188449782,64.03593946471857,144.80188516620078,207.83782463091933,208.83782463092024,2,14133.095423539617,44420.86299596208,TB5-3D,29,54.487925156444405,1.2112775408079097,1.6503252023366128,1.6424227775471634,1.818208357473795,1338,1,0.0009855990789256089,1
6768.7445,6959.831,0.7600652651080171,347.1320343017578,11.0,269.99999996167026,175.99999996167026,0.0,269.99999996167026,358.1320343017578,ep_0000137.npz,16.281270322310288,106.07358125366773,0.012675009375105005,78.0440451287538,26.728882476231767,103.77292760498557,104.77292760498557,4,24452.84649978389,60080.572331460666,TB5-3D,27,100.39096058158292,1.7531458902481911,2.601834661439181,2.5770015798319874,3.418173401167004,1568,1,0.0012022052657420792,1
6955.337,7025.8765,0.3647914656275219,356.0660171508789,27.0,328.9999999808351,97.99999998083513,0.0,328.9999999808351,383.0660171508789,ep_0000138.npz,24.53903819516259,38.09808153042377,0.0055395390200290075,161.2908762012476,123.79308612087142,284.083962322119,285.083962322119,11,71085.30482385975,35479.60306574789,TB5-3D,44,47.95566696518017,2.0435541028340056,1.1581083187222883,1.1540459775464147,1.3436954293417918,2397,1,0.0018162347677381746,1
7053.8245,6802.65,0.8810340518070253,352.4873733520508,12.0,281.99999995528196,184.99999995528194,10.0,271.99999995528196,364.4873733520508,ep_0000139.npz,6.586937673862279,137.50985806977496,0.015348971650578727,50.21542633079873,85.81165819709115,135.02708452788988,136.02708452788812,3,19906.564448202524,7882.379849894663,TB5-3D,27,117.70518857503534,1.5717234065458987,2.0884698869213514,2.0731165483258347,2.6795205867793483,613,1,0.000461247983259311,1
6755.5545,6948.383,0.3780624164631508,376.0660171508789,10.0,342.9999999808351,86.99999998083511,0.0,342.9999999808351,386.0660171508789,ep_0000140.npz,19.433855277085083,107.3295487095611,0.005608016077764891,161.75147807780883,58.16423977344793,218.91571785125677,219.91571785125677,2,14923.385614460278,86570.09979590941,TB5-3D,27,49.976645109153,1.7408131296292526,1.5668130335615644,1.5596884266945767,1.7555180726645483,1867,1,0.0014730227295643352,1
7048.577,7111.56,0.5479850098930652,401.0660171508789,23.0,366.9999999808351,100.99999998083513,0.0,366.9999999808351,424.0660171508789,ep_0000141.npz,23.8556190173778,33.37407733884629,0.009115217132159329,172.11780039657972,140.62789066329086,311.7456910598706,312.7456910598725,4,28387.722897615018,43122.84881934691,TB5-3D,38,71.60293748958172,1.410556654823424,1.17724161233187,1.1734773986400857,1.3559451953238744,2373,1,0.0017356896910849875,1
6918.8255,7034.3835,0.9975330133027894,351.77669525146484,7.0,278.99999996805855,152.99999996805855,0.0,278.99999996805855,358.77669525146484,ep_0000142.npz,12.00712617313531,62.601382460643435,0.017240197938898517,46.72477475817485,107.53775841322903,153.26253317140387,154.26253317140387,8,47348.64229411763,14456.460674157304,TB5-3D,25,131.0554322553867,1.1674449302483596,1.820405771683507,1.8086050723545206,2.325753946052614,1175,1,0.0009470732837243021,1
6707.098,6869.216,0.5490156214057966,356.77669525146484,8.0,296.99999996805855,140.99999996805855,0.0,296.99999996805855,364.77669525146484,ep_0000143.npz,14.126524929854082,91.50936389358321,0.0074635427917600725,50.18494810945782,139.22787732085288,188.4128254303107,189.41282543031159,1,8109.015187764399,44369.08356741573,TB5-3D,23,72.99207492121475,1.9317165612876372,1.5763258116306502,1.5680036412176863,1.925828910596515,1334,1,0.0010141144148969165,1
7062.534,6684.752,0.9123926775861707,377.1320343017578,18.0,321.99999996167026,160.99999996167023,0.0,321.99999996167026,395.1320343017578,ep_0000144.npz,10.964749253802264,209.32578580263726,0.015530771991156565,218.36618549540484,14.240088677044332,231.60627417244916,232.60627417245294,9,52055.76169499807,5812.112227879214,TB5-3D,32,122.96480006647973,1.3093177874857451,1.3902904880802833,1.3843134760971294,1.698716149027043,994,1,0.0007196247033230237,1
6946.8275,7000.6765,0.9492324768133978,362.1320343017578,9.0,293.99999996167026,164.99999996167023,0.0,293.99999996167026,371.1320343017578,ep_0000145.npz,13.0305864363264,29.18899983160827,0.014701360843828087,129.85764419374462,101.33400738849609,230.1916515822407,231.1916515822407,8,52118.73910997459,22526.870830407308,TB5-3D,24,125.00974595663844,1.3198970904148788,1.2771966226439482,1.271672216317409,1.6053003288042034,1266,1,0.0009999633951843978,1
7006.884,6869.668,0.7944257056665299,351.77669525146484,14.0,288.99999996805855,149.99999996805852,0.0,288.99999996805855,365.77669525146484,ep_0000146.npz,15.713413805918611,74.9518254679133,0.013131786535256419,46.648448792462396,74.77413034353097,120.42257913599337,121.42257913599423,12,74476.41048861733,11243.087912570227,TB5-3D,29,105.61562918815817,1.4202443437687422,2.39988216530133,2.3801174544676433,3.0124273249194626,1484,1,0.0011009706042473264,1
7071.553,6761.661,0.5234496363730571,331.4213562011719,10.0,283.99999997444684,115.99999997444684,0.0,283.99999997444684,341.4213562011719,ep_0000147.npz,10.062552426289184,170.09492630796012,0.008927287831899944,43.016906202979314,123.21865709360719,165.23556329658652,166.23556329658453,5,30973.5792390539,8700.91643258427,TB5-3D,23,70.14439130401114,1.6537316500715502,1.7187583248328102,1.7084190310574892,2.0538406429437397,928,1,0.0006816490261211981,1
7090.631,6913.3825,0.7954080789682482,362.1320343017578,17.0,275.99999996167026,190.99999996167026,0.0,275.99999996167026,379.1320343017578,ep_0000148.npz,12.082501842271787,95.50228557631726,0.010753372472601587,16.690138468318466,110.58438171864296,126.27452018696142,127.27452018696144,4,26630.775044520815,1451.25,TB5-3D,31,105.41137365537872,1.8119486857851441,2.185714105688353,2.1685408796374697,2.9788525915857096,1152,1,0.0008705383027527121,1
6742.7195,7062.3315,0.698790143959952,316.0660171508789,13.0,258.9999999808351,113.99999998083513,0.0,258.9999999808351,329.0660171508789,ep_0000149.npz,10.148073625524665,175.9694420597807,0.012080572013698021,96.14874834656703,80.16471416615722,175.31346251272424,176.31346251272424,3,19605.086835225877,10955.117571541434,TB5-3D,25,91.62548470348344,1.244195327858397,1.4773537426541725,1.4689746108420028,1.86636920664598,999,1,0.0007594728418166967,1
6976.463,7084.07,0.8669778960211094,396.77669525146484,20.0,351.99999996805855,137.99999996805855,0.0,351.99999996805855,416.77669525146484,ep_0000150.npz,13.620203602220363,57.627698122398215,0.015058751800468019,176.61874167101791,119.88318474573043,295.50192641674835,296.5019264167465,2,15480.552496117223,32060.938213219804,TB5-3D,33,113.50335929510894,1.215823045459459,1.1911935879281903,1.1871760977138037,1.4056458259420104,1347,1,0.0009834886047171728,1
7008.958,6728.6965,0.5495224427865527,331.0660171508789,13.0,245.99999998083513,141.99999998083513,0.0,245.99999998083513,344.0660171508789,ep_0000151.npz,5.8329078757310056,155.43407740795556,0.00944990524896328,124.74971006848784,31.05005287251179,154.79976294099964,155.799762940995,3,20004.931793700005,11738.232421875,TB5-3D,24,73.81838763393368,1.9236399565514073,1.5891497203041294,1.5789497707644204,2.208386011994028,534,1,0.0003789850961216636,1
7062.6785,7114.6515,0.9884960327006277,352.1320343017578,13.0,287.99999996167026,164.99999996167026,0.0,287.99999996167026,365.1320343017578,ep_0000152.npz,14.30605240613195,27.48983846365263,0.015258492135545162,104.61905175626296,131.54057209774152,235.15962385400448,236.15962385400593,6,37296.262342301445,45379.453125,TB5-3D,26,129.13351840042282,1.2777472650441624,1.2247000366885727,1.2195141373519127,1.5461238815636102,1424,1,0.0010672520776298681,1
