geom,rho0_km,rho_over_r,arc_min,n_obs,sigma_beta_mrad,dv_ms,burn_dir,crlb_los_m,crlb_rel,fim_cond,crlb_los_rb_m,crlb_rel_rb,D_k0.5,D_k0.8,D_k1.25,D_k2,beta_floor_mrad
A3_leo_100km,101.61433918643861,0.015038272507132407,90.0,91,1.0,0.0,none,1724.9365521372733,0.016975326178841916,103095.58651408993,15.84916159808586,0.0001559736718752493,31.104899785109502,12.042935961913088,14.3268186123568,52.724931653721775,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,90.0,91,1.0,0.1,radial,1710.9142911402594,0.016837331274684873,101234.51935759661,15.849688836151753,0.00015597886049400244,31.609132925430576,12.165895846197685,14.420920476390165,52.93889338525198,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,90.0,91,1.0,1.0,radial,1590.0646373145441,0.015648034027925393,85997.44868166998,15.854427292647076,0.00015602549226401897,36.45256918187141,13.323934377628067,15.29531801334833,54.90753178025553,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,90.0,91,1.0,1.0,prograde,1677.3073558889048,0.01650660103011089,88530.01718081396,15.856038027009276,0.00015604134371151248,31.236568577236692,12.311013337064162,14.803574882522787,54.8428990251612,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,90.0,91,1.0,10.0,prograde,1237.7039912107246,0.012180406831557763,26304.259597109758,15.893648213697508,0.00015641147047698034,41.36016925561707,16.454408646689988,20.349437053475278,77.22103550626565,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,361,1.0,0.0,none,218.93864503537415,0.002154603836311653,2984.6160459070543,6.29395398974063,6.193962427086882e-05,287.8026693584632,101.1466962776294,104.6683080482534,318.1326802630678,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,361,1.0,0.1,radial,218.83028753787613,0.0021535374760089086,2977.5425475108223,6.294100395076476,6.194106506492426e-05,288.0424563206885,101.20681981701702,104.71102741629491,318.2193961404396,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,361,1.0,1.0,radial,217.84493322811494,0.002143840475392162,2915.515058822112,6.295421883423298,6.195407000455583e-05,290.26532847062543,101.7574916555643,105.10142544279834,319.0177415447065,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,361,1.0,1.0,prograde,207.30230179385651,0.002040089060791953,2444.4099240098494,6.293702541867698,6.193714973946956e-05,305.60441335791603,107.03044002371458,110.34038500293121,334.4486506420486,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,361,1.0,10.0,prograde,148.29409098706347,0.0014593815417623137,789.6563855999324,6.297696372447518,6.19764535484772e-05,445.83244766533824,151.74833857820914,152.27619391848444,453.10337861388234,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,1440.0,1441,1.0,0.0,none,137.15905069718337,0.0013498001541448646,19835.759842166935,3.181205274444065,3.130665711073804e-05,620.2639898818006,176.14917349994067,154.63955347898525,411.4657475340866,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,1440.0,1441,1.0,0.1,radial,137.1531143698811,0.0013497417339715918,19838.882601784357,3.181259724324469,3.1307192959131485e-05,620.292276366418,176.1557084250783,154.64811480503525,411.50749849618836,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,1440.0,1441,1.0,1.0,radial,137.09119561134818,0.0013491323833717782,19864.895853875016,3.181750585887975,3.1312023591967716e-05,620.5736338363549,176.22422551077196,154.73608743633338,411.92251852144153,1.1368683772161603e-10
