alt_km,a_km,period_min,phase_gap_deg,n_revs,da_km,a_ph_km,phasing_peri_alt_km,dv_total_ms,dv_frac_of_budget,t_total_hr,drift_deg_per_hr,decisions_if_60s,decisions_if_warp5min,decisions_if_warp1hr,feasible_dv,feasible_60s_horizon,feasible_warp5_horizon,reentry_risk
550.0,6921.0,95.50211815557677,120.0,2,-792.1167022392964,6128.8832977607035,-1034.2334044785928,1014.7479611647996,2.122903684445187,2.652836615432688,38.828653266398675,159.17019692596128,31.83403938519226,2.652836615432688,False,True,True,True
550.0,6921.0,95.50211815557677,120.0,3,-522.6621602923498,6398.33783970765,-495.32432058469954,633.1289072729141,1.3245374629140463,4.244538584692301,25.62030031696982,254.67231508153807,50.93446301630761,4.244538584692301,False,True,True,True
550.0,6921.0,95.50211815557677,120.0,5,-311.123167357211,6609.876832642789,-72.246334714422,361.5152204069673,0.7563079924831951,7.427942523211528,15.250901229964704,445.6765513926917,89.13531027853833,7.427942523211528,True,True,True,True
550.0,6921.0,95.50211815557677,120.0,8,-193.61041108226868,6727.389588917731,162.7791778354626,220.00145349040395,0.46025408680000823,12.203048430990366,9.490560544205346,732.1829058594219,146.4365811718844,12.203048430990366,True,True,True,True
550.0,6921.0,95.50211815557677,120.0,10,-154.66735462173168,6766.332645378268,240.66529075653665,174.474973306038,0.36501040440593724,15.386452369509591,7.581616531075355,923.1871421705754,184.6374284341151,15.386452369509591,True,True,True,False
550.0,6921.0,95.50211815557677,120.0,15,-102.91688641908206,6818.083113580918,344.1662271618359,114.98919993606796,0.24056317978256897,23.34496221580766,5.0448678669783344,1400.6977329484594,280.1395465896919,23.34496221580766,True,True,True,False
550.0,6921.0,95.50211815557677,120.0,20,-77.11520897217189,6843.884791027828,395.76958205565626,85.75321191803414,0.17940002493312582,31.30347206210572,3.780099197860082,1878.2083237263432,375.64166474526866,31.30347206210572,True,True,True,False
550.0,6921.0,95.50211815557677,120.0,30,-51.36207683065906,6869.637923169341,447.2758463386819,56.846960354239854,0.11892669530175702,47.22049175470185,2.517710163997161,2833.229505282111,566.6459010564222,47.22049175470185,True,False,True,False
550.0,6921.0,95.50211815557677,120.0,50,-30.79427944085095,6890.205720559149,488.4114411182981,33.95536337047997,0.07103632504284513,79.0545311398941,1.5095002991568949,4743.2718683936455,948.6543736787291,79.0545311398941,True,False,True,False
550.0,6921.0,95.50211815557677,120.0,80,-19.238375478217378,6901.761624521782,511.5232490435652,21.168781773250885,0.044286154337344945,126.80559021768251,0.9430431257676251,7608.3354130609505,1521.6670826121901,126.80559021768251,True,False,True,False
550.0,6921.0,95.50211815557677,120.0,100,-15.388557127555833,6905.611442872444,519.2228857448883,16.920857786624765,0.03539928407243675,158.63962960287475,0.7543294407085043,9518.377776172485,1903.675555234497,158.63962960287475,True,False,True,False
550.0,6921.0,95.50211815557677,180.0,1,-2561.043206838795,4359.956793161205,-4572.08641367759,5428.5827708052675,11.356867721349932,0.7958509846298064,125.53940397606739,47.75105907778838,9.550211815557677,0.7958509846298064,False,True,True,True
550.0,6921.0,95.50211815557677,180.0,2,-1207.8403776000775,5713.159622399922,-1865.680755200155,1699.5743952584671,3.555594969159973,2.387552953889419,59.2069515645959,143.25317723336514,28.65063544667303,2.387552953889419,False,True,True,True
550.0,6921.0,95.50211815557677,180.0,3,-792.1167022392964,6128.8832977607035,-1034.2334044785928,1014.7479611647996,2.122903684445187,3.9792549231490324,38.828653266398675,238.75529538894196,47.75105907778839,3.9792549231490324,False,True,True,True
550.0,6921.0,95.50211815557677,180.0,5,-469.4531478880085,6451.546852111992,-388.90629577601703,562.6496663600956,1.1770913522177733,7.162658861668258,23.01205548706655,429.75953170009547,85.9519063400191,7.162658861668258,False,True,True,True
550.0,6921.0,95.50211815557677,180.0,8,-291.4655230052797,6629.5344769947205,-32.93104601055943,337.39815584123426,0.7058538825130424,11.937764769447096,14.287306024337122,716.2658861668258,143.25317723336516,11.937764769447096,True,True,True,True
550.0,6921.0,95.50211815557677,180.0,10,-232.66651138192694,6688.333488618073,84.66697723614611,266.3346113641164,0.5571853794228377,15.121168707966321,11.40504583682198,907.2701224779793,181.45402449559586,15.121168707966321,True,True,True,True
550.0,6921.0,95.50211815557677,180.0,15,-154.66735462173168,6766.332645378268,240.66529075653665,174.474973306038,0.36501040440593724,23.079678554264387,7.581616531075355,1384.7807132558632,276.9561426511727,23.079678554264387,True,True,True,False
550.0,6921.0,95.50211815557677,180.0,20,-115.83604447870981,6805.1639555212905,318.32791104258035,129.73274751682766,0.2714074215833215,31.03818840056245,5.678150194409354,1862.291304033747,372.4582608067494,31.03818840056245,True,True,True,False
550.0,6921.0,95.50211815557677,180.0,30,-77.11520897217189,6843.884791027828,395.76958205565626,85.75321191803414,0.17940002493312582,46.95520809315858,3.780099197860082,2817.312485589515,563.462497117903,46.95520809315858,True,False,True,False
550.0,6921.0,95.50211815557677,180.0,50,-46.217243784875606,6874.782756215124,457.56551243024876,51.10475183654489,0.10691370677101442,78.78924747835083,2.2655163421985565,4727.35484870105,945.47096974021,78.78924747835083,True,False,True,False
550.0,6921.0,95.50211815557677,180.0,80,-28.867622809834778,6892.132377190165,492.26475438033043,31.819793022603335,0.06656860464979777,126.54030655613923,1.415057798351584,7592.4183933683535,1518.4836786736707,126.54030655613923,True,False,True,False
550.0,6921.0,95.50211815557677,180.0,100,-23.089267847251147,6897.910732152749,503.8214643054977,25.423827846472705,0.053187924365005655,158.37434594133148,1.1318094579769182,9502.460756479888,1900.4921512959777,158.37434594133148,True,False,True,False
800.0,7171.0,100.72315336143407,15.0,1,-200.60399622467068,6970.3960037753295,398.79200755065864,216.13251816451702,0.45216007984208584,1.6087725884117943,8.998612575233293,96.52635530470766,19.305271060941532,1.6087725884117943,True,True,True,False
800.0,7171.0,100.72315336143407,15.0,2,-99.94628744448349,7071.0537125555165,600.107425111033,105.75584923474162,0.22124654651619585,3.287491811102362,4.4833499629714915,197.2495086661417,39.449901733228344,3.287491811102362,True,True,True,False
800.0,7171.0,100.72315336143407,15.0,3,-66.55280408561974,7104.44719591438,666.8943918287605,70.00608296814607,0.14645624051913406,4.966211033792931,2.9853986512370576,297.97266202757584,59.59453240551517,4.966211033792931,True,True,True,False
800.0,7171.0,100.72315336143407,15.0,5,-39.89442661334202,7131.105573386658,720.2111467733159,41.767941618521945,0.08738063100109193,8.323649479174065,1.7895679834935978,499.418968750444,99.8837937500888,8.323649479174065,True,True,True,False
800.0,7171.0,100.72315336143407,15.0,8,-24.920969720978288,7146.079030279022,750.1580605580434,26.0228753223455,0.05444116176222908,13.35980714724577,1.1178947365886232,801.5884288347462,160.31768576694924,13.35980714724577,True,True,True,False
800.0,7171.0,100.72315336143407,15.0,10,-19.933303070985712,7151.066696929014,760.1333938580286,20.796508561827068,0.04350734008750433,16.71724559262691,0.8941600120449091,1003.0347355576145,200.60694711152289,16.71724559262691,True,True,True,False
800.0,7171.0,100.72315336143407,15.0,15,-13.28578520873189,7157.714214791268,773.4284295825362,13.84501939326583,0.02896447571812935,25.110841706079743,0.5959683560702681,1506.6505023647846,301.33010047295693,25.110841706079743,True,True,True,False
800.0,7171.0,100.72315336143407,15.0,20,-9.963183665079065,7161.036816334921,780.0736326698419,10.376535931705803,0.021708234166748542,33.50443781953258,0.44692444570011747,2010.2662691719552,402.053253834391,33.50443781953258,True,False,True,False
800.0,7171.0,100.72315336143407,15.0,30,-6.641352758522145,7164.358647241478,786.7172944829557,6.91287874743648,0.01446208942978343,50.291630046438264,0.2979151042557742,3017.497802786296,603.4995605572592,50.291630046438264,True,False,True,False
800.0,7171.0,100.72315336143407,15.0,50,-3.9844424118287862,7167.015557588171,792.0311151763424,4.145420653476322,0.008672428145347954,83.86601450024962,0.1787324991881988,5031.960870014977,1006.3921740029954,83.86601450024962,True,False,True,False
800.0,7171.0,100.72315336143407,15.0,80,-2.490146745414473,7168.509853254585,795.0197065091711,2.590077752704019,0.005418572704401713,134.22759118096664,0.11170199118250251,8053.655470857999,1610.7310941715998,134.22759118096664,True,False,True,False
800.0,7171.0,100.72315336143407,15.0,100,-1.9920827995482833,7169.007917200452,796.0158344009035,2.0718462573731813,0.004334406396178204,167.80197563477802,0.08936004101755053,10068.118538086681,2013.623707617336,167.80197563477802,True,False,False,False
800.0,7171.0,100.72315336143407,30.0,1,-404.1375514746318,6766.862448525369,-8.275102949263529,452.1218229678634,0.9458615543260741,1.5388259541330205,18.128638119205963,92.32955724798123,18.465911449596245,1.5388259541330205,True,True,True,True
800.0,7171.0,100.72315336143407,30.0,2,-200.60399622467068,6970.3960037753295,398.79200755065864,216.13251816451702,0.45216007984208584,3.2175451768235885,8.998612575233293,193.05271060941533,38.610542121883064,3.2175451768235885,True,True,True,False
800.0,7171.0,100.72315336143407,30.0,3,-133.4188093708819,7037.581190629118,533.1623812582362,142.01878815178316,0.29711043546398147,4.896264399514156,5.984846754662114,293.77586397084934,58.75517279416987,4.896264399514156,True,True,True,False
800.0,7171.0,100.72315336143407,30.0,5,-79.90076051718556,7091.0992394828145,640.1984789656289,84.2451599227661,0.17624510444093328,8.253702844895292,3.584155858766618,495.2221706937175,99.0444341387435,8.253702844895292,True,True,True,False
800.0,7171.0,100.72315336143407,30.0,8,-49.8854697412299,7121.11453025877,700.2290605175402,52.31999785751759,0.10945606246342593,13.289860512966996,2.237742137659592,797.3916307780198,159.47832615560395,13.289860512966996,True,True,True,False
800.0,7171.0,100.72315336143407,30.0,10,-39.89442661334202,7131.105573386658,720.2111467733159,41.767941618521945,0.08738063100109193,16.64729895834813,1.7895679834935978,998.837937500888,199.7675875001776,16.64729895834813,True,True,True,False
800.0,7171.0,100.72315336143407,30.0,15,-26.583912084255367,7144.416087915744,746.8321758314893,27.76743342044574,0.05809086489633,25.04089507180097,1.192490329616161,1502.4537043080584,300.49074086161164,25.04089507180097,True,True,True,False
800.0,7171.0,100.72315336143407,30.0,20,-19.933303070985712,7151.066696929014,760.1333938580286,20.796508561827068,0.04350734008750433,33.43449118525382,0.8941600120449091,2006.069471115229,401.21389422304577,33.43449118525382,True,False,True,False
800.0,7171.0,100.72315336143407,30.0,30,-13.28578520873189,7157.714214791268,773.4284295825362,13.84501939326583,0.02896447571812935,50.221683412159486,0.5959683560702681,3013.3010047295693,602.6602009459139,50.221683412159486,True,False,True,False
800.0,7171.0,100.72315336143407,30.0,50,-7.969992690444924,7163.030007309555,784.0600146191101,8.297763160535396,0.01735933715593179,83.79606786597085,0.35751469461471763,5027.764071958251,1005.5528143916503,83.79606786597085,True,False,True,False
