alt_km,i_t_deg,di_deg,da_km,j2_mode,cap_steps,dPhi_total,max_Phi_gain,dvpl0,dvplT,d_dvpl_ms,dlam0_deg,dlamT_deg,di_rel_T_deg
8000.0,97.4,1.0,0.0,0,6000,-1.7805201757425948e-14,0.0,91.91729782232517,91.91729782232517,0.0,0.0,-3.205999118915225e-12,1.000000000000008
8000.0,97.4,1.0,0.0,1,6000,-0.0007269245039683708,0.0,91.91729782232517,92.40135170766132,0.48405388533615223,0.0,0.03999547728324957,1.00526632398933
8000.0,97.4,1.0,200.0,0,6000,-0.8616415968524613,0.0,91.91729782232517,91.91729782232517,0.0,-5.088887490341627e-14,-155.0954874334431,1.000000000000008
8000.0,97.4,1.0,200.0,1,6000,-0.8611427471852529,0.0,91.91729782232517,92.18882961488332,0.2715317925581502,-5.088887490341627e-14,-154.94867937438806,1.0029541633898453
20200.0,0.0,0.0,0.0,0,12000,-4.806171518655982e-15,8.481479150569378e-16,0.0,0.0,0.0,1.526666247102488e-13,-1.0177774980683254e-12,0.0
20200.0,0.0,0.0,0.0,1,12000,-9.328415470134734e-15,8.493595105485199e-16,0.0,0.0,0.0,1.526666247102488e-13,-1.831999496522986e-12,0.0
20200.0,0.0,0.0,200.0,0,12000,-0.3736658609591913,0.0,0.0,0.0,0.0,2.2899993706537323e-13,-67.25985497265467,0.0
20200.0,0.0,0.0,200.0,1,12000,-0.37382793049371915,0.0,0.0,0.0,0.0,2.2899993706537323e-13,-67.2890267881443,0.0
20200.0,0.0,0.05,0.0,0,12000,1.1310397063368782e-15,1.1310397063368782e-15,3.379965725257936,3.379965725257936,0.0,-2.0355549961366507e-13,0.0,0.05000000000000001
20200.0,0.0,0.05,0.0,1,12000,-3.894322739162598e-07,0.0,3.379965725257936,3.3799657252579354,-4.440892098500626e-16,-2.0355549961366507e-13,-1.5010042088216928e-06,0.05000000000000001
20200.0,0.0,0.05,200.0,0,12000,-0.37366586095919174,0.0,3.379965725257936,3.379965725257936,0.0,2.0355549961366507e-13,-67.25985497265471,0.05000000000000001
20200.0,0.0,0.05,200.0,1,12000,-0.37382793937156467,0.0,3.379965725257936,3.3799657252579354,-4.440892098500626e-16,2.0355549961366507e-13,-67.28902825021984,0.05000000000000001
20200.0,0.0,0.25,0.0,0,12000,-4.2396641752873165e-15,5.655198531684391e-16,16.899815756336977,16.899815756336977,0.0,1.0177774980683254e-13,-8.651108733580766e-13,0.25
20200.0,0.0,0.25,0.0,1,12000,-2.1138865714809274e-06,0.0,16.899815756336977,16.899815756336977,0.0,1.0177774980683254e-13,-3.752029398275345e-05,0.25000000000000006
20200.0,0.0,0.25,200.0,0,12000,-0.37366586095919146,0.0,16.899815756336977,16.899815756336977,0.0,-1.526666247102488e-13,-67.25985497265461,0.25
20200.0,0.0,0.25,200.0,1,12000,-0.3738281524176577,0.0,16.899815756336977,16.899815756336974,-3.552713678800501e-15,-1.526666247102488e-13,-67.28906333625386,0.25
20200.0,0.0,1.0,0.0,0,12000,-1.6930901125533637e-15,2.2620794126737565e-15,67.59845865635927,67.59845865635927,0.0,-4.0711099922733015e-13,7.124442486478278e-13,0.9999999999999998
20200.0,0.0,1.0,0.0,1,12000,-1.0954895821216337e-05,0.0,67.59845865635927,67.59845865635927,0.0,-4.0711099922733015e-13,-0.0006002601623817927,0.9999999999999998
20200.0,0.0,1.0,200.0,0,12000,-0.3736658609591902,0.0,67.59845865635927,67.59845865635927,0.0,-1.7811106216195694e-13,-67.25985497265441,0.9999999999999998
20200.0,0.0,1.0,200.0,1,12000,-0.37383148064969146,0.0,67.59845865635927,67.59845865635927,0.0,-1.7811106216195694e-13,-67.28961149890857,0.9999999999999998
20200.0,28.5,0.0,0.0,0,12000,-6.219751377084211e-15,0.0,0.0,0.0,0.0,0.0,-1.1195552478751578e-12,0.0
20200.0,28.5,0.0,0.0,1,12000,-6.785604414153853e-15,4.489397059709326e-18,0.0,0.0,0.0,0.0,-1.2213329976819904e-12,0.0
20200.0,28.5,0.0,200.0,0,12000,-0.37366586095919313,0.0,0.0,0.0,0.0,-4.579998741307465e-13,-67.25985497265522,0.0
20200.0,28.5,0.0,200.0,1,12000,-0.3742551993515465,0.0,0.0,0.4135048557173457,0.4135048557173457,-4.579998741307465e-13,-67.27906400878786,0.006116997573418535
20200.0,28.5,0.05,0.0,0,12000,-1.979319486089537e-15,2.8275992658421956e-16,3.3799657252581685,3.3799657252581685,0.0,-5.088887490341627e-14,4.0711099922733015e-13,0.05000000000000377
20200.0,28.5,0.05,0.0,1,12000,-2.4788863637699096e-06,0.0,3.3799657252581685,3.376352880916036,-0.003612844342132604,-5.088887490341627e-14,-0.0011617965868511227,0.04994655501172911
20200.0,28.5,0.05,200.0,0,12000,-0.3736658609591968,0.0,3.3799657252581685,3.3799657252581685,0.0,-4.0711099922733015e-13,-67.25985497265583,0.05000000000000377
20200.0,28.5,0.05,200.0,1,12000,-0.373509547325915,0.0,3.3799657252581685,3.1492108888223442,-0.23075483643582428,-4.0711099922733015e-13,-67.28019785784346,0.046586432106546616
20200.0,28.5,0.25,0.0,0,12000,-2.8275992658421956e-15,1.1310397063368782e-15,16.89981575633681,16.89981575633681,0.0,-2.0355549961366507e-13,-7.124442486478278e-13,0.24999999999999742
20200.0,28.5,0.25,0.0,1,12000,-1.240952837130993e-05,0.0,16.89981575633681,16.881679770322684,-0.01813598601412636,-2.0355549961366507e-13,-0.005827663370643563,0.24973171283339465
