sweep,geom,arc_min,rho0_km,dv_ms,burn_frac,ang_from_los_deg,crlb_los_m,crlb_rel,crlb_rel_drift,info_gain,fim_cond
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,120,472.93137134327975,0.004654179470434394,0.004836854142992482,1.0800397266411277,9775.675743444228
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,135,460.4352174226233,0.004531203185584193,0.004836854142992482,1.1394595393251632,9290.992034161054
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,150,450.3101102915984,0.0044315606822515905,0.004836854142992482,1.191276518629859,8895.398708926967
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,165,443.31228948792045,0.004362694212620384,0.004836854142992482,1.2291826883717791,8613.041529835604
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,180,439.8556605554082,0.004328677075273556,0.004836854142992482,1.2485777929381903,8455.539232376601
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,195,440.0441176926789,0.004330531706605902,0.004836854142992482,1.2475085682831417,8425.150319380851
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,210,443.71009073326434,0.004366609026696122,0.004836854142992482,1.2269796678632716,8517.091092237726
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,225,450.4448986394802,0.004432887152009313,0.004836854142992482,1.1905636848502552,8720.470319631786
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,240,459.62726186056295,0.004523251989241933,0.004836854142992482,1.1434690571055564,9018.287450239672
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,255,470.4681523444883,0.00462993861015313,0.004836854142992482,1.091378810022109,9387.519102443282
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,270,482.08867168115523,0.004744297660555908,0.004836854142992482,1.0393985922174964,9800.43037437882
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,285,493.6305494425634,0.004857882788932638,0.004836854142992482,0.9913612028982416,10227.683471727565
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,300,504.37218769696375,0.004963592655673905,0.004836854142992482,0.9495847163359769,10642.587283323986
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,315,513.8047182898152,0.005056419422726387,0.004836854142992482,0.9150394134767349,11024.61147391427
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,330,521.6308454626935,0.005133437363654185,0.004836854142992482,0.8877883628793192,11360.144222548874
direction,A3_leo_100km,180.0,101.61433918643861,1.0,0.25,345,527.6842052145064,0.005193009268567195,0.004836854142992482,0.8675365621663126,11639.796368669964
timing,A1_leo_5km_box,360.0,5.011105610535344,1.0,0.0,90,325.11613712017606,0.06487912296971994,0.06692914631747052,1.0641935692683417,33019629.168431118
timing,A1_leo_5km_box,360.0,5.011105610535344,1.0,0.05,90,12.880292865984588,0.002570349513070543,0.06692914631747052,678.0257797324941,57249.79579894923
timing,A1_leo_5km_box,360.0,5.011105610535344,1.0,0.1,90,9.070724064780224,0.0018101243058437928,0.06692914631747052,1367.1424587514182,21207.442145798257
timing,A1_leo_5km_box,360.0,5.011105610535344,1.0,0.2,90,7.998057340239171,0.0015960664096609865,0.06692914631747052,1758.4444603874524,4322.964484684317
timing,A1_leo_5km_box,360.0,5.011105610535344,1.0,0.3,90,9.261975506616963,0.00184828982393518,0.06692914631747052,1311.2648703494617,11878.522240456086
timing,A1_leo_5km_box,360.0,5.011105610535344,1.0,0.4,90,10.186978725459875,0.002032880469340495,0.06692914631747052,1083.9440962364179,7791.450250502938
timing,A1_leo_5km_box,360.0,5.011105610535344,1.0,0.5,90,10.176824486731165,0.0020308541223588304,0.06692914631747052,1086.1082523021919,6664.561898649513
timing,A1_leo_5km_box,360.0,5.011105610535344,1.0,0.6,90,12.221264269892867,0.0024388359016419238,0.06692914631747052,753.1221349142193,11345.715977603326
timing,A1_leo_5km_box,360.0,5.011105610535344,1.0,0.7,90,13.566452643708953,0.002707277335202606,0.06692914631747052,611.17428947974,8210.824767918744
timing,A1_leo_5km_box,360.0,5.011105610535344,1.0,0.8,90,15.684714975180341,0.003129990903046388,0.06692914631747052,457.2402152899279,13279.22581573849
timing,A1_leo_5km_box,360.0,5.011105610535344,1.0,0.9,90,21.345588438570367,0.0042596564705587965,0.06692914631747052,246.87744804019522,21440.64128500086
timing,A1_leo_5km_box,360.0,5.011105610535344,1.0,0.95,90,39.0706766572554,0.007796817647409635,0.06692914631747052,73.6878384481446,64300.14053796706
timing,A1_leo_5km_box,180.0,5.011105610535344,1.0,0.0,90,415.51450858963324,0.08291872909564227,0.18699762262355993,5.085889222575349,38200033.49474332
timing,A1_leo_5km_box,180.0,5.011105610535344,1.0,0.05,90,29.563854438410967,0.0058996670068688925,0.18699762262355993,1004.6555118471892,208209.82032905146
timing,A1_leo_5km_box,180.0,5.011105610535344,1.0,0.1,90,13.703647993174414,0.002734655594638412,0.18699762262355993,4675.918072222525,44887.04432763156
timing,A1_leo_5km_box,180.0,5.011105610535344,1.0,0.2,90,9.783342422244218,0.0019523321164247123,0.18699762262355993,9174.127534582101,16148.104174497104
timing,A1_leo_5km_box,180.0,5.011105610535344,1.0,0.3,90,9.798605264092274,0.0019553779196933496,0.18699762262355993,9145.569551082886,7733.365365263131
timing,A1_leo_5km_box,180.0,5.011105610535344,1.0,0.4,90,8.364616539564725,0.0016692157758517328,0.18699762262355993,12550.100661818065,3285.503023030463
timing,A1_leo_5km_box,180.0,5.011105610535344,1.0,0.5,90,8.958742493928392,0.0017877776263772092,0.18699762262355993,10940.70163885755,5274.793298926824
timing,A1_leo_5km_box,180.0,5.011105610535344,1.0,0.6,90,10.218557789054165,0.002039182284957371,0.18699762262355993,8409.304357885256,8251.97386414732
timing,A1_leo_5km_box,180.0,5.011105610535344,1.0,0.7,90,12.856257871437386,0.002565553167430437,0.18699762262355993,5312.636870101968,10768.29342040981
timing,A1_leo_5km_box,180.0,5.011105610535344,1.0,0.8,90,14.239590524792122,0.0028416065498310036,0.18699762262355993,4330.562193807754,9964.748711338216
timing,A1_leo_5km_box,180.0,5.011105610535344,1.0,0.9,90,25.465108307573654,0.005081734508655303,0.18699762262355993,1354.0921692928264,24502.12552343724
timing,A1_leo_5km_box,180.0,5.011105610535344,1.0,0.95,90,62.28443717827832,0.012429280485993266,0.18699762262355993,226.34984065902134,140810.89757686248
timing,A2_leo_10km_drift,360.0,10.189288204268129,1.0,0.0,90,186.23349302142412,0.018277380057167676,0.015075263317472911,0.6803022825414937,227065.34332371852
timing,A2_leo_10km_drift,360.0,10.189288204268129,1.0,0.05,90,86.56233481880217,0.00849542510560675,0.015075263317472911,3.148905171378019,48609.02505985396
timing,A2_leo_10km_drift,360.0,10.189288204268129,1.0,0.1,90,82.8938741278832,0.00813539400064867,0.015075263317472911,3.4337813031229922,36834.164440476015
timing,A2_leo_10km_drift,360.0,10.189288204268129,1.0,0.2,90,44.66757584924684,0.004383777841374269,0.015075263317472911,11.825860156746531,6966.237472538166
timing,A2_leo_10km_drift,360.0,10.189288204268129,1.0,0.3,90,53.87820664528338,0.005287730169681005,0.015075263317472911,8.128141263772621,12752.9755202149
timing,A2_leo_10km_drift,360.0,10.189288204268129,1.0,0.4,90,62.00846232164173,0.006085652017936581,0.015075263317472911,6.136427144494582,14812.434457455714
timing,A2_leo_10km_drift,360.0,10.189288204268129,1.0,0.5,90,66.44500712511704,0.006521064650746094,0.015075263317472911,5.344324272065028,16661.53466563209
timing,A2_leo_10km_drift,360.0,10.189288204268129,1.0,0.6,90,74.49711844374248,0.007311317233380133,0.015075263317472911,4.251464500872072,22183.584790334688
timing,A2_leo_10km_drift,360.0,10.189288204268129,1.0,0.7,90,88.05820837141088,0.008642233550183096,0.015075263317472911,3.042830886965997,28844.677746100035
timing,A2_leo_10km_drift,360.0,10.189288204268129,1.0,0.8,90,96.09235915164275,0.009430723444586758,0.015075263317472911,2.5552876414571752,35395.690320013804
timing,A2_leo_10km_drift,360.0,10.189288204268129,1.0,0.9,90,101.12171693086523,0.009924316095849265,0.015075263317472911,2.3074305404304147,38932.25030328663
timing,A2_leo_10km_drift,360.0,10.189288204268129,1.0,0.95,90,127.54302861858508,0.012517363927851148,0.015075263317472911,1.4504543178707605,61404.323731868215
timing,A3_leo_100km,180.0,101.61433918643861,1.0,0.0,90,499.743520505369,0.004918041336552475,0.004836854142992482,0.9672564472014318,11061.959682997516
timing,A3_leo_100km,180.0,101.61433918643861,1.0,0.05,90,503.26936849186484,0.004952739667661302,0.004836854142992482,0.9537509450786756,11239.821292131928
timing,A3_leo_100km,180.0,101.61433918643861,1.0,0.1,90,508.92319173049987,0.0050083796815009,0.004836854142992482,0.9326774842493873,11491.199110913481
timing,A3_leo_100km,180.0,101.61433918643861,1.0,0.2,90,507.5268365599441,0.004994637967666657,0.004836854142992482,0.9378166828324239,11272.358565677006
timing,A3_leo_100km,180.0,101.61433918643861,1.0,0.3,90,492.7551945936414,0.004849268307394595,0.004836854142992482,0.9948865381588694,10414.433649749313
timing,A3_leo_100km,180.0,101.61433918643861,1.0,0.4,90,484.0218802305033,0.004763322618694947,0.004836854142992482,1.0311123491612548,9969.354323927422
timing,A3_leo_100km,180.0,101.61433918643861,1.0,0.5,90,484.0669587447909,0.00476376624224895,0.004836854142992482,1.0309203143707675,10018.398410153079
timing,A3_leo_100km,180.0,101.61433918643861,1.0,0.6,90,484.00709174345076,0.004763177083259978,0.004836854142992482,1.0311753599098172,10076.51382432333
timing,A3_leo_100km,180.0,101.61433918643861,1.0,0.7,90,481.0278347419322,0.0047338578255117945,0.004836854142992482,1.043988132319781,9954.411534286563
timing,A3_leo_100km,180.0,101.61433918643861,1.0,0.8,90,481.0498589432944,0.004734074568557496,0.004836854142992482,1.0438925394074583,9918.026181965422
timing,A3_leo_100km,180.0,101.61433918643861,1.0,0.9,90,487.05653927473605,0.004793187095190384,0.004836854142992482,1.0183034608936337,10138.887105396614
timing,A3_leo_100km,180.0,101.61433918643861,1.0,0.95,90,490.15655909427835,0.004823694795622844,0.004836854142992482,1.005463570021671,10263.027653521172
