seed,warp60,drift_up,drift_down,drift_up_big
1,1.1016010344028473,0.6048104334622622,2.1911082975566387,1.703146805986762
2,1.1298640631139278,0.4455047342926264,-9.863434694707394,1.448515709489584
3,2.467852681875229,3.433846164494753,0.9980782065540552,4.075954131782055
4,2.255258224904537,0.8192346822470427,-9.729510024189949,0.852820735424757
5,1.200844645500183,0.4478588989004493,2.200117502361536,1.492858026176691
6,3.385266490280628,1.8188001178205013,-9.59504785016179,0.5563581101596355
7,0.90266178175807,2.021618016064167,0.5774201843887568,2.8199266381561756
8,1.7563515901565552,2.7786774449050426,0.3972289003431797,3.482230097055435
