da_m,v_tol_implied_ms,di_deg,dv_ms,dv_axis,orbits,n_obs,rho0_km,rho_mean_km,rho_max_km,oop_amp_m,sigma_range_m,sigma_inplane_m,sigma_plane_m,sigma_vrange_ms,sigma_vinplane_ms,sigma_vplane_ms,range_frac_of_box,vrange_frac_of_box,plane_frac_of_planebox,vplane_frac_of_planebox,gain_vs_drift,fim_cond
0.0,0.0,0.00752253,0.0,none,1.0,95,4.99999988967865,5.040219240036276,5.080721841924689,902.076038241825,5069.8615819070465,0.887826887297949,0.7667547616600097,0.0034564087249019863,5.619979438029313,1.0123432290809156,1.0139723163814094,0.0034564087249019863,0.0001533509380103843,1.0123427405612149,1.0,2920405595.28999
0.0,0.0,0.00752253,0.0,none,3.0,284,4.99999988967865,5.040360852684991,5.080726073597884,902.094744017151,1142.88149512285,0.4993793710217437,0.42437925602219245,0.000788440541822394,1.2668924454938746,0.22798394320657425,0.22857629902457002,0.000788440541822394,8.487584327778745e-05,0.22798383318988774,1.0,1336438249.1232061
0.0,0.0,0.00752253,1.0,pro,1.0,95,4.99999988967865,10.234300872832257,22.015989259530052,902.5497590780534,19.01535801585324,2.497278946720841,0.9924918482435119,0.0013393432769372665,0.015821065342551472,0.0034292340735556956,0.0038030716031706483,0.0013393432769372665,0.00019849835111071678,0.003429232418733146,71085.85501556241,7033.627606146683
0.0,0.0,0.00752253,1.0,pro,3.0,284,4.99999988967865,21.035989535670613,43.532662443271924,902.4628383380845,5.313485815415718,1.2266008212972759,0.7467449435383924,0.0011116748315431856,0.005611882672266777,0.001207342233220155,0.0010626971630831436,0.0011116748315431856,0.00014934897475980872,0.001207341650601089,46264.018265304025,4269.235174703664
0.0,0.0,0.00752253,1.0,rad,1.0,95,4.99999988967865,6.7622971919472095,8.651187847263683,902.0432836986631,16.93511211412277,1.8175447032240624,0.9279883875603085,0.0021062358405702195,0.019871074955350426,0.0032169033597838903,0.003387022422824554,0.0021062358405702195,0.00018559766017888621,0.0032169018074243534,89622.29325000502,14190.326255644557
0.0,0.0,0.00752253,1.0,rad,3.0,284,4.99999988967865,6.44056363139051,8.627942034481181,902.1719292852414,9.368000059255897,0.8558867028220445,0.5101118840927815,0.0008568388359883822,0.009635992925099292,0.0015185439354015835,0.0018736000118511793,0.0008568388359883822,0.00010202236729057199,0.001518543202607994,14883.622018419,72293.89943599478
0.0,0.0,0.00752253,1.0,nor,1.0,95,4.99999988967865,5.105181811005802,5.2084665214344295,1456.235323293189,12.231402804545496,0.8896371297179851,1.7824735483022136,0.0008404940420764908,0.01350087620261264,0.003433459816172705,0.002446280560909099,0.0008404940420764908,0.00035649467636700153,0.0034334581593109675,171806.5304142035,26566.519928775408
0.0,0.0,0.00752253,1.0,nor,3.0,284,4.99999988967865,5.0207901283533785,5.080678648126583,901.8378320643975,6.544454867887554,0.49173092236248583,0.7163436775461681,0.0004869146118801487,0.007202473337229916,0.0006208279491415974,0.0013088909735775108,0.0004869146118801487,0.00014326872212920555,0.0006208276495528065,30496.88258828861,23051.82170446948
0.0,0.0,0.00752253,1.0,perp_los,1.0,95,4.99999988967865,3.430653730685039,5.0733884680885435,902.1084982386664,11.177295514707017,1.7584398191296964,0.45647598714099974,0.0020116304691080054,0.011410755015852217,0.0024757864580668225,0.0022354591029414036,0.0020116304691080054,9.129518890203896e-05,0.0024757852633431115,205740.00118501775,346799.8137846483
0.0,0.0,0.00752253,1.0,perp_los,3.0,284,4.99999988967865,3.7317997345191665,5.080678648126583,902.1909429192472,2.4299286566958327,0.5807709713955898,0.24132577828059068,0.000636837671873952,0.0033563124977520732,0.0010463524709886061,0.00048598573133916656,0.000636837671873952,4.826515114858106e-05,0.001046351966057293,221215.39948901607,149901.19955818352
0.0,0.0,0.04169392,0.0,none,1.0,95,4.999999889678859,6.0739972532554924,7.0709084580690424,4999.791687216829,1718.0865555347918,0.9935683147537674,0.9261936014870048,0.0029076406098914836,1.9045110250175232,1.9018561353786563,0.34361731110695837,0.0029076406098914836,0.00018523870299774889,1.9018552176126622,1.0,1970367019.4484386
0.0,0.0,0.04169392,0.0,none,3.0,284,4.999999889678859,6.077778835183339,7.0710018353076185,4999.89536470219,683.8423409798992,0.4081731154660881,0.5018187960345319,0.0009351665840554119,0.7580441212313406,0.7576984858191591,0.13676846819597985,0.0009351665840554119,0.00010036374983382223,0.7576981201816689,1.0,6265390515.645771
0.0,0.0,0.04169392,1.0,pro,1.0,95,4.999999889678859,10.958863944381946,22.016578595193153,5002.417303449413,18.16732356588508,2.455000487138378,1.2922194845371293,0.0013894886505328868,0.01506700956217581,0.017398181268940226,0.003633464713177016,0.0013894886505328868,0.00025844387277106014,0.017398172873216267,8943.513695901333,17369.521207954527
0.0,0.0,0.04169392,1.0,pro,3.0,284,4.999999889678859,21.531660720222675,43.532913803342694,5001.935541895518,3.5075521675241017,1.2944946274505202,0.8935301313175105,0.001145284416334335,0.00359856675285734,0.003691806487939672,0.0007015104335048204,0.001145284416334335,0.00017870600957394566,0.003691804706409309,38010.509975952766,6417.3413637934245
0.0,0.0,0.04169392,1.0,rad,1.0,95,4.999999889678859,7.598070628597682,9.911534280161835,4999.610143892678,16.92259929940839,1.8884191354360018,1.1097724690478026,0.002211621478211995,0.01989633305823553,0.017150493396978078,0.003384519859881678,0.002211621478211995,0.00022195447308098114,0.017150485120779196,10307.561541676547,57868.68977086677
0.0,0.0,0.04169392,1.0,rad,3.0,284,4.999999889678859,7.31558238179333,9.568560353964115,5000.323167077391,6.2221609280015295,0.5987126973660151,0.5920035750254903,0.0006111706452740942,0.0063139959197738545,0.005443682255331974,0.001244432185600306,0.0006111706452740942,0.00011840070394752235,0.00544367962841064,12078.958680584354,249170.9203924023
0.0,0.0,0.04169392,1.0,nor,1.0,95,4.999999889678859,6.236537338920079,7.317333644186144,5342.907455116855,13.709323118172929,0.9766529874385866,2.144078614842678,0.0008865902778288643,0.015339486664499163,0.016946724586581873,0.002741864623634586,0.0008865902778288643,0.00042881568292095376,0.016946716408714344,15705.727343566452,145854.22024983927
0.0,0.0,0.04169392,1.0,nor,3.0,284,4.999999889678859,5.868817322728034,7.069954911648673,4998.471420185925,9.201628741227156,0.3550048109398473,0.9490899556379172,0.00037773709106363814,0.01009675424730223,0.009162385340452486,0.0018403257482454312,0.00037773709106363814,0.00018981797340026813,0.009162380919021478,5523.0956037878295,944213.8408841051
0.0,0.0,0.04169392,1.0,perp_los,1.0,95,4.999999889678859,4.886903209123936,7.027455789147596,4999.970755890805,12.2373391654971,1.8361263590250254,0.7177865309447808,0.0020954672452084128,0.012533304588003516,0.014820120835119409,0.0024474678330994202,0.0020954672452084128,0.00014355729278197815,0.014820113683472826,19711.337083377173,461088.7580904945
0.0,0.0,0.04169392,1.0,perp_los,3.0,284,4.999999889678859,5.071774976414022,7.069954911648673,5000.428286831222,1.8905568825968315,0.40243356643666667,0.3503932041576226,0.0004346336242106481,0.0025024415300795274,0.003531523430898128,0.0003781113765193663,0.0004346336242106481,7.007863428680156e-05,0.0035315217267144878,130837.57216502346,278341.0983834238
0.0,0.0,0.1,0.0,none,1.0,95,4.999999889678227,9.42111626534781,12.992260048070696,11991.651516839609,824.6603156563834,1.2027163198834028,1.2607672970037889,0.00480679433822152,0.9141392379410118,2.187896637376883,0.16493206313127667,0.00480679433822152,0.0002521534358518631,2.1878955815782373,1.0,1014000909.4193352
0.0,0.0,0.1,0.0,none,3.0,284,4.999999889678227,9.436683008959877,12.992552381612153,11991.900180063427,393.5507148805277,0.43407954123835213,0.6928066175746479,0.002059127420999408,0.4362525153073885,1.045692346761558,0.07871014297610554,0.002059127420999408,0.000138561310574532,1.0456918421487966,1.0,4920440168.667047
0.0,0.0,0.1,1.0,pro,1.0,95,4.999999889678227,13.51633858867871,22.019473420819104,11997.948874183008,18.58897915437935,2.5827412059085897,1.7022156852807002,0.0016456425335809135,0.015330602558592641,0.04332351878807683,0.0037177958308758697,0.0016456425335809135,0.00034044310526177326,0.04332349788173615,1968.0635186727668,68617.66476821064
0.0,0.0,0.1,1.0,pro,3.0,284,4.999999889678227,23.357247327329304,43.53414849575927,11996.793402698215,2.8898566396136447,1.464533159199539,1.1716593926246566,0.001301621468361159,0.0028166502326721905,0.006971919342987024,0.0005779713279227289,0.001301621468361159,0.00023433185664041407,0.006971915978594541,18545.938433875544,9478.301329510216
0.0,0.0,0.1,1.0,rad,1.0,95,4.999999889678227,10.552922400831044,14.715171984896717,11991.216097831542,18.79461105611562,2.117169477356924,1.4655457774715457,0.0025510988133012683,0.022182536064309383,0.04639718902235998,0.003758922211223124,0.0025510988133012683,0.000293109128120516,0.04639716663277882,1925.233927869324,245007.52593791223
0.0,0.0,0.1,1.0,rad,3.0,284,4.999999889678227,10.365366705232375,14.403052616275835,11992.926234203396,6.563252376448479,0.649367176110621,0.7746630963583776,0.0006588317281961606,0.006645563884031153,0.013358641661629546,0.0013126504752896957,0.0006588317281961606,0.00015493260480234426,0.013358635215239193,3595.53236411733,635750.7016657529
0.0,0.0,0.1,1.0,nor,1.0,95,4.999999889678227,9.64169366065611,13.273105322628888,12295.374152886861,17.681159499564675,1.1697321782390881,2.814119456413543,0.0010766595904227985,0.019855594925179222,0.05135977332317839,0.003536231899912935,0.0010766595904227985,0.0005628238387199536,0.05135974853883612,2175.3478258549303,539191.5663450316
0.0,0.0,0.1,1.0,nor,3.0,284,4.999999889678227,9.11693559531782,12.989274610040404,11988.484948487796,14.109754403530712,0.41068029989718036,1.357237022492661,0.0004496226174501412,0.015527252779122064,0.035499515230769746,0.0028219508807061423,0.0004496226174501412,0.00027144737914775434,0.03549949810000613,777.969377155543,5961981.138518419
0.0,0.0,0.1,1.0,perp_los,1.0,95,4.999999889678227,8.64563126000031,12.96110222925613,11992.071071917113,14.956760120507889,2.0664240068091293,1.0359035961353833,0.002329556845048339,0.015312567908143232,0.04214978121525912,0.002991352024101578,0.002329556845048339,0.00020718069987823667,0.042149760875321136,3040.010859760361,795344.9890165649
0.0,0.0,0.1,1.0,perp_los,3.0,284,4.999999889678227,8.766950039597203,12.989274610040404,11993.175242167388,2.369434564557758,0.4863500365392041,0.5043156752878964,0.0005334893643719794,0.0030961665561455606,0.009917957753547072,0.0004738869129115516,0.0005334893643719794,0.00010086312563785786,0.009917952967504539,27587.476245502436,865720.4362968548
0.0,0.0,0.25,0.0,none,1.0,95,4.9999998896783975,19.975800741337537,30.39311501253692,29979.048885696044,297.8159205223955,1.5886427027648005,1.9036542426729826,0.009251397136648952,0.33012049751637335,1.969160368406828,0.059563184104479104,0.009251397136648952,0.0003807308129777151,1.9691594181622805,1.0,305347597.47357076
0.0,0.0,0.25,0.0,none,3.0,284,4.9999998896783975,20.02852885598856,30.393896040718307,29979.670542099993,155.58331116508256,0.660187293407625,1.0573825188679682,0.004648935198892559,0.17245891172300706,1.032128016296949,0.031116662233016512,0.004648935198892559,0.00021147648402356552,1.032127518229836,1.0,1826094248.7304919
0.0,0.0,0.25,1.0,pro,1.0,95,4.9999998896783975,22.748742663753642,34.040710027231306,29994.7922370816,22.192794651345256,3.062498061579245,2.3884163683099433,0.0025168287728210494,0.018164617553507314,0.13164536067311247,0.0044385589302690515,0.0025168287728210494,0.0004776832290506114,0.13164529714589132,180.08263280044014,438861.93997517566
0.0,0.0,0.25,1.0,pro,3.0,284,4.9999998896783975,30.64889303285676,48.918824641430255,29991.90356609897,3.400317775763399,1.8016253448939736,1.6635976897912548,0.0015866624685183035,0.0032406232460548863,0.018386253186073225,0.0006800635551526799,0.0015866624685183035,0.00033271950688519976,0.018386244313542008,2093.567695777224,53802.828961006
0.0,0.0,0.25,1.0,rad,1.0,95,4.9999998896783975,20.63821244682899,31.166734984155767,29977.960341079306,23.55295496350852,2.668788964698072,2.151971105567538,0.0037183825748006993,0.027930147589459452,0.148375247350933,0.004710590992701704,0.0037183825748006993,0.00043039418091850805,0.14837517575048234,159.88400459720924,1180923.657796179
0.0,0.0,0.25,1.0,rad,3.0,284,4.9999998896783975,20.589512891799377,31.011041659951903,29982.23567061055,9.475888426813803,0.9571832541760589,1.1579352262947802,0.0008922432140655195,0.009594806464465849,0.0470741259992862,0.0018951776853627607,0.0008922432140655195,0.00023158702363078185,0.047074103283040084,269.57905279361324,2983130.12197033
0.0,0.0,0.25,1.0,nor,1.0,95,4.9999998896783975,20.228088845874368,30.67565995479102,30265.630620569667,24.476473824760173,1.5569188757607917,3.807024740982111,0.0016684876582147331,0.027461394009934317,0.1740356061457189,0.0048952947649520346,0.0016684876582147331,0.0007614048770879591,0.17403552216252052,148.04649061575225,2373337.6893628864
0.0,0.0,0.25,1.0,nor,3.0,284,4.9999998896783975,19.65900819071173,30.385138666388308,29971.13248592695,21.860842632325657,0.6514156966358361,2.016363196442175,0.0009594257810794605,0.02411324496886692,0.1401483427902769,0.004372168526465131,0.0009594257810794605,0.00040327260162635045,0.14014827515982856,50.651489856123895,34398229.833214134
0.0,0.0,0.25,1.0,perp_los,1.0,95,4.9999998896783975,19.540364284086362,30.370362257612083,29979.93940423088,20.922739617271635,2.6007853200624695,1.5776901302037003,0.0025589734425944307,0.021450588990481346,0.14206137921206285,0.004184547923454327,0.0025589734425944307,0.00031553799657228955,0.14206131065845332,202.60899397578814,2942418.19748457
0.0,0.0,0.25,1.0,perp_los,3.0,284,4.9999998896783975,19.642225118277963,30.385138666388308,29982.80837565749,3.563438609515702,0.7552889388650823,0.772752625762654,0.0009340705714736992,0.004654784126621969,0.037297895579576655,0.0007126877219031404,0.0009340705714736992,0.00015455051071888373,0.037297877580980666,1906.2833629478096,5178030.192322595
0.0,0.0,1.0,0.0,none,1.0,95,4.999999889678457,76.27869087548132,120.01883538420248,119910.48802918813,67.31365458471255,2.6533001746103873,3.389183673450754,0.03055057462183216,0.07446061432426715,1.7242549521929647,0.01346273091694251,0.03055057462183216,0.000677836671386217,1.7242541201307857,1.0,60864487.033185646
0.0,0.0,1.0,0.0,none,3.0,284,4.999999889678457,76.5295987972405,120.02199986092903,119912.97453646464,36.43033612551064,1.3846851126907465,1.9943108464329493,0.016657585132892148,0.04031838888850352,0.9477672509585673,0.007286067225102128,0.016657585132892148,0.00039886213203640404,0.9477667936008645,1.0,377907806.99448514
0.0,0.0,1.0,1.0,pro,1.0,95,4.999999889678457,77.45160490057954,120.99260532730553,119973.4584374832,34.792452232618786,4.155459296808629,3.7401251841461414,0.017079422124033166,0.02854801634728559,0.8158521293043406,0.006958490446523757,0.017079422124033166,0.0007480249669703302,0.8158517356040357,3.743141634236617,5030446.819146826
0.0,0.0,1.0,1.0,pro,3.0,284,4.999999889678457,81.49503580477264,125.99478859126125,119961.90430350813,6.075662244527665,2.8879170200567685,2.8915011013527248,0.002247336902441119,0.00582345273293605,0.11382007499287679,0.001215132448905533,0.002247336902441119,0.0005783001662624381,0.11382002006748453,35.95332918002006,953450.3154584309
0.0,0.0,1.0,1.0,rad,1.0,95,4.999999889678457,76.51728667819202,120.21503769081127,119906.1340580202,32.72400774185281,3.8482045522184003,3.636786136222373,0.017981132771243295,0.03881100091992233,0.8218811393897743,0.006544801548370562,0.017981132771243295,0.0007273571593157665,0.8218807427800903,4.23129559876333,9805453.146116173
0.0,0.0,1.0,1.0,rad,3.0,284,4.999999889678457,76.74322180153136,120.17377133113976,119923.23456214345,18.927010694151456,1.8976496420446685,2.1653702928291017,0.005436592505527477,0.019168972453077932,0.36097131433070273,0.0037854021388302912,0.005436592505527477,0.00043307401812054774,0.36097114013919007,3.7047789599160006,42412789.796291195
0.0,0.0,1.0,1.0,nor,1.0,95,4.999999889678457,76.5469461180074,120.2997759435112,120191.6136175819,34.84612302018047,2.6929646808630943,4.552979438953001,0.016320683605599753,0.03865158328009944,0.9047179733234788,0.006969224604036094,0.016320683605599753,0.0009105958027490278,0.904717536739778,3.731619971065219,17011189.968142852
0.0,0.0,1.0,1.0,nor,3.0,284,4.999999889678457,76.14284072455453,119.98651764794246,119878.82393728894,27.247230653541443,1.3776875534387873,2.6723485287966016,0.012350765032661484,0.03005565404235288,0.700496670609074,0.005449446130708289,0.012350765032661484,0.0005344696558445944,0.7004963325750811,1.7876464066999178,204593887.09807363
0.0,0.0,1.0,1.0,perp_los,1.0,95,4.999999889678457,76.08677077353622,119.98248509157999,119902.18896266338,38.37294146331187,3.2715821097222837,3.3067392694824154,0.012888914098345947,0.04175662577744588,0.9975291877331955,0.007674588292662374,0.012888914098345947,0.0006613477921324645,0.9975287063622077,3.0772030726123307,67680278.77200371
0.0,0.0,1.0,1.0,perp_los,3.0,284,4.999999889678457,76.31979202025924,119.98763358048768,119921.54325045405,9.08474724841695,2.101189654968065,1.074848773932736,0.007660564392444281,0.0116986168161576,0.3326660012951296,0.00181694944968339,0.007660564392444281,0.00021496973471028043,0.3326658407627225,16.080541101488922,409582350.7618459
60.14087963297178,0.1,0.0,0.0,none,1.0,95,5.000383449656096,5.282362605097443,5.564343046360817,5.461379450134464e-09,22920.199835917905,1.6673552769358477,0.7629286608079429,0.4437493812831915,25.403110406218858,0.0008513034998381094,4.584039967183581,0.4437493812831915,0.00015258571791143573,0.0008513030890302737,1.0,33976404407.48504
60.14087963297178,0.1,0.0,0.0,none,3.0,284,5.000383449656096,5.849327527382033,6.698280468210313,9.808309341641573e-09,2938.7097325794457,0.8130022606817034,0.48496850474270137,0.05670538863891123,3.257073072547626,0.0005391940286712295,0.5877419465158892,0.05670538863891123,9.699369189018964e-05,0.0005391937684759736,1.0,1244208314.389842
60.14087963297178,0.1,0.0,1.0,pro,1.0,95,5.000383449656096,10.49164197047232,22.582687032044376,4.068430494811926e-09,19.561003435029065,2.5232192347727405,1.0000187739598185,0.001266840896246693,0.016268050802290487,0.001080895063850938,0.003912200687005813,0.001266840896246693,0.00020000373611338848,0.001080894542250637,1372949.4295243549,6255.667378504472
60.14087963297178,0.1,0.0,1.0,pro,3.0,284,5.000383449656096,21.86629734652875,45.230154119183126,7.397638143442922e-09,5.766176758411314,1.2650903128702191,0.7720007447583903,0.0011777380385104516,0.006116061437858072,0.0008221441039749577,0.0011532353516822628,0.0011777380385104516,0.0001544001345320748,0.0008221437072383766,259739.18891797285,3273.7578213150705
60.14087963297178,0.1,0.0,1.0,rad,1.0,95,5.000383449656096,7.013227450752539,9.00875749920024,3.389423667408891e-09,17.28668037081572,1.8385847766137902,0.948023783547107,0.0018182741985595541,0.020322527026219533,0.0010487267649540988,0.003457336074163144,0.0018182741985595541,0.00018960473900202029,0.0010487262588770386,1757978.646833005,10939.503766246076
60.14087963297178,0.1,0.0,1.0,rad,3.0,284,5.000383449656096,7.2543390071421925,9.931173553454453,7.717969801228708e-09,10.70418710146985,0.9965079246494991,0.5655007742277648,0.0010728056788925837,0.011094964973804971,0.0006319194972021062,0.0021408374202939702,0.0010728056788925837,0.00011310014428300251,0.0006319191922609412,75371.2988317947,32214.122386081603
60.14087963297178,0.1,0.0,1.0,nor,1.0,95,5.000383449656096,5.314444486100536,5.632726607629775,902.08177610248,12.731523804795593,0.9480690357503004,1.7779908480412916,0.0009168629372500117,0.014006408380037706,0.0012918902751777271,0.0025463047609591187,0.0009168629372500117,0.000355598136398546,0.0012918896517588783,3240977.5807746733,14611.60672043858
60.14087963297178,0.1,0.0,1.0,nor,3.0,284,5.000383449656096,5.878075820641117,6.724552630453135,902.1096320485887,8.061663232565465,0.5827137044612541,0.7196830466859241,0.0005553666437616336,0.008915881968293437,0.0009879539025465756,0.001612332646513093,0.0005553666437616336,0.00014393659589478328,0.000987953425796269,132881.36435554133,31547.918692296033
60.14087963297178,0.1,0.0,1.0,perp_los,1.0,95,5.000383449656096,3.569615597966224,5.116735542934554,5.9449346341920014e-09,11.718586329061626,1.771540096000472,0.46043838829523026,0.002248121320193931,0.011967291161751513,0.0004221661133532037,0.002343717265812325,0.002248121320193931,9.208766905887444e-05,0.00042216590963132616,3825483.667612121,107584.76972110425
60.14087963297178,0.1,0.0,1.0,perp_los,3.0,284,5.000383449656096,4.326277155464617,6.084400339300001,5.807417374713073e-09,3.814817844323225,0.7114025674709483,0.29935988347956644,0.0007056363647522718,0.0049579947129495035,0.0003525202157862546,0.0007629635688646449,0.0007056363647522718,5.987197110440216e-05,0.000352520045672932,593424.9087793425,43441.977269264935
60.14087963297178,0.1,0.00752253,0.0,none,1.0,95,5.000383449656393,5.320476310553858,5.564416049576381,902.0844428275107,4911.703911643837,1.018071961530475,0.7962543725273169,0.09481957890367419,5.443775734915975,0.9806738234109138,0.9823407823287674,0.09481957890367419,0.0001592508596328454,0.9806733501737064,1.0,2188179048.5010405
60.14087963297178,0.1,0.00752253,0.0,none,3.0,284,5.000383449656393,5.884113617621201,6.6983266291775365,902.1020336937021,1023.8021359059463,0.5690843570971086,0.48914711379204134,0.01983200523008571,1.1346908483658267,0.2040685810796416,0.20476042718118925,0.01983200523008571,9.782941362200863e-05,0.20406848260363142,1.0,501647049.30635595
60.14087963297178,0.1,0.00752253,1.0,pro,1.0,95,5.000383449656393,10.5183719217352,22.58270641120953,902.558087852135,19.494038981712567,2.5186448842110734,1.017472211328104,0.0012672870286461833,0.01621036188752267,0.0035143871632572913,0.0038988077963425134,0.0012672870286461833,0.00020349442326104638,0.003514385467342985,63483.47581881403,6732.819918140706
60.14087963297178,0.1,0.00752253,1.0,pro,3.0,284,5.000383449656393,21.88397856578722,45.230162330040635,902.4699555979912,5.519137190183636,1.266011946712968,0.779057045381008,0.0011655613145027989,0.005841067509979891,0.0012655741094131398,0.001103827438036727,0.0011655613145027989,0.00015581139452479914,0.0012655734986935072,34410.39702025189,3739.6099881626537
60.14087963297178,0.1,0.00752253,1.0,rad,1.0,95,5.000383449656393,7.043421601751671,9.050911965660672,902.0516643309437,17.206979855935376,1.8407014090255172,0.9583479641234851,0.0018213065081219022,0.020229707690163985,0.0032979126366733426,0.003441395971187075,0.0018213065081219022,0.00019166957492445854,0.0032979110452217007,81480.75730885418,12304.452512328164
60.14087963297178,0.1,0.00752253,1.0,rad,3.0,284,5.000383449656393,7.283570972966361,9.93120519546889,902.1803283786165,9.819708175559445,0.9439551524812096,0.5699927051271109,0.0010286305202484947,0.010107429641720055,0.0016561586883339838,0.0019639416351118887,0.0010286305202484947,0.00011399853037897044,0.0016561578891325635,10870.134042024149,42006.44463638245
60.14087963297178,0.1,0.00752253,1.0,nor,1.0,95,5.000383449656393,5.381395251232509,5.683882050378744,1456.2598283315372,12.501689340370453,0.9528292112720328,1.7960138940271027,0.0008989549173836953,0.013801253573797861,0.0035244111217765765,0.0025003378680740905,0.0008989549173836953,0.0003592027452590697,0.003524409421025076,154357.22129924162,21345.413970727892
60.14087963297178,0.1,0.00752253,1.0,nor,3.0,284,5.000383449656393,5.867819031459178,6.722545708044059,901.846192986276,7.008638344023197,0.5980252082471104,0.7540360956713779,0.0005636093118112246,0.007714560387945565,0.0007238083228525867,0.0014017276688046395,0.0005636093118112246,0.00015080720505022006,0.0007238079735692459,21338.542974084394,13338.38923194505
60.14087963297178,0.1,0.00752253,1.0,perp_los,1.0,95,5.000383449656393,3.6385464894042694,5.1911901125980355,902.1113352640732,11.708401322237076,1.773769606729683,0.4927948930515801,0.0022476285348510465,0.011967056857006523,0.002574752494274791,0.0023416802644474154,0.0022476285348510465,9.855896940578235e-05,0.002574751251793702,175982.36799782809,235248.96218580534
60.14087963297178,0.1,0.00752253,1.0,perp_los,3.0,284,5.000383449656393,4.376588573674938,6.11324880312188,902.1940894027234,3.332549462869685,0.6545642279209276,0.3097748611098688,0.0006501451386544033,0.00436910526423404,0.0011413442008959295,0.000666509892573937,0.0006501451386544033,6.195496643592934e-05,0.0011413436501250928,94379.75689670818,70101.37856116924
60.14087963297178,0.1,0.04169392,0.0,none,1.0,95,5.000383449656476,6.3119347313548095,7.378568899572059,4999.838269952582,1675.6448794168225,1.0845296919221876,0.9499169715793163,0.030742719130871263,1.8571617555795448,1.8547149676903352,0.3351289758833645,0.030742719130871263,0.00018998337657310076,1.8547140726729392,1.0,1532435084.029905
