geom,rho0_km,rho_over_r,window_min,burn_dir,dv_ms,k,D_final,t_D3_min,t_1sig_min,dbeta_max_mrad
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,0.03,0.5,327.39878574686105,11.0,8.0,29.692740743982426
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,0.03,2.0,526.3374992280995,8.0,6.0,48.000989474161315
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,0.1,0.5,327.550124980589,11.0,8.0,29.69401406205696
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,0.1,2.0,526.4398087364625,8.0,6.0,48.00142494410275
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,0.3,0.5,328.0321071378277,11.0,8.0,29.697614687496543
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,0.3,2.0,526.7389883759297,8.0,6.0,48.00265396063885
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,1.0,0.5,330.2744948694458,11.0,8.0,29.709784740397538
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,1.0,2.0,527.8645418638718,8.0,6.0,48.006779326135614
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,3.0,0.5,340.8570681670468,11.0,8.0,29.740964887153165
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,3.0,2.0,531.7106774456404,8.0,6.0,48.01707983830417
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,10.0,0.5,407.2231503231153,11.0,8.0,35.70506210415747
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,10.0,2.0,551.0583420953407,8.0,6.0,48.03669358294549
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,25.0,0.5,578.1712031891913,11.0,8.0,60.5878028790352
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,radial,25.0,2.0,609.3551376542302,8.0,6.0,52.57063043898125
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,0.0,0.5,327.33671457465937,11.0,8.0,29.692192950316887
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,0.0,2.0,526.294036292664,8.0,6.0,48.00080199927193
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,0.01,0.5,327.1076771372495,11.0,8.0,29.66849372048941
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,0.01,2.0,526.176831870275,8.0,6.0,47.98888851099825
