geom,rho0_km,rho_over_r,window_min,burn_dir,dv_ms,k,D_final,t_D3_min,t_1sig_min,dbeta_max_mrad
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,0.03,0.5,326.65535183614566,11.0,8.0,29.62137333922943
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,0.03,2.0,525.9435368333669,8.0,6.0,47.96513522438506
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,0.1,0.5,325.13191621848244,11.0,8.0,29.459327384721234
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,0.1,2.0,525.1386204825537,8.0,6.0,47.882766097185225
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,0.3,0.5,321.2746020010913,11.0,8.0,29.019925434042193
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,0.3,2.0,522.9365028679473,8.0,6.0,47.65384848855092
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,1.0,0.5,312.9409623605324,11.0,8.0,27.720955007505488
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,1.0,2.0,516.2970211179982,8.0,6.0,46.92195542742361
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,3.0,0.5,319.9531827674877,11.0,8.0,27.303782594132464
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,3.0,2.0,504.91207951008704,8.0,6.0,45.3079344101841
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,10.0,0.5,443.37323847055205,11.0,8.0,61.470319030140885
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,10.0,2.0,514.5893528274147,8.0,6.0,42.65672569271395
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,25.0,0.5,675.7156146737839,11.0,8.0,125.88553413517944
A3_leo_100km,101.61433918643861,0.015038272507132407,360.0,prograde,25.0,2.0,604.1604777318128,8.0,6.0,70.03922751104197
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,0.0,0.5,150.7348279132118,7.0,5.0,30.37922004034055
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,0.0,2.0,315.4572244676576,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,0.01,0.5,150.80063717500633,7.0,5.0,30.385290909937357
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,0.01,2.0,315.47432059494037,5.0,3.0,53.43195378903243
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,0.03,0.5,150.9322453202964,7.0,5.0,30.39743188371613
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,0.03,2.0,315.5085151194949,5.0,3.0,53.43661723679727
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,0.1,0.5,151.3927636953647,7.0,5.0,30.439917254595716
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,0.1,2.0,315.6282196975054,5.0,3.0,53.45292270070745
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,0.3,0.5,152.7075581347684,7.0,5.0,30.561235123100605
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,0.3,2.0,315.9704339776144,5.0,3.0,53.499367684288316
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,1.0,0.5,157.29695287559755,7.0,5.0,30.985043231670506
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,1.0,2.0,317.17044247948587,5.0,3.0,53.660277803494694
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,3.0,0.5,170.28095769036585,7.0,5.0,32.18901504405336
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,3.0,2.0,320.61620135310443,5.0,3.0,54.16734513482568
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,10.0,0.5,213.72233266877865,7.0,5.0,36.68629196954099
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,10.0,2.0,332.8005320836856,5.0,3.0,56.04059079272572
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,25.0,0.5,294.85860790474703,7.0,5.0,46.90486274968997
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,radial,25.0,2.0,358.827114919235,5.0,3.0,60.62006873205572
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,0.0,0.5,150.7348279132118,7.0,5.0,30.37922004034055
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,0.0,2.0,315.4572244676576,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,0.01,0.5,150.7509195117054,7.0,5.0,30.380825632831954
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,0.01,2.0,315.5184417956331,5.0,3.0,53.44427328456991
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,0.03,0.5,150.78398301645373,7.0,5.0,30.384028203791935
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,0.03,2.0,315.6408699342281,5.0,3.0,53.47357176435796
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,0.1,0.5,150.90889536009618,7.0,5.0,30.395147181814686
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,0.1,2.0,316.06929886828476,5.0,3.0,53.57605827664447
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,0.3,0.5,151.34322385331978,7.0,5.0,30.426154570446506
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,0.3,2.0,317.29275800674,5.0,3.0,53.86837872575079
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,1.0,0.5,153.71321019688256,7.0,5.0,30.52619395055567
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,1.0,2.0,321.5665760348801,5.0,3.0,54.885704731970186
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,3.0,0.5,166.37671248920037,7.0,5.0,30.74826538468356
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,3.0,2.0,333.6841721869949,5.0,3.0,57.7430920399955
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,10.0,0.5,240.0502265722765,7.0,5.0,43.22120029653043
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,10.0,2.0,374.48644426821073,5.0,3.0,67.19849092491792
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,25.0,0.5,398.19352980973537,7.0,5.0,79.01654097726585
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,prograde,25.0,2.0,452.03610313473007,5.0,3.0,85.34116084510445
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,0.0,0.5,843.1499739844402,7.0,5.0,75.36313319117394
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,0.0,2.0,579.7993257370417,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,0.01,0.5,843.155136832198,7.0,5.0,75.36263545308586
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,0.01,2.0,579.8081225907428,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,0.03,0.5,843.1654760794643,7.0,5.0,75.36164002730939
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,0.03,2.0,579.8257168620142,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,0.1,0.5,843.2018055655005,7.0,5.0,75.35815656613832
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,0.1,2.0,579.887302716166,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,0.3,0.5,843.3068179846408,7.0,5.0,75.34820835309031
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,0.3,2.0,580.0633125157095,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,1.0,0.5,843.6883573444086,7.0,5.0,75.31344243847116
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,1.0,2.0,580.6799173480928,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,3.0,0.5,844.8942703119955,7.0,5.0,75.21456266355386
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,3.0,2.0,582.4461512222063,5.0,3.0,53.45933398820924
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,10.0,0.5,850.314916661164,7.0,5.0,74.87369465350113
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,10.0,2.0,588.6665370030407,5.0,3.0,53.902298942746896
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,25.0,0.5,866.5813838171916,7.0,5.0,74.16985897085394
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,radial,25.0,2.0,602.0450338155832,5.0,3.0,55.80896385581768
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,0.0,0.5,843.1499739844402,7.0,5.0,75.36313319117394
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,0.0,2.0,579.7993257370417,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,0.01,0.5,843.0942390108846,7.0,5.0,75.3563155017516
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,0.01,2.0,579.7744778172324,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,0.03,0.5,842.9830349620477,7.0,5.0,75.3427044457693
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,0.03,2.0,579.7248616554764,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,0.1,0.5,842.596600490101,7.0,5.0,75.29531996004124
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,0.1,2.0,579.5520395885087,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,0.3,0.5,841.5160274367937,7.0,5.0,75.16208570283611
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,0.3,2.0,579.0653627908795,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,1.0,0.5,837.9971948184242,7.0,5.0,74.71976459400497
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,1.0,2.0,577.4428355000222,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,3.0,0.5,829.9401604597447,7.0,5.0,73.6370293448978
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,3.0,2.0,573.4519050471445,5.0,3.0,53.429621274021514
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,10.0,0.5,817.8051653651131,7.0,5.0,71.28557309703342
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,10.0,2.0,565.4696154910112,5.0,3.0,53.476699689703366
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,25.0,0.5,829.9062058377312,7.0,5.0,69.62197507214051
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,prograde,25.0,2.0,566.9925637470332,5.0,3.0,54.1950933052302
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,0.0,0.5,2484.0371619081934,3.0,1.0,2340.9117067173497
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,0.0,2.0,17009.81613872669,4.0,3.0,3121.81951186088
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,0.01,0.5,2484.0388823962767,3.0,1.0,2340.913282802948
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,0.01,2.0,17009.81050670869,4.0,3.0,3121.8219993430266
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,0.03,0.5,2484.0423236269744,3.0,1.0,2340.916434971235
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,0.03,2.0,17009.79924280747,4.0,3.0,3121.826974358042
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,0.1,0.5,2484.05437060706,3.0,1.0,2340.927467529678
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,0.1,2.0,17009.759820568375,4.0,3.0,3121.8443874431528
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,0.3,0.5,2484.088813460824,3.0,1.0,2340.9589888632604
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,0.3,2.0,17009.64719773125,4.0,3.0,3121.894143679842
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,1.0,0.5,2484.2096308296245,3.0,1.0,2341.0693104739144
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,1.0,2.0,17009.25315939719,4.0,3.0,3122.0683437713283
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,3.0,0.5,2484.557117439134,3.0,1.0,2341.384488858498
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,3.0,2.0,17008.12855078671,4.0,3.0,3122.566514997464
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,10.0,0.5,2485.8001748623624,3.0,1.0,2342.4873067363965
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,10.0,2.0,17004.2066575208,4.0,3.0,3124.315447597362
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,25.0,0.5,2488.605693484162,3.0,1.0,2344.848874856366
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,radial,25.0,2.0,16995.87795032747,4.0,3.0,3128.0911660879365
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,0.0,0.5,2484.0371619081934,3.0,1.0,2340.9117067173497
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,0.0,2.0,17009.81613872669,4.0,3.0,3121.81951186088
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,0.01,0.5,2484.035780774065,3.0,1.0,2340.9126083749284
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,0.01,2.0,17009.830434627813,4.0,3.0,3121.8304224329854
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,0.03,0.5,2484.0330232145393,3.0,1.0,2340.914411677236
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,0.03,2.0,17009.859028099723,4.0,3.0,3121.852243543634
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,0.1,0.5,2484.0234211958727,3.0,1.0,2340.920723100372
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,0.1,2.0,17009.95912278251,4.0,3.0,3121.9286170783466
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,0.3,0.5,2483.996410576597,3.0,1.0,2340.9387545813534
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,0.3,2.0,17010.245257850278,4.0,3.0,3122.146824151777
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,1.0,0.5,2483.906814887103,3.0,1.0,2341.001851274566
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,1.0,2.0,17011.2484833489,4.0,3.0,3122.910513459538
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,3.0,0.5,2483.693132658063,3.0,1.0,2341.1820119836834
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,3.0,2.0,17014.129858625696,4.0,3.0,3125.092175250124
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,10.0,0.5,2483.4367399465914,3.0,1.0,2341.811229151494
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,10.0,2.0,17024.389588846316,4.0,3.0,3132.724254233868
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,25.0,0.5,2485.431359933888,3.0,1.0,2343.152541558501
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,prograde,25.0,2.0,17044.535665265455,4.0,3.0,3134.128066762232
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,0.0,0.5,5806.76892011652,3.0,1.0,3007.1299132666336
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,0.0,2.0,34028.70889319714,4.0,3.0,3121.81951186088
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,0.01,0.5,5806.770898614238,3.0,1.0,3007.128285608962
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,0.01,2.0,34028.718035927246,4.0,3.0,3121.821757978717
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,0.03,0.5,5806.774856235992,3.0,1.0,3007.1250301927535
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,0.03,2.0,34028.736321441786,4.0,3.0,3121.8262502159373
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,0.1,0.5,5806.788714489337,3.0,1.0,3007.1136351768164
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,0.1,2.0,34028.80032131267,4.0,3.0,3121.841973062467
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,0.3,0.5,5806.828365887755,3.0,1.0,3007.0810689100176
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,0.3,2.0,34028.983182977485,4.0,3.0,3121.886895620422
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,1.0,0.5,5806.96780415461,3.0,1.0,3006.966981078656
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,1.0,2.0,34029.623256040606,4.0,3.0,3122.0441261965684
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,3.0,0.5,5807.371855307965,3.0,1.0,3006.6401085940083
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,3.0,2.0,34031.45253135303,4.0,3.0,3122.4933702809585
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,10.0,0.5,5808.852531384729,3.0,1.0,3005.485487503192
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,10.0,2.0,34037.86094899536,4.0,3.0,3124.0658845137823
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,25.0,0.5,5812.380495275304,3.0,1.0,3002.95616940235
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,radial,25.0,2.0,34051.626777732694,4.0,3.0,3127.4363717792016
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,0.0,0.5,5806.76892011652,3.0,1.0,3007.1299132666336
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,0.0,2.0,34028.70889319714,4.0,3.0,3121.81951186088
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,0.01,0.5,5806.843333491539,3.0,1.0,3007.102791463245
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,0.01,2.0,34028.70674583212,4.0,3.0,3121.821718579796
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,0.03,0.5,5806.992280457599,3.0,1.0,3007.0485479163763
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,0.03,2.0,34028.70246681768,4.0,3.0,3121.8261319868957
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,0.1,0.5,5807.514857278128,3.0,1.0,3006.858696130193
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,0.1,2.0,34028.68765528101,4.0,3.0,3121.841578589048
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,0.3,0.5,5809.0187590880605,3.0,1.0,3006.316267810542
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,0.3,2.0,34028.64675100608,4.0,3.0,3121.8857089722915
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,1.0,0.5,5814.408879259891,3.0,1.0,3004.417830133425
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,1.0,2.0,34028.52008727749,4.0,3.0,3122.040133053159
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,3.0,0.5,5830.897835132321,3.0,1.0,2998.994222501703
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,3.0,2.0,34028.29962755241,4.0,3.0,3127.4046202524287
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,10.0,0.5,5901.535719329627,3.0,1.0,2980.0163777442635
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,10.0,2.0,34025.650524265875,4.0,3.0,3137.1772307613846
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,25.0,0.5,6126.019805811296,3.0,1.0,2939.360594620152
A5_leo_180deg,13572.600000000002,1.9565461826547998,360.0,prograde,25.0,2.0,34015.31963553672,4.0,3.0,3140.0462683891396
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,0.0,0.5,6831.981318204479,2.0,1.0,1191.6594237639185
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,0.0,2.0,2458.9341042827577,3.0,2.0,650.7041486048806
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,0.01,0.5,6831.968560394612,2.0,1.0,1191.6581874127567
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,0.01,2.0,2458.9073840052697,3.0,2.0,650.6983483778281
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,0.03,0.5,6831.943044278318,2.0,1.0,1191.655714450193
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,0.03,2.0,2458.8539430840547,3.0,2.0,650.686747740533
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,0.1,0.5,6831.853732657416,2.0,1.0,1191.6470563486303
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,0.1,2.0,2458.6668960145144,3.0,2.0,650.646143586421
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,0.3,0.5,6831.598511905865,2.0,1.0,1191.622295491566
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,0.3,2.0,2458.1324428597964,3.0,2.0,650.530115227788
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,1.0,0.5,6830.704717811514,2.0,1.0,1191.5353591394985
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,1.0,2.0,2456.26147246948,3.0,2.0,650.1238235153979
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,3.0,0.5,6828.146549196963,2.0,1.0,1191.2846246967304
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,3.0,2.0,2450.9125519373124,3.0,2.0,648.9613384501496
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,10.0,0.5,6819.140736945323,2.0,1.0,1190.379625422059
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,10.0,2.0,2432.1530803213404,3.0,2.0,644.8732952091199
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,25.0,0.5,6799.568300473038,2.0,1.0,1188.2957361458537
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,radial,25.0,2.0,2391.755850279274,3.0,2.0,636.0108727637996
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,0.0,0.5,6831.981318204479,2.0,1.0,1191.6594237639185
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,0.0,2.0,2458.9341042827577,3.0,2.0,650.7041486048806
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,0.01,0.5,6831.959046238846,2.0,1.0,1191.6535051702776
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,0.01,2.0,2458.899626125097,3.0,2.0,650.6952272929159
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,0.03,0.5,6831.914502296602,2.0,1.0,1191.6416677804004
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,0.03,2.0,2458.8306700194626,3.0,2.0,650.677384617036
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,0.1,0.5,6831.758598384043,2.0,1.0,1191.6002347888934
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,0.1,2.0,2458.5893258520764,3.0,2.0,650.6149347061801
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,0.3,0.5,6831.31315766145,2.0,1.0,1191.4818365888725
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,0.3,2.0,2457.899789977388,3.0,2.0,650.4365017196516
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,1.0,0.5,6829.754104211595,2.0,1.0,1191.0672305306882
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,1.0,2.0,2455.48663526577,3.0,2.0,649.8119319428852
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,3.0,0.5,6825.299583038559,2.0,1.0,1189.8808282065233
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,3.0,2.0,2448.593812694343,3.0,2.0,648.0269852606533
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,10.0,0.5,6809.708216517856,2.0,1.0,1185.7075200796085
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,10.0,2.0,2424.491637001757,3.0,2.0,641.7744442243061
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,25.0,0.5,6776.300754912151,2.0,1.0,1176.6585894218958
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,prograde,25.0,2.0,2372.9692451861374,3.0,2.0,628.3508214516313
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,radial,0.0,0.5,20819.419787797066,2.0,1.0,1750.7926544754212
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,radial,0.0,2.0,26229.51568194485,3.0,2.0,3128.5620327653005
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,radial,0.01,0.5,20819.422179346795,2.0,1.0,1750.7946790033611
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,radial,0.01,2.0,26229.481807498592,3.0,2.0,3128.5550355860605
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,radial,0.03,0.5,20819.426960091034,2.0,1.0,1750.7987277397347
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,radial,0.03,2.0,26229.414058636423,3.0,2.0,3128.5410409932215
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,radial,0.1,0.5,20819.44366796428,2.0,1.0,1750.8128949621148
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,radial,0.1,2.0,26229.17693793658,3.0,2.0,3128.492057457361
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,radial,0.3,0.5,20819.491192713034,2.0,1.0,1750.8533439802986
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,radial,0.3,2.0,26228.49945293985,3.0,2.0,3128.3520834026976
