gap_max_deg,true_lon_gap_mean_deg,true_lon_gap_max_deg,mean_lon_gap_mean_deg,dtheta_mean_deg
10.0,89.87583014324449,179.9581931225204,89.82875762553566,5.180503119065332
30.0,90.02312439479213,179.88261592722313,89.94456415588098,15.239730151415213
90.0,90.40182663691624,179.96125148681074,90.36559981510817,45.57736773911526
180.0,91.05000984829,179.7101990922504,91.06114400297275,91.11940228696047
30.0,15.116468347030136,29.889121637813993,nan,nan
180.0,90.69881005016116,179.3347221064189,nan,nan
