alt_km,i_deg,e,period_min,RAAN_dot_deg_day,argp_dot_deg_day,Mdot_minus_n_deg_day,Mdot_rel_corr,v_circ,dv_per_deg_plane
35786.0,28.5,0.3,1435.701905557181,-0.01424413379303156,0.02319081997347271,0.0101812323018187,2.8196787454941035e-05,3074.921541506354,53.666823973339795
35786.0,45.0,0.0,1435.701905557181,-0.009490854730356036,0.010066571608636768,0.003355523869528128,9.293078729984836e-06,3074.921541506354,53.666823973339795
35786.0,45.0,0.3,1435.701905557181,-0.011461000761207627,0.012156227036151147,0.0038654338370602273,1.0705267603535058e-05,3074.921541506354,53.666823973339795
35786.0,51.6,0.0,1435.701905557181,-0.008337104812956513,0.006235387632197714,0.0010568134836554017,2.926830887929366e-06,3074.921541506354,53.666823973339795
35786.0,51.6,0.3,1435.701905557181,-0.010067751253419287,0.007529752001204821,0.0012174082968787231,3.371596087326206e-06,3074.921541506354,53.666823973339795
35786.0,63.4,0.0,1435.701905557181,-0.006009865228195805,1.6381692436061724e-05,-0.0026745900801551556,-7.407241656371703e-06,3074.921541506354,53.666823973339795
35786.0,63.4,0.3,1435.701905557181,-0.007257414839024036,1.9782263538294555e-05,-0.003081024423604797,-8.53285616519603e-06,3074.921541506354,53.666823973339795
35786.0,90.0,0.0,1435.701905557181,-8.21866313260309e-19,-0.006711047739091176,-0.006711047739123346,-1.8586157460155477e-05,3074.921541506354,53.666823973339795
35786.0,90.0,0.3,1435.701905557181,-9.924723019687341e-19,-0.008104151357434095,-0.007730867674053365,-2.141053520688431e-05,3074.921541506354,53.666823973339795
35786.0,97.4,0.0,1435.701905557181,0.0017287067944335053,-0.006154423181849301,-0.006377073004728832,-1.7661218874935265e-05,3074.921541506354,53.666823973339795
35786.0,97.4,0.3,1435.701905557181,0.002087558017671181,-0.007431980656743509,-0.007346141685209627,-2.0345041697431524e-05,3074.921541506354,53.666823973339795
