cls,nav_seed,component,block,z,rho
E3-ecc,20260885,plane,vel,0.7016385869233489,101036.22492123488
E3-ecc,20260885,plane,pos,-1.1646517034121666,9407739.078079684
E3-ecc,20260885,plane,vel,-0.5784745813112859,9407739.078079684
E3-ecc,20260885,plane,pos,1.2698085514547575,2697135.1855858597
E3-ecc,20260885,plane,vel,-1.2292575876324099,2697135.1855858597
E3-ecc,20260885,plane,pos,-0.39402212112238827,322803.4192478714
E3-ecc,20260885,plane,vel,0.6985047566184708,322803.4192478714
E3-ecc,20260885,plane,pos,-3225.8380299492765,11018172.755490474
E3-ecc,20260885,plane,vel,-3000.5798297681367,11018172.755490474
E3-ecc,20260885,range,pos,-420.91020415920883,26419329.395770613
E3-ecc,20260885,range,vel,130.16943288247577,26419329.395770613
E3-ecc,20260885,range,pos,1.8205842134682049,151183.08135807855
E3-ecc,20260885,range,vel,1.728310248392708,151183.08135807855
E3-ecc,20260885,range,pos,0.24455946169202258,40425.463457801096
E3-ecc,20260885,range,vel,0.42425336092953936,40425.463457801096
E3-ecc,20260885,range,pos,-2.1124146894944857,540454.2751142203
E3-ecc,20260885,range,vel,2.456888715961458,540454.2751142203
E3-ecc,20260885,range,pos,-0.20297430321146728,262435.0432369358
E3-ecc,20260885,range,vel,0.36513509602874455,262435.0432369358
E3-ecc,20260885,range,pos,-1.0530804649107026,235215.14240613132
E3-ecc,20260885,range,vel,-1.1690604096929722,235215.14240613132
E3-ecc,20260885,range,pos,-1.5801973942819332,146275.61646015497
E3-ecc,20260885,range,vel,-1.3955633534007537,146275.61646015497
E3-ecc,20260885,range,pos,1214.0822434547204,6222650.856018038
E3-ecc,20260885,range,vel,-7574.779072302775,6222650.856018038
E3-ecc,20260885,inplane,pos,-223.5705805033803,26419329.395770613
E3-ecc,20260885,inplane,vel,1140.197825834058,26419329.395770613
E3-ecc,20260885,inplane,pos,-0.29678950657907405,151183.08135807855
E3-ecc,20260885,inplane,vel,1.0840300790684185,151183.08135807855
E3-ecc,20260885,inplane,pos,-0.3557920917493124,40425.463457801096
E3-ecc,20260885,inplane,vel,-0.5181538499511306,40425.463457801096
E3-ecc,20260885,inplane,pos,1.4119713169260883,540454.2751142203
E3-ecc,20260885,inplane,vel,-1.769509374751858,540454.2751142203
E3-ecc,20260885,inplane,pos,0.09833201167310623,262435.0432369358
E3-ecc,20260885,inplane,vel,-0.16697208119482487,262435.0432369358
E3-ecc,20260885,inplane,pos,-1.35738976111638,235215.14240613132
E3-ecc,20260885,inplane,vel,-1.1960319373410344,235215.14240613132
E3-ecc,20260885,inplane,pos,-0.0821748594433682,146275.61646015497
E3-ecc,20260885,inplane,vel,-1.2059685982563735,146275.61646015497
E3-ecc,20260885,inplane,pos,-132.9341810887361,6222650.856018038
E3-ecc,20260885,inplane,vel,1092.4207709387908,6222650.856018038
E3-ecc,20260885,plane,pos,-6853.875521744068,26419329.395770613
E3-ecc,20260885,plane,vel,10502.848678719714,26419329.395770613
E3-ecc,20260885,plane,pos,0.8575328012392522,151183.08135807855
E3-ecc,20260885,plane,vel,-1.7765856585120643,151183.08135807855
E3-ecc,20260885,plane,pos,-0.25008456816161284,40425.463457801096
E3-ecc,20260885,plane,vel,0.27742212366076124,40425.463457801096
E3-ecc,20260885,plane,pos,-0.8008479784122671,540454.2751142203
E3-ecc,20260885,plane,vel,-2.4642349832403725,540454.2751142203
E3-ecc,20260885,plane,pos,-1.1307527362485557,262435.0432369358
E3-ecc,20260885,plane,vel,-0.1500975895711433,262435.0432369358
E3-ecc,20260885,plane,pos,-0.5010041435236305,235215.14240613132
E3-ecc,20260885,plane,vel,0.6667496502665038,235215.14240613132
E3-ecc,20260885,plane,pos,-1.6352654891097076,146275.61646015497
E3-ecc,20260885,plane,vel,0.03175126710812825,146275.61646015497
E3-ecc,20260885,plane,pos,427.69472589690116,6222650.856018038
E3-ecc,20260885,plane,vel,-42.96756291255692,6222650.856018038
E3-ecc,20260892,range,pos,1.2588971896869698,559059.0781409191
E3-ecc,20260892,range,vel,2.1272806857230573,559059.0781409191
E3-ecc,20260892,range,pos,1.0190960677878331,235249.00373259626
E3-ecc,20260892,range,vel,-0.8845779532288616,235249.00373259626
E3-ecc,20260892,range,pos,0.9030264476701512,502884.51964138314
E3-ecc,20260892,range,vel,-0.5953646185689931,502884.51964138314
E3-ecc,20260892,range,pos,-0.40418846733896413,703163.2979144884
E3-ecc,20260892,range,vel,0.48503477668329875,703163.2979144884
E3-ecc,20260892,range,pos,1.8347865362973603,208020.56258015728
E3-ecc,20260892,range,vel,0.8859272990690552,208020.56258015728
