a_err_m,acq_err_hand_m,acq_err_m,acq_fail,acq_min,acq_nodes,acq_s,arc_min,arm,di_deg,e_err,fails,inc_err_deg,n_obs,nees,nees_in,plane_err_deg,pos_final_m,pos_rmse_m,rho0_m,rho_mean_m,scenario,seeds,vel_final_ms,vel_rmse_ms,wall_s,zmax_m
11.001678672153503,nan,nan,0,0.0,0.0,0.0,139.0,RB3-EKF,0.0,4.204530239767298e-07,0,0.013998104628241208,140,1.2069002296381508,0.9821428571428572,0.013998104628774894,1420.7723523085037,1632.3438915407287,13572030.0,13569734.494484782,N3b_180deg_coplanar,12,1.2937261983862984,1.9084544415296159,1.1,0.0
29925.4859731677,nan,nan,0,0.0,0.0,0.0,139.0,BO3-EKF,0.0,3.712430006352885e-05,8,7.4781767378735066e-06,140,1.4635251139388733e+18,0.0,7.483025136961397e-06,13565028.785214268,13565633.278872207,13572030.0,13569734.494484782,N3b_180deg_coplanar,12,15321.088910499686,15322.451744160737,0.4,0.0
4786.900153827388,nan,nan,0,0.0,0.0,0.0,139.0,BO3-MSC-o,0.0,0.000872812602187601,0,0.02129842312323891,140,228.82384088489363,0.04285714285714286,0.021298423129775076,43251.17280662299,58591.435340145705,13572030.0,13569734.494484782,N3b_180deg_coplanar,12,36.884449757429394,59.401425215911225,1.8,0.0
131.69101198017597,14558.672190074587,10257.311680153405,0,44.0,1467.0,0.30602288246154785,139.0,BO3-BLS-MSC,0.0,7.731056819286302e-05,0,0.013602662213087136,140,0.7977561364213482,0.9375,0.01360266224363929,3245.1412587173145,3487.0672840171687,13572030.0,13569734.494484782,N3b_180deg_coplanar,12,2.5665332288033715,3.6594309634710926,5.3,0.0
131.69101198017597,14558.672190074587,10257.311680153405,0,44.0,4401.0,0.3383244276046753,139.0,BO3-BLS-FULL,0.0,7.731056819286302e-05,0,0.013602662213087136,140,0.7977561364213482,0.9375,0.01360266224363929,3245.1412587173145,3487.0672840171687,13572030.0,13569734.494484782,N3b_180deg_coplanar,12,2.5665332288033715,3.6594309634710926,5.6,0.0
0.6192655474878848,nan,nan,0,0.0,0.0,0.0,185.0,RB3-EKF,1.001001102806879,3.519974506193844e-07,0,0.0002141619964837211,186,0.5861066309679406,0.9946236559139785,0.0003504166458785906,28.731668394315772,30.718712210198895,306947.1389301385,845601.4137976365,N4_300km_di1p0,12,0.0303703645532754,0.037220796063944565,1.4,118395.11561598064
59999.706111103296,nan,nan,0,0.0,0.0,0.0,185.0,BO3-EKF,1.001001102806879,4.906164610750212e-09,0,1.0009995673984853,186,168224058560811.2,0.0,1.0009995727602727,1406093.1517649307,1266292.7519387924,306947.1389301385,845601.4137976365,N4_300km_di1p0,12,1577.7381226183284,1424.2218577509775,1.5,118395.11561598064
78.35541599756107,nan,nan,0,0.0,0.0,0.0,185.0,BO3-MSC-o,1.001001102806879,3.469373210444323e-05,0,0.004084324814288156,186,10.39481417436606,0.06989247311827956,0.004155949542195469,2535.154373132743,3374.005627118859,306947.1389301385,845601.4137976365,N4_300km_di1p0,12,2.8171369988187047,3.487433919606003,2.1,118395.11561598064
29.73771574581042,9855.655490808182,6128.0698729982205,0,44.0,1440.0,0.3009840250015259,185.0,BO3-BLS-MSC,1.001001102806879,6.497433731106751e-06,0,0.0007374953089496136,186,0.623652455782792,0.971830985915493,0.0007861114801935837,1139.3608441990873,864.6289909674458,306947.1389301385,845601.4137976365,N4_300km_di1p0,12,1.2206426889760766,0.96070920182877,5.7,118395.11561598064
29.73771574581042,9855.655490808182,6128.0698729982205,0,44.0,4320.0,0.32929396629333496,185.0,BO3-BLS-FULL,1.001001102806879,6.497433731106751e-06,0,0.0007374953089496136,186,0.623652455782792,0.971830985915493,0.0007861114801935837,1139.3608441990873,864.6289909674458,306947.1389301385,845601.4137976365,N4_300km_di1p0,12,1.2206426889760766,0.96070920182877,6.0,118395.11561598064
0.6444281968288124,nan,nan,0,0.0,0.0,0.0,185.0,RB3-EKF,0.0,3.54295084282032e-07,0,0.0005056281370257586,186,0.5627563093097819,1.0,0.0005056279238882099,45.990693107267504,45.906273655764096,306911.85418503033,864662.3129344302,N4b_300km_coplanar,12,0.04603542465553319,0.04883452906627177,1.5,0.0
59501.4491785476,nan,nan,0,0.0,0.0,0.0,185.0,BO3-EKF,0.0,1.7698195481770113e-05,1,5.9758476252257614e-05,186,550851820201.3969,0.0,5.9758056543253016e-05,1407638.3660454634,1276101.431570199,306911.85418503033,864662.3129344302,N4b_300km_coplanar,12,1584.9562074801142,1435.4663152341566,1.3,0.0
133.44334389828146,nan,nan,0,0.0,0.0,0.0,185.0,BO3-MSC-o,0.0,7.452261244223477e-05,0,0.0005205006298042615,186,1051.149558262749,0.053763440860215055,0.0005205001002782978,16895.609102135495,19629.968210294566,306911.85418503033,864662.3129344302,N4b_300km_coplanar,12,19.395316597688513,21.922099284014422,2.2,0.0
28.344545849133283,4513.979073820976,2253.383190946398,0,71.0,2880.0,0.8147823810577393,185.0,BO3-BLS-MSC,0.0,6.853311895984758e-06,0,0.0008586600314394602,186,0.6530772591223164,0.9782608695652174,0.0008586601837264256,899.8268480046975,992.6903972228579,306911.85418503033,864662.3129344302,N4b_300km_coplanar,12,0.9767169364135575,1.1370762748779393,11.6,0.0
28.344545849133283,4513.979073820976,2253.383190946398,0,71.0,8640.0,0.8970805406570435,185.0,BO3-BLS-FULL,0.0,6.853311895984758e-06,0,0.0008586600314394602,186,0.6530772591223164,0.9782608695652174,0.0008586601837264256,899.8268480046975,992.6903972228579,306911.85418503033,864662.3129344302,N4b_300km_coplanar,12,0.9767169364135575,1.1370762748779393,12.4,0.0
