kind,alt,e_target,e_sat,phase_deg,relation,rollout_seed,success_n,total,phys_n,phys_total,causes,wall_s
diag,MEO_low,0.5,0.5,180,fully_random,42,0,200,0,0,gave_up=200,2.0
diag,MEO_low,0.5,0.5,180,fully_random,1337,0,200,0,0,gave_up=200,1.9
diag,MEO_low,0.5,0.5,180,fully_random,31415,0,200,0,0,gave_up=200,1.9
diag,MEO,0.0,0.0,30,same_orbit,42,27,200,27,200,"success=27, safety_cap=173",5.8
diag,MEO,0.0,0.0,30,same_orbit,1337,34,200,34,200,"success=34, safety_cap=166",5.8
diag,MEO,0.0,0.0,30,same_orbit,31415,24,200,24,200,"success=24, safety_cap=176",5.6
diag,MEO,0.0,0.0,30,fully_random,42,1,200,1,200,"success=1, safety_cap=199",6.5
diag,MEO,0.0,0.0,30,fully_random,1337,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.0,0.0,30,fully_random,31415,0,200,0,200,safety_cap=200,6.5
diag,MEO,0.0,0.0,90,same_orbit,42,8,200,8,200,"success=8, safety_cap=192",8.6
diag,MEO,0.0,0.0,90,same_orbit,1337,8,200,8,200,"success=8, safety_cap=192",8.6
diag,MEO,0.0,0.0,90,fully_random,42,1,200,1,200,"success=1, safety_cap=199",6.5
diag,MEO,0.0,0.0,90,same_orbit,31415,8,200,8,200,"success=8, safety_cap=192",9.2
diag,MEO,0.0,0.0,90,fully_random,1337,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.0,0.0,90,fully_random,31415,0,200,0,200,safety_cap=200,6.5
diag,MEO,0.0,0.0,150,same_orbit,42,17,200,17,200,"success=17, safety_cap=183",6.1
diag,MEO,0.0,0.0,150,same_orbit,1337,18,200,18,200,"success=18, safety_cap=182",6.1
diag,MEO,0.0,0.0,150,same_orbit,31415,13,200,13,200,"success=13, safety_cap=187",6.0
diag,MEO,0.0,0.0,150,fully_random,42,1,200,1,200,"success=1, safety_cap=199",6.0
diag,MEO,0.0,0.0,150,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.0,0.0,180,same_orbit,42,16,200,16,200,"success=16, safety_cap=184",5.7
diag,MEO,0.0,0.0,150,fully_random,31415,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.0,0.0,180,same_orbit,1337,20,200,20,200,"success=20, safety_cap=180",6.0
diag,MEO,0.0,0.0,180,same_orbit,31415,13,200,13,200,"success=13, safety_cap=187",6.0
diag,MEO,0.0,0.0,180,fully_random,42,1,200,1,200,"success=1, safety_cap=199",6.1
diag,MEO,0.0,0.0,180,fully_random,1337,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.0,0.0,180,fully_random,31415,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.05,0.05,30,same_orbit,42,31,200,31,200,"success=31, safety_cap=169",5.7
diag,MEO,0.05,0.05,30,same_orbit,1337,34,200,34,200,"success=34, safety_cap=166",5.4
diag,MEO,0.05,0.05,30,same_orbit,31415,31,200,31,200,"success=31, safety_cap=169",5.7
diag,MEO,0.05,0.05,30,fully_random,42,2,200,2,200,"success=2, safety_cap=198",6.4
diag,MEO,0.05,0.05,30,fully_random,1337,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.05,0.05,30,fully_random,31415,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.05,0.05,90,same_orbit,42,14,200,14,200,"success=14, safety_cap=186",6.1
diag,MEO,0.05,0.05,90,same_orbit,1337,13,200,13,200,"success=13, safety_cap=187",6.1
diag,MEO,0.05,0.05,90,same_orbit,31415,10,200,10,200,"success=10, safety_cap=190",6.0
diag,MEO,0.05,0.05,90,fully_random,42,1,200,1,200,"success=1, safety_cap=199",6.3
diag,MEO,0.05,0.05,90,fully_random,1337,0,200,0,200,safety_cap=200,6.1
diag,MEO,0.05,0.05,90,fully_random,31415,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.05,0.05,150,same_orbit,42,11,200,11,200,"success=11, safety_cap=189",6.1
diag,MEO,0.05,0.05,150,same_orbit,1337,11,200,11,200,"success=11, safety_cap=189",6.1
diag,MEO,0.05,0.05,150,same_orbit,31415,8,200,8,200,"success=8, safety_cap=192",6.1
diag,MEO,0.05,0.05,150,fully_random,42,1,200,1,200,"success=1, safety_cap=199",6.1
diag,MEO,0.05,0.05,150,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.05,0.05,180,same_orbit,42,13,200,13,200,"success=13, safety_cap=187",5.9
diag,MEO,0.05,0.05,150,fully_random,31415,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.05,0.05,180,same_orbit,1337,14,200,14,200,"success=14, safety_cap=186",6.0
diag,MEO,0.05,0.05,180,same_orbit,31415,8,200,8,200,"success=8, safety_cap=192",6.1
diag,MEO,0.05,0.05,180,fully_random,42,1,200,1,200,"success=1, safety_cap=199",6.4
diag,MEO,0.05,0.05,180,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.05,0.05,180,fully_random,31415,0,200,0,200,safety_cap=200,6.1
diag,MEO,0.1,0.1,30,same_orbit,42,32,200,32,200,"success=32, safety_cap=168",5.5
diag,MEO,0.1,0.1,30,same_orbit,31415,36,200,36,200,"success=36, safety_cap=164",5.3
diag,MEO,0.1,0.1,30,same_orbit,1337,36,200,36,200,"success=36, safety_cap=164",5.7
diag,MEO,0.1,0.1,30,fully_random,42,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.1,0.1,30,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.1,0.1,90,same_orbit,42,13,200,13,200,"success=13, safety_cap=187",6.0
diag,MEO,0.1,0.1,30,fully_random,31415,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.1,0.1,90,same_orbit,1337,16,200,16,200,"success=16, safety_cap=184",5.9
diag,MEO,0.1,0.1,90,same_orbit,31415,13,200,13,200,"success=13, safety_cap=187",5.8
diag,MEO,0.1,0.1,90,fully_random,42,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.1,0.1,90,fully_random,1337,0,200,0,200,safety_cap=200,6.5
diag,MEO,0.1,0.1,90,fully_random,31415,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.1,0.1,150,same_orbit,42,7,200,7,200,"success=7, safety_cap=193",6.2
diag,MEO,0.1,0.1,150,same_orbit,1337,8,200,8,200,"success=8, safety_cap=192",6.1
diag,MEO,0.1,0.1,150,same_orbit,31415,3,200,3,200,"success=3, safety_cap=197",6.2
diag,MEO,0.1,0.1,150,fully_random,42,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.1,0.1,150,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.1,0.1,150,fully_random,31415,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.1,0.1,180,same_orbit,42,7,200,7,200,"success=7, safety_cap=193",6.1
diag,MEO,0.1,0.1,180,same_orbit,1337,8,200,8,200,"success=8, safety_cap=192",6.2
diag,MEO,0.1,0.1,180,same_orbit,31415,3,200,3,200,"success=3, safety_cap=197",6.0
diag,MEO,0.1,0.1,180,fully_random,42,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.1,0.1,180,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.1,0.1,180,fully_random,31415,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.2,0.2,30,same_orbit,42,25,200,25,200,"success=25, safety_cap=175",6.0
diag,MEO,0.2,0.2,30,same_orbit,1337,21,200,21,200,"success=21, safety_cap=179",6.0
diag,MEO,0.2,0.2,30,same_orbit,31415,16,200,16,200,"success=16, safety_cap=184",6.0
diag,MEO,0.2,0.2,30,fully_random,42,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.2,0.2,30,fully_random,1337,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.2,0.2,30,fully_random,31415,0,200,0,200,safety_cap=200,6.5
diag,MEO,0.2,0.2,90,same_orbit,42,4,200,4,200,"success=4, safety_cap=196",6.6
diag,MEO,0.2,0.2,90,same_orbit,1337,6,200,6,200,"success=6, safety_cap=194",6.6
diag,MEO,0.2,0.2,90,same_orbit,31415,8,200,8,200,"success=8, safety_cap=192",6.8
diag,MEO,0.2,0.2,90,fully_random,42,0,200,0,200,safety_cap=200,6.7
diag,MEO,0.2,0.2,90,fully_random,1337,0,200,0,200,safety_cap=200,6.7
diag,MEO,0.2,0.2,90,fully_random,31415,0,200,0,200,safety_cap=200,6.6
diag,MEO,0.2,0.2,150,same_orbit,42,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.2,0.2,150,same_orbit,1337,1,200,1,200,"success=1, safety_cap=199",6.2
diag,MEO,0.2,0.2,150,same_orbit,31415,1,200,1,200,"success=1, safety_cap=199",6.2
diag,MEO,0.2,0.2,150,fully_random,42,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.2,0.2,150,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.2,0.2,150,fully_random,31415,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.2,0.2,180,same_orbit,42,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.2,0.2,180,same_orbit,1337,1,200,1,200,"success=1, safety_cap=199",6.7
diag,MEO,0.2,0.2,180,same_orbit,31415,0,200,0,200,safety_cap=200,6.6
diag,MEO,0.2,0.2,180,fully_random,42,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.2,0.2,180,fully_random,1337,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.2,0.2,180,fully_random,31415,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.3,0.3,30,same_orbit,42,15,200,15,200,"success=15, safety_cap=185",5.8
diag,MEO,0.3,0.3,30,same_orbit,1337,20,200,20,200,"success=20, safety_cap=180",6.0
diag,MEO,0.3,0.3,30,same_orbit,31415,21,200,21,200,"success=21, safety_cap=179",5.9
diag,MEO,0.3,0.3,30,fully_random,42,0,200,0,200,safety_cap=200,6.1
diag,MEO,0.3,0.3,30,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.3,0.3,30,fully_random,31415,0,200,0,200,safety_cap=200,6.1
diag,MEO,0.3,0.3,90,same_orbit,42,11,200,11,200,"success=11, safety_cap=189",6.3
diag,MEO,0.3,0.3,90,same_orbit,1337,8,200,8,200,"success=8, safety_cap=192",6.1
diag,MEO,0.3,0.3,90,same_orbit,31415,5,200,5,200,"success=5, safety_cap=195",6.3
diag,MEO,0.3,0.3,90,fully_random,42,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.3,0.3,90,fully_random,1337,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.3,0.3,90,fully_random,31415,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.3,0.3,150,same_orbit,42,0,200,0,200,safety_cap=200,6.1
diag,MEO,0.3,0.3,150,same_orbit,1337,0,200,0,200,safety_cap=200,6.5
diag,MEO,0.3,0.3,150,same_orbit,31415,0,200,0,200,safety_cap=200,6.5
diag,MEO,0.3,0.3,150,fully_random,42,0,200,0,200,safety_cap=200,6.5
diag,MEO,0.3,0.3,150,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.3,0.3,150,fully_random,31415,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.3,0.3,180,same_orbit,42,4,200,4,200,"success=4, safety_cap=196",6.3
diag,MEO,0.3,0.3,180,same_orbit,1337,2,200,2,200,"success=2, safety_cap=198",6.1
diag,MEO,0.3,0.3,180,same_orbit,31415,3,200,3,200,"success=3, safety_cap=197",6.3
diag,MEO,0.3,0.3,180,fully_random,42,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.3,0.3,180,fully_random,1337,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.3,0.3,180,fully_random,31415,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.5,0.5,30,same_orbit,42,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.5,0.5,30,same_orbit,1337,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.5,0.5,30,same_orbit,31415,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.5,0.5,30,fully_random,42,0,200,0,200,safety_cap=200,6.7
diag,MEO,0.5,0.5,30,fully_random,1337,0,200,0,200,safety_cap=200,6.5
diag,MEO,0.5,0.5,90,same_orbit,42,3,200,3,200,"success=3, safety_cap=197",6.3
diag,MEO,0.5,0.5,30,fully_random,31415,0,200,0,200,safety_cap=200,6.5
diag,MEO,0.5,0.5,90,same_orbit,1337,3,200,3,200,"success=3, safety_cap=197",6.1
diag,MEO,0.5,0.5,90,same_orbit,31415,1,200,1,200,"success=1, safety_cap=199",6.2
diag,MEO,0.5,0.5,90,fully_random,1337,0,200,0,200,safety_cap=200,6.2
diag,MEO,0.5,0.5,90,fully_random,42,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.5,0.5,90,fully_random,31415,0,200,0,200,safety_cap=200,6.1
diag,MEO,0.5,0.5,150,same_orbit,42,1,200,1,200,"success=1, safety_cap=199",6.0
diag,MEO,0.5,0.5,150,same_orbit,1337,1,200,1,200,"success=1, safety_cap=199",6.2
diag,MEO,0.5,0.5,150,same_orbit,31415,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.5,0.5,150,fully_random,42,0,200,0,200,safety_cap=200,6.4
diag,MEO,0.5,0.5,150,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,MEO,0.5,0.5,150,fully_random,31415,0,200,0,200,safety_cap=200,6.1
diag,MEO,0.5,0.5,180,same_orbit,42,1,200,1,200,"success=1, safety_cap=199",6.1
diag,MEO,0.5,0.5,180,same_orbit,1337,0,200,0,200,safety_cap=200,6.1
diag,MEO,0.5,0.5,180,same_orbit,31415,0,200,0,200,safety_cap=200,6.5
diag,MEO,0.5,0.5,180,fully_random,42,0,200,0,200,safety_cap=200,6.5
diag,MEO,0.5,0.5,180,fully_random,1337,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.0,0.0,30,same_orbit,42,15,200,15,200,"success=15, safety_cap=185",5.8
diag,MEO,0.5,0.5,180,fully_random,31415,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.0,0.0,30,same_orbit,1337,16,200,16,200,"success=16, safety_cap=184",5.7
diag,GEO,0.0,0.0,30,same_orbit,31415,14,200,14,200,"success=14, safety_cap=186",5.9
diag,GEO,0.0,0.0,30,fully_random,1337,0,200,0,200,safety_cap=200,6.2
diag,GEO,0.0,0.0,30,fully_random,42,1,200,1,200,"success=1, safety_cap=199",6.8
diag,GEO,0.0,0.0,30,fully_random,31415,0,200,0,200,safety_cap=200,6.5
diag,GEO,0.0,0.0,90,same_orbit,42,6,200,6,200,"success=6, safety_cap=194",7.6
diag,GEO,0.0,0.0,90,same_orbit,1337,5,200,5,200,"success=5, safety_cap=195",8.1
diag,GEO,0.0,0.0,90,same_orbit,31415,6,200,6,200,"success=6, safety_cap=194",7.9
diag,GEO,0.0,0.0,90,fully_random,42,1,200,1,200,"success=1, safety_cap=199",6.7
diag,GEO,0.0,0.0,90,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.0,0.0,150,same_orbit,42,9,200,9,200,"success=9, safety_cap=191",5.9
diag,GEO,0.0,0.0,90,fully_random,31415,0,200,0,200,safety_cap=200,6.8
diag,GEO,0.0,0.0,150,same_orbit,1337,8,200,8,200,"success=8, safety_cap=192",6.0
diag,GEO,0.0,0.0,150,same_orbit,31415,9,200,9,200,"success=9, safety_cap=191",5.9
diag,GEO,0.0,0.0,150,fully_random,42,1,200,1,200,"success=1, safety_cap=199",6.2
diag,GEO,0.0,0.0,150,fully_random,1337,0,200,0,200,safety_cap=200,6.2
diag,GEO,0.0,0.0,150,fully_random,31415,0,200,0,200,safety_cap=200,6.2
diag,GEO,0.0,0.0,180,same_orbit,42,9,200,9,200,"success=9, safety_cap=191",6.1
diag,GEO,0.0,0.0,180,same_orbit,1337,8,200,8,200,"success=8, safety_cap=192",6.2
diag,GEO,0.0,0.0,180,same_orbit,31415,9,200,9,200,"success=9, safety_cap=191",6.0
diag,GEO,0.0,0.0,180,fully_random,42,1,200,1,200,"success=1, safety_cap=199",6.3
diag,GEO,0.0,0.0,180,fully_random,1337,0,200,0,200,safety_cap=200,6.1
diag,GEO,0.0,0.0,180,fully_random,31415,0,200,0,200,safety_cap=200,6.2
diag,GEO,0.05,0.05,30,same_orbit,42,16,200,16,200,"success=16, safety_cap=184",6.0
diag,GEO,0.05,0.05,30,same_orbit,1337,17,200,17,200,"success=17, safety_cap=183",5.9
diag,GEO,0.05,0.05,30,same_orbit,31415,14,200,14,200,"success=14, safety_cap=186",6.0
diag,GEO,0.05,0.05,30,fully_random,42,0,200,0,200,safety_cap=200,6.7
diag,GEO,0.05,0.05,30,fully_random,1337,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.05,0.05,30,fully_random,31415,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.05,0.05,90,same_orbit,42,5,200,5,200,"success=5, safety_cap=195",6.0
diag,GEO,0.05,0.05,90,same_orbit,1337,9,200,9,200,"success=9, safety_cap=191",6.1
diag,GEO,0.05,0.05,90,same_orbit,31415,4,200,4,200,"success=4, safety_cap=196",6.2
diag,GEO,0.05,0.05,90,fully_random,42,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.05,0.05,90,fully_random,1337,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.05,0.05,150,same_orbit,42,5,200,5,200,"success=5, safety_cap=195",6.0
diag,GEO,0.05,0.05,90,fully_random,31415,0,200,0,200,safety_cap=200,6.5
diag,GEO,0.05,0.05,150,same_orbit,1337,6,200,6,200,"success=6, safety_cap=194",6.3
diag,GEO,0.05,0.05,150,same_orbit,31415,5,200,5,200,"success=5, safety_cap=195",6.1
diag,GEO,0.05,0.05,150,fully_random,42,0,200,0,200,safety_cap=200,6.6
diag,GEO,0.05,0.05,150,fully_random,1337,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.05,0.05,180,same_orbit,42,5,200,5,200,"success=5, safety_cap=195",6.1
diag,GEO,0.05,0.05,150,fully_random,31415,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.05,0.05,180,same_orbit,1337,7,200,7,200,"success=7, safety_cap=193",6.1
diag,GEO,0.05,0.05,180,same_orbit,31415,5,200,5,200,"success=5, safety_cap=195",6.3
diag,GEO,0.05,0.05,180,fully_random,42,0,200,0,200,safety_cap=200,6.5
diag,GEO,0.05,0.05,180,fully_random,1337,0,200,0,200,safety_cap=200,6.7
diag,GEO,0.1,0.1,30,same_orbit,42,15,200,15,200,"success=15, safety_cap=185",6.0
diag,GEO,0.05,0.05,180,fully_random,31415,0,200,0,200,safety_cap=200,6.5
diag,GEO,0.1,0.1,30,same_orbit,1337,19,200,19,200,"success=19, safety_cap=181",6.1
diag,GEO,0.1,0.1,30,same_orbit,31415,15,200,15,200,"success=15, safety_cap=185",5.9
diag,GEO,0.1,0.1,30,fully_random,1337,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.1,0.1,30,fully_random,42,0,200,0,200,safety_cap=200,6.8
diag,GEO,0.1,0.1,90,same_orbit,42,8,200,8,200,"success=8, safety_cap=192",6.2
diag,GEO,0.1,0.1,30,fully_random,31415,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.1,0.1,90,same_orbit,1337,7,200,7,200,"success=7, safety_cap=193",6.3
diag,GEO,0.1,0.1,90,same_orbit,31415,8,200,8,200,"success=8, safety_cap=192",6.2
diag,GEO,0.1,0.1,90,fully_random,42,0,200,0,200,safety_cap=200,6.5
diag,GEO,0.1,0.1,90,fully_random,1337,0,200,0,200,safety_cap=200,6.7
diag,GEO,0.1,0.1,150,same_orbit,42,4,200,4,200,"success=4, safety_cap=196",6.4
diag,GEO,0.1,0.1,90,fully_random,31415,0,200,0,200,safety_cap=200,6.7
diag,GEO,0.1,0.1,150,same_orbit,1337,1,200,1,200,"success=1, safety_cap=199",6.0
diag,GEO,0.1,0.1,150,same_orbit,31415,4,200,4,200,"success=4, safety_cap=196",6.2
diag,GEO,0.1,0.1,150,fully_random,42,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.1,0.1,150,fully_random,1337,0,200,0,200,safety_cap=200,6.5
diag,GEO,0.1,0.1,150,fully_random,31415,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.1,0.1,180,same_orbit,42,4,200,4,200,"success=4, safety_cap=196",6.1
diag,GEO,0.1,0.1,180,same_orbit,31415,4,200,4,200,"success=4, safety_cap=196",6.0
diag,GEO,0.1,0.1,180,same_orbit,1337,1,200,1,200,"success=1, safety_cap=199",6.2
diag,GEO,0.1,0.1,180,fully_random,42,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.1,0.1,180,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.2,0.2,30,same_orbit,42,19,200,19,200,"success=19, safety_cap=181",5.8
diag,GEO,0.1,0.1,180,fully_random,31415,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.2,0.2,30,same_orbit,1337,17,200,17,200,"success=17, safety_cap=183",5.7
diag,GEO,0.2,0.2,30,same_orbit,31415,10,200,10,200,"success=10, safety_cap=190",5.9
diag,GEO,0.2,0.2,30,fully_random,42,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.2,0.2,30,fully_random,1337,0,200,0,200,safety_cap=200,6.1
diag,GEO,0.2,0.2,90,same_orbit,42,5,200,5,200,"success=5, safety_cap=195",5.9
diag,GEO,0.2,0.2,30,fully_random,31415,0,200,0,200,safety_cap=200,6.7
diag,GEO,0.2,0.2,90,same_orbit,1337,5,200,5,200,"success=5, safety_cap=195",6.1
diag,GEO,0.2,0.2,90,same_orbit,31415,3,200,3,200,"success=3, safety_cap=197",6.2
diag,GEO,0.2,0.2,90,fully_random,42,0,200,0,200,safety_cap=200,6.5
diag,GEO,0.2,0.2,90,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.2,0.2,90,fully_random,31415,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.2,0.2,150,same_orbit,42,0,200,0,200,safety_cap=200,6.1
diag,GEO,0.2,0.2,150,same_orbit,1337,1,200,1,200,"success=1, safety_cap=199",6.2
diag,GEO,0.2,0.2,150,same_orbit,31415,1,200,1,200,"success=1, safety_cap=199",6.2
diag,GEO,0.2,0.2,150,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.2,0.2,150,fully_random,42,0,200,0,200,safety_cap=200,6.9
diag,GEO,0.2,0.2,180,same_orbit,42,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.2,0.2,150,fully_random,31415,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.2,0.2,180,same_orbit,1337,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.2,0.2,180,same_orbit,31415,0,200,0,200,safety_cap=200,6.2
diag,GEO,0.2,0.2,180,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.2,0.2,180,fully_random,42,0,200,0,200,safety_cap=200,6.9
diag,GEO,0.2,0.2,180,fully_random,31415,0,200,0,200,safety_cap=200,6.6
diag,GEO,0.3,0.3,30,same_orbit,42,8,200,8,200,"success=8, safety_cap=192",6.3
diag,GEO,0.3,0.3,30,same_orbit,1337,8,200,8,200,"success=8, safety_cap=192",6.1
diag,GEO,0.3,0.3,30,same_orbit,31415,4,200,4,200,"success=4, safety_cap=196",6.2
diag,GEO,0.3,0.3,30,fully_random,42,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.3,0.3,30,fully_random,31415,0,200,0,200,safety_cap=200,6.2
diag,GEO,0.3,0.3,30,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.3,0.3,90,same_orbit,42,5,200,5,200,"success=5, safety_cap=195",6.0
diag,GEO,0.3,0.3,90,same_orbit,1337,2,200,2,200,"success=2, safety_cap=198",6.2
diag,GEO,0.3,0.3,90,same_orbit,31415,2,200,2,200,"success=2, safety_cap=198",6.3
diag,GEO,0.3,0.3,90,fully_random,42,0,200,0,200,safety_cap=200,6.6
diag,GEO,0.3,0.3,90,fully_random,1337,0,200,0,200,safety_cap=200,6.5
diag,GEO,0.3,0.3,150,same_orbit,42,0,200,0,200,safety_cap=200,6.0
diag,GEO,0.3,0.3,90,fully_random,31415,0,200,0,200,safety_cap=200,6.5
diag,GEO,0.3,0.3,150,same_orbit,1337,0,200,0,200,safety_cap=200,5.9
diag,GEO,0.3,0.3,150,same_orbit,31415,0,200,0,200,safety_cap=200,6.2
diag,GEO,0.3,0.3,150,fully_random,42,0,200,0,200,safety_cap=200,6.0
diag,GEO,0.3,0.3,150,fully_random,1337,0,200,0,200,safety_cap=200,6.2
diag,GEO,0.3,0.3,180,same_orbit,42,0,200,0,200,safety_cap=200,5.8
diag,GEO,0.3,0.3,150,fully_random,31415,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.3,0.3,180,same_orbit,1337,0,200,0,200,safety_cap=200,5.9
diag,GEO,0.3,0.3,180,same_orbit,31415,0,200,0,200,safety_cap=200,6.1
diag,GEO,0.3,0.3,180,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.3,0.3,180,fully_random,42,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.5,0.5,30,same_orbit,42,0,200,0,200,safety_cap=200,5.8
diag,GEO,0.3,0.3,180,fully_random,31415,0,200,0,200,safety_cap=200,6.6
diag,GEO,0.5,0.5,30,same_orbit,1337,1,200,1,200,"success=1, safety_cap=199",5.9
diag,GEO,0.5,0.5,30,same_orbit,31415,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.5,0.5,30,fully_random,42,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.5,0.5,30,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.5,0.5,30,fully_random,31415,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.5,0.5,90,same_orbit,42,2,200,2,200,"success=2, safety_cap=198",5.9
diag,GEO,0.5,0.5,90,same_orbit,1337,2,200,2,200,"success=2, safety_cap=198",5.9
diag,GEO,0.5,0.5,90,same_orbit,31415,1,200,1,200,"success=1, safety_cap=199",6.0
diag,GEO,0.5,0.5,90,fully_random,42,0,200,0,200,safety_cap=200,6.2
diag,GEO,0.5,0.5,90,fully_random,1337,0,200,0,200,safety_cap=200,6.4
diag,GEO,0.5,0.5,90,fully_random,31415,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.5,0.5,150,same_orbit,42,0,200,0,200,safety_cap=200,6.2
diag,GEO,0.5,0.5,150,same_orbit,1337,0,200,0,200,safety_cap=200,6.0
diag,GEO,0.5,0.5,150,same_orbit,31415,1,200,1,200,"success=1, safety_cap=199",6.3
diag,GEO,0.5,0.5,150,fully_random,42,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.5,0.5,150,fully_random,1337,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.5,0.5,150,fully_random,31415,0,200,0,200,safety_cap=200,6.1
diag,GEO,0.5,0.5,180,same_orbit,42,0,200,0,200,safety_cap=200,6.1
diag,GEO,0.5,0.5,180,same_orbit,1337,0,200,0,200,safety_cap=200,6.0
diag,GEO,0.5,0.5,180,same_orbit,31415,1,200,1,200,"success=1, safety_cap=199",6.1
diag,GEO,0.5,0.5,180,fully_random,42,0,200,0,200,safety_cap=200,6.3
diag,GEO,0.5,0.5,180,fully_random,1337,0,200,0,200,safety_cap=200,6.3
off_diag,LEO,0.3,0.0,90,fully_random,42,0,200,0,0,gave_up=200,1.9
off_diag,LEO,0.3,0.0,90,fully_random,1337,0,200,0,0,gave_up=200,1.8
off_diag,LEO,0.3,0.0,90,fully_random,31415,0,200,0,0,gave_up=200,1.8
off_diag,LEO,0.0,0.3,90,fully_random,42,0,200,0,0,gave_up=200,2.0
