alt_km,K_deg,i_range,theta_disc_p50,theta_disc_p99,theta_disc_max,theta_box_p50,theta_box_p99,theta_box_max,dv_disc_p99,dv_disc_max,dv_box_p99,dv_box_max,box_over_disc_p99,box_max_over_disc_max
800.0,-1.0,i=98.0,1.0,1.0,1.0,0.9902680687415704,0.9902680687415704,0.9902680687415704,130.12204557273705,130.12204557273705,128.85573844818043,128.85573844818043,0.9902680687415704,0.9902680687415704
2000.0,-1.0,i=0.0,1.0,1.0,1.0,0.0,0.0,0.0,120.43482120854657,120.43482120854657,0.0,0.0,0.0,0.0
2000.0,-1.0,i=5.0,1.0,1.0,1.0,0.08715574274765817,0.08715574274765817,0.08715574274765817,120.43482120854657,120.43482120854657,10.496718511069062,10.496718511069062,0.08715574274765817,0.08715574274765817
2000.0,-1.0,i=28.5,1.0,1.0,1.0,0.4771587602596084,0.4771587602596084,0.4771587602596084,120.43482120854657,120.43482120854657,57.46709330487221,57.46709330487221,0.4771587602596084,0.4771587602596084
2000.0,-1.0,i=51.6,1.0,1.0,1.0,0.7836934573258398,0.7836934573258398,0.7836934573258398,120.43482120854657,120.43482120854657,94.38444362020222,94.38444362020222,0.7836934573258398,0.7836934573258398
2000.0,-1.0,i=63.4,1.0,1.0,1.0,0.8941542368393681,0.8941542368393681,0.8941542368393681,120.43482120854657,120.43482120854657,107.68757967740149,107.68757967740149,0.8941542368393681,0.8941542368393681
2000.0,-1.0,i=90.0,1.0,1.0,1.0,1.0,1.0,1.0,120.43482120854657,120.43482120854657,120.43482120854657,120.43482120854657,1.0,1.0
2000.0,-1.0,i=98.0,1.0,1.0,1.0,0.9902680687415704,0.9902680687415704,0.9902680687415704,120.43482120854657,120.43482120854657,119.26278712723605,119.26278712723605,0.9902680687415704,0.9902680687415704
8000.0,-1.0,i=0.0,1.0,1.0,1.0,0.0,0.0,0.0,91.9172978223245,91.9172978223245,0.0,0.0,0.0,0.0
8000.0,-1.0,i=5.0,1.0,1.0,1.0,0.08715574274765817,0.08715574274765817,0.08715574274765817,91.9172978223245,91.9172978223245,8.011221271863963,8.011221271863963,0.08715574274765817,0.08715574274765817
8000.0,-1.0,i=28.5,1.0,1.0,1.0,0.4771587602596084,0.4771587602596084,0.4771587602596084,91.9172978223245,91.9172978223245,43.85957381163447,43.85957381163447,0.4771587602596084,0.4771587602596084
8000.0,-1.0,i=51.6,1.0,1.0,1.0,0.7836934573258398,0.7836934573258398,0.7836934573258398,91.9172978223245,91.9172978223245,72.03533767870839,72.03533767870839,0.7836934573258398,0.7836934573258398
8000.0,-1.0,i=63.4,1.0,1.0,1.0,0.8941542368393681,0.8941542368393681,0.8941542368393681,91.9172978223245,91.9172978223245,82.18845043023639,82.18845043023639,0.8941542368393681,0.8941542368393681
8000.0,-1.0,i=90.0,1.0,1.0,1.0,1.0,1.0,1.0,91.9172978223245,91.9172978223245,91.9172978223245,91.9172978223245,1.0,1.0
8000.0,-1.0,i=98.0,1.0,1.0,1.0,0.9902680687415704,0.9902680687415704,0.9902680687415704,91.9172978223245,91.9172978223245,91.02278737568892,91.02278737568892,0.9902680687415704,0.9902680687415704
20200.0,-1.0,i=0.0,1.0,1.0,1.0,0.0,0.0,0.0,67.59845865635928,67.59845865635928,0.0,0.0,0.0,0.0
20200.0,-1.0,i=5.0,1.0,1.0,1.0,0.08715574274765817,0.08715574274765817,0.08715574274765817,67.59845865635928,67.59845865635928,5.891668083844754,5.891668083844754,0.08715574274765817,0.08715574274765817
20200.0,-1.0,i=28.5,1.0,1.0,1.0,0.4771587602596084,0.4771587602596084,0.4771587602596084,67.59845865635928,67.59845865635928,32.25551291468909,32.25551291468909,0.4771587602596084,0.4771587602596084
20200.0,-1.0,i=51.6,1.0,1.0,1.0,0.7836934573258398,0.7836934573258398,0.7836934573258398,67.59845865635928,67.59845865635928,52.97672920372089,52.97672920372089,0.7836934573258398,0.7836934573258398
20200.0,-1.0,i=63.4,1.0,1.0,1.0,0.8941542368393681,0.8941542368393681,0.8941542368393681,67.59845865635928,67.59845865635928,60.44360202122038,60.44360202122038,0.8941542368393681,0.8941542368393681
20200.0,-1.0,i=90.0,1.0,1.0,1.0,1.0,1.0,1.0,67.59845865635928,67.59845865635928,67.59845865635928,67.59845865635928,1.0,1.0
20200.0,-1.0,i=98.0,1.0,1.0,1.0,0.9902680687415704,0.9902680687415704,0.9902680687415704,67.59845865635928,67.59845865635928,66.94061156035936,66.94061156035936,0.9902680687415704,0.9902680687415704
