block,a_km,e,i_t_deg,sep_km,da_m,di_deg,dv_ms,dv_axis,orbits,n_obs,rho0_km,rho_mean_km,oop_amp_m,sigma_range_m,sigma_inplane_m,sigma_plane_m,sigma_pos_m,sigma_vrange_ms,sigma_vinplane_ms,sigma_vplane_ms,rel_sigma_range,rel_sigma_plane,plane_over_range,plane_over_inplane,fim_cond
wide,12000.0,0.0,51.6,10.0,0.0,0.1,25.0,pro,1.0,219,9.999999710648906,199.03222112971653,21275.204227086182,7.634929563010106,3.0618453674314856,3.3613594437403322,8.886269397008492,0.0009527849900180994,0.002930761911661042,0.0043659113748731,0.0007634929783927635,0.00033613595410016383,0.44026070129389655,1.0978214247834803,1908.4664456423466
wide,12000.0,0.0,51.6,10.0,0.0,0.1,25.0,pro,1.5,328,9.999999710648906,347.32683808399986,21152.964096825475,5.110594860420277,2.4900528467487146,1.864652145641841,5.9829316084343,0.0009043736695022258,0.0022735097061489184,0.002939833889100701,0.0005110595008295903,0.00018646521995957564,0.36486009878867576,0.7488403903059868,4213.2517421470875
wide,12000.0,0.0,51.6,10.0,0.0,0.1,25.0,nor,0.5,110,9.999999710648906,39.67736979284936,64405.01760568852,19.190183839836518,3.4643597444111096,4.09069786685449,19.924827559688108,0.0013000399069305571,0.007501723796414818,0.019842950772437157,0.0019190184395106603,0.00040906979852192835,0.21316616354464996,1.180794769785044,4705.512115154678
wide,12000.0,0.0,51.6,10.0,0.0,0.1,25.0,nor,1.0,219,9.999999710648906,26.793077928509543,43400.7120842799,5.392022687807536,1.7939719339898363,3.5468672362100846,6.698694735325309,0.000719833992123525,0.0022836484349711855,0.0015153029446394297,0.0005392022843826306,0.0003546867338839079,0.6577990193235417,1.9771029685630406,4019.6065040476196
wide,12000.0,0.0,51.6,10.0,0.0,0.1,25.0,nor,1.5,328,9.999999710648906,21.43552157304387,31462.715320050407,3.544566413001784,0.9214842633117997,1.6220919679959895,4.005529510108336,0.000413202271037882,0.0016445638422850333,0.0026664873012605416,0.00035445665155642037,0.00016220920149313993,0.45762775442604553,1.760303493590023,9260.29009353249
wide,12000.0,0.0,51.6,10.0,0.0,1.0,0.0,none,0.5,110,9.9999997106487,132.97364074147845,209410.34476418694,150.18158970712327,5.858851945299826,6.500394253229635,150.43633589835628,0.025411960219361464,0.07072053176037389,1.449066230309997,0.015018159405264722,0.0006500394441319394,0.04328356269171463,1.1094996620360882,25779500.092632733
wide,12000.0,0.0,51.6,10.0,0.0,1.0,0.0,none,1.0,219,9.9999997106487,133.53516700241138,209411.827392155,88.90709234527861,3.3746298187445514,4.353776675192516,89.07757611791483,0.015392113570595852,0.0426500534756645,0.8659142322649339,0.008890709491781697,0.0004353776801169614,0.04896995909262487,1.290149411650796,50605730.78359268
wide,12000.0,0.0,51.6,10.0,0.0,1.0,0.0,none,1.5,328,9.9999997106487,133.72348553111888,209413.24821826268,71.33207506144575,2.4687652664943314,3.601042148943092,71.46556680717818,0.012224737181946931,0.03408726110388957,0.6938943657183936,0.0071332077125448685,0.00036010422531397183,0.05048278976661116,1.4586409642973486,93915179.01101322
wide,12000.0,0.0,51.6,10.0,0.0,1.0,25.0,pro,0.5,110,9.9999997106487,156.10760166700527,209619.05586532992,17.690961561744178,6.438501733677314,8.811117930343455,20.786058422319893,0.01076169530130941,0.009502715360635832,0.0874050770779367,0.0017690962073634467,0.0008811118185294306,0.4980576041382091,1.3685043966449373,4940.107677227697
wide,12000.0,0.0,51.6,10.0,0.0,1.0,25.0,pro,1.0,219,9.9999997106487,274.62673180379784,212741.3491134099,11.320446573294154,6.094852844390702,7.3423001412260005,14.805712180689996,0.0027546797064039673,0.005857179260551689,0.0351493613316851,0.0011320446900852758,0.0007342300353676416,0.6485874999443112,1.2046722584915839,11840.724008198036
wide,12000.0,0.0,51.6,10.0,0.0,1.0,25.0,pro,1.5,328,9.9999997106487,415.813723108658,211519.009250005,10.152522356889135,5.690682148722924,5.066465015649465,12.69356692501077,0.0020986764874568365,0.004404009498987749,0.030189535935841897,0.0010152522650653697,0.0005066465162248293,0.49903510059365147,0.890308909062239,27124.56329331595
wide,12000.0,0.0,51.6,10.0,0.0,1.0,25.0,nor,0.5,110,9.9999997106487,156.86097657186622,237832.85533756448,89.09942109801196,6.108723082497883,8.741687757515239,89.73539124865614,0.01394492837103491,0.03722867865731662,0.8568872114583452,0.008909942367611537,0.0008741688010457119,0.09811161116186297,1.4310171928665534,1806171.7097576438
