rung,policy,seed,decisions,sim_steps,cause,shaping_sum_nonterminal,telescope_resid,clamp_recon_err,r_env_terminal,phi_T_prev,phi_0,undisc_cap-10_clampshipped,disc_cap-10_clampshipped,undisc_cap-10_clampnone,disc_cap-10_clampnone,undisc_cap-10_clampall,disc_cap-10_clampall,undisc_cap0_clampshipped,disc_cap0_clampshipped,undisc_cap0_clampnone,disc_cap0_clampnone,undisc_cap0_clampall,disc_cap0_clampall
L0_e0_gap30,warp30_forever,2,100,3000,safety_cap,0.0,8.348462699359765e-09,0.0,-10.0,-0.0037368909831465504,-0.003736882634683851,-10.0,-6.088145090359074,-10.0,-6.088145090359074,-9.996263109016853,-6.0858700169098485,0.0,-5.137219413426688e-18,0.0,-5.137219413426688e-18,0.0037368909831465504,0.002275073449225071
L0_e0_gap30,warp30_forever,3,100,3000,safety_cap,0.0,6.3415305645575515e-09,0.0,-10.0,-0.07772801098296694,-0.07772800464143638,-10.0,-6.088145090359074,-10.0,-6.088145090359074,-9.922271989017034,-6.040823149514142,0.0,-1.1413400592964567e-16,0.0,-1.1413400592964567e-16,0.07772801098296694,0.04732194084493253
L0_e0_gap30,warp30_forever,4,100,3000,safety_cap,-1.3877787807814457e-16,1.0893496910080458e-08,0.0,-10.0,-0.15919291352669718,-0.15919290263320013,-10.0,-6.088145090359074,-10.0,-6.088145090359074,-9.840807086473303,-5.991226134868322,-1.3877787807814457e-16,-2.6474856570853043e-16,-1.3877787807814457e-16,-2.6474856570853043e-16,0.15919291352669704,0.09691895549075154
L0_e0_gap30,warp30_forever,5,100,3000,safety_cap,0.0,3.1987125448385e-09,0.0,-10.0,-0.09267553188014784,-0.09267552868143529,-10.0,-6.088145090359074,-10.0,-6.088145090359074,-9.907324468119851,-6.03172288191782,0.0,3.5393828935382554e-18,0.0,3.5393828935382554e-18,0.09267553188014784,0.05642220844125379
L0_e0_gap30,warp30_forever,6,100,3000,safety_cap,0.0,5.228850130656326e-09,0.0,-10.0,-0.011210637701489591,-0.011210642930339722,-10.0,-6.088145090359074,-10.0,-6.088145090359074,-9.98878936229851,-6.081319891470862,0.0,-9.004614642529856e-19,0.0,-9.004614642529856e-19,0.011210637701489591,0.006825198888211818
L0_e0_gap30,warp30_forever,7,100,3000,safety_cap,0.0,7.579152958014923e-09,0.0,-10.0,-0.07025424599812262,-0.07025425357727558,-10.0,-6.088145090359074,-10.0,-6.088145090359074,-9.929745754001877,-6.045373286074039,0.0,-3.514779636726917e-17,0.0,-3.514779636726917e-17,0.07025424599812262,0.042771804285034846
L0_e0_gap30,warp30_forever,8,100,3000,safety_cap,2.7755575615628914e-16,5.577199591044746e-09,0.0,-10.0,-0.15171914322275284,-0.15171913764555353,-10.0,-6.088145090359074,-10.0,-6.088145090359074,-9.848280856777247,-5.995776274666565,2.7755575615628914e-16,1.3824233453337672e-16,2.7755575615628914e-16,1.3824233453337672e-16,0.15171914322275312,0.09236881569250893
L0_e0_gap30,warp30_forever,9,100,3000,safety_cap,0.0,1.1018020981690135e-08,0.0,-10.0,-0.10014930499465828,-0.1001492939766373,-10.0,-6.088145090359074,-10.0,-6.088145090359074,-9.899850695005341,-6.027172740408464,0.0,-4.8450895960999836e-17,0.0,-4.8450895960999836e-17,0.10014930499465828,0.06097234995061018
L0_e0_gap30,warp30_forever,10,100,3000,safety_cap,-2.8449465006019636e-16,3.4330640066859708e-09,0.0,-10.0,-0.018684409569220486,-0.018684406136156195,-10.0,-6.088145090359074,-10.0,-6.088145090359074,-9.98131559043078,-6.076769750720564,-2.8449465006019636e-16,-3.0656100750882875e-16,-2.8449465006019636e-16,-3.0656100750882875e-16,0.0186844095692202,0.011375339638510474
L0_e0_gap30,warp30_forever,11,100,3000,safety_cap,-1.3877787807814457e-16,1.8620293085191975e-09,0.0,-10.0,-0.06278048171129201,-0.06278048357332118,-10.0,-6.088145090359074,-10.0,-6.088145090359074,-9.937219518288709,-6.049923422208976,-1.3877787807814457e-16,-1.3179423101862004e-16,-1.3877787807814457e-16,-1.3179423101862004e-16,0.06278048171129187,0.03822166815009788
L0_e0_gap30,warp60_forever,0,50,3000,safety_cap,0.0,1.62123586777696e-09,0.0,-10.0,-0.0389537186003146,-0.038953716979078734,-10.0,-7.8222367544587135,-10.0,-7.8222367544587135,-9.961046281399685,-7.791766233522891,0.0,6.690705571327814e-19,0.0,6.690705571327814e-19,0.0389537186003146,0.030470520935822292
L0_e0_gap30,warp60_forever,1,50,3000,safety_cap,4.163336342344337e-16,2.0862540167643218e-09,0.0,-10.0,-0.08520178018028575,-0.08520177809403215,-10.0,-7.8222367544587135,-10.0,-7.8222367544587135,-9.914798219819714,-7.755589904811559,4.163336342344337e-16,3.606296745195167e-16,4.163336342344337e-16,3.606296745195167e-16,0.08520178018028617,0.06664684964715467
L0_e0_gap30,warp60_forever,2,50,3000,safety_cap,0.0,1.3576541158660804e-09,0.0,-10.0,-0.003736881277029735,-0.003736882634683851,-10.0,-7.8222367544587135,-10.0,-7.8222367544587135,-9.99626311872297,-7.819313677451491,0.0,-2.500209763851927e-18,0.0,-2.500209763851927e-18,0.003736881277029735,0.002923077007223058
L0_e0_gap30,warp60_forever,3,50,3000,safety_cap,-5.689893001203927e-16,8.695336811692655e-09,0.0,-10.0,-0.07772801333677376,-0.07772800464143638,-10.0,-7.822236754458714,-10.0,-7.822236754458714,-9.922271986663226,-7.761436062181318,-5.689893001203927e-16,-5.085556226967304e-16,-5.689893001203927e-16,-5.085556226967304e-16,0.07772801333677319,0.06080069227739637
