rung,policy,seed,decisions,sim_steps,cause,shaping_sum_nonterminal,telescope_resid,clamp_recon_err,r_env_terminal,phi_T_prev,phi_0,undisc_cap-10_clampshipped,disc_cap-10_clampshipped,undisc_cap-10_clampnone,disc_cap-10_clampnone,undisc_cap-10_clampall,disc_cap-10_clampall,undisc_cap0_clampshipped,disc_cap0_clampshipped,undisc_cap0_clampnone,disc_cap0_clampnone,undisc_cap0_clampall,disc_cap0_clampall
L0_e0_gap30,warp60_forever,4,50,3000,safety_cap,-8.326672684688674e-16,3.350048294326058e-10,0.0,-10.0,-0.15919290229819613,-0.15919290263320013,-10.0,-7.822236754458714,-10.0,-7.822236754458714,-9.840807097701804,-7.697712297318124,-8.326672684688674e-16,-7.520983970008834e-16,-8.326672684688674e-16,-7.520983970008834e-16,0.1591929022981953,0.12452445714058973
L0_e0_gap30,warp60_forever,5,50,3000,safety_cap,0.0,4.718091639599464e-09,0.0,-10.0,-0.09267553339952693,-0.09267552868143529,-10.0,-7.8222367544587135,-10.0,-7.8222367544587135,-9.907324466600473,-7.7497437580990285,0.0,3.104508320360287e-18,0.0,3.104508320360287e-18,0.09267553339952693,0.07249299635968456
L0_e0_gap30,warp60_forever,6,50,3000,safety_cap,0.0,4.00536128396245e-09,0.0,-10.0,-0.011210646935701006,-0.011210642930339722,-10.0,-7.8222367544587135,-10.0,-7.8222367544587135,-9.988789353064298,-7.813467521008543,0.0,0.0,0.0,0.0,0.011210646935701006,0.008769233450170036
L0_e0_gap30,warp60_forever,7,50,3000,safety_cap,0.0,3.847231463960377e-09,0.0,-10.0,-0.07025425742450704,-0.07025425357727558,-10.0,-7.8222367544587135,-10.0,-7.8222367544587135,-9.929745742575493,-7.767282211000396,0.0,-1.9165644393448074e-17,0.0,-1.9165644393448074e-17,0.07025425742450704,0.054954543458318274
L0_e0_gap30,warp60_forever,8,50,3000,safety_cap,-5.828670879282072e-16,2.9972812010115035e-09,0.0,-10.0,-0.15171914064283532,-0.15171913764555353,-10.0,-7.822236754458714,-10.0,-7.822236754458714,-9.848280859357164,-7.703558450629586,-5.828670879282072e-16,-4.710482289808985e-16,-5.828670879282072e-16,-4.710482289808985e-16,0.15171914064283473,0.11867830382912725
L0_e0_gap30,warp60_forever,9,50,3000,safety_cap,-5.551115123125783e-16,6.702963586957544e-09,0.0,-10.0,-0.10014930067960144,-0.1001492939766373,-10.0,-7.822236754458714,-10.0,-7.822236754458714,-9.899850699320398,-7.743897600387783,-5.551115123125783e-16,-4.626576669667929e-16,-5.551115123125783e-16,-4.626576669667929e-16,0.10014930067960089,0.07833915407093109
L0_e0_gap30,warp60_forever,10,50,3000,safety_cap,-2.8449465006019636e-16,5.395999029544907e-10,0.0,-10.0,-0.018684405596556576,-0.018684406136156195,-10.0,-7.8222367544587135,-10.0,-7.8222367544587135,-9.981315594403444,-7.807621370039454,-2.8449465006019636e-16,-3.0019769306684956e-16,-2.8449465006019636e-16,-3.0019769306684956e-16,0.01868440559655629,0.014615384419259593
L0_e0_gap30,warp60_forever,11,50,3000,safety_cap,-1.3877787807814457e-16,1.372986030423462e-10,0.0,-10.0,-0.06278048371061992,-0.06278048357332118,-10.0,-7.8222367544587135,-10.0,-7.8222367544587135,-9.93721951628938,-7.773128373744322,-1.3877787807814457e-16,-1.3382765517147179e-16,-1.3877787807814457e-16,-1.3382765517147179e-16,0.06278048371061978,0.04910838071439064
L0_e0_gap30,park_far_warp60,0,56,3000,safety_cap,-0.5317217228002846,9.352707497356505e-10,0.0,-10.0,-0.5706754407146342,-0.038953716979078734,-10.531721722800285,-8.154639239699561,-10.531721722800285,-8.154639239699561,-9.96104628208565,-7.721468987571475,-0.5317217228002846,-0.5641557314966489,-0.5317217228002846,-0.5641557314966489,0.03895371791434954,-0.13098547936856297
L0_e0_gap30,park_far_warp60,1,56,3000,safety_cap,-0.2935476694256067,5.17688092394053e-09,0.0,-10.0,-0.37874945269651983,-0.08520177809403215,-10.293547669425607,-7.964516723049645,-10.293547669425607,-7.964516723049645,-9.914798216729087,-7.677027575606265,-0.2935476694256067,-0.37403321484673346,-0.2935476694256067,-0.37403321484673346,0.0852017832709131,-0.08654406740335219
L0_e0_gap30,park_far_warp60,2,56,3000,safety_cap,-0.4564796872437,2.4890455807558e-09,0.0,-10.0,-0.4602165673893383,-0.003736882634683851,-10.4564796872437,-8.104770473960391,-10.4564796872437,-8.104770473960391,-9.996263119854362,-7.75544384746334,-0.4564796872437,-0.5142869657574803,-0.4564796872437,-0.5142869657574803,0.0037368801456383327,-0.1649603392604277
L0_e0_gap30,park_far_warp60,3,56,3000,safety_cap,-0.4639556556940079,1.9020927943813604e-08,0.0,-10.0,-0.5416836793563722,-0.07772800464143638,-10.463955655694008,-8.093318216595886,-10.463955655694008,-8.093318216595886,-9.922271976337635,-7.682154113114164,-0.4639556556940079,-0.5028347083929744,-0.4639556556940079,-0.5028347083929744,0.07772802366236431,-0.09167060491125267
L0_e0_gap30,park_far_warp60,4,56,3000,safety_cap,-0.46395789086818695,3.4395192805014574e-09,0.0,-10.0,-0.6231507900618678,-0.15919290263320013,-10.463957890868187,-8.074751022463571,-10.463957890868187,-8.074751022463571,-9.84080710080632,-7.60174944295475,-0.46395789086818695,-0.4842675142606601,-0.46395789086818695,-0.4842675142606601,0.15919289919368085,-0.011265934751837847
L0_e0_gap30,park_far_warp60,5,56,3000,safety_cap,-0.2786090476438403,5.978324946198654e-09,0.0,-10.0,-0.37128458230360056,-0.09267552868143529,-10.27860904764384,-7.951608434029639,-10.27860904764384,-7.951608434029639,-9.90732446534024,-7.669785484147091,-0.2786090476438403,-0.3611249258267276,-0.2786090476438403,-0.3611249258267276,0.09267553465976025,-0.07930197594417893
L0_e0_gap30,park_far_warp60,6,56,3000,safety_cap,-0.44154105708003044,2.3157353812308656e-08,0.0,-10.0,-0.452751723167724,-0.011210642930339722,-10.44154105708003,-8.091926717385,-10.44154105708003,-8.091926717385,-9.988789333912306,-7.748266268583495,-0.44154105708003044,-0.501443209182089,-0.44154105708003044,-0.501443209182089,0.01121066608769361,-0.15778276038058303
L0_e0_gap30,park_far_warp60,7,56,3000,safety_cap,-0.4639645665884018,1.0090567270637507e-09,0.0,-10.0,-0.5342188191566206,-0.07025425357727558,-10.463964566588402,-8.095043364684726,-10.463964566588402,-8.095043364684726,-9.929745747431781,-7.68954545102673,-0.4639645665884018,-0.5045598564818135,-0.4639645665884018,-0.5045598564818135,0.07025425256821882,-0.0990619428238172
L0_e0_gap30,park_far_warp60,8,56,3000,safety_cap,-0.46396680176258087,2.331332971117206e-08,0.0,-10.0,-0.6156859627214641,-0.15171913764555353,-10.46396680176258,-8.076466069814979,-10.46396680176258,-8.076466069814979,-9.848280839041117,-7.609130655188049,-0.46396680176258087,-0.48598256161206754,-0.46396680176258087,-0.48598256161206754,0.15171916095888327,-0.01864714698513692
L0_e0_gap30,park_far_warp60,9,56,3000,safety_cap,-0.2636704263277352,7.63334406794769e-09,0.0,-10.0,-0.36381972793771655,-0.1001492939766373,-10.263670426327735,-7.938700153805754,-10.263670426327735,-7.938700153805754,-9.899850698390019,-7.662543389318744,-0.2636704263277352,-0.3482166456028419,-0.2636704263277352,-0.3482166456028419,0.10014930160998137,-0.07205988111583111
L0_e0_gap30,park_far_warp60,10,56,3000,safety_cap,-0.4266024371609092,7.61067719956543e-09,0.0,-10.0,-0.44528685090774256,-0.018684406136156195,-10.42660243716091,-8.079082977979539,-10.42660243716091,-8.079082977979539,-9.981315586253167,-7.741088728156057,-0.4266024371609092,-0.488599469776627,-0.4266024371609092,-0.488599469776627,0.018684413746833384,-0.15060521995314413
L0_e0_gap30,park_far_warp60,11,56,3000,safety_cap,-0.4639734886586666,2.158152717646189e-08,0.0,-10.0,-0.5267539506504606,-0.06278048357332118,-10.463973488658667,-8.09676852435621,-10.463973488658667,-8.09676852435621,-9.937219538008206,-7.696936806826905,-0.4639734886586666,-0.5062850161532986,-0.4639734886586666,-0.5062850161532986,0.06278046199179399,-0.10645329862399339
L0_e0_gap30,park_far_coast,0,3000,3000,safety_cap,-0.464694593429158,1.308355368490055e-09,0.0,-10.0,-0.5036483117165921,-0.038953716979078734,-10.464694593429158,-0.42142201791632894,-10.464694593429158,-0.42142201791632894,-9.961046281712566,-0.4214218687926742,-0.464694593429158,-0.4214190570475782,-0.464694593429158,-0.4214190570475782,0.038953718287434214,-0.42141890792392345
L0_e0_gap30,park_far_coast,1,3000,3000,safety_cap,-0.2253023951780051,4.797889002761124e-09,0.0,-10.0,-0.31050416847414825,-0.08520177809403215,-10.225302395178005,-0.4911584110060471,-10.225302395178005,-0.4911584110060471,-9.914798226703857,-0.4911583190698382,-0.2253023951780051,-0.4911554501372964,-0.2253023951780051,-0.4911554501372964,0.0852017732961432,-0.49115535820108747
L0_e0_gap30,park_far_coast,2,3000,3000,safety_cap,-0.3882344437588472,1.340119898385339e-08,0.0,-10.0,-0.39197133979473003,-0.003736882634683851,-10.388234443758847,-0.49500678298582534,-10.388234443758847,-0.49500678298582534,-9.996263103964116,-0.49500666692825623,-0.3882344437588472,-0.4950038221170746,-0.3882344437588472,-0.4950038221170746,0.0037368960358827863,-0.4950037060595055
L0_e0_gap30,park_far_coast,3,3000,3000,safety_cap,-0.3957104771761806,1.2450319886170291e-08,0.0,-10.0,-0.4734384942679368,-0.07772800464143638,-10.39571047717618,-0.3649811379941213,-10.39571047717618,-0.3649811379941213,-9.922271982908244,-0.364980997815197,-0.3957104771761806,-0.36497817712537056,-0.3957104771761806,-0.36497817712537056,0.07772801709175625,-0.36497803694644626
L0_e0_gap30,park_far_coast,4,3000,3000,safety_cap,-0.39571273760520853,1.211391376099158e-09,0.0,-10.0,-0.5549056390270173,-0.15919290263320013,-10.395712737605209,-0.2648759883672583,-10.395712737605209,-0.2648759883672583,-9.84080709857819,-0.2648758240669817,-0.39571273760520853,-0.26487302749850755,-0.39571273760520853,-0.26487302749850755,0.15919290142180875,-0.26487286319823095
L0_e0_gap30,park_far_coast,5,3000,3000,safety_cap,-0.21036393320537172,3.957145555677499e-09,0.0,-10.0,-0.30303945792966147,-0.09267552868143529,-10.210363933205372,-0.4907399102690567,-10.210363933205372,-0.4907399102690567,-9.90732447527571,-0.4907398205430506,-0.21036393320537172,-0.490736949400306,-0.21036393320537172,-0.490736949400306,0.09267552472428964,-0.49073685967429986
L0_e0_gap30,park_far_coast,6,3000,3000,safety_cap,-0.37329598164069466,1.7165824039988564e-08,0.0,-10.0,-0.38450664173685845,-0.011210642930339722,-10.373295981640695,-0.49470185877764894,-10.373295981640695,-0.49470185877764894,-9.988789339903835,-0.49470174493027896,-0.37329598164069466,-0.4946988979088982,-0.37329598164069466,-0.4946988979088982,0.011210660096163672,-0.49469878406152823
L0_e0_gap30,park_far_coast,7,3000,3000,safety_cap,-0.3957195376860909,2.440353918942151e-09,0.0,-10.0,-0.4659737888230126,-0.07025425357727558,-10.395719537686091,-0.37585461455702873,-10.395719537686091,-0.37585461455702873,-9.929745748863079,-0.37585447658830573,-0.3957195376860909,-0.375851653688278,-0.3957195376860909,-0.375851653688278,0.07025425113692174,-0.375851515719555
L0_e0_gap30,park_far_coast,8,3000,3000,safety_cap,-0.395721809421957,1.6958009663170515e-08,0.0,-10.0,-0.5474409640255202,-0.15171913764555353,-10.395721809421957,-0.27279512993149124,-10.395721809421957,-0.27279512993149124,-9.848280845396436,-0.27279496784140694,-0.395721809421957,-0.2727921690627405,-0.395721809421957,-0.2727921690627405,0.15171915460356322,-0.2727920069726562
L0_e0_gap30,park_far_coast,9,3000,3000,safety_cap,-0.19542547134915367,5.237641376165669e-09,0.0,-10.0,-0.29557477056343234,-0.1001492939766373,-10.195425471349154,-0.49030906173401356,-10.195425471349154,-0.49030906173401356,-9.899850700785722,-0.4903089742182034,-0.19542547134915367,-0.49030610086526283,-0.19542547134915367,-0.49030610086526283,0.10014929921427873,-0.4903060133494527
L0_e0_gap30,park_far_coast,10,3000,3000,safety_cap,-0.35835751965350937,5.908945222010686e-09,0.0,-10.0,-0.3770419316986108,-0.018684406136156195,-10.35835751965351,-0.49438796354697556,-10.35835751965351,-0.49438796354697556,-9.9813155879549,-0.4943878519098083,-0.35835751965350937,-0.4943850026782248,-0.35835751965350937,-0.4943850026782248,0.018684412045101517,-0.4943848910410575
L0_e0_gap30,park_far_coast,11,3000,3000,safety_cap,-0.3957286133081652,1.4533729164600828e-08,0.0,-10.0,-0.4585090823477572,-0.06278048357332118,-10.395728613308165,-0.38705020446783656,-10.395728613308165,-0.38705020446783656,-9.937219530960409,-0.3870500687093152,-0.3957286133081652,-0.3870472435990858,-0.3957286133081652,-0.3870472435990858,0.06278046903959211,-0.38704710784056445
L0_e0_gap30,suicide_reentry,0,7,36,collision,-0.24412763491272926,1.3542576005054485e-08,0.0,-10.000000310746884,-0.283081365434384,-0.038953716979078734,-9.96104658022523,-9.67014797137167,-10.244127945659613,-9.94484234630023,-9.96104658022523,-9.67014797137167,-9.96104658022523,-9.67014797137167,-10.244127945659613,-9.94484234630023,-9.96104658022523,-9.67014797137167
L0_e0_gap30,suicide_reentry,1,5,37,collision,-0.1594933234155178,5.971273697724655e-09,0.0,-10.000000385760444,-0.24469509553827626,-0.08520177809403215,-9.914798613637686,-9.719974784309262,-10.159493709175962,-9.95981256000649,-9.914798613637686,-9.719974784309262,-9.914798613637686,-9.719974784309262,-10.159493709175962,-9.95981256000649,-9.914798613637686,-9.719974784309262
L0_e0_gap30,suicide_reentry,2,5,37,collision,-0.1594933234155178,2.60753280079129e-09,0.0,-10.000000266335958,-0.16323020865773447,-0.003736882634683851,-9.99626338109374,-9.799822435449846,-10.159493589751476,-9.95981244295264,-9.99626338109374,-9.799822435449846,-9.99626338109374,-9.799822435449846,-10.159493589751476,-9.95981244295264,-9.99626338109374,-9.799822435449846
L0_e0_gap30,suicide_reentry,3,5,37,collision,-0.16377807781100273,7.034522409021804e-09,0.0,-10.000000466623192,-0.2415060894869615,-0.07772800464143638,-9.922272454947233,-9.727342657547695,-10.163778544434194,-9.964054730556237,-9.922272454947233,-9.727342657547695,-9.922272454947233,-9.727342657547695,-10.163778544434194,-9.964054730556237,-9.922272454947233,-9.727342657547695
L0_e0_gap30,suicide_reentry,4,5,37,collision,-0.16377808526158333,3.0208959223010368e-09,0.0,-9.99999964692154,-0.3229709909156794,-0.15919290263320013,-9.840806741267443,-9.647494079114287,-10.163777732183123,-9.96405393457665,-9.840806741267443,-9.647494079114287,-9.840806741267443,-9.647494079114287,-10.163777732183123,-9.96405393457665,-9.840806741267443,-9.647494079114287
L0_e0_gap30,suicide_reentry,5,5,37,collision,-0.1594933271408081,9.87866288770789e-09,0.0,-10.000000210305398,-0.2521688657009063,-0.09267552868143529,-9.9073246717453,-9.712649203914088,-10.159493537446206,-9.959812391704004,-9.9073246717453,-9.712649203914088,-9.9073246717453,-9.712649203914088,-10.159493537446206,-9.959812391704004,-9.9073246717453,-9.712649203914088
L0_e0_gap30,suicide_reentry,6,5,37,collision,-0.1594933271408081,5.8025806382033807e-11,0.0,-10.000000082073669,-0.17070397001312201,-0.011210642930339722,-9.988789439201355,-9.792496855054672,-10.159493409214477,-9.959812266017739,-9.988789439201355,-9.792496855054672,-9.988789439201355,-9.792496855054672,-10.159493409214477,-9.959812266017739,-9.988789439201355,-9.792496855054672
L0_e0_gap30,suicide_reentry,7,5,37,collision,-0.16377807036042213,6.947844882754239e-09,0.0,-9.999999699965132,-0.2340323308855426,-0.07025425357727558,-9.929745439440012,-9.734667299511331,-10.163777770325554,-9.9640539717589,-9.929745439440012,-9.734667299511331,-9.929745439440012,-9.734667299511331,-10.163777770325554,-9.9640539717589,-9.929745439440012,-9.734667299511331
L0_e0_gap30,suicide_reentry,8,5,37,collision,-0.16377807408571243,1.3751098121295158e-08,0.0,-9.9999998271059,-0.3154972254823641,-0.15171913764555353,-9.848280675709248,-9.65481965209604,-10.163777901191612,-9.964054100101151,-9.848280675709248,-9.65481965209604,-9.848280675709248,-9.65481965209604,-10.163777901191612,-9.964054100101151,-9.848280675709248,-9.65481965209604
L0_e0_gap30,suicide_reentry,9,5,37,collision,-0.159493338316679,3.901102829662051e-09,0.0,-10.000000035181236,-0.25964263619441913,-0.1001492939766373,-9.899850737303495,-9.70532363100647,-10.159493373497915,-9.959812231213387,-9.899850737303495,-9.70532363100647,-9.899850737303495,-9.70532363100647,-10.159493373497915,-9.959812231213387,-9.899850737303495,-9.70532363100647
L0_e0_gap30,suicide_reentry,10,5,37,collision,-0.1594933308660984,6.999171603405685e-09,0.0,-9.999999896445955,-0.17817773000308298,-0.018684406136156195,-9.98131549730897,-9.785171274696472,-10.159493227312053,-9.959812087781492,-9.98131549730897,-9.785171274696472,-9.98131549730897,-9.785171274696472,-10.159493227312053,-9.959812087781492,-9.98131549730897,-9.785171274696472
L0_e0_gap30,suicide_reentry,11,5,37,collision,-0.16377806663513184,2.1505112135500326e-09,0.0,-9.999999862755207,-0.22655854805794182,-0.06278048357332118,-9.937219381332397,-9.741992879850905,-10.163777929390339,-9.96405412759222,-9.937219381332397,-9.741992879850905,-9.937219381332397,-9.741992879850905,-10.163777929390339,-9.96405412759222,-9.937219381332397,-9.741992879850905
L0_e0_gap30,fuel_dump_strand,0,20,20,stranded,-0.03546014800667763,1.1148476003475238e-08,0.0,-9.999999600602417,-0.07441385383728036,-0.038953716979078734,-9.961045894771814,-9.058365745178664,-10.035459748609094,-9.126019566343313,-9.961045894771814,-9.058365745178664,-9.961045894771814,-9.058365745178664,-10.035459748609094,-9.126019566343313,-9.961045894771814,-9.058365745178664
L0_e0_gap30,fuel_dump_strand,1,20,20,stranded,-0.039519477635622025,1.7537029634029366e-08,0.0,-9.999999711093015,-0.12472123819262454,-0.08520177809403215,-9.914797950536013,-9.016526182604315,-10.039519188728637,-9.129917277259464,-9.914797950536013,-9.016526182604315,-9.914797950536013,-9.016526182604315,-10.039519188728637,-9.129917277259464,-9.914797950536013,-9.016526182604315
L0_e0_gap30,fuel_dump_strand,2,20,20,stranded,-0.039519479498267174,1.5859438762255706e-11,0.0,-9.999999602505255,-0.043256362148810464,-0.003736882634683851,-9.996262719854712,-9.090590387358466,-10.039519082003522,-9.129917179859337,-9.996262719854712,-9.090590387358466,-9.996262719854712,-9.090590387358466,-10.039519082003522,-9.129917179859337,-9.996262719854712,-9.090590387358466
L0_e0_gap30,fuel_dump_strand,3,20,20,stranded,-0.035226525738835335,2.0049127538723788e-08,0.0,-10.000000410719927,-0.11295455042939925,-0.07772800464143638,-9.922272386029363,-9.023119417998878,-10.035226936458763,-9.125812754796005,-9.922272386029363,-9.023119417998878,-9.922272386029363,-9.023119417998878,-10.035226936458763,-9.125812754796005,-9.922272386029363,-9.023119417998878
L0_e0_gap30,fuel_dump_strand,4,20,20,stranded,-0.03522652946412563,8.68479979598824e-09,0.0,-9.999999562572683,-0.19441942341252597,-0.15919290263320013,-9.840806668624282,-8.949054350571071,-10.035226092036808,-9.125811986739834,-9.840806668624282,-8.949054350571071,-9.840806668624282,-8.949054350571071,-10.035226092036808,-9.125811986739834,-9.840806668624282,-8.949054350571071
L0_e0_gap30,fuel_dump_strand,5,20,20,stranded,-0.03951948881149292,8.885922400669877e-09,0.0,-9.999999553661565,-0.1321950263788506,-0.09267552868143529,-9.907324016094208,-9.009731206809747,-10.039519042473058,-9.129917142792147,-9.907324016094208,-9.009731206809747,-9.907324016094208,-9.009731206809747,-10.039519042473058,-9.129917142792147,-9.907324016094208,-9.009731206809747
L0_e0_gap30,fuel_dump_strand,6,20,20,stranded,-0.039519499987363815,2.9164663808978197e-09,0.0,-10.000000394247255,-0.05073014583416992,-0.011210642930339722,-9.98878974840045,-9.083796287411124,-10.039519894234619,-9.129917917147255,-9.98878974840045,-9.083796287411124,-9.98878974840045,-9.083796287411124,-10.039519894234619,-9.129917917147255,-9.98878974840045,-9.083796287411124
L0_e0_gap30,fuel_dump_strand,7,20,20,stranded,-0.03522655554115772,4.001090903038573e-09,0.0,-9.99999966535341,-0.1054808131195242,-0.07025425357727558,-9.929745407775044,-9.029913561962253,-10.035226220894568,-9.125812103686686,-9.929745407775044,-9.029913561962253,-9.929745407775044,-9.029913561962253,-10.035226220894568,-9.125812103686686,-9.929745407775044,-9.029913561962253
L0_e0_gap30,fuel_dump_strand,8,20,20,stranded,-0.035226570442318916,1.413108674519492e-08,0.0,-9.999999778734617,-0.1869456939567857,-0.15171913764555353,-9.848280655220151,-8.955849372321666,-10.035226349176936,-9.12581222055837,-9.848280655220151,-8.955849372321666,-9.848280655220151,-8.955849372321666,-10.035226349176936,-9.12581222055837,-9.848280655220151,-8.955849372321666
L0_e0_gap30,fuel_dump_strand,9,20,20,stranded,-0.03951951675117016,3.40694644718198e-09,0.0,-10.000000342660217,-0.139668807320861,-0.1001492939766373,-9.899851052090526,-9.002937113967468,-10.039519859411387,-9.129917884690993,-9.899851052090526,-9.002937113967468,-9.899851052090526,-9.002937113967468,-10.039519859411387,-9.129917884690993,-9.899851052090526,-9.002937113967468
L0_e0_gap30,fuel_dump_strand,10,20,20,stranded,-0.03951951861381531,9.384585664129474e-09,0.0,-10.000000236929967,-0.05820393413455716,-0.018684406136156195,-9.981315821409225,-9.077001318678395,-10.039519755543783,-9.129917789845564,-9.981315821409225,-9.077001318678395,-9.981315821409225,-9.077001318678395,-10.039519755543783,-9.129917789845564,-9.981315821409225,-9.077001318678395
L0_e0_gap30,fuel_dump_strand,11,20,20,stranded,-0.03522658906877041,6.502910987471466e-10,0.0,-9.999999869843363,-0.09800707199180049,-0.06278048357332118,-9.937219386920333,-9.036708576447255,-10.035226458912133,-9.12581231962797,-9.937219386920333,-9.036708576447255,-9.937219386920333,-9.036708576447255,-10.035226458912133,-9.12581231962797,-9.937219386920333,-9.036708576447255
L0_e0_gap30,oneburn10_warp60,0,51,3000,safety_cap,-0.26455221930518746,1.016573164536183e-08,0.0,-10.0,-0.30350594644999784,-0.038953716979078734,-10.264552219305187,-8.019018442631774,-10.264552219305187,-8.019018442631774,-9.961046272855189,-7.782795953364737,-0.26455221930518746,-0.23589287194535372,-0.26455221930518746,-0.23589287194535372,0.03895372714481038,0.00032961732168243496
L0_e0_gap30,oneburn10_warp60,1,18,964,success,0.06607083603739738,9.956205151984143e-09,0.0,9.886890186063633,-0.019130932100429616,-0.08520177809403215,9.97209195420146,9.15951503891608,9.95296102210103,9.141946788913287,9.97209195420146,9.15951503891608,9.97209195420146,9.15951503891608,9.95296102210103,9.141946788913287,9.97209195420146,9.15951503891608
L0_e0_gap30,oneburn10_warp60,2,51,3000,safety_cap,-0.26158904284238815,1.0181966381139773e-11,0.0,-10.0,-0.26532592546689004,-0.003736882634683851,-10.261589042842388,-8.01557073671221,-10.261589042842388,-8.01557073671221,-9.996263117375499,-7.809064237205471,-0.26158904284238815,-0.23244516602579005,-0.26158904284238815,-0.23244516602579005,0.0037368826245018916,-0.02593866651905094
L0_e0_gap30,oneburn10_warp60,3,51,3000,safety_cap,-0.2690626457333565,4.074370285600537e-09,0.0,-10.0,-0.3467906544491631,-0.07772800464143638,-10.269062645733356,-8.023007848122793,-10.269062645733356,-8.023007848122793,-9.922271991284193,-7.753096327090955,-0.2690626457333565,-0.23988227743637242,-0.2690626457333565,-0.23988227743637242,0.07772800871580665,0.03002924359546355
L0_e0_gap30,oneburn10_warp60,4,51,3000,safety_cap,-0.2690625162795186,9.701779324355897e-09,0.0,-10.0,-0.42825542861449806,-0.15919290263320013,-10.269062516279519,-8.023007734489829,-10.269062516279519,-8.023007734489829,-9.84080708766502,-7.689691156766351,-0.2690625162795186,-0.23988216380340874,-0.2690625162795186,-0.23988216380340874,0.15919291233497945,0.09343441392006854
L0_e0_gap30,oneburn10_warp60,5,19,1052,success,0.07122389180585742,3.4885526273287226e-09,0.0,9.886890721086065,-0.0214516403641305,-0.09267552868143529,9.979566253256053,9.120883833211547,9.958114612891922,9.101282935565049,9.979566253256053,9.120883833211547,9.979566253256053,9.120883833211547,9.958114612891922,9.101282935565049,9.979566253256053,9.120883833211547
L0_e0_gap30,oneburn10_warp60,6,51,3000,safety_cap,-0.24664092320017517,1.115375999893864e-08,0.0,-10.0,-0.2578515772842749,-0.011210642930339722,-10.246640923200175,-8.00076494080111,-10.246640923200175,-8.00076494080111,-9.988789345915901,-7.800075820340803,-0.24664092320017517,-0.2176393701146894,-0.24664092320017517,-0.2176393701146894,0.011210654084099714,-0.016950249654382854
L0_e0_gap30,oneburn10_warp60,7,51,3000,safety_cap,-0.26906205248087645,2.671784349317363e-09,0.0,-10.0,-0.3393163087299364,-0.07025425357727558,-10.269062052480876,-8.023007323427434,-10.269062052480876,-8.023007323427434,-9.92974574375094,-7.758913179524745,-0.26906205248087645,-0.23988175274101364,-0.26906205248087645,-0.23988175274101364,0.07025425624905995,0.02421239116167595
L0_e0_gap30,oneburn10_warp60,8,51,3000,safety_cap,-0.269061915576458,9.251483912287028e-09,0.0,-10.0,-0.4207810439705276,-0.15171913764555353,-10.269061915576458,-8.023007202343889,-10.269061915576458,-8.023007202343889,-9.84828087160593,-7.695508032045175,-0.269061915576458,-0.23988163165746929,-0.269061915576458,-0.23988163165746929,0.15171912839406965,0.08761753864124477
L0_e0_gap30,oneburn10_warp60,9,20,1141,success,0.07637692335993052,9.196944344980196e-09,0.0,9.886890289642249,-0.023772361419762435,-0.1001492939766373,9.987039574421942,9.08243428849847,9.96326721300218,9.06082149726109,9.987039574421942,9.08243428849847,9.987039574421942,9.08243428849847,9.96326721300218,9.06082149726109,9.987039574421942,9.08243428849847
L0_e0_gap30,oneburn10_warp60,10,51,3000,safety_cap,-0.2316928036743775,3.0481149826400156e-09,0.0,-10.0,-0.2503772067624187,-0.018684406136156195,-10.231692803674378,-7.986070903582344,-10.231692803674378,-7.986070903582344,-9.981315596911958,-7.791199179555381,-0.2316928036743775,-0.202945332895924,-0.2316928036743775,-0.202945332895924,0.0186844030880412,-0.008073608868961829
L0_e0_gap30,oneburn10_warp60,11,51,3000,safety_cap,-0.2690614592283964,8.547651919599275e-09,0.0,-10.0,-0.33184193425406566,-0.06278048357332118,-10.269061459228396,-8.023006798732075,-10.269061459228396,-8.023006798732075,-9.937219524974331,-7.764730054340189,-0.2690614592283964,-0.23988122804565482,-0.2690614592283964,-0.23988122804565482,0.06278047502566925,0.01839551634623121
L0_e0_gap30,expert,0,150,1511,success,0.03252993097703438,3.3205591887242036e-09,0.0,9.96602647366617,-0.006423782681485161,-0.038953716979078734,10.00498018732469,4.742126815786165,9.998556404643205,4.739082919355875,10.00498018732469,4.742126815786165,10.00498018732469,4.742126815786165,9.998556404643205,4.739082919355875,10.00498018732469,4.742126815786165
L0_e0_gap30,expert,1,273,1419,success,0.07362352898053359,1.1283398243522313e-08,0.0,9.920783364953103,-0.011578237830100318,-0.08520177809403215,10.005985131763737,2.570786562593505,9.994406893933636,2.5678250033206815,10.005985131763737,2.570786562593505,10.005985131763737,2.570786562593505,9.994406893933636,2.5678250033206815,10.005985131763737,2.570786562593505
L0_e0_gap30,expert,2,3000,3000,safety_cap,0.0,8.981396049621837e-09,0.0,-10.0,-0.0037368736532878014,-0.003736882634683851,-10.0,-2.96086875077243e-06,-10.0,-2.96086875077243e-06,-9.996263126346712,-2.9597623115298778e-06,0.0,-2.2972417564150378e-17,0.0,-2.2972417564150378e-17,0.0037368736532878014,1.1064392195794636e-09
L0_e0_gap30,expert,3,186,1298,success,0.06634722723538289,1.997383240748274e-08,0.0,9.920783394819821,-0.011380797379885902,-0.07772800464143638,9.99851141943509,3.9630019466342814,9.987130622055204,3.958499561629585,9.99851141943509,3.9630019466342814,9.99851141943509,3.9630019466342814,9.987130622055204,3.958499561629585,9.99851141943509,3.9630019466342814
