episode,terminal_cause,success,steps,episode_orbits,a_sat_km,a_tgt_km,hohmann_dv,policy_dv,lambert_dv_immediate,lambert_dv_free,lambert_dv_timematched,ratio_immediate,ratio_free,ratio_timematched,best_tof_immediate_s,best_revs_immediate,best_wait_free_s,best_tof_free_s,best_revs_free,best_wait_tm_s,best_tof_tm_s,best_revs_tm,n_burns,teleport_net_deg,teleport_abs_deg,teleport_coast_deg
ep_0000077.npz,1,1,581,6.1868383991530935,6715.1505,6843.8175,72.76554278480398,160.0,412.79042948658935,412.79042948658935,166.89596312977122,0.3876058856282133,0.3876058856282133,0.9586810669326423,15073.697424719954,2,0.0,15073.697424719954,2,4996.23477711397,26653.91696621061,4,7,2.6873218617156213e-05,0.00046178664123683056,0.0004544943146981575
ep_0000078.npz,1,1,515,5.1512877861022055,6884.1375,7135.446,135.188807061636,185.0,812.3564237568304,736.6500046502849,225.17873535606964,0.22773255013414856,0.2511369019644904,0.8215695843013952,17593.290440323486,3,3350.105683694302,9885.936578816902,1,26786.521180737916,4113.474285452866,0,8,8.318991389443396e-05,0.0004043355436788691,0.0004008229897230913
ep_0000079.npz,1,1,947,10.10510656963788,6945.0025,6834.387,61.06120959736654,245.0,790.1956426895838,790.1956426895838,301.00411945867484,0.31004979876387967,0.31004979876387967,0.8139423488309977,14748.511225663453,2,0.0,14748.511225663453,2,2254.7359998686975,53980.5843914121,9,11,-2.0426738306691148e-05,0.0006937474311819354,0.0006851547750130684
ep_0000080.npz,1,1,1193,12.377253393795398,7130.201,6963.661,88.87511292161071,285.0,1185.481793151557,1185.481793151557,239.38392440365487,0.24040858463320525,0.24040858463320525,1.1905561357554912,13986.018468230835,2,0.0,13986.018468230835,2,9498.201237526262,46064.24073592025,7,12,3.315333866645215e-08,0.0008880122206577975,0.000878028203439865
ep_0000081.npz,1,1,602,6.314095601620897,6842.0145,6913.2735,39.43877784194865,245.0,468.5965006493673,468.5965006493673,177.80856864430274,0.5228378779194599,0.5228378779194599,1.3778863519795292,15605.36141890715,2,0.0,15605.36141890715,2,2499.893727022059,31906.799003209348,5,11,1.089884110240603e-05,0.0004595247824979987,0.0004541618858199613
ep_0000082.npz,1,1,684,6.819915609106246,6901.587,7150.64,133.50855438951567,195.0,703.468094977472,703.468094977472,132.06116103558563,0.2771980725099476,0.2771980725099476,1.4765885629875286,15159.158669685843,2,0.0,15159.158669685843,2,34579.50728728992,3753.238644074441,0,9,-3.0615015631599216e-05,0.000506295981060717,0.0004995930733126131
ep_0000083.npz,1,1,675,7.24930612652736,7062.809,6805.0565,140.9381643214374,135.0,435.6129996063646,435.6129996063646,141.04753656720885,0.30990810678742553,0.30990810678742553,0.9571241248561104,16312.436033081227,2,0.0,16312.436033081227,2,14462.374647124476,13682.545269208016,2,6,-3.697174852584012e-05,0.0005409248426295493,0.0005383995980864354
ep_0000084.npz,1,1,868,9.503766940861368,7132.953,6718.0435,227.3327145585281,220.0,1373.1786774210368,1355.2605962810235,225.5624844332866,0.16021221682030587,0.16233040391176645,0.9753394965157347,15413.573187310916,2,1278.2402660061584,8869.265757274121,1,8964.926470588236,39753.63121453272,6,10,-9.882109815994626e-05,0.0006326943330306671,0.0006272737052140512
ep_0000085.npz,1,1,626,6.384953252894368,7160.372,7043.22,61.79415384534059,445.0,675.4896865248562,557.5846629380912,313.27443338947563,0.6587813387490191,0.7980850794122515,1.4204797856796623,16852.99371735322,2,4021.826217643671,9601.48204181292,1,4715.805705094538,19654.664658492562,3,19,1.6097041687261376e-07,0.00046316732320460854,0.000446752519270898
ep_0000086.npz,1,1,466,4.912600427108733,6688.714,6889.851,113.50912590482312,110.0,325.7029252043193,324.50124343343236,112.78843288269131,0.33773107788637463,0.33898175192220864,0.9752773151339774,17074.460104089274,3,6829.78404163571,10048.847307132764,1,17826.74862132353,9074.757329487074,1,5,2.0169686233557388e-05,0.000336006336433693,0.00033328434751064915
ep_0000087.npz,1,1,265,2.918305683035269,6986.868,6692.2205,164.4661353411393,220.0,314.3605687932762,314.3605687932762,314.3605687932762,0.6998333182959476,0.6998333182959476,0.6998333182959476,15037.052030647967,2,0.0,15037.052030647967,2,0.0,15037.052030647967,2,10,2.559946923865727e-05,0.00018315855567456352,0.0001796501782705268
ep_0000088.npz,1,1,1242,12.970345607847849,7005.6975,6933.3035,39.277458488412776,260.0,929.9502487524105,929.9502487524105,216.6219561017743,0.279584849134464,0.279584849134464,1.2002476788541492,14443.916170145483,2,0.0,14443.916170145483,2,4638.083557641807,67364.32592118565,11,11,-0.00015282091568240153,0.0009863049133709621,0.0009775016251209816
ep_0000089.npz,1,1,923,9.73819536000912,7163.873,6886.137,148.92402450543068,225.0,1219.5252098685987,1219.5252098685987,287.16204826254875,0.18449803101999285,0.18449803101999285,0.7835297225428802,14200.89144155281,2,0.0,14200.89144155281,2,1583.7172974658613,53796.28186013328,8,9,-0.00010358186774679582,0.0006579375710613364,0.0006536569644714155
ep_0000090.npz,1,1,890,8.847631634261448,6790.2655,7164.7685,202.88978011711515,175.0,1126.357398034208,1126.357398034208,201.70383006137865,0.15536809213968972,0.15536809213968972,0.8676087109835611,13304.899269190882,1,0.0,13304.899269190882,1,46815.05465467437,3145.7538932614407,0,7,7.55677802723997e-05,0.0006797392897717057,0.0006684916177723889
ep_0000091.npz,1,1,618,6.782236224289706,6804.399,6707.6525,54.997830703093314,150.0,303.2860631485596,303.2860631485596,189.22350097933645,0.49458256816280083,0.49458256816280083,0.7927133745209601,15140.277852054864,2,0.0,15140.277852054864,2,309.69480370273106,36770.30215192374,6,6,-1.8157200182191956e-06,0.0004637159174639529,0.0004584155210771834
ep_0000092.npz,1,1,693,6.98677360250618,7001.8335,7097.922,51.2442912440265,320.0,933.7672012394992,933.7672012394992,233.55213572441346,0.34269783686471994,0.34269783686471994,1.3701437540164187,14507.493082963156,2,0.0,14507.493082963156,2,0.0,37216.08962549463,6,14,3.428841260395129e-05,0.0005113133332708293,0.0005009008236348789
ep_0000093.npz,1,1,1018,10.44580333943347,6819.322,7015.0505,107.40669620990138,290.0,1455.4139339425496,1455.4139339425496,205.5443060257395,0.19925602829321773,0.19925602829321773,1.4108880251038647,13399.61432638044,2,0.0,13399.61432638044,2,11729.063238576682,41253.84367281763,7,14,-8.215015733862823e-05,0.000784842840294418,0.0007734063615873232
ep_0000094.npz,1,1,355,3.551430443422871,6676.0255,7134.719,252.4414024365924,280.0,252.70977192695864,251.6655174711777,251.6655174711777,1.1079903949299164,1.1125878619110674,1.1125878619110674,3221.0590406717447,0,69.85319167196135,3166.1246742610488,0,69.85319167196135,3166.1246742610488,0,13,7.10760462999461e-06,0.00025803312184080824,0.00024693905974238693
ep_0000095.npz,1,1,918,9.433081945770942,7168.3425,7008.411,84.60059980097412,360.0,1032.9624180329122,1032.9624180329122,260.6848892633708,0.3485121953280296,0.3485121953280296,1.3809776278834898,14649.907244130001,2,0.0,14649.907244130001,2,1734.2452566964284,52629.74878685442,9,15,5.890901219718077e-05,0.0006478516789212903,0.00064304825481383
ep_0000096.npz,1,1,298,3.1020140093583626,7129.1095,6948.246,96.6896714380664,180.0,255.6608927829293,160.17741840786695,160.17741840786695,0.7040576211741163,1.1237539085669237,1.1237539085669237,15585.941811182664,2,5393.647190992554,3083.1240406045135,0,5393.647190992554,3083.1240406045135,0,9,-1.756504598737445e-05,0.0002096936898529667,0.00020250225956700937
ep_0000097.npz,1,1,749,7.917151269689976,7068.2995,6877.5765,103.40670956028862,330.0,941.1193766210145,531.8982398958274,273.20822951657755,0.3506462710233729,0.6204194247091901,1.2078699114734261,14591.06744795522,2,1028.1571229871001,9535.484198785562,1,1650.7306985294117,24780.247597310714,4,15,5.6191721436845754e-05,0.0005474152570104958,0.0005297253532093241
ep_0000098.npz,1,1,716,7.245671744765913,6922.229,7080.269,85.16543622648169,205.0,562.0255071377098,458.2526526465034,185.35828948383624,0.3647521285004064,0.44735147481652926,1.1059661834971592,17202.170989769216,2,1083.6107460984417,11858.113785249298,1,1198.925124737395,41569.94728348459,6,10,-5.515688308724393e-05,0.0005446155056628228,0.0005379691597032857
ep_0000099.npz,1,1,972,10.420035895724489,7033.8335,6813.311,120.84752677460347,200.0,1104.3843844730811,1104.3843844730811,194.00801236198856,0.18109636718145294,0.18109636718145294,1.0308852586295834,14314.63789116072,2,0.0,14314.63789116072,2,3920.672268907563,54321.717708480704,9,8,-8.424606188406827e-05,0.0007327566439272764,0.0007249332528454414
ep_0000100.npz,1,1,554,5.555427471017815,6868.742,7123.417,137.40326905571055,185.0,428.6592211849759,428.6592211849759,136.01151234930157,0.4315782581057983,0.4315782581057983,1.3601789790035372,17700.99427249801,3,0.0,17700.99427249801,3,19571.353893119747,10111.101581968544,1,8,-3.521073949325171e-05,0.00038956238250966276,0.0003822800753797917
ep_0000101.npz,1,1,772,8.1134858161426,7026.907,6903.9885,66.74907712968252,275.0,1054.398197567405,928.2595476710253,257.55452765537063,0.26081228195804074,0.296253349281423,1.0677350637297778,14639.242757813196,2,1577.047654181789,9548.683802138808,1,1824.484801733193,43199.119680168,7,11,8.393504610298725e-05,0.0005802925206299309,0.0005738026169188441
ep_0000102.npz,1,1,720,7.561775418235136,7001.449,6907.157,51.32640085776984,260.0,1072.113167923463,837.0402752079165,240.6228867780004,0.24251171217641562,0.310618267365232,1.0805289699640126,14587.084891338804,2,1272.159546624176,9459.905460503833,1,2703.7224264705883,40061.25942376,7,11,-6.798175029699887e-05,0.0005275404366682355,0.0005176981858815644
ep_0000103.npz,1,1,1025,10.834063679563066,6738.445,6877.7835,78.30451895707574,300.0,1511.1859979459311,1488.1926894526655,213.35590079422934,0.19851957363803852,0.201586798622385,1.4061012556167096,12624.369505342254,1,3641.554208611626,8081.7112471557475,1,1033.6134453781513,60410.52403908474,11,12,-8.956995017849277e-05,0.0007680162872730882,0.0007611330208538846
ep_0000104.npz,1,1,799,8.128013453198417,6809.269,7055.6185,134.744940964355,310.0,972.2268133833543,727.3837746071027,264.2472437257746,0.31885563711331766,0.4261849257875554,1.1731437407979393,17407.19894525531,2,2442.36426154782,11796.240317770476,1,2732.956891741071,41998.88815030577,6,13,-4.492106227117972e-05,0.0005951220774864162,0.0005884998181982594
ep_0000105.npz,1,1,296,3.1104228267589873,6955.4785,6904.6505,27.812382182382862,235.0,262.6420719120515,262.6420719120515,250.4707885964128,0.8947538309044876,0.8947538309044876,0.9382331621060167,8587.872061427746,1,0.0,8587.872061427746,1,10266.989889705883,4216.97018226204,0,10,6.4562751466621025e-06,0.0001950717414642035,0.00019265573073073625
ep_0000106.npz,1,1,814,8.549822300965532,6842.5795,6906.718,35.52102300698425,275.0,577.173300732454,502.86820612404165,205.72663520169647,0.47646001582369624,0.5468629685690771,1.3367253089537348,15804.172430366842,2,2672.971806640158,9552.30672978814,1,9220.22534795168,19424.07718090263,3,14,-6.791830929943396e-05,0.0005865016156108573,0.0005742692989184777
ep_0000107.npz,1,1,1015,10.78036228068992,6989.8365,6855.65,73.54373433998899,260.0,844.6137860960149,844.6137860960149,163.23425342648804,0.3078330051913733,0.3078330051913733,1.5928029475571441,12539.829204473657,1,0.0,12539.829204473657,1,38187.44255514706,14849.862229511697,2,13,5.077092110694389e-06,0.000789680545158124,0.0007800117056170177
ep_0000108.npz,1,1,551,5.47693024938235,6897.3635,7165.334,143.49179447755978,260.0,819.4180567927,801.9502738836597,205.8168330809786,0.3172983531967443,0.3242096280370105,1.2632591615949267,14535.565781401187,2,4398.976822347382,9752.936400809756,1,11938.114783022585,19775.48711803442,3,11,7.11237209571773e-05,0.00041489925174459987,0.00040458904040075773
ep_0000109.npz,1,1,549,5.521286485906886,6857.139,7109.65,136.60687958535436,185.0,321.95606470619725,321.95606470619725,165.10436860714915,0.5746125645088337,0.5746125645088337,1.1205033613628401,17195.868205626328,3,0.0,17195.868205626328,3,2131.668567817752,27280.80564138019,4,8,-3.858188858322424e-05,0.0004171269517078194,0.0004137568976701015
ep_0000110.npz,1,1,661,6.997683293701058,7114.9935,6870.552,131.97433100196122,240.0,344.0452893372139,289.9963778300337,214.05291054386063,0.6975825783353932,0.827596543777052,1.1212181109344115,15776.453263543175,2,4619.620544778397,11088.496248821628,1,17403.243213300946,3734.2111118378375,0,12,1.2802121205783856e-05,0.0005045158478362732,0.0004956029011089851
ep_0000111.npz,1,1,378,3.94887956657109,7132.115,6931.6845,107.3066847287746,180.0,127.14086522099637,109.16149344342256,109.1568888098024,1.4157525173918222,1.648933101976041,1.649002659957049,10111.072953733108,1,4887.383478677855,9983.432871474339,1,4574.62948069853,13212.283818996895,2,9,7.051496973747661e-06,0.00029546569777933536,0.00029012439905225126
ep_0000112.npz,1,1,1550,16.92852304484407,6675.0195,6729.28,31.21793423123563,175.0,1082.7390621252155,1082.7390621252155,153.65420098977427,0.1616271233962018,0.1616271233962018,1.1389210244349017,13414.294284267462,2,0.0,13414.294284267462,2,3126.0504201680674,85781.60689222888,16,7,6.542811754768674e-05,0.0011834147997188127,0.0011804912122787285
ep_0000113.npz,1,1,758,8.166271162900165,6893.1765,6790.8445,57.0799859920744,200.0,762.7756878532766,762.7756878532766,185.78320873470787,0.26220028139972773,0.26220028139972773,1.0765235532431416,12809.509918970118,1,0.0,12809.509918970118,1,1599.4660911239496,40224.30740904031,6,8,-2.125208214508926e-05,0.0005424564301361881,0.0005362023273295198
ep_0000114.npz,1,1,463,4.6707196550165255,7014.2455,7095.0965,43.07392906544192,260.0,651.8873911947064,372.59718711723394,215.58342195278294,0.3988418912712839,0.6978045164849664,1.2060296549933471,17059.869123376786,2,1423.7440164321454,11842.53084024093,1,1744.6850380777314,22966.555977725147,3,11,-1.5703015082882587e-05,0.0003402352346088246,0.0003318923520554248
ep_0000115.npz,1,1,277,2.897643085469466,7067.6355,6925.4835,76.67995984935806,125.0,304.51322163453267,235.69273958824095,235.69273453430822,0.41049120734081335,0.5303515085716133,0.530351519943881,15555.551579282574,2,2056.1929236298115,10221.353437716969,1,2056.4958639705883,10221.46111107154,1,5,1.1049667458177584e-05,0.00020150080429389976,0.00019853291587454603
ep_0000116.npz,1,1,813,8.770583845315187,6927.3995,6784.766,79.31657965636805,250.0,750.8651842484447,750.8651842484447,287.41158652946547,0.332949250071076,0.332949250071076,0.8698327127962532,14540.480712001154,2,0.0,14540.480712001154,2,464.35793067226894,43176.38160133178,8,10,0.00010285474424595997,0.0006224237366658267,0.0006133599025161172
ep_0000117.npz,1,1,932,9.4795952878537,6982.679,7056.309,39.522049863110624,275.0,1034.4898232832722,1034.4898232832722,233.12945773205348,0.265831517923688,0.265831517923688,1.1796021089538598,14866.214738363382,2,0.0,14866.214738363382,2,3789.0416557247895,47962.350615942996,8,11,-0.00011490498904237734,0.0007287913327964827,0.0007191716019611023
ep_0000118.npz,1,1,1333,14.006987933952203,7135.2255,6904.7895,123.6877625021043,200.0,1531.1068168904012,1531.1068168904012,125.13205040889872,0.1306244592432745,0.1306244592432745,1.598311538462388,14100.879001430294,2,0.0,14100.879001430294,2,61625.871192226885,13250.597320346926,2,10,-7.796594399754953e-05,0.0009856553454060343,0.0009678074571690584
ep_0000119.npz,1,1,824,8.943347647797577,7059.8015,6757.3785,166.28291098530008,205.0,1193.4598046849576,1193.4598046849576,165.41329629011042,0.17176950509373434,0.17176950509373434,1.239319961561375,12142.590785221035,1,0.0,12142.590785221035,1,4640.984440651261,38978.72658631114,6,10,3.515702689645765e-05,0.0006357131438606929,0.0006222144027853567
ep_0000120.npz,1,1,1025,11.023668198223696,6892.79,6798.6915,52.444338662468,250.0,1083.2756833082371,1083.2756833082371,203.7294329300311,0.23078151190149496,0.23078151190149496,1.2271177335768666,14349.612057806711,3,0.0,14349.612057806711,3,884.8548696822478,58252.85535158524,9,10,3.696994011333712e-05,0.0007469182972773174,0.000738141505744944
ep_0000121.npz,1,1,956,10.504045252265023,7117.7145,6702.3595,228.34155244345857,220.0,1322.6689121458926,1322.6689121458926,228.0438115386035,0.16633036278373922,0.16633036278373922,0.9647269027634111,14005.806881656763,2,0.0,14005.806881656763,2,38140.285911239494,8725.42856201468,1,10,-1.4877829356218797e-05,0.0007142929295429885,0.0007089123583953641
ep_0000122.npz,1,1,459,4.770510158226796,7074.956,6955.453,64.20502391180071,180.0,328.97936725447096,260.66123264443644,160.50385403151836,0.547146775502085,0.6905514800719712,1.1214683976663462,15576.786464525961,2,704.4526537457579,10701.987637574191,1,1525.6996372767856,23350.201895180235,4,9,-5.287641393063774e-05,0.0003315348677597811,0.00032546236030020606
ep_0000123.npz,1,1,531,5.779897668943404,7077.1745,6744.3965,182.89288687623502,195.0,676.1417108098672,676.1417108098672,181.1761740158259,0.2884010805463154,0.2884010805463154,1.0763004631225217,13440.534593932136,2,0.0,13440.534593932136,2,2859.022945115546,26961.33262187804,4,9,1.35368048596531e-05,0.0003797740410307317,0.0003687493833172364
ep_0000124.npz,1,1,982,10.516768508583837,7010.6085,6817.832,105.8546211158291,365.0,1227.9037416604283,1227.9037416604283,294.75309303149646,0.29725457103537295,0.29725457103537295,1.2383245795524092,13653.853356193818,2,0.0,13653.853356193818,2,20269.46444984244,33660.33643990666,5,17,0.00011537393872660993,0.0007819199600570284,0.0007655929093826456
ep_0000125.npz,1,1,836,8.322135800551646,6997.2545,7158.266,85.36367213181347,370.0,1153.4663723900585,1153.4663723900585,280.10641134236494,0.3207722469042037,0.3207722469042037,1.3209265658248752,14065.76690582461,2,0.0,14065.76690582461,2,210.7563025210084,36969.24003680225,6,17,2.7978081763402444e-05,0.0006440487692025315,0.0006235454772601013
ep_0000126.npz,1,1,1011,10.673960114376365,7165.955,6882.9915,151.7451248972884,260.0,1546.0166240551525,1315.755702378908,197.49936754444786,0.16817412953686633,0.19760507176971814,1.3164599119107872,14158.342770637599,2,2106.1259319690166,9222.40190454434,1,3199.3649881827732,54023.540064458546,8,11,6.00446536983017e-05,0.000734642561204537,0.0007275197823008239
ep_0000127.npz,1,1,1120,11.803369168768926,6964.0785,6891.306,39.84077700157468,255.0,1290.9800620426345,1290.9800620426345,195.52994159176882,0.19752435184516323,0.19752435184516323,1.3041480906918794,14964.850077037412,2,0.0,14964.850077037412,2,529.3772977941177,66670.60945835481,11,12,1.2017986923838152e-05,0.0008301069014702224,0.0008140636602902865
ep_0000128.npz,1,1,387,3.9452790578860806,7122.5305,7045.5625,40.75039242630646,225.0,403.43557218421233,361.09323536931913,203.11768800246975,0.5577098687204086,0.6231077681914323,1.1077321833107128,16614.937816626105,2,4767.688105794975,11731.435668953573,1,549.077845982143,20660.896794726963,3,9,1.7771875957088213e-05,0.0002890931300737796,0.0002823635515935611
ep_0000129.npz,1,1,912,9.615895169128274,6716.827,6889.1175,96.93448135105155,210.0,743.209035246868,616.2372023949724,197.696929843843,0.28255845938450597,0.3407778679765623,1.062231973788743,17071.733532103583,2,3314.84128237169,11381.155688069055,1,3534.733455882353,50895.584406911024,8,9,-9.294906650705348e-05,0.00066906451462461,0.00066672476066663
ep_0000130.npz,1,1,497,4.995856996511592,6760.8495,7111.9895,191.92013632188173,290.0,587.416488916906,564.346438781281,489.55335993918334,0.49368719719582543,0.5138687516594622,0.5923766921669711,4458.318941764917,0,3423.6972552928764,11014.346517073744,1,3475.871725643382,22852.880454216735,3,15,-1.4328227878817904e-05,0.00034387206095278265,0.00034029202692399446
ep_0000131.npz,1,1,1092,10.915529228552437,6853.095,7138.584,154.04100156642562,340.0,1255.6032732890699,1255.6032732890699,190.1385199083677,0.27078616887431756,0.27078616887431756,1.7881700150177573,13008.856043338417,1,0.0,13008.856043338417,1,734.0728400735295,59455.7570509665,10,16,0.00013945575790368686,0.0007399203001848667,0.0007293762688878394
ep_0000132.npz,1,1,586,5.880085991950663,7031.0555,7120.374,47.37304779579517,185.0,295.1775651589104,295.1775651589104,141.77658136172414,0.6267413985219517,0.6267413985219517,1.3048699455377404,17804.39534344881,3,0.0,17804.39534344881,3,0.0,30126.614810990155,5,8,-2.8253989971242978e-05,0.00045467538721295,0.000449827831204507
ep_0000133.npz,1,1,1082,10.92720784440192,6811.5725,7089.88,151.6295386152933,185.0,1286.6591862939158,1286.6591862939158,377.31730002725266,0.1437832193409917,0.1437832193409917,0.4903035190452119,12830.346698939813,1,0.0,12830.346698939813,1,14593.361344537816,48848.43009116891,8,8,2.6194765338055748e-05,0.0007671350120320614,0.0007613921194231226
ep_0000134.npz,1,1,538,5.47112549557595,6810.7745,7057.17,134.72554044802382,245.0,437.22119230047,391.93498629903394,185.93329900832077,0.5603571014271181,0.6251036742432399,1.3176768298455024,15765.198769408606,2,6691.778182540433,10024.054277999176,1,2354.0590533088234,19941.865185366994,3,11,-3.4892259789999724e-05,0.00042961127591005255,0.0004172538455855015
ep_0000135.npz,1,1,778,7.951678005666096,6931.3895,7033.5415,55.26895877068819,260.0,676.402252054894,676.402252054894,202.81335053008868,0.3843866563278377,0.3843866563278377,1.281966888868232,15676.96756794498,2,0.0,15676.96756794498,2,15452.866662289915,30810.60255601392,5,11,-1.685234676001892e-05,0.0006069757106974226,0.0005985602399984163
ep_0000136.npz,1,1,861,8.596829620050475,7068.66,7143.9225,39.66044610996596,285.0,1060.2145329514924,1060.2145329514924,289.5657493870229,0.2688135194738361,0.2688135194738361,0.9842324259803238,15808.497159499744,3,0.0,15808.497159499744,3,2116.323529411765,45818.7509376809,8,12,8.944093784783731e-05,0.0006408639297541344,0.0006330251137708719
ep_0000137.npz,1,1,955,9.646043644247735,6802.6365,7089.1845,156.2830245126006,280.0,1208.1352896752228,1208.1352896752228,188.94731862979913,0.23176212332583304,0.23176212332583304,1.4818945409254451,13757.81507542073,2,0.0,13757.81507542073,2,48327.948357077206,3879.329397716938,0,13,-8.08059281914988e-06,0.0007059220167357366,0.0006953042736158559
ep_0000138.npz,1,1,651,6.661690847799136,6874.0915,7027.883,83.77634698942893,210.0,362.390532033946,362.390532033946,185.4920323658696,0.5794853381553821,0.5794853381553821,1.1321240989251238,17496.614541374627,2,0.0,17496.614541374627,2,223.0172909007353,36940.27614818361,6,9,-2.2935395621030256e-05,0.00046819470792740817,0.00046285757503995695
ep_0000139.npz,1,1,943,9.637111606514306,7092.339,7034.0165,31.015414991587022,320.0,1127.1976597634248,1127.1976597634248,264.65408728697827,0.2838898725775933,0.2838898725775933,1.2091254787726262,14769.90019567854,2,0.0,14769.90019567854,2,2700.7087874212184,49839.00402606015,8,14,0.00010309713383478999,0.000728736967142757,0.0007210658597977374
ep_0000140.npz,1,1,348,3.5189432295234817,6734.629,7083.885,192.01705991465587,185.0,243.24653852246658,189.57684678534162,189.57684678534162,0.7605452522520199,0.9758575645552118,0.9758575645552118,16019.793018862081,2,5626.609690811103,3727.0287276154836,0,5626.609690811103,3727.0287276154836,0,8,4.5323222826100886e-05,0.0002601542988956362,0.0002548551716010734
ep_0000141.npz,1,1,918,9.391050679132547,7143.3885,7029.307,60.37136236432889,275.0,1045.4237951697128,1045.4237951697128,308.7005874366998,0.2630512154693751,0.2630512154693751,0.8908308282905026,14856.754478524344,2,0.0,14856.754478524344,2,2332.592075892857,50253.93616857442,8,11,0.00010303955788183546,0.0007025307844276168,0.0006942900510873662
ep_0000142.npz,1,1,912,9.734878021225128,7033.8645,6832.8685,109.91179255244151,270.0,1298.1859534706239,1298.1859534706239,195.77684738462602,0.20798253076007397,0.20798253076007397,1.3791211964382801,12754.978841665043,1,0.0,12754.978841665043,1,5913.03899684874,39210.19475266815,6,12,-0.00011252075909828708,0.0006964681231765579,0.0006842690321613804
ep_0000143.npz,1,1,932,9.493362179465755,6927.4335,7049.4855,65.95140210347199,285.0,1096.976434631319,1096.976434631319,232.94931924458172,0.25980503409426947,0.25980503409426947,1.2234420814115727,12498.379694832738,1,0.0,12498.379694832738,1,4033.292410714286,49928.178326272784,8,12,-2.696214967404918e-05,0.0007372931603895339,0.0007286746210956689
ep_0000144.npz,1,1,1056,10.605746973870772,7053.748,7116.0985,33.00496382719393,310.0,1221.495675908116,1221.495675908116,210.312998880502,0.2537872266879142,0.2537872266879142,1.4739935317842112,15925.560571580692,3,0.0,15925.560571580692,3,4648.8143382352955,55348.832039622685,9,15,7.989875906247711e-05,0.0008059501730296213,0.0007961322495169312
ep_0000145.npz,1,1,438,4.411809771948484,6899.4125,7102.29,109.34040971977811,195.0,280.18494606893717,280.18494606893717,112.44463109468157,0.6959688689056902,0.6959688689056902,1.7341868446862925,15484.946543181646,2,0.0,15484.946543181646,2,21393.4762342437,4886.5214288115285,0,9,-2.0872910868405654e-05,0.0003257622743424492,0.00031886265613185056
ep_0000146.npz,1,1,966,9.95562769290241,6913.2695,6994.6475,44.29996043695428,310.0,1141.4258374555784,1141.4258374555784,266.5152579877,0.2715901373768092,0.2715901373768092,1.1631604221860605,14784.546756293666,2,0.0,14784.546756293666,2,1652.3851102941178,53558.37047493299,9,13,-1.9476343047771248e-05,0.0007199343825332497,0.0007119032094526293
ep_0000147.npz,1,1,724,7.190580917838159,6931.784,7169.297,126.65982136106595,350.0,659.2372314617847,421.4844970503598,233.11861386532382,0.530916615895486,0.8303982766848512,1.501381610831816,17944.36589537159,2,3786.158422988693,11948.434450142417,1,4147.718618697479,34780.556384138035,5,16,-6.159402582349741e-05,0.0005172118003202347,0.0005017222198960286
ep_0000148.npz,1,1,571,5.877857881919138,6744.5605,7000.11,141.61645867539391,295.0,308.8542721525232,263.76205646457333,225.86238848606484,0.9551430127355289,1.1184322868654246,1.3061050225199438,15309.03824878774,2,6143.606685228928,9139.766355164975,1,1399.3614183954833,13685.941298240923,2,13,2.1552000843664473e-05,0.00041259284689478806,0.00040490706620069
ep_0000149.npz,1,1,591,6.432214490430609,6978.9535,6744.941,129.9733296094155,225.0,272.05126154255896,272.05126154255896,191.78658997319903,0.827050015222229,0.827050015222229,1.1731790008438148,15446.451444682778,2,0.0,15446.451444682778,2,289.5442161239496,32286.289641372015,5,11,-2.017075571415236e-05,0.0004496218304181209,0.0004416706454379622
ep_0000150.npz,1,1,1208,13.09039748455981,6860.5695,6764.5085,53.930020920948664,205.0,1064.7107677443014,1064.7107677443014,237.0646105907078,0.19254055299385528,0.19254055299385528,0.864743157948331,13124.105012793252,1,0.0,13124.105012793252,1,4585.911239495798,67894.04601022584,11,10,2.6835222744042828e-05,0.0008707819362692003,0.0008657057442300364
ep_0000151.npz,1,1,1021,10.849986107760632,6999.862,6853.1655,80.3350109380699,225.0,768.0165479392031,763.5608787751801,265.28376429869166,0.2929624375981691,0.2946719852396316,0.8481483991107166,14911.90392812944,2,2135.926567530766,9750.724397035676,1,2117.9784335609243,54538.2339878402,9,11,-9.383579637391459e-05,0.0007562776349813712,0.0007500634455406225
ep_0000152.npz,1,1,267,2.6511703691451953,6861.3375,7170.387,166.044456337444,160.0,185.73398947974897,165.68142306886324,165.68142306886324,0.861447064418143,0.96570875018075,0.96570875018075,9329.32511162495,1,1798.5105750493394,2839.597498021222,0,1798.5105750493394,2839.597498021222,0,7,2.525896989379014e-06,0.00019849485539800597,0.0001941037082739087
ep_0000153.npz,1,1,968,10.298168920130466,7084.5285,6848.105,128.37238518686445,310.0,1149.7520941107493,1095.551208578922,248.29563422214488,0.26962334018601003,0.2829625831932694,1.2485116823385203,14256.843107085168,2,1201.2920536177521,9375.2322184176,1,8065.978203781513,48229.72705526916,7,13,-5.901687017520549e-05,0.0007190000551312474,0.0007085647084511288
ep_0000154.npz,1,1,431,4.492881587143551,6714.48,6941.634,127.10383123482916,140.0,130.51237966259512,127.06912052889348,127.06912052889348,1.0726951754456748,1.1017625636919888,1.1017625636919888,14403.314899580539,2,5542.125434454686,3027.696118486963,0,5542.125434454686,3027.696118486963,0,7,-5.066449842419137e-05,0.0003042115396394368,0.0002975546752547903
