alt_km,i_deg,dRAAN_deg,theta_exact_deg,theta_smallangle_deg,lin_err_pct,dv_ms,dv_per_deg_RAAN,dv_per_deg_incl,cost_ratio_RAAN_to_incl,node_u_deg
20200.0,51.6,0.1,0.0783693418955415,0.07836934573258399,4.896101469005089e-06,5.297713545485084,52.97713545485083,67.59845865635928,0.7837033048957994,90.0
20200.0,51.6,0.25,0.19592330436702138,0.19592336433145996,3.0606077601311165e-05,13.24427503831234,52.97710015324936,67.59845865635928,0.7837027826708527,90.0
20200.0,51.6,0.5,0.39184624893971726,0.3918467286629199,0.00012242638635612984,26.488487038511472,52.976974077022945,67.59845865635928,0.7837009175953921,90.0
20200.0,51.6,1.0,0.7836896194844939,0.7836934573258398,0.0004897144546109394,52.97646977433562,52.97646977433562,67.59845865635928,0.783693457326366,90.0
20200.0,51.6,2.0,1.5673562103289276,1.5673869146516797,0.0019589881706383555,105.94890518533468,52.97445259266734,67.59845865635928,0.783663616680464,90.0
20200.0,51.6,5.0,3.9179873578451727,3.9184672866291996,0.012249370408654547,264.80166805759376,52.96033361151875,67.59845865635928,0.7834547512502571,90.0
20200.0,63.4,0.1,0.08941542141177979,0.08941542368393682,2.541124346276742e-06,6.044420772050862,60.444207720508615,67.59845865635928,0.8941654724374749,90.0
20200.0,63.4,0.25,0.22353852365973864,0.22353855920984203,1.5903345332493907e-05,15.11104186046926,60.44416744187704,67.59845865635928,0.8941648765861437,90.0
20200.0,63.4,0.5,0.44707683400229226,0.44707711841968406,6.36171168230155e-05,30.22201179751956,60.44402359503912,67.59845865635928,0.8941627486258207,90.0
20200.0,63.4,1.0,0.8941519614543142,0.8941542368393681,0.0002544740885164474,60.44344821142819,60.44344821142819,67.59845865635928,0.8941542368398663,90.0
20200.0,63.4,2.0,1.7882902693059743,1.7883084736787362,0.0010179763919923913,120.88229342019513,60.44114671009756,67.59845865635928,0.8941201901858985,90.0
20200.0,63.4,5.0,4.470486599880734,4.470771184196841,0.006365846530317781,302.12518836607984,60.42503767321597,67.59845865635928,0.8938818853901711,90.0
20200.0,90.0,0.1,0.10000000000019954,0.1,-1.995425341362641e-10,6.759930807031596,67.59930807031596,67.59845865635928,1.0000125655817242,90.0
20200.0,90.0,0.25,0.24999999999995154,0.25,1.9381505090172062e-11,16.899815756333698,67.59926302533479,67.59845865635928,1.0000118992206553,90.0
20200.0,90.0,0.5,0.49999999999986244,0.5,2.751179799466699e-11,33.79955107553608,67.59910215107216,67.59845865635928,1.000009519369608,90.0
20200.0,90.0,1.0,0.9999999999999002,1.0,9.978990313092779e-12,67.59845865635253,67.59845865635253,67.59845865635928,0.9999999999999002,90.0
20200.0,90.0,2.0,1.9999999999999472,2.0,2.643836078966618e-12,135.19176942837024,67.59588471418512,67.59845865635928,0.9999619230641449,90.0
20200.0,90.0,5.0,4.999999999999992,5.0,1.590277340731761e-13,337.8893438273197,67.57786876546393,67.59845865635928,0.999695408870193,90.0
20200.0,98.0,0.1,0.09902680662818968,0.09902680687415703,2.483846266028806e-07,6.694143624922188,66.94143624922188,67.59845865635928,0.9902805120087513,90.0
20200.0,98.0,0.25,0.24756701338012183,0.24756701718539262,1.5370669669167439e-06,16.7353479110227,66.9413916440908,67.59845865635928,0.9902798521544889,90.0
20200.0,98.0,0.5,0.49513400393869295,0.49513403437078524,6.146233548437432e-06,33.47061616785703,66.94123233571406,67.59845865635928,0.9902774954679622,90.0
20200.0,98.0,1.0,0.9902678252855945,0.9902680687415705,2.4584861763814568e-05,66.94059510351626,66.94059510351626,67.59845865635928,0.9902680687412222,90.0
20200.0,98.0,2.0,1.980534189663731,1.980536137483141,9.834818404671214e-05,133.87609242157387,66.93804621078694,67.59845865635928,0.990230362367734,90.0
20200.0,98.0,5.0,4.951309889974554,4.951340343707852,0.0006150641744356794,334.60102796023085,66.92020559204617,67.59845865635928,0.9899664418716845,90.0
