alt_km,i_deg,dRAAN_deg,theta_exact_deg,theta_smallangle_deg,lin_err_pct,dv_ms,dv_per_deg_RAAN,dv_per_deg_incl,cost_ratio_RAAN_to_incl,node_u_deg
8000.0,63.4,0.5,0.44707683400229226,0.44707711841968406,6.36171168230155e-05,41.094511833533915,82.18902366706783,91.9172978223245,0.8941627486258206,90.0
8000.0,63.4,1.0,0.8941519614543142,0.8941542368393681,0.0002544740885164474,82.18824128670326,82.18824128670326,91.9172978223245,0.8941542368398662,90.0
8000.0,63.4,2.0,1.7882902693059743,1.7883084736787362,0.0010179763919923913,164.3702236205413,82.18511181027066,91.9172978223245,0.8941201901858985,90.0
8000.0,63.4,5.0,4.470486599880734,4.470771184196841,0.006365846530317781,410.81603738694645,82.16320747738929,91.9172978223245,0.8938818853901711,90.0
8000.0,90.0,0.1,0.10000000000019954,0.1,-1.995425341362641e-10,9.191845281664214,91.91845281664214,91.9172978223245,1.000012565581724,90.0
8000.0,90.0,0.25,0.24999999999995154,0.25,1.9381505090172062e-11,22.979597891633333,91.91839156653333,91.9172978223245,1.0000118992206553,90.0
8000.0,90.0,0.5,0.49999999999986244,0.5,2.751179799466699e-11,45.95908640852792,91.91817281705583,91.9172978223245,1.000009519369608,90.0
8000.0,90.0,1.0,0.9999999999999002,1.0,9.978990313092779e-12,91.91729782231532,91.91729782231532,91.9172978223245,0.9999999999999001,90.0
8000.0,90.0,2.0,1.9999999999999472,2.0,2.643836078966618e-12,183.82759578654267,91.91379789327134,91.9172978223245,0.9999619230641448,90.0
8000.0,90.0,5.0,4.999999999999992,5.0,1.590277340731761e-13,459.44650314366004,91.889300628732,91.9172978223245,0.9996954088701931,90.0
8000.0,98.0,0.1,0.09902680662818968,0.09902680687415703,2.483846266028806e-07,9.102390874995239,91.02390874995238,91.9172978223245,0.9902805120087512,90.0
8000.0,98.0,0.25,0.24756701338012183,0.24756701718539262,1.5370669669167439e-06,22.755962024482905,91.02384809793162,91.9172978223245,0.9902798521544888,90.0
8000.0,98.0,0.5,0.49513400393869295,0.49513403437078524,6.146233548437432e-06,45.51181573883714,91.02363147767429,91.9172978223245,0.9902774954679623,90.0
8000.0,98.0,1.0,0.9902678252855945,0.9902680687415705,2.4584861763814568e-05,91.02276499842502,91.02276499842502,91.9172978223245,0.9902680687412221,90.0
8000.0,98.0,2.0,1.980534189663731,1.980536137483141,9.834818404671214e-05,182.03859826092662,91.01929913046331,91.9172978223245,0.9902303623677339,90.0
8000.0,98.0,5.0,4.951309889974554,4.951340343707852,0.0006150641744356794,454.9752013581326,90.99504027162652,91.9172978223245,0.9899664418716845,90.0
20200.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,67.59845865635928,0.0,90.0
20200.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,67.59845865635928,0.0,90.0
20200.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,67.59845865635928,0.0,90.0
20200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.59845865635928,0.0,90.0
20200.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,67.59845865635928,0.0,90.0
20200.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,67.59845865635928,0.0,90.0
20200.0,5.0,0.1,0.008715573176999333,0.008715574274765816,1.259545943177409e-05,0.5891667904115102,5.891667904115102,67.59845865635928,0.08715683791054675,90.0
20200.0,5.0,0.25,0.021788918529514735,0.02178893568691454,7.87436961688299e-05,1.4729159942655163,5.891663977062065,67.59845865635928,0.08715677981672161,90.0
20200.0,5.0,0.5,0.04357773414721485,0.04357787137382908,0.00031490075589532345,2.9458249785101933,5.891649957020387,67.59845865635928,0.0871565724149264,90.0
20200.0,5.0,1.0,0.08715464493620846,0.08715574274765817,0.0012596132432277475,5.891593872562408,5.891593872562408,67.59845865635928,0.0871557427442639,90.0
20200.0,5.0,2.0,0.17430270312381774,0.17431148549531633,0.0050385744691298934,11.782739077864939,5.891369538932469,67.59845865635928,0.08715242412377464,90.0
20200.0,5.0,5.0,0.4356414994142663,0.4357787137382908,0.03149707367388293,29.44899672778635,5.88979934555727,67.59845865635928,0.08712919588149796,90.0
20200.0,28.5,0.1,0.04771587134384327,0.04771587602596085,9.812495177556697e-06,3.2255602029977966,32.255602029977965,67.59845865635928,0.47716475598876007,90.0
20200.0,28.5,0.25,0.11928961697875737,0.1192896900649021,6.126781742100925e-05,8.063895134778566,32.25558053911426,67.59845865635928,0.4771644380693263,90.0
20200.0,28.5,0.5,0.2385787954545005,0.2385793801298042,0.00024506591317136354,16.12775188845682,32.25550377691364,67.59845865635928,0.47716330250792227,90.0
20200.0,28.5,1.0,0.47715408285218924,0.4771587602596084,0.0009802719053028817,32.25519672788501,32.25519672788501,67.59845865635928,0.4771587602589607,90.0
20200.0,28.5,2.0,0.9542801008161998,0.9543175205192168,0.003921249430326071,64.5079370977164,32.2539685488582,67.59845865635928,0.47714059151589727,90.0
20200.0,28.5,5.0,2.3852090694159362,2.385793801298042,0.024514911066024443,161.22686040556795,32.24537208111359,67.59845865635928,0.4770134219336985,90.0
