geom,rho0_km,rho_over_r,period_min,arc_min,burn_dv_ms,burn_dir,burn_t_min,k,hyp_valid,hyp_a_km,hyp_perigee_alt_km,arm,t_1sig_min,t_3sig_min,t_D3_min,D_final,dbeta_10min,dbeta_1h,dbeta_6h,dbeta_24h,dbeta_50h,dbeta_max,pow_p
A5_leo_180deg,13572.600000000002,1.9565461826547998,92.41425159967986,360.0,1.0,radial,36.0,0.5,0,75.36037292809384,-6370.999254143812,nonlinear_minus_linear,1.0,3.0,3.0,5806.9664104837675,0.014218905332302967,0.0007478732451811076,0.06302569240855194,nan,nan,3.00696742876891,-0.6679156002788706
A5_leo_180deg,13572.600000000002,1.9565461826547998,92.41425159967986,360.0,1.0,radial,36.0,2.0,0,-802.1699381376264,nan,nonlinear,3.0,4.0,4.0,34029.623256040606,0.06264687155370385,2.674006499869831,2.292154574961638,nan,nan,3.1220441261965686,1.293094473525998
A5_leo_180deg,13572.600000000002,1.9565461826547998,92.41425159967986,360.0,1.0,radial,36.0,2.0,0,-802.1699381376264,nan,linear_classical,nan,nan,nan,0.0070717626416653715,0.0,6.078102590123535e-07,3.0866118549965904e-09,nan,nan,1.000481004709286e-06,-0.42897053685084596
A5_leo_180deg,13572.600000000002,1.9565461826547998,92.41425159967986,360.0,1.0,radial,36.0,2.0,0,-802.1699381376264,nan,nonlinear_minus_linear,3.0,4.0,4.0,34029.62012790733,0.06264687155370385,2.674005892059572,2.2921545780482497,nan,nan,3.122044542649849,1.2930942812278363
A5_leo_180deg,13572.600000000002,1.9565461826547998,92.41425159967986,360.0,10.0,prograde,36.0,0.5,0,75.36037292809384,-6370.999254143812,nonlinear,1.0,3.0,3.0,5901.535719329627,0.014218905332302967,0.0002724498119626162,0.10459494478646691,nan,nan,2.9800163777442634,-0.5956884485906725
A5_leo_180deg,13572.600000000002,1.9565461826547998,92.41425159967986,360.0,10.0,prograde,36.0,0.5,0,75.36037292809384,-6370.999254143812,linear_classical,nan,nan,nan,0.48047643413580754,0.0,4.2800012103771934e-05,1.442939108287078e-05,nan,nan,6.591859339710737e-05,2.1516952026138076
A5_leo_180deg,13572.600000000002,1.9565461826547998,92.41425159967986,360.0,10.0,prograde,36.0,0.5,0,75.36037292809384,-6370.999254143812,nonlinear_minus_linear,1.0,3.0,3.0,5901.5395120236135,0.014218905332302967,0.00022964979985884426,0.10460937417754979,nan,nan,2.980024427998583,-0.593627075677234
A5_leo_180deg,13572.600000000002,1.9565461826547998,92.41425159967986,360.0,10.0,prograde,36.0,2.0,0,-802.1699381376264,nan,nonlinear,3.0,4.0,4.0,34025.650524265875,0.06264687155370385,2.67334735407914,2.3356604984289357,nan,nan,3.1371772307613845,1.2957179264750494
A5_leo_180deg,13572.600000000002,1.9565461826547998,92.41425159967986,360.0,10.0,prograde,36.0,2.0,0,-802.1699381376264,nan,linear_classical,nan,nan,nan,0.24030839443498314,0.0,2.140097623115622e-05,7.217908728041067e-06,nan,nan,3.2968209019657024e-05,2.1522029875501567
A5_leo_180deg,13572.600000000002,1.9565461826547998,92.41425159967986,360.0,10.0,prograde,36.0,2.0,0,-802.1699381376264,nan,nonlinear_minus_linear,3.0,4.0,4.0,34025.7512544258,0.06264687155370385,2.6733259531029088,2.335667716337664,nan,nan,3.137172104318592,1.2957271611731342
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,0.0,none,nan,0.5,0,4894.426458761615,-4213.881828216937,nonlinear,1.0,2.0,2.0,20819.419787797066,0.10900607502234205,0.667084473840021,1.3004580013893294,nan,nan,1.750792654475421,0.6630216151150208
