alt1_km,alt2_km,da_km,di_deg,dv_hohmann_ms,dv_plane_at_hi_ms,dv_sequential_ms,dv_combined_burn2_ms,dv_combined_optsplit_ms,opt_split_frac_burn1,save_vs_seq_ms,save_vs_seq_pct
800.0,1400.0,600.0,0.1,293.4842864473518,12.499934746173436,305.98422119352523,294.0102196855492,293.7608435078306,0.47,12.22337768569463,3.9947738605657492
800.0,1400.0,600.0,0.25,293.4842864473518,31.249816042088966,324.7341024894408,296.7408137306353,295.20849016099453,0.47,29.525612328446243,9.092242576957654
800.0,1400.0,600.0,0.5,293.4842864473518,62.499483346138,355.9837697934898,306.10785405061574,300.32134551930875,0.47,55.662424274181035,15.636225299392564
800.0,1400.0,600.0,1.0,293.4842864473518,124.99777679220415,418.48206323955594,339.0311743041308,319.95240738025745,0.47,98.52965585929849,23.54453500266179
800.0,1400.0,600.0,2.0,293.4842864473518,249.98603451975697,543.4703209671088,435.1452780835664,388.6459255116428,0.46,154.824395455466,28.488104958510895
800.0,1400.0,600.0,5.0,293.4842864473518,624.7985178907394,918.2828043380912,783.4783754517083,700.2595447822289,0.41,218.0232595558623,23.742496159776834
800.0,1800.0,1000.0,0.1,470.60258166545145,12.190137240761096,482.79271890621254,470.91274071825853,470.7703675470424,0.46,12.022351359170159,2.4901683244948902
800.0,1800.0,1000.0,0.25,470.60258166545145,30.47532279464243,501.07790446009386,472.53431100207683,471.65025502305315,0.46,29.427649437040714,5.87286910380706
800.0,1800.0,1000.0,0.5,470.60258166545145,60.95050053755807,531.5530822030096,478.2358383084368,474.77927659591614,0.46,56.773805607093436,10.680740552156278
800.0,1800.0,1000.0,1.0,470.60258166545145,121.89984066544416,592.5024223308956,499.79728204317763,487.0926546456444,0.46,105.40976768525115,17.790605356611156
800.0,1800.0,1000.0,2.0,470.60258166545145,243.79039818606722,714.3929798515187,572.366104976546,533.4819204657579,0.45,180.91105938576084,25.323745401776183
800.0,1800.0,1000.0,5.0,470.60258166545145,609.313555276264,1079.9161369417154,881.4302219031008,783.9834034037242,0.42,295.9327335379912,27.40330692493052
800.0,2800.0,2000.0,0.1,859.6344803455988,11.506357242367358,871.1408375879662,859.7833212959755,859.720265330599,0.42,11.420572257367212,1.3109903433053078
800.0,2800.0,2000.0,0.25,859.6344803455988,28.765873937750953,888.4003542833498,860.5638645097445,860.170490431416,0.42,28.229863851933715,3.1776061002031044
800.0,2800.0,2000.0,0.5,859.6344803455988,57.53161096014533,917.1660913057442,863.3396686298634,861.7764393288026,0.42,55.38965197694165,6.0392171605564835
800.0,2800.0,2000.0,1.0,859.6344803455988,115.062126601348,974.6966069469469,874.2639798491958,868.1693449576051,0.42,106.52726198934181,10.92927391252734
800.0,2800.0,2000.0,2.0,859.6344803455988,230.11549077627416,1089.749971121873,915.4378630545768,893.2664652913633,0.42,196.48350583050967,18.030145541388208
